Date,Open,High,Low,Close
2010-01-01,2.713,2.746,2.297,2.325
2010-02-01,2.343,2.507,2.197,2.305
2010-03-01,2.317,2.693,2.24,2.554
2010-04-01,2.567,2.757,2.385,2.418
2010-05-01,2.421,2.492,1.855,2.099
2010-06-01,2.118,2.211,1.747,1.778
2010-07-01,1.786,1.91,1.593,1.598
2010-08-01,1.613,1.645,1.278,1.331
2010-09-01,1.346,1.627,1.225,1.273
2010-10-01,1.279,1.341,1.071,1.169
2010-11-01,1.197,1.587,1.016,1.466
2010-12-01,1.473,2.188,1.464,2.008
2011-01-01,2.014,2.168,1.859,1.946
2011-02-01,1.942,2.424,1.942,2.137
2011-03-01,2.155,2.345,1.802,2.272
2011-04-01,2.282,2.353,1.964,1.972
2011-05-01,1.979,2.01,1.678,1.698
2011-06-01,1.709,1.815,1.355,1.764
2011-07-01,1.767,1.844,1.344,1.351
2011-08-01,1.383,1.422,0.792,0.97
2011-09-01,0.957,1.013,0.762,0.955
2011-10-01,0.961,1.221,0.843,0.966
2011-11-01,0.979,1.008,0.839,0.957
2011-12-01,0.959,1.02,0.796,0.833
2012-01-01,0.833,0.927,0.7,0.706
2012-02-01,0.708,0.927,0.698,0.864
2012-03-01,0.87,1.226,0.813,1.04
2012-04-01,1.068,1.12,0.784,0.813
2012-05-01,0.809,0.849,0.633,0.657
2012-06-01,0.663,0.782,0.59,0.717
2012-07-01,0.729,0.732,0.536,0.586
2012-08-01,0.581,0.839,0.581,0.588
2012-09-01,0.592,0.741,0.587,0.625
2012-10-01,0.617,0.833,0.601,0.721
2012-11-01,0.729,0.774,0.598,0.619
2012-12-01,0.617,0.795,0.591,0.725
2013-01-01,0.725,0.918,0.725,0.88
2013-02-01,0.873,0.92,0.741,0.766
2013-03-01,0.763,0.921,0.724,0.769
2013-04-01,0.788,0.792,0.65,0.678
2013-05-01,0.674,1.09,0.639,1.024
2013-06-01,1.043,1.558,0.947,1.396
2013-07-01,1.403,1.634,1.275,1.386
2013-08-01,1.383,1.727,1.337,1.646
2013-09-01,1.698,1.864,1.36,1.385
2013-10-01,1.386,1.473,1.25,1.326
2013-11-01,1.333,1.461,1.27,1.372
2013-12-01,1.375,1.759,1.372,1.748
2014-01-01,1.751,1.806,1.485,1.492
2014-02-01,1.51,1.582,1.422,1.503
2014-03-01,1.456,1.786,1.449,1.72
2014-04-01,1.728,1.811,1.546,1.677
2014-05-01,1.686,1.765,1.465,1.539
2014-06-01,1.549,1.758,1.538,1.633
2014-07-01,1.633,1.807,1.605,1.756
2014-08-01,1.758,1.789,1.495,1.627
2014-09-01,1.638,1.879,1.628,1.763
2014-10-01,1.771,1.775,1.115,1.609
2014-11-01,1.596,1.701,1.479,1.494
2014-12-01,1.495,1.791,1.433,1.653
2015-01-01,1.689,1.705,1.152,1.153
2015-02-01,1.173,1.646,1.164,1.5
2015-03-01,1.512,1.711,1.34,1.372
2015-04-01,1.383,1.507,1.239,1.43
2015-05-01,1.443,1.673,1.44,1.485
2015-06-01,1.49,1.811,1.471,1.641
2015-07-01,1.651,1.752,1.473,1.534
2015-08-01,1.543,1.671,1.292,1.548
2015-09-01,1.546,1.617,1.354,1.355
2015-10-01,1.364,1.558,1.213,1.522
2015-11-01,1.517,1.779,1.512,1.646
2015-12-01,1.653,1.829,1.553,1.758
2016-01-01,1.78,1.78,1.325,1.33
2016-02-01,1.344,1.385,0.976,1.217
2016-03-01,1.214,1.534,1.185,1.206
2016-04-01,1.219,1.405,1.133,1.294
2016-05-01,1.288,1.424,1.155,1.38
2016-06-01,1.373,1.39,0.894,1.001
2016-07-01,0.997,1.181,0.9,1.022
2016-08-01,1.035,1.241,0.996,1.194
2016-09-01,1.198,1.27,1.092,1.149
2016-10-01,1.157,1.368,1.148,1.305
2016-11-01,1.32,1.906,1.153,1.849
2016-12-01,1.855,2.124,1.788,1.934
2017-01-01,1.922,2.017,1.804,1.921
2017-02-01,1.921,2.02,1.794,1.938
2017-03-01,1.959,2.148,1.883,1.925
2017-04-01,1.931,1.939,1.696,1.819
2017-05-01,1.814,1.951,1.713,1.753
2017-06-01,1.762,1.893,1.673,1.887
2017-07-01,1.895,1.968,1.795,1.837
2017-08-01,1.844,1.857,1.669,1.705
2017-09-01,1.71,1.954,1.599,1.939
2017-10-01,1.944,2.093,1.893,2.015
2017-11-01,2.018,2.156,1.975,2.143
2017-12-01,2.142,2.263,2.068,2.206
2018-01-01,2.231,2.553,2.215,2.522
2018-02-01,2.532,2.693,2.343,2.645
2018-03-01,2.645,2.735,2.54,2.562
2018-04-01,2.58,2.854,2.535,2.801
2018-05-01,2.802,2.957,2.559,2.7
2018-06-01,2.696,2.871,2.694,2.74
2018-07-01,2.736,2.868,2.701,2.848
2018-08-01,2.841,2.887,2.692,2.738
2018-09-01,2.738,2.99,2.733,2.955
2018-10-01,2.96,3.092,2.885,2.978
2018-11-01,2.982,3.098,2.809,2.823
2018-12-01,2.87,2.887,2.498,2.51
2019-01-01,2.524,2.635,2.351,2.44
2019-02-01,2.451,2.55,2.429,2.516
2019-03-01,2.514,2.57,2.118,2.236
2019-04-01,2.261,2.43,2.246,2.278
2019-05-01,2.283,2.395,1.908,1.916
2019-06-01,1.908,1.945,1.709,1.768
2019-07-01,1.816,1.921,1.709,1.822
2019-08-01,1.84,1.872,1.328,1.391
2019-09-01,1.39,1.762,1.308,1.546
2019-10-01,1.549,1.685,1.319,1.518
2019-11-01,1.52,1.783,1.498,1.624
2019-12-01,1.642,1.777,1.518,1.693
2020-01-01,1.697,1.715,1.31,1.315
2020-02-01,1.323,1.497,0.894,0.952
2020-03-01,0.875,0.95,0.312,0.3736
2020-04-01,0.366,0.519,0.301,0.3655
2020-05-01,0.358,0.405,0.272,0.3036
2020-06-01,0.294,0.506,0.266,0.2878
2020-07-01,0.289,0.331,0.206,0.2091
2020-08-01,0.212,0.329,0.189,0.2689
2020-09-01,0.271,0.305,0.226,0.2784
2020-10-01,0.28,0.389,0.255,0.3844
2020-11-01,0.373,0.465,0.307,0.3639
2020-12-01,0.364,0.435,0.342,0.3608
2021-01-01,0.367,0.533,0.35,0.4256
2021-02-01,0.421,0.865,0.413,0.7297
2021-03-01,0.702,0.951,0.659,0.9377
2021-04-01,0.936,0.9867,0.7807,0.8493
2021-05-01,0.8493,0.8729,0.7372,0.7883
