Date,Open,High,Low,Close
2015-06-22,1737.74,1740.68,1717.09,1727.52
2015-06-23,1729.15,1736.81,1717.68,1719.59
2015-06-24,1718.68,1721.31,1699.2,1706.3
2015-06-25,1707.26,1710.23,1695.61,1696.43
2015-06-26,1695.74,1721.2,1695.52,1717.02
2015-06-29,1728.29,1748.39,1713.54,1721.94
2015-06-30,1721.68,1741.73,1719.27,1731.9
2015-07-01,1733.17,1739.04,1724.65,1735.49
2015-07-02,1736.27,1749.87,1724.72,1734.67
2015-07-03,1735.21,1751.55,1733.05,1744.78
2015-07-06,1746.69,1761.8,1736.19,1750.02
2015-07-07,1750.26,1763.67,1731.31,1739.39
2015-07-08,1739.92,1742.24,1717.27,1720.67
2015-07-09,1720.64,1735.44,1715.82,1718.71
2015-07-10,1718.72,1739.6,1712.98,1730.1
2015-07-13,1733.13,1737.37,1714.92,1730.0
2015-07-14,1730.51,1735.89,1716.15,1720.96
2015-07-15,1718.93,1745.31,1717.39,1744.25
2015-07-16,1744.78,1767.1,1740.85,1758.32
2015-07-17,1758.62,1760.18,1730.38,1741.97
2015-07-20,1739.42,1742.08,1667.6,1670.2
2015-07-21,1668.0,1680.21,1653.48,1662.0
2015-07-22,1662.18,1668.17,1649.84,1665.29
2015-07-23,1664.74,1664.74,1641.49,1650.28
2015-07-24,1652.6,1679.12,1636.22,1670.88
2015-07-27,1669.33,1676.26,1646.59,1656.64
2015-07-28,1658.58,1660.78,1634.85,1636.67
2015-07-29,1636.38,1647.65,1624.19,1645.2
2015-07-30,1646.82,1667.83,1636.15,1649.38
2015-07-31,1648.5,1666.21,1642.74,1661.97
2015-08-03,1662.22,1667.02,1646.03,1655.62
2015-08-04,1654.92,1667.63,1647.83,1663.15
2015-08-05,1663.72,1673.04,1658.59,1666.42
2015-08-06,1668.7,1674.17,1659.88,1665.88
2015-08-07,1663.88,1677.06,1647.54,1652.06
2015-08-10,1652.54,1683.57,1650.32,1668.62
2015-08-11,1667.52,1703.29,1665.95,1696.77
2015-08-12,1698.04,1716.02,1688.67,1698.72
2015-08-13,1698.46,1706.07,1690.43,1696.66
2015-08-14,1696.69,1712.44,1695.7,1704.67
2015-08-17,1700.65,1711.15,1696.86,1700.21
2015-08-18,1700.72,1705.88,1690.1,1693.24
2015-08-19,1694.28,1724.7,1693.26,1718.05
2015-08-20,1718.86,1743.62,1715.62,1737.45
2015-08-21,1736.91,1765.53,1720.59,1736.54
2015-08-24,1734.38,1859.4,1733.86,1782.41
2015-08-25,1782.92,1796.27,1737.96,1762.71
2015-08-26,1763.29,1773.62,1731.15,1747.9
2015-08-27,1746.27,1754.14,1728.05,1738.62
2015-08-28,1740.4,1769.51,1733.4,1754.25
2015-08-31,1752.96,1795.75,1747.57,1790.3
2015-09-01,1789.74,1809.3,1783.87,1800.29
2015-09-02,1800.41,1805.28,1782.32,1786.05
2015-09-03,1785.84,1790.28,1753.34,1758.43
2015-09-04,1758.91,1789.26,1755.86,1785.38
2015-09-07,1781.67,1795.61,1777.99,1788.3
2015-09-08,1788.01,1792.33,1765.38,1767.65
2015-09-09,1769.51,1773.03,1724.04,1731.68
2015-09-10,1729.58,1776.6,1729.49,1765.47
2015-09-11,1765.32,1768.96,1745.39,1753.66
2015-09-14,1751.76,1761.31,1744.71,1751.92
2015-09-15,1752.44,1760.45,1734.83,1739.06
2015-09-16,1739.76,1773.28,1735.63,1757.39
2015-09-17,1759.22,1786.2,1753.72,1782.12
2015-09-18,1780.42,1783.67,1756.8,1780.83
2015-09-21,1779.47,1798.31,1775.87,1793.48
2015-09-22,1794.49,1800.89,1783.35,1786.73
2015-09-23,1787.06,1817.38,1785.35,1801.51
2015-09-24,1801.47,1829.23,1798.02,1815.47
2015-09-25,1814.16,1830.28,1792.23,1794.93
2015-09-28,1798.07,1806.07,1778.28,1788.67
2015-09-29,1790.49,1804.13,1768.01,1776.26
2015-09-30,1776.37,1779.09,1738.85,1743.49
2015-10-01,1743.88,1747.38,1725.53,1740.33
2015-10-02,1741.59,1779.84,1725.02,1766.41
2015-10-05,1767.12,1768.28,1734.36,1749.77
2015-10-06,1750.41,1773.33,1744.62,1753.48
2015-10-07,1753.77,1756.16,1717.5,1732.92
2015-10-08,1732.62,1737.52,1706.08,1708.32
2015-10-09,1707.27,1732.41,1705.53,1728.17
2015-10-12,1728.17,1740.8,1721.86,1732.66
2015-10-13,1732.84,1765.51,1719.19,1759.55
2015-10-14,1759.59,1766.02,1722.46,1745.76
2015-10-15,1746.38,1747.67,1719.18,1726.79
2015-10-16,1726.02,1744.17,1718.74,1728.12
2015-10-19,1728.4,1736.77,1718.67,1723.82
2015-10-20,1722.57,1747.52,1716.09,1741.73
2015-10-21,1741.99,1756.43,1729.24,1740.26
2015-10-22,1740.86,1742.66,1709.32,1716.35
2015-10-23,1717.76,1743.6,1705.63,1724.23
2015-10-26,1721.33,1728.52,1712.81,1714.04
2015-10-27,1713.85,1728.29,1707.56,1724.67
2015-10-28,1724.31,1765.23,1720.38,1725.19
2015-10-29,1724.01,1746.23,1709.05,1712.03
2015-10-30,1712.22,1717.1,1681.25,1685.54
2015-11-02,1684.11,1698.6,1675.62,1680.7
2015-11-03,1680.85,1691.97,1663.55,1677.3
2015-11-04,1678.45,1702.29,1677.31,1680.3
2015-11-05,1680.79,1687.58,1666.12,1669.49
2015-11-06,1670.51,1696.48,1663.83,1670.23
2015-11-09,1669.5,1675.77,1659.98,1672.35
2015-11-10,1672.61,1676.56,1660.46,1669.34
2015-11-11,1669.71,1670.01,1652.27,1655.6
2015-11-12,1656.72,1668.62,1649.9,1658.91
2015-11-13,1659.06,1666.2,1651.79,1655.16
2015-11-16,1658.66,1688.12,1646.85,1667.44
