Date,Open,High,Low,Close
2010-01-01,1.4326,1.4584,1.3861,1.3863
2010-02-01,1.3863,1.4027,1.3443,1.3626
2010-03-01,1.3625,1.3819,1.3267,1.3512
2010-04-01,1.3512,1.3694,1.3115,1.3298
2010-05-01,1.334,1.334,1.2143,1.2306
2010-06-01,1.2305,1.2469,1.1877,1.2236
2010-07-01,1.2236,1.3109,1.2195,1.3048
2010-08-01,1.3061,1.3335,1.2586,1.2687
2010-09-01,1.2688,1.3686,1.2645,1.3633
2010-10-01,1.3632,1.416,1.362,1.395
2010-11-01,1.3964,1.4284,1.2967,1.298
2010-12-01,1.2987,1.35,1.2972,1.3379
2011-01-01,1.3346,1.376,1.2872,1.3686
2011-02-01,1.3685,1.3862,1.3427,1.3802
2011-03-01,1.3802,1.4251,1.3743,1.4165
2011-04-01,1.4171,1.4882,1.4061,1.4799
2011-05-01,1.4823,1.4941,1.3969,1.4394
2011-06-01,1.4391,1.4698,1.4073,1.4504
2011-07-01,1.4497,1.4579,1.3836,1.4395
2011-08-01,1.4357,1.455,1.4056,1.4377
2011-09-01,1.4375,1.4382,1.3362,1.3384
2011-10-01,1.3336,1.4248,1.3146,1.3856
2011-11-01,1.3855,1.3872,1.3211,1.3441
2011-12-01,1.3436,1.3549,1.2857,1.2945
2012-01-01,1.2937,1.3232,1.2624,1.3078
2012-02-01,1.3081,1.3487,1.2974,1.3324
2012-03-01,1.3325,1.3386,1.3003,1.3343
2012-04-01,1.3276,1.3382,1.2995,1.324
2012-05-01,1.3242,1.3284,1.2336,1.2356
2012-06-01,1.236,1.2749,1.2288,1.2658
2012-07-01,1.2673,1.2674,1.2041,1.2303
2012-08-01,1.2304,1.2637,1.2134,1.2575
2012-09-01,1.2569,1.3171,1.2501,1.2858
2012-10-01,1.2859,1.314,1.2803,1.2958
2012-11-01,1.296,1.3029,1.2661,1.2984
2012-12-01,1.2985,1.3309,1.2879,1.3194
2013-01-01,1.3195,1.3594,1.2997,1.3578
2013-02-01,1.3578,1.3713,1.3018,1.3056
2013-03-01,1.3056,1.3135,1.2751,1.2818
2013-04-01,1.2815,1.3203,1.2746,1.3166
2013-05-01,1.3168,1.3243,1.2796,1.2995
2013-06-01,1.2921,1.3416,1.2955,1.3008
2013-07-01,1.301,1.3345,1.2755,1.33
2013-08-01,1.3303,1.3453,1.3173,1.322
2013-09-01,1.3234,1.357,1.3104,1.3524
2013-10-01,1.3527,1.3833,1.3473,1.3582
2013-11-01,1.3584,1.3622,1.3297,1.3589
2013-12-01,1.3591,1.3893,1.3523,1.3745
2014-01-01,1.3743,1.3776,1.3479,1.3485
2014-02-01,1.3493,1.3825,1.3477,1.3802
2014-03-01,1.3786,1.3968,1.3706,1.377
