Date,US Dollar Index,PHLX Canadian Dollar,U.S. 10Y,Canada 10Y
2010-11-25,79.87,,2.911,3.1639999999999997
2010-11-26,80.36,98.03,2.87,3.12
2010-11-29,80.83,98.14,2.826,3.0839999999999996
2010-11-30,81.19,97.45,2.7969999999999997,3.06
2010-12-01,80.71,98.26,2.966,3.178
2010-12-02,80.3,99.71,2.9960000000000004,3.201
2010-12-03,79.38,99.66,3.0069999999999997,3.19
2010-12-06,79.57,99.43,2.929,3.1260000000000003
2010-12-07,79.86,98.78,3.135,3.2230000000000003
2010-12-08,80.0,98.87,3.272,3.261
2010-12-09,80.07,98.94,3.213,3.25
2010-12-10,80.07,99.07,3.323,3.3080000000000003
2010-12-13,79.28,99.26,3.2769999999999997,3.2310000000000003
2010-12-14,79.37,99.4,3.4730000000000003,3.346
2010-12-15,80.26,99.54,3.5380000000000003,3.332
2010-12-16,80.18,99.48,3.4339999999999997,3.252
2010-12-17,80.37,98.73,3.332,3.19
2010-12-20,80.63,98.35,3.34,3.173
2010-12-21,80.72,98.3,3.303,3.148
2010-12-22,80.73,98.71,3.3480000000000003,3.1660000000000004
2010-12-23,80.5,98.99,3.397,3.2030000000000003
2010-12-24,80.5,,3.4139999999999997,3.1660000000000004
2010-12-27,80.37,99.32,3.327,
2010-12-28,80.36,99.91,3.4819999999999998,
2010-12-29,79.8,99.99,3.355,3.161
2010-12-30,79.52,99.98,3.367,3.156
2010-12-31,79.03,100.2,3.2880000000000003,3.117
2011-01-03,79.13,100.67,3.3339999999999996,
2011-01-04,79.44,100.17,3.338,3.135
2011-01-05,80.26,100.39,3.463,3.2760000000000002
2011-01-06,80.79,100.33,3.3989999999999996,3.2260000000000004
2011-01-07,81.01,100.84,3.3280000000000003,3.185
2011-01-10,80.88,100.71,3.287,3.177
2011-01-11,80.85,100.94,3.34,3.2260000000000004
2011-01-12,80.03,101.45,3.367,3.26
2011-01-13,79.19,101.08,3.299,3.253
2011-01-14,79.16,101.07,3.3310000000000004,3.275
2011-01-17,79.34,,3.315,3.2569999999999997
2011-01-18,78.96,100.84,3.37,3.275
2011-01-19,78.64,100.47,3.3369999999999997,3.238
2011-01-20,78.82,100.23,3.451,3.306
2011-01-21,78.21,100.46,3.408,3.358
2011-01-24,78.05,100.59,3.406,3.3160000000000003
2011-01-25,78.0,100.3,3.33,3.281
2011-01-26,77.9,100.5,3.4210000000000003,3.312
2011-01-27,77.73,100.64,3.389,3.2769999999999997
2011-01-28,78.13,99.9,3.3289999999999997,3.2460000000000004
2011-01-31,77.73,99.99,3.3739999999999997,3.293
2011-02-01,77.07,100.96,3.435,3.344
2011-02-02,77.16,101.18,3.4789999999999996,3.3819999999999997
2011-02-03,77.75,100.88,3.5469999999999997,3.424
2011-02-04,78.04,101.18,3.638,3.458
2011-02-07,78.03,100.94,3.64,3.4339999999999997
2011-02-08,78.0,100.5,3.737,3.487
2011-02-09,77.64,100.66,3.6519999999999997,3.452
2011-02-10,78.25,100.46,3.702,3.471
2011-02-11,78.46,101.34,3.638,3.478
2011-02-14,78.61,101.09,3.625,3.491
2011-02-15,78.57,100.99,3.6039999999999996,3.4810000000000003
2011-02-16,78.22,101.52,3.623,3.5060000000000002
2011-02-17,78.0,101.53,3.576,3.487
2011-02-18,77.66,101.43,3.582,3.469
2011-02-21,77.69,,3.576,
2011-02-22,77.77,100.96,3.4589999999999996,3.362
2011-02-23,77.41,101.02,3.483,3.3289999999999997
2011-02-24,77.06,101.76,3.45,3.32
2011-02-25,77.28,102.18,3.4160000000000004,3.293
2011-02-28,76.89,102.9,3.4219999999999997,3.298
2011-03-01,77.05,102.6,3.403,3.2910000000000004
2011-03-02,76.67,102.79,3.471,3.344
2011-03-03,76.48,102.86,3.5589999999999997,3.398
2011-03-04,76.4,102.91,3.492,3.335
2011-03-07,76.5,102.8,3.516,3.3539999999999996
2011-03-08,76.8,102.94,3.551,3.3989999999999996
2011-03-09,76.72,103.23,3.469,3.34
2011-03-10,77.28,102.55,3.362,3.2680000000000002
2011-03-11,76.78,102.74,3.4019999999999997,3.2760000000000002
2011-03-14,76.35,102.67,3.365,3.2239999999999998
2011-03-15,76.33,101.56,3.307,3.2030000000000003
2011-03-16,76.68,100.94,3.1919999999999997,3.153
2011-03-17,76.04,101.46,3.2569999999999997,3.188
2011-03-18,75.72,101.61,3.2680000000000002,3.17
2011-03-21,75.4,102.22,3.332,3.218
2011-03-22,75.41,101.95,3.3280000000000003,3.187
2011-03-23,75.79,101.87,3.3539999999999996,3.2110000000000003
2011-03-24,75.66,102.42,3.407,3.217
2011-03-25,76.22,102.08,3.4419999999999997,3.252
2011-03-28,76.13,102.29,3.4410000000000003,3.27
2011-03-29,76.25,102.63,3.491,3.2960000000000003
2011-03-30,76.12,102.93,3.444,3.287
2011-03-31,75.86,103.06,3.47,3.353
2011-04-01,75.83,103.8,3.45,3.367
2011-04-04,75.91,103.41,3.425,3.359
2011-04-05,75.88,103.74,3.487,3.3819999999999997
2011-04-06,75.51,104.14,3.549,3.417
2011-04-07,75.58,104.29,3.549,3.4360000000000004
2011-04-08,75.07,104.67,3.583,3.444
2011-04-11,75.06,104.54,3.5869999999999997,3.49
2011-04-12,74.85,103.83,3.492,3.418
2011-04-13,74.98,103.89,3.458,3.372
2011-04-14,74.69,104.09,3.4960000000000004,3.358
2011-04-15,74.83,104.24,3.4130000000000003,3.306
2011-04-18,75.5,103.69,3.38,3.235
2011-04-19,75.03,104.58,3.365,3.264
2011-04-20,74.37,104.96,3.408,3.33
2011-04-21,74.0,104.93,3.3939999999999997,3.2910000000000004
2011-04-22,74.0,,3.3939999999999997,
2011-04-25,73.99,104.77,3.366,3.241
2011-04-26,73.84,105.08,3.3089999999999997,3.194
2011-04-27,73.52,105.27,3.3569999999999998,3.2710000000000004
2011-04-28,73.12,105.16,3.3160000000000003,3.2289999999999996
2011-04-29,72.93,105.8,3.29,3.213
2011-05-02,72.95,105.16,3.281,3.2060000000000004
2011-05-03,73.14,104.95,3.2510000000000003,3.158
2011-05-04,73.03,104.32,3.221,3.1180000000000003
2011-05-05,74.19,103.41,3.1519999999999997,3.1860000000000004
2011-05-06,74.84,103.43,3.15,3.195
2011-05-09,74.74,103.9,3.157,3.194
2011-05-10,74.61,104.48,3.213,3.267
2011-05-11,75.33,103.96,3.156,3.2230000000000003
2011-05-12,75.24,103.89,3.2260000000000004,3.236
2011-05-13,75.76,103.26,3.1689999999999996,3.195
2011-05-16,75.47,102.53,3.147,3.1889999999999996
2011-05-17,75.4,102.83,3.114,3.165
2011-05-18,75.47,103.03,3.1839999999999997,3.2289999999999996
2011-05-19,75.12,103.35,3.173,3.215
2011-05-20,75.44,102.64,3.147,3.147
2011-05-23,76.1,102.32,3.1289999999999996,
2011-05-24,75.88,102.4,3.116,3.11
2011-05-25,75.93,102.26,3.1319999999999997,3.088
2011-05-26,75.55,102.23,3.0589999999999997,3.045
2011-05-27,74.95,102.44,3.072,3.063
2011-05-30,74.96,,3.062,3.063
2011-05-31,74.64,103.23,3.0589999999999997,3.077
2011-06-01,74.68,102.3,2.944,2.9819999999999998
2011-06-02,74.33,102.51,3.031,3.0260000000000002
2011-06-03,73.78,102.23,2.991,2.9960000000000004
2011-06-06,73.95,101.97,2.997,3.005
2011-06-07,73.52,102.63,3.0,3.031
2011-06-08,73.93,102.11,2.946,3.0060000000000002
2011-06-09,74.19,102.69,2.997,3.037
2011-06-10,74.8,102.05,2.9730000000000003,3.01
2011-06-13,74.51,102.44,2.984,3.0010000000000003
2011-06-14,74.33,103.23,3.0989999999999998,3.068
2011-06-15,75.6,102.13,2.967,2.952
2011-06-16,75.75,101.83,2.926,2.926
2011-06-17,74.99,102.11,2.944,2.946
2011-06-20,75.03,102.08,2.9560000000000004,2.966
2011-06-21,74.54,102.89,2.98,2.9810000000000003
2011-06-22,74.78,102.76,2.98,2.978
2011-06-23,75.45,102.18,2.9139999999999997,2.9019999999999997
2011-06-24,75.67,101.29,2.8710000000000004,2.866
2011-06-27,75.39,101.39,2.932,2.908
2011-06-28,75.06,101.82,3.034,2.989
2011-06-29,74.69,103.09,3.1210000000000004,3.0869999999999997
2011-06-30,74.3,103.79,3.16,3.1260000000000003
2011-07-01,74.35,104.33,3.182,
2011-07-04,74.28,,3.2,3.088
2011-07-05,74.69,103.85,3.1189999999999998,3.07
2011-07-06,75.12,103.55,3.11,3.0469999999999997
2011-07-07,74.96,104.3,3.138,3.057
2011-07-08,75.18,103.85,3.03,2.965
2011-07-11,75.99,103.25,2.924,2.898
2011-07-12,75.81,103.6,2.877,2.895
2011-07-13,75.21,104.31,2.884,2.9560000000000004
2011-07-14,75.25,104.13,2.9530000000000003,2.957
2011-07-15,75.13,104.9,2.908,2.886
2011-07-18,75.48,104.28,2.92,2.877
2011-07-19,75.22,105.27,2.878,2.9
2011-07-20,74.79,105.51,2.931,2.938
2011-07-21,74.02,105.95,3.014,3.003
2011-07-22,74.2,105.49,2.964,2.93
2011-07-25,74.06,105.58,3.0039999999999996,2.9330000000000003
2011-07-26,73.47,105.93,2.955,2.8939999999999997
2011-07-27,74.09,105.31,2.9819999999999998,2.8789999999999996
2011-07-28,74.22,105.37,2.955,2.88
2011-07-29,73.9,104.77,2.792,2.787
2011-08-01,74.26,104.51,2.753,
2011-08-02,74.51,104.04,2.613,2.6310000000000002
2011-08-03,74.04,103.98,2.615,2.667
2011-08-04,75.12,101.96,2.407,2.502
2011-08-05,74.6,101.84,2.563,2.638
2011-08-08,74.79,100.59,2.316,2.487
2011-08-09,74.61,101.97,2.275,2.457
2011-08-10,74.64,100.58,2.095,2.329
2011-08-11,74.68,101.54,2.333,2.455
2011-08-12,74.61,101.28,2.26,2.47
2011-08-15,73.84,102.04,2.3080000000000003,2.502
2011-08-16,74.01,101.81,2.225,2.452
2011-08-17,73.67,101.99,2.167,2.396
2011-08-18,74.24,100.98,2.068,2.3
2011-08-19,74.01,101.0,2.0669999999999997,2.301
2011-08-22,74.07,100.99,2.109,2.316
2011-08-23,73.89,101.19,2.158,2.392
2011-08-24,74.01,101.29,2.294,2.467
2011-08-25,74.28,101.19,2.234,2.405
2011-08-26,73.81,101.91,2.19,2.397
2011-08-29,73.72,102.38,2.2640000000000002,2.441
2011-08-30,73.95,102.21,2.176,2.401
2011-08-31,74.12,102.27,2.234,2.4930000000000003
2011-09-01,74.48,102.4,2.1319999999999997,2.3930000000000002
2011-09-02,74.76,101.49,1.994,2.303
2011-09-05,75.11,,1.9880000000000002,
2011-09-06,75.95,100.97,1.982,2.241
2011-09-07,75.47,101.65,2.041,2.271
2011-09-08,76.25,101.3,1.9769999999999999,2.215
2011-09-09,77.19,100.34,1.915,2.119
2011-09-12,77.58,100.7,1.9480000000000002,2.1430000000000002
2011-09-13,76.92,101.37,1.992,2.2030000000000003
2011-09-14,76.83,100.99,1.992,2.201
2011-09-15,76.24,101.67,2.083,2.298
2011-09-16,76.6,102.22,2.057,2.301
2011-09-19,77.15,101.02,1.956,2.1830000000000003
2011-09-20,77.02,100.77,1.9369999999999998,2.198
2011-09-21,77.34,99.15,1.8559999999999999,2.119
2011-09-22,78.45,97.22,1.72,2.053
2011-09-23,78.5,97.27,1.83,2.077
2011-09-26,78.36,97.56,1.9040000000000001,2.147
2011-09-27,77.51,98.06,1.98,2.195
2011-09-28,77.85,96.8,1.9869999999999999,2.195
2011-09-29,78.03,96.57,2.002,2.22
2011-09-30,78.55,95.24,1.9169999999999998,2.157
2011-10-03,79.43,94.84,1.749,2.063
2011-10-04,79.6,95.04,1.817,2.105
2011-10-05,78.92,96.07,1.891,2.144
2011-10-06,78.63,96.34,1.992,2.222
2011-10-07,78.73,96.21,2.075,2.24
2011-10-10,77.49,97.37,2.07,
2011-10-11,77.58,97.21,2.1590000000000003,2.3
2011-10-12,76.99,98.28,2.2119999999999997,2.356
2011-10-13,77.0,97.99,2.182,2.293
2011-10-14,76.62,99.0,2.251,2.403
2011-10-17,77.15,97.73,2.155,2.29
2011-10-18,77.14,98.48,2.175,2.316
2011-10-19,77.11,98.09,2.157,2.3209999999999997
2011-10-20,76.97,98.42,2.187,2.313
2011-10-21,76.39,99.3,2.2159999999999997,2.371
2011-10-24,76.03,99.69,2.234,2.3680000000000003
2011-10-25,76.12,98.39,2.114,2.266
2011-10-26,76.25,99.54,2.207,2.378
2011-10-27,74.88,100.95,2.385,2.506
2011-10-28,75.07,100.84,2.324,2.454
2011-10-31,76.17,99.97,2.116,2.285
2011-11-01,77.26,98.04,1.9909999999999999,2.161
2011-11-02,77.02,98.63,1.989,2.1719999999999997
2011-11-03,76.67,99.28,2.073,2.211
2011-11-04,76.96,98.17,2.0380000000000003,2.1630000000000003
2011-11-07,76.96,98.71,2.02,2.158
2011-11-08,76.59,99.12,2.079,2.182
2011-11-09,77.93,97.66,1.966,2.088
2011-11-10,77.74,98.39,2.057,2.14
2011-11-11,76.94,98.93,2.057,
2011-11-14,77.57,98.41,2.045,2.121
2011-11-15,77.87,97.97,2.049,2.126
2011-11-16,78.02,97.64,2.0,2.101
2011-11-17,78.28,97.25,1.965,2.095
2011-11-18,78.06,97.37,2.005,2.1319999999999997
2011-11-21,78.3,96.25,1.965,2.106
2011-11-22,78.27,96.33,1.922,2.083
2011-11-23,79.14,95.49,1.8880000000000001,2.035
2011-11-24,79.14,,1.8940000000000001,2.051
2011-11-25,79.69,95.23,1.965,2.112
2011-11-28,79.26,96.64,1.97,2.123
2011-11-29,79.01,96.89,1.9880000000000002,2.123
2011-11-30,78.38,98.17,2.0709999999999997,2.15
2011-12-01,78.33,98.64,2.086,2.141
2011-12-02,78.62,98.1,2.033,2.116
2011-12-05,78.57,98.36,2.033,2.093
2011-12-06,78.5,99.06,2.086,2.134
2011-12-07,78.48,99.08,2.033,2.056
2011-12-08,78.83,97.73,1.97,1.9980000000000002
2011-12-09,78.63,98.31,2.063,2.064
2011-12-12,79.53,97.4,2.017,2.012
2011-12-13,80.24,96.72,1.963,1.9780000000000002
2011-12-14,80.59,96.2,1.9040000000000001,1.9569999999999999
2011-12-15,80.32,96.64,1.911,1.931
2011-12-16,80.26,96.33,1.851,1.867
2011-12-19,80.25,96.33,1.81,1.84
2011-12-20,79.88,97.04,1.9269999999999998,1.931
2011-12-21,80.02,97.44,1.97,1.955
2011-12-22,79.96,97.98,1.953,1.953
2011-12-23,79.93,97.95,2.021,2.013
2011-12-26,79.93,,2.026,
2011-12-27,79.8,98.14,2.002,
2011-12-28,80.5,97.63,1.921,1.956
2011-12-29,80.49,97.99,1.899,1.9480000000000002
2011-12-30,80.18,97.92,1.876,1.944
2012-01-02,80.18,,1.8730000000000002,
2012-01-03,79.61,98.91,1.956,1.993
2012-01-04,80.13,98.75,1.984,1.995
2012-01-05,80.94,98.1,1.996,1.972
2012-01-06,81.25,97.2,1.9580000000000002,1.9380000000000002
2012-01-09,81.05,97.68,1.956,1.955
2012-01-10,80.81,98.42,1.963,1.9809999999999999
2012-01-11,81.35,98.14,1.905,1.94
2012-01-12,80.77,98.18,1.926,1.9809999999999999
2012-01-13,81.52,97.75,1.871,1.926
2012-01-16,81.52,,1.86,1.9340000000000002
2012-01-17,81.18,98.47,1.858,1.919
2012-01-18,80.61,98.84,1.8980000000000001,1.963
2012-01-19,80.22,98.85,1.982,2.009
2012-01-20,80.22,98.7,2.025,2.062
2012-01-23,79.78,99.23,2.0580000000000003,2.088
2012-01-24,79.87,99.11,2.063,2.0869999999999997
2012-01-25,79.58,99.55,2.002,2.044
2012-01-26,79.39,99.8,1.94,2.016
2012-01-27,78.9,99.77,1.891,1.9909999999999999
2012-01-30,79.17,99.86,1.8459999999999999,1.9380000000000002
2012-01-31,79.29,99.73,1.795,1.893
2012-02-01,78.92,100.2,1.83,1.906
2012-02-02,78.99,100.1,1.8230000000000002,1.944
2012-02-03,78.92,100.62,1.9240000000000002,2.013
2012-02-06,79.07,100.41,1.901,1.974
2012-02-07,78.58,100.5,1.9769999999999999,2.037
2012-02-08,78.64,100.44,1.982,2.06
