Date,Live Cattle,Lean Hogs,Feeder Cattle
2011-08-28,114.8,85.8,132.65
2011-09-04,118.45,87.25,133.22
2011-09-11,118.5,87.35,135.3
2011-09-18,116.825,88.8,132.1
2011-09-25,122.15,93.38,140.53
2011-10-02,121.975,94.67,139.62
2011-10-09,121.65,93.0,139.9
2011-10-16,121.925,89.65,139.4
2011-10-23,120.95,86.67,141.1
2011-10-30,124.5,86.85,142.57
2011-11-06,120.55,86.45,142.15
2011-11-13,119.7,87.47,147.43
2011-11-20,121.1,88.3,144.62
2011-11-27,121.9,86.25,147.07
2011-12-04,118.3,85.4,142.1
2011-12-11,118.15,83.15,143.05
2011-12-18,124.3,85.85,147.62
2011-12-25,122.9,84.3,146.35
2012-01-01,120.325,83.9,147.3
2012-01-08,122.475,85.6,150.57
2012-01-15,124.55,85.33,151.62
2012-01-22,124.7,86.67,154.6
2012-01-29,123.625,87.53,154.45
2012-02-05,123.95,86.85,153.62
2012-02-12,128.6,90.38,158.43
2012-02-19,127.55,89.72,157.68
2012-02-26,129.95,90.42,158.1
2012-03-04,126.025,87.83,153.93
2012-03-11,125.3,85.88,153.4
2012-03-18,124.5,85.03,153.3
2012-03-25,120.45,83.42,148.82
2012-04-01,118.325,84.5,148.72
2012-04-08,120.525,82.75,150.53
2012-04-15,120.55,87.5,150.12
2012-04-22,118.45,85.5,148.78
2012-04-29,115.375,79.8,152.55
2012-05-06,115.15,79.53,149.7
2012-05-13,119.525,87.42,151.3
2012-05-20,117.65,85.2,158.5
2012-05-27,117.7,90.72,157.38
2012-06-03,119.875,93.03,159.38
2012-06-10,116.15,93.03,156.03
2012-06-17,116.9,94.92,152.8
2012-06-24,116.55,96.62,151.45
2012-07-01,119.2,96.22,146.53
2012-07-08,117.2,97.22,139.0
2012-07-15,117.95,93.7,136.1
2012-07-22,119.6,95.2,137.75
2012-07-29,119.975,89.55,138.95
2012-08-05,120.6,91.88,139.47
2012-08-12,121.075,76.2,140.43
2012-08-19,119.875,72.38,140.5
2012-08-26,118.075,74.17,144.6
2012-09-02,126.475,71.35,144.3
2012-09-09,127.05,74.03,145.0
2012-09-16,125.525,75.8,143.8
2012-09-23,122.075,77.17,143.8
2012-09-30,123.05,81.33,144.82
2012-10-07,123.9,82.33,143.1
2012-10-14,126.3,79.62,146.15
2012-10-21,125.5,78.9,145.32
2012-10-28,125.425,77.75,144.9
2012-11-04,125.75,80.75,144.2
2012-11-11,126.15,80.33,145.6
2012-11-18,128.95,82.47,147.88
2012-11-25,126.725,84.08,145.62
2012-12-02,125.875,82.3,148.78
2012-12-09,126.9,82.0,153.07
2012-12-16,129.275,86.9,152.15
2012-12-23,129.4,86.38,152.03
2012-12-30,132.95,86.22,153.18
2013-01-06,130.6,84.2,149.88
2013-01-13,124.95,85.35,143.9
2013-01-20,126.3,86.83,144.7
2013-01-27,127.1,87.65,149.2
2013-02-03,126.45,86.45,145.0
2013-02-10,126.5,84.25,143.38
2013-02-17,126.35,81.65,141.25
2013-02-24,129.95,81.12,141.55
2013-03-03,127.55,82.03,138.97
2013-03-10,125.775,79.67,136.68
2013-03-17,126.2,78.05,134.65
2013-03-24,128.9,80.6,135.53
2013-03-31,126.025,80.03,142.57
2013-04-07,125.85,87.38,137.93
2013-04-14,126.35,87.85,134.03
2013-04-21,127.85,89.35,141.8
2013-04-28,121.825,91.4,138.78
2013-05-05,120.45,92.0,135.38
2013-05-12,119.4,91.53,133.9
2013-05-19,120.575,94.88,144.55
2013-05-26,121.3,95.62,144.32
2013-06-02,120.125,98.12,143.62
2013-06-09,119.0,102.3,143.4
2013-06-16,121.25,99.75,146.93
2013-06-23,118.15,101.28,149.45
2013-06-30,121.95,102.35,151.8
2013-07-07,121.85,102.1,150.12
2013-07-14,121.975,96.47,152.25
2013-07-21,121.8,97.78,152.6
2013-07-28,120.65,99.25,153.72
2013-08-04,122.5,100.53,153.85
2013-08-11,123.9,86.72,154.78
2013-08-18,123.1,85.1,155.0
2013-08-25,122.7,87.62,156.93
2013-09-01,125.675,90.9,156.57
2013-09-08,125.25,90.7,157.3
2013-09-15,125.95,90.05,157.1
2013-09-22,128.25,92.92,164.12
2013-09-29,128.05,91.85,164.45
2013-10-06,128.8,90.75,167.47
2013-10-13,129.875,87.95,166.07
2013-10-20,132.575,90.42,165.55
2013-10-27,132.075,88.35,163.5
2013-11-03,132.4,88.12,164.43
2013-11-10,133.4,85.9,165.15
2013-11-17,131.475,85.62,163.5
2013-11-24,133.475,85.67,165.47
2013-12-01,131.425,81.67,164.47
2013-12-08,131.875,87.17,167.07
2013-12-15,132.525,86.25,166.97
2013-12-22,133.85,85.65,167.0
2013-12-29,136.3,86.67,167.62
2014-01-05,136.7,85.83,168.65
2014-01-12,140.35,86.17,170.0
2014-01-19,143.4,86.38,170.7
2014-01-26,141.675,86.22,169.43
2014-02-02,141.2,86.58,167.8
2014-02-09,142.6,96.17,170.47
2014-02-16,144.55,99.35,170.7
2014-02-23,151.95,106.85,171.7
2014-03-02,143.25,113.0,172.38
2014-03-09,145.25,119.3,174.6
2014-03-16,144.0,125.67,175.03
2014-03-23,146.5,125.58,178.35
2014-03-30,143.05,123.15,177.7
2014-04-06,144.85,124.92,179.5
2014-04-13,144.2,123.5,178.55
2014-04-20,145.0,120.92,180.0
2014-04-27,138.05,117.22,183.5
2014-05-04,138.05,114.67,184.57
2014-05-11,137.9,118.92,187.3
2014-05-18,136.3,116.85,192.85
2014-05-25,137.8,113.35,197.05
2014-06-01,140.125,114.58,200.53
2014-06-08,147.6,127.0,208.15
2014-06-15,147.55,127.83,206.88
2014-06-22,152.25,130.9,214.32
2014-06-29,155.0,131.72,217.62
2014-07-06,149.125,132.8,210.38
2014-07-13,151.625,127.08,211.65
2014-07-20,159.1,123.62,218.25
2014-07-27,157.3,118.03,220.28
2014-08-03,152.55,114.22,215.32
2014-08-10,150.6,94.95,217.22
2014-08-17,151.85,92.88,216.1
2014-08-24,155.9,98.12,218.65
2014-08-31,159.75,105.62,225.72
2014-09-07,156.275,105.7,229.47
2014-09-14,155.625,105.97,230.6
2014-09-21,158.45,106.53,233.1
2014-09-28,162.4,105.6,240.88
2014-10-05,164.9,109.45,240.5
2014-10-12,165.05,90.58,238.45
2014-10-19,168.25,90.25,237.9
2014-10-26,169.5,88.03,234.15
2014-11-02,166.8,88.78,238.53
2014-11-09,170.2,92.67,240.0
2014-11-16,170.9,90.65,236.35
2014-11-23,168.875,90.33,231.07
2014-11-30,164.45,86.6,234.88
2014-12-07,162.05,83.25,225.6
2014-12-14,160.75,81.9,220.15
2014-12-21,164.75,81.55,213.72
2014-12-28,165.675,81.3,223.95
2015-01-04,160.6,79.03,222.43
2015-01-11,154.45,74.5,214.1
2015-01-18,150.35,69.3,213.7
2015-01-25,154.85,67.47,205.2
2015-02-01,156.075,63.88,199.45
2015-02-08,160.0,66.03,203.85
2015-02-15,156.7,67.4,199.18
2015-02-22,158.0,67.47,201.9
2015-03-01,154.65,66.12,209.72
2015-03-08,154.275,62.1,213.12
2015-03-15,158.35,58.45,214.88
2015-03-22,162.625,61.12,219.28
2015-03-29,163.025,63.17,220.38
2015-04-05,158.8,62.55,212.45
2015-04-12,157.8,70.53,213.0
2015-04-19,161.175,71.95,214.85
2015-04-26,149.175,76.0,213.62
2015-05-03,151.5,80.85,215.88
2015-05-10,152.525,83.35,219.0
2015-05-17,152.125,83.72,219.0
2015-05-24,152.325,83.83,222.95
2015-05-31,152.825,81.67,221.9
2015-06-07,152.45,81.45,223.45
2015-06-14,151.9,75.75,223.43
2015-06-21,148.4,75.45,217.25
2015-06-28,151.225,78.78,217.45
2015-07-05,147.475,78.97,211.25
2015-07-12,146.65,75.67,215.2
2015-07-19,143.025,77.67,209.68
2015-07-26,145.7,78.5,210.72
2015-08-02,149.575,77.33,214.12
2015-08-09,148.45,78.83,213.9
2015-08-16,145.425,62.83,212.0
2015-08-23,146.525,66.42,202.4
2015-08-30,140.475,69.15,201.35
2015-09-06,140.6,67.33,200.7
2015-09-13,136.0,71.05,192.8
2015-09-20,133.7,71.88,184.6
2015-09-27,123.075,73.35,179.5
2015-10-04,130.775,73.83,188.97
2015-10-11,135.95,65.58,193.8
2015-10-18,141.025,63.6,195.05
2015-10-25,139.25,59.2,190.9
2015-11-01,134.925,55.0,181.62
2015-11-08,130.675,54.8,175.07
2015-11-15,129.7,57.45,163.65
2015-11-22,131.825,58.73,166.03
2015-11-29,124.275,57.05,159.45
2015-12-06,121.45,56.0,152.12
2015-12-13,120.15,56.62,148.75
2015-12-20,131.1,58.3,163.47
2015-12-27,135.8,59.8,166.9
2016-01-03,132.875,59.85,159.43
2016-01-10,127.55,62.02,154.3
2016-01-17,132.075,63.0,159.43
2016-01-24,135.3,65.8,157.25
2016-01-31,136.05,64.8,153.82
2016-02-07,129.95,65.89,150.03
2016-02-14,135.375,68.9,155.88
2016-02-21,137.55,70.85,158.65
2016-02-28,136.35,70.8,158.5
2016-03-06,139.8,71.83,162.4
2016-03-13,139.825,71.45,163.22
2016-03-20,135.85,69.62,160.97
2016-03-27,132.975,67.8,156.2
2016-04-03,134.375,66.83,155.9
2016-04-10,131.475,74.4,155.07
2016-04-17,124.725,75.7,147.95
2016-04-24,123.1,77.9,145.53
2016-05-01,120.725,76.8,147.38
2016-05-08,123.425,76.85,147.05
2016-05-15,121.05,79.85,148.62
2016-05-22,119.7,80.53,146.7
2016-05-29,122.0,82.3,146.68
2016-06-05,122.45,82.28,145.55
2016-06-12,116.725,86.17,137.43
2016-06-19,114.7,84.05,139.45
2016-06-26,112.975,82.67,142.45
2016-07-03,112.225,80.05,143.45
2016-07-10,110.925,80.0,139.57
2016-07-17,109.95,75.28,137.2
2016-07-24,113.075,68.97,140.05
2016-07-31,117.675,67.45,149.65
2016-08-07,116.325,67.15,149.07
2016-08-14,113.55,61.92,146.07
2016-08-21,110.35,61.33,139.93
2016-08-28,101.6,60.75,134.88
2016-09-04,104.4,59.23,134.22
2016-09-11,107.875,55.48,135.5
2016-09-18,107.275,54.0,136.82
2016-09-25,98.9,49.02,123.15
2016-10-02,101.875,50.67,127.62
2016-10-09,95.9,42.23,120.38
2016-10-16,101.15,41.85,121.88
2016-10-23,104.2,46.8,121.55
2016-10-30,102.725,46.15,125.62
2016-11-06,105.6,47.12,125.72
2016-11-13,108.325,47.8,124.97
2016-11-20,110.75,51.05,127.22
2016-11-27,108.225,50.75,124.6
2016-12-04,108.725,56.73,125.95
2016-12-11,112.325,64.7,129.9
2016-12-18,114.575,63.2,130.72
2016-12-25,119.0,66.15,130.45
2017-01-01,114.825,63.98,128.32
2017-01-08,118.525,65.6,130.45
2017-01-15,120.25,65.3,133.1
2017-01-22,118.325,66.9,127.45
2017-01-29,116.9,70.33,123.58
2017-02-05,116.4,74.55,122.08
2017-02-12,117.925,70.78,124.08
2017-02-19,123.75,68.03,121.7
2017-02-26,115.975,66.75,124.22
2017-03-05,117.6,68.17,127.47
2017-03-12,119.325,69.05,131.32
2017-03-19,122.1,67.28,133.38
2017-03-26,119.95,65.67,133.95
2017-04-02,120.05,63.33,133.75
2017-04-09,125.375,62.45,137.8
2017-04-16,129.8,63.02,138.55
2017-04-23,138.0,66.97,149.55
2017-04-30,128.3,69.4,143.78
2017-05-07,125.175,77.95,144.55
2017-05-14,123.45,79.5,143.35
2017-05-21,122.7,81.83,146.95
2017-05-28,130.825,81.22,158.72
2017-06-04,131.25,82.47,154.18
2017-06-11,121.7,82.33,147.88
2017-06-18,119.2,85.3,144.95
2017-06-25,119.1,90.62,147.93
2017-07-02,114.775,91.72,145.03
2017-07-09,117.8,92.6,154.28
2017-07-16,116.425,81.1,152.95
2017-07-23,112.9,81.4,146.05
2017-07-30,115.45,83.22,149.95
2017-08-06,109.725,84.65,141.78
2017-08-13,106.375,66.12,140.5
2017-08-20,105.95,63.08,141.38
2017-08-27,105.15,61.45,142.72
2017-09-03,107.325,62.15,147.88
2017-09-10,107.75,60.98,150.22
2017-09-17,111.575,55.7,153.4
2017-09-24,109.1,55.4,152.22
2017-10-01,111.025,59.17,153.95
2017-10-08,112.825,62.2,154.05
2017-10-15,111.675,64.85,153.62
2017-10-22,115.375,64.45,156.47
2017-10-29,127.3,65.1,160.88
2017-11-05,120.575,62.48,158.47
2017-11-12,118.85,60.65,151.72
2017-11-19,118.575,63.25,153.3
2017-11-26,117.225,65.28,150.32
2017-12-03,115.575,63.67,145.22
2017-12-10,118.9,68.53,147.75
2017-12-17,119.825,69.97,141.55
2017-12-24,123.0,71.78,146.0
2017-12-31,119.25,71.42,146.62
2018-01-07,117.375,71.58,144.35
2018-01-14,121.9,72.08,147.95
2018-01-21,124.6,72.28,146.72
2018-01-28,126.85,75.2,150.93
2018-02-04,126.525,73.17,146.2
2018-02-11,130.1,68.15,149.72
2018-02-18,128.0,71.38,146.0
2018-02-25,122.175,67.58,143.68
2018-03-04,123.125,67.85,142.53
2018-03-11,121.25,65.45,139.97
2018-03-18,116.05,58.42,135.7
2018-03-25,113.75,57.25,135.6
2018-04-01,112.225,52.12,135.32
2018-04-08,116.55,69.7,139.38
2018-04-15,119.35,69.95,137.3
2018-04-22,124.45,66.1,142.03
2018-04-29,106.05,67.08,140.4
2018-05-06,107.625,65.3,138.43
2018-05-13,102.4,74.7,132.22
2018-05-20,104.65,74.2,144.93
2018-05-27,104.9,77.6,146.32
2018-06-03,110.025,79.88,147.28
2018-06-10,108.45,81.72,147.97
2018-06-17,108.275,79.83,149.2
2018-06-24,107.0,82.88,151.32
2018-07-01,106.375,81.38,152.2
2018-07-08,104.55,79.95,150.72
2018-07-15,108.925,66.45,153.68
2018-07-22,108.625,63.65,152.3
2018-07-29,110.675,58.5,152.85
2018-08-05,108.25,54.8,149.9
2018-08-12,109.425,58.6,150.95
2018-08-19,106.25,51.77,149.2
2018-08-26,106.8,50.42,149.45
2018-09-02,109.95,55.65,152.97
2018-09-09,113.8,56.23,157.43
2018-09-16,113.075,60.3,156.95
2018-09-23,113.45,62.17,158.18
2018-09-30,113.8,68.2,157.78
2018-10-07,112.325,55.0,154.7
2018-10-14,112.25,51.6,154.65
2018-10-21,113.875,57.92,154.8
2018-10-28,117.075,58.12,152.5
2018-11-04,114.575,55.8,149.0
2018-11-11,115.35,60.08,146.53
2018-11-18,117.1,59.08,149.38
2018-11-25,116.925,57.88,145.22
2018-12-02,117.9,54.25,144.38
2018-12-09,119.575,64.5,147.57
2018-12-16,120.875,61.12,147.35
2018-12-23,124.075,60.65,149.07
2018-12-30,121.925,61.95,144.9
2019-01-06,124.975,62.65,146.12
2019-01-13,126.525,61.23,141.45
2019-01-20,126.05,58.38,143.38
2019-01-27,125.45,56.35,142.53
2019-02-03,127.375,55.05,144.1
2019-02-10,126.625,59.52,142.6
2019-02-17,128.675,55.45,142.9
2019-02-24,129.55,56.4,141.22
2019-03-03,129.675,60.55,143.93
2019-03-10,129.1,68.8,141.32
2019-03-17,129.725,78.33,143.0
2019-03-24,125.7,77.38,145.25
2019-03-31,126.05,79.03,146.15
2019-04-07,126.55,89.6,145.43
2019-04-14,128.525,90.2,151.53
2019-04-21,124.55,87.0,143.95
2019-04-28,113.425,85.35,137.15
2019-05-05,112.45,83.75,137.62
2019-05-12,111.275,92.38,134.53
2019-05-19,111.175,86.42,143.22
2019-05-26,108.475,81.72,133.12
2019-06-02,106.925,78.65,137.25
2019-06-09,108.775,81.35,135.53
2019-06-16,106.55,76.25,133.68
2019-06-23,110.5,72.1,136.85
2019-06-30,107.0,72.12,138.82
2019-07-07,108.475,71.05,141.6
2019-07-14,107.6,83.88,139.97
2019-07-21,108.65,86.42,143.72
2019-07-28,107.65,76.28,139.62
2019-08-04,108.05,79.03,138.9
2019-08-11,99.925,62.0,134.57
2019-08-18,104.625,59.3,137.35
2019-08-25,105.0,63.52,132.4
2019-09-01,94.875,63.5,133.35
2019-09-08,98.075,66.47,136.5
2019-09-15,99.35,60.35,140.32
2019-09-22,105.025,65.28,144.32
2019-09-29,107.35,62.4,141.97
2019-10-06,109.45,62.92,144.1
2019-10-13,110.475,67.95,143.5
2019-10-20,111.975,64.92,145.7
2019-10-27,119.525,64.45,149.12
2019-11-03,119.25,64.12,147.0
2019-11-10,119.1,63.2,146.25
2019-11-17,118.675,61.23,139.28
2019-11-24,121.2,62.02,142.28
2019-12-01,120.2,61.12,141.55
2019-12-08,122.375,61.0,145.68
2019-12-15,122.225,70.67,144.28
2019-12-22,123.5,70.58,145.55
2019-12-29,124.725,68.55,143.35
2020-01-05,127.425,67.25,147.6
2020-01-12,126.35,67.67,145.35
2020-01-19,124.85,67.22,141.85
2020-01-26,121.375,57.12,136.07
2020-02-02,121.325,57.1,135.2
2020-02-09,120.825,55.9,138.53
2020-02-16,119.725,67.03,140.2
2020-02-23,112.7,62.27,131.28
2020-03-01,105.75,65.92,130.7
2020-03-08,95.575,56.38,113.0
2020-03-15,98.65,61.58,120.72
2020-03-22,100.95,58.45,120.6
2020-03-29,88.325,40.22,108.25
2020-04-05,94.0,42.8,119.53
2020-04-12,94.65,37.92,119.53
2020-04-19,84.975,52.53,119.8
2020-04-26,87.25,62.88,117.82
2020-05-03,94.65,67.3,127.9
2020-05-10,97.0,57.88,124.72
2020-05-17,97.7,58.78,128.8
2020-05-24,99.725,56.85,135.35
2020-05-31,93.9,47.45,134.18
2020-06-07,96.075,48.05,131.1
2020-06-14,94.7,48.45,132.55
2020-06-21,94.7,45.28,132.6
2020-06-28,99.4,44.72,134.88
2020-07-05,100.0,45.97,135.75
2020-07-12,103.275,52.8,142.7
2020-07-19,101.325,54.0,142.05
2020-07-26,102.825,52.0,144.68
2020-08-02,102.8,51.0,142.73
2020-08-09,107.6,53.83,143.93
2020-08-16,105.8,54.25,142.93
2020-08-23,103.225,53.65,140.02
2020-08-30,104.45,59.83,137.65
2020-09-06,105.525,66.57,140.0
2020-09-13,107.35,66.5,140.88
2020-09-20,107.575,71.75,140.32
2020-09-27,108.175,74.5,139.9
2020-10-04,109.875,78.13,138.25
2020-10-11,107.15,69.8,138.1
2020-10-18,103.35,67.03,133.52
2020-10-25,105.975,65.57,137.4
2020-11-01,108.65,64.9,137.7
2020-11-08,109.925,64.9,137.48
2020-11-15,108.1,64.13,134.6
2020-11-22,110.625,65.88,139.82
2020-11-29,108.875,65.88,139.77
2020-12-06,108.75,64.68,139.73
2020-12-13,110.475,65.8,140.45
2020-12-20,112.15,66.95,140.93
2020-12-27,112.95,70.28,138.95
2021-01-03,114.475,68.7,135.82
2021-01-10,112.775,67.93,134.57
2021-01-17,116.725,69.93,137.25
2021-01-24,115.05,69.8,137.73
2021-01-31,116.725,70.97,138.27
2021-02-07,117.2,74.0,140.85
2021-02-14,115.925,84.5,139.13
2021-02-21,113.1,87.15,138.68
2021-02-28,119.025,87.18,134.6
2021-03-07,119.0,91.4,136.35
2021-03-14,118.4,94.25,134.68
2021-03-21,120.1,100.8,145.13
2021-03-28,120.025,101.78,143.88
2021-04-04,123.425,103.47,144.75
2021-04-11,120.85,102.47,139.63
2021-04-18,117.85,109.35,133.85
2021-04-25,119.475,110.13,133.6
2021-05-02,116.025,111.97,131.73
2021-05-09,115.3,111.15,137.55
2021-05-16,117.675,114.22,137.23
2021-05-23,115.875,117.25,151.35
2021-05-30,118.55,118.78,152.07
