Date,Euro Stoxx 50,DAX,TecDAX,CAC 40,IBEX 35,Italy 40
2010-07-25,2742.14,6147.97,764.89,3643.14,10499.8,2056.3
2010-08-01,2779.34,6259.63,769.31,3716.05,10651.1,2062.5
2010-08-08,2708.73,6110.41,746.21,3610.91,10275.8,2002.7
2010-08-15,2643.98,6005.16,742.15,3526.12,10094.3,1943.7
2010-08-22,2630.35,5951.17,733.76,3507.44,10148.2,1938.5
2010-08-29,2746.23,6134.62,766.17,3672.2,10599.4,2019.0
2010-09-05,2780.4,6214.77,769.78,3725.82,10689.6,2037.9
2010-09-12,2757.37,6209.76,774.71,3722.02,10588.6,2007.0
2010-09-19,2792.75,6298.3,777.59,3782.48,10727.6,2015.8
2010-09-26,2732.91,6211.34,778.72,3692.09,10450.1,1994.6
2010-10-03,2785.43,6291.67,773.33,3763.18,10720.8,2029.8
2010-10-10,2841.65,6492.3,807.98,3827.37,10868.2,2060.3
2010-10-17,2873.74,6605.84,809.94,3868.54,10924.8,2106.6
2010-10-24,2844.99,6601.37,825.09,3833.5,10812.9,2098.3
2010-10-31,2875.94,6754.2,817.68,3916.73,10428.1,2073.2
2010-11-07,2822.43,6734.61,782.96,3831.12,10226.8,2037.5
2010-11-14,2845.75,6843.55,790.3,3860.16,10271.7,2032.0
2010-11-21,2736.96,6848.98,792.51,3728.65,9547.2,1941.1
2010-11-28,2782.39,6947.72,803.7,3750.55,10014.8,1968.2
2010-12-05,2839.53,7006.17,827.37,3857.35,10121.9,2004.0
2010-12-12,2821.77,6982.45,830.83,3867.35,9898.1,1963.1
2010-12-19,2861.94,7057.69,851.13,3900.39,10106.9,2032.1
2010-12-26,2792.82,6914.19,850.67,3804.78,9859.1,1973.3
2011-01-02,2808.25,6947.84,869.22,3865.58,9560.7,2009.4
2011-01-09,2920.4,7075.7,879.8,3983.28,10385.1,2099.2
2011-01-16,2970.56,7062.42,868.69,4017.45,10829.1,2161.2
2011-01-23,2954.13,7102.8,867.96,4002.32,10747.0,2154.5
2011-01-30,3003.19,7216.21,882.37,4047.21,10854.7,2212.5
2011-02-06,3024.37,7371.2,896.84,4101.31,10803.6,2220.0
2011-02-13,3068.0,7426.81,917.0,4157.14,11068.1,2255.6
2011-02-20,2985.02,7185.17,896.31,4070.38,10822.7,2186.2
2011-02-27,2949.18,7178.9,893.93,4020.21,10498.7,2165.6
2011-03-06,2883.84,6981.49,869.43,3928.68,10398.4,2138.6
2011-03-13,2792.61,6664.4,868.65,3810.22,10328.4,2073.5
2011-03-20,2911.33,6946.36,906.43,3972.38,10710.4,2150.5
2011-03-27,2962.92,7179.81,938.54,4054.76,10729.9,2148.9
2011-04-03,2984.66,7217.02,933.69,4061.91,10913.2,2190.1
2011-04-10,2919.05,7178.29,917.7,3974.48,10558.6,2134.5
2011-04-17,2936.3,7295.49,918.5,4021.88,10584.1,2133.5
2011-04-24,3011.25,7514.46,935.1,4106.92,10878.9,2192.9
2011-05-01,2952.9,7492.25,926.86,4058.01,10610.5,2147.5
2011-05-08,2894.6,7403.31,928.35,4018.85,10356.5,2129.0
2011-05-15,2853.98,7266.82,916.72,3990.85,10226.6,2077.4
2011-05-22,2819.4,7163.47,897.0,3950.98,10261.2,2037.6
2011-05-29,2789.11,7109.03,901.6,3890.68,10285.7,2035.6
2011-06-05,2732.54,7069.9,879.67,3805.09,9950.8,1967.9
2011-06-12,2770.12,7164.05,870.55,3823.74,10135.2,1965.8
2011-06-19,2715.88,7121.38,866.66,3784.8,9812.7,1873.7
2011-06-26,2875.67,7419.44,896.64,4007.35,10492.0,2006.9
2011-07-03,2790.09,7402.73,898.87,3913.55,9938.2,1863.4
2011-07-10,2675.38,7220.12,840.17,3726.59,9484.2,1804.8
2011-07-17,2772.6,7326.39,848.48,3842.7,10059.3,1903.7
2011-07-24,2670.37,7158.77,820.7,3671.28,9630.7,1803.2
2011-07-31,2375.15,6236.16,717.76,3278.56,8671.2,1566.7
2011-08-07,2307.33,5997.74,746.39,3213.88,8647.3,1554.2
2011-08-14,2159.07,5480.0,690.41,3016.99,8141.9,1428.4
2011-08-21,2190.44,5537.48,715.04,3087.64,8185.5,1447.7
2011-08-28,2220.72,5538.33,729.1,3148.53,8463.5,1473.2
2011-09-04,2073.67,5189.93,701.47,2974.59,7910.2,1371.4
2011-09-11,2159.28,5573.51,706.43,3031.08,8388.4,1423.0
2011-09-18,2026.03,5196.56,653.74,2810.11,7996.9,1336.7
2011-09-25,2179.66,5502.02,662.63,2981.96,8546.6,1451.3
2011-10-02,2269.19,5675.7,660.33,3095.56,8798.4,1519.0
2011-10-09,2355.48,5967.2,692.16,3217.89,8975.5,1593.4
2011-10-16,2337.51,5970.96,690.58,3171.34,8853.0,1576.5
2011-10-23,2462.36,6346.19,716.82,3348.63,9224.4,1629.0
2011-10-30,2291.47,5966.16,706.75,3123.55,8596.4,1501.2
2011-11-06,2324.81,6057.03,706.75,3149.38,8556.1,1543.5
2011-11-13,2236.68,5800.24,670.99,2997.01,8310.1,1490.0
2011-11-20,2111.26,5492.87,653.47,2856.97,7763.5,1363.3
2011-11-27,2342.5,6080.68,697.1,3164.95,8558.6,1513.9
2011-12-04,2342.59,5986.71,679.46,3172.35,8649.7,1514.6
2011-12-11,2202.72,5701.78,663.18,2972.3,8203.4,1425.4
2011-12-18,2290.37,5878.93,681.35,3102.09,8542.7,1474.5
2011-12-25,2316.55,5898.35,685.06,3159.81,8566.3,1476.1
2012-01-01,2298.65,6057.92,713.05,3137.36,8289.1,1432.6
2012-01-08,2338.01,6143.08,717.89,3196.49,8450.6,1468.4
2012-01-15,2426.96,6404.39,745.2,3321.5,8561.9,1529.1
2012-01-22,2436.62,6511.98,744.54,3318.76,8657.3,1559.9
2012-01-29,2515.15,6766.67,771.75,3427.92,8861.2,1608.1
2012-02-05,2480.76,6692.96,769.89,3373.14,8797.1,1600.4
2012-02-12,2520.31,6848.03,778.36,3439.62,8657.0,1618.6
2012-02-19,2523.69,6864.43,775.33,3467.03,8527.7,1612.8
2012-02-26,2546.16,6921.37,775.68,3501.17,8563.4,1653.4
2012-03-04,2515.95,6880.21,769.21,3487.48,8282.7,1612.0
2012-03-11,2608.3,7157.82,790.8,3594.83,8486.3,1670.9
2012-03-18,2525.43,6995.62,787.0,3476.18,8281.8,1612.6
2012-03-25,2477.28,6946.83,789.87,3423.81,8008.0,1563.1
2012-04-01,2392.54,6775.26,781.62,3319.81,7660.5,1488.4
2012-04-08,2291.51,6583.9,777.22,3189.09,7250.6,1404.6
2012-04-15,2311.27,6750.12,774.92,3188.58,7040.6,1408.8
2012-04-22,2344.02,6801.32,791.48,3266.27,7145.8,1445.7
2012-04-29,2248.34,6561.47,781.53,3161.97,6876.0,1361.5
2012-05-06,2254.54,6579.93,783.05,3129.77,6995.6,1373.9
2012-05-13,2144.69,6271.22,742.49,3008.0,6566.7,1276.4
2012-05-20,2161.87,6339.94,752.47,3047.94,6543.0,1286.8
2012-05-27,2068.66,6050.29,730.9,2950.47,6065.0,1246.2
2012-06-03,2143.9,6130.82,745.09,3051.69,6552.0,1315.2
2012-06-10,2181.23,6229.41,726.84,3087.62,6719.0,1309.9
2012-06-17,2186.81,6263.25,741.09,3090.9,6876.3,1336.5
2012-06-24,2264.72,6416.28,743.74,3196.65,7102.2,1396.3
2012-07-01,2235.51,6410.11,756.63,3168.79,6738.9,1343.3
2012-07-08,2259.09,6557.1,751.29,3180.81,6664.6,1341.6
2012-07-15,2237.33,6630.02,768.55,3193.89,6246.3,1278.2
2012-07-22,2301.23,6689.4,777.93,3280.19,6617.6,1330.0
2012-07-29,2372.58,6865.66,785.67,3374.19,6755.7,1381.7
2012-08-05,2423.22,6944.56,782.5,3435.62,7047.7,1423.1
2012-08-12,2471.53,7040.88,796.11,3488.38,7561.0,1479.5
2012-08-19,2434.23,6971.07,786.11,3433.21,7310.3,1455.6
2012-08-26,2440.71,6970.79,797.83,3413.07,7420.5,1477.1
2012-09-02,2538.6,7214.5,810.13,3519.05,7882.8,1575.9
2012-09-09,2594.56,7412.13,814.1,3581.58,8154.5,1626.2
2012-09-16,2577.08,7451.62,819.13,3530.72,8230.7,1564.2
2012-09-23,2454.26,7216.15,809.48,3354.82,7708.5,1476.7
2012-09-30,2531.21,7397.87,829.72,3457.04,7954.4,1553.0
2012-10-07,2469.09,7232.49,814.25,3389.08,7652.4,1517.4
2012-10-14,2542.24,7380.64,811.09,3504.56,7913.4,1551.6
2012-10-21,2496.1,7231.85,801.15,3435.09,7775.6,1524.5
2012-10-28,2547.15,7363.85,807.76,3492.46,7968.9,1542.5
2012-11-04,2479.82,7163.5,803.09,3423.57,7636.6,1485.0
2012-11-11,2427.32,6950.53,790.99,3341.52,7588.2,1453.2
2012-11-18,2557.03,7309.13,826.37,3528.8,7909.6,1529.5
2012-11-25,2575.25,7405.5,840.79,3557.28,7934.6,1546.3
2012-12-02,2601.37,7517.8,835.79,3605.61,7848.5,1535.7
2012-12-09,2630.54,7596.47,830.04,3643.28,8024.1,1556.1
2012-12-16,2651.09,7636.23,835.99,3661.4,8291.0,1597.8
2012-12-23,2626.85,7612.39,828.11,3620.25,8131.0,1591.8
2012-12-30,2709.35,7776.37,855.24,3730.02,8435.8,1659.0
2013-01-06,2717.79,7715.53,873.66,3706.02,8664.7,1712.1
2013-01-13,2709.59,7702.23,871.56,3741.58,8604.0,1717.1
2013-01-20,2744.18,7857.97,889.13,3778.16,8724.6,1734.0
2013-01-27,2710.08,7833.39,880.32,3773.53,8229.7,1694.1
2013-02-03,2630.3,7652.14,885.31,3649.5,8174.9,1626.8
2013-02-10,2615.26,7593.51,899.55,3660.37,8150.2,1613.0
2013-02-17,2630.05,7661.91,906.71,3706.28,8179.0,1587.9
2013-02-24,2616.75,7708.16,915.96,3699.91,8187.1,1533.3
2013-03-03,2728.78,7986.47,919.08,3840.15,8628.1,1585.1
2013-03-10,2725.72,8042.85,924.82,3844.03,8619.1,1571.1
2013-03-17,2681.67,7911.35,914.43,3770.29,8329.5,1569.6
2013-03-24,2624.02,7795.31,932.03,3731.42,7920.0,1500.4
2013-03-31,2585.28,7658.75,903.49,3663.48,7798.4,1491.8
2013-04-07,2633.47,7744.77,929.31,3729.3,8040.4,1543.6
2013-04-14,2575.16,7459.96,906.69,3651.96,7915.5,1541.7
2013-04-21,2683.43,7814.76,920.82,3810.05,8297.0,1620.4
2013-04-28,2763.68,8122.29,929.68,3912.95,8544.8,1655.3
2013-05-05,2785.24,8278.59,948.36,3953.83,8544.5,1690.7
2013-05-12,2817.99,8398.0,967.46,4001.27,8582.4,1722.1
2013-05-19,2764.29,8305.32,957.98,3956.79,8264.6,1652.8
2013-05-26,2769.64,8348.84,964.92,3948.59,8320.6,1683.9
2013-06-02,2724.08,8254.68,956.03,3872.59,8266.6,1632.7
2013-06-09,2667.32,8127.96,947.36,3805.16,8070.9,1580.1
2013-06-16,2549.48,7789.24,920.12,3658.04,7700.2,1492.2
2013-06-23,2602.59,7959.22,946.35,3738.91,7762.7,1490.7
2013-06-30,2596.01,7806.0,952.42,3753.85,7868.4,1519.5
2013-07-07,2674.87,8212.77,991.68,3855.09,7844.7,1509.4
2013-07-14,2716.17,8331.57,991.97,3925.32,7943.2,1577.3
2013-07-21,2741.96,8244.91,987.18,3968.84,8353.6,1606.3
2013-07-28,2811.0,8406.94,1002.76,4045.65,8574.0,1641.3
2013-08-04,2825.62,8338.31,1020.92,4076.55,8735.5,1681.2
2013-08-11,2854.27,8391.94,1030.99,4123.89,8821.3,1729.2
2013-08-18,2826.05,8416.99,1041.2,4069.47,8686.8,1696.4
2013-08-25,2721.37,8103.15,1019.84,3933.78,8290.5,1631.8
2013-09-01,2803.42,8275.67,1044.11,4049.19,8655.0,1667.5
2013-09-08,2867.11,8509.42,1063.45,4114.5,8941.6,1716.5
2013-09-15,2927.19,8675.73,1067.49,4203.66,9171.8,1757.8
2013-09-22,2919.34,8661.51,1087.69,4186.77,9228.4,1726.1
2013-09-29,2928.31,8622.97,1094.47,4164.25,9420.9,1790.5
2013-10-06,2974.28,8724.83,1088.2,4219.98,9668.5,1847.1
2013-10-13,3033.31,8865.1,1104.1,4286.03,10001.8,1885.1
2013-10-20,3034.5,8985.74,1119.45,4272.31,9815.5,1846.3
2013-10-27,3052.14,9007.83,1136.08,4273.19,9838.3,1874.6
2013-11-03,3034.91,9078.28,1134.06,4260.44,9747.2,1854.8
2013-11-10,3054.53,9168.69,1153.22,4292.23,9695.9,1828.0
2013-11-17,3055.98,9219.04,1135.55,4278.53,9677.4,1841.2
2013-11-24,3086.64,9405.3,1154.89,4295.21,9837.6,1860.7
2013-12-01,2979.94,9172.41,1131.43,4129.37,9400.5,1772.9
2013-12-08,2921.92,9006.46,1110.92,4059.71,9272.7,1741.7
2013-12-15,3049.35,9400.18,1156.88,4193.77,9689.9,1816.1
2013-12-22,3111.37,9589.39,1164.43,4277.65,9900.1,1854.3
2013-12-29,3074.43,9435.15,1182.99,4247.65,9798.0,1869.6
2014-01-05,3104.15,9473.24,1215.29,4250.6,10290.6,1914.2
2014-01-12,3154.1,9742.96,1252.9,4327.5,10465.7,1953.4
2014-01-19,3028.2,9392.02,1219.86,4161.47,9868.9,1893.7
2014-01-26,3013.96,9306.48,1221.15,4165.72,9920.2,1899.5
2014-02-02,3038.49,9301.92,1224.78,4228.18,10072.4,1926.3
2014-02-09,3119.06,9662.4,1257.26,4340.14,10132.8,1999.1
2014-02-16,3131.67,9656.95,1265.32,4381.06,10071.0,1994.7
2014-02-23,3149.23,9692.08,1286.1,4408.08,10114.2,1999.6
2014-03-02,3095.31,9350.75,1273.66,4366.42,10164.2,2018.4
2014-03-09,3004.64,9056.41,1211.98,4216.37,9812.0,1990.3
2014-03-16,3096.49,9342.94,1237.02,4335.28,10053.1,2051.5
2014-03-23,3172.43,9587.19,1246.05,4411.26,10328.9,2102.9
2014-03-30,3230.33,9695.77,1273.95,4484.55,10677.2,2169.2
2014-04-06,3116.54,9315.29,1206.78,4365.86,10205.4,2073.6
2014-04-13,3155.81,9409.71,1199.12,4431.81,10292.4,2114.2
2014-04-20,3147.4,9401.55,1210.56,4443.63,10306.2,2097.4
2014-04-27,3177.89,9556.02,1227.56,4458.17,10474.5,2130.7
2014-05-04,3184.09,9581.45,1235.86,4477.28,10487.2,2092.4
2014-05-11,3172.72,9629.1,1218.26,4456.28,10478.7,2019.8
2014-05-18,3203.28,9768.01,1257.39,4493.15,10558.9,2029.3
2014-05-25,3244.6,9943.27,1291.81,4519.57,10798.7,2115.8
2014-06-01,3294.28,9987.19,1317.48,4581.12,11064.3,2180.4
2014-06-08,3282.84,9912.87,1302.83,4543.28,11113.7,2168.2
2014-06-15,3302.36,9987.24,1332.3,4541.34,11155.1,2150.8
2014-06-22,3227.85,9815.17,1306.62,4436.99,10959.9,2085.5
2014-06-29,3270.47,10009.08,1329.62,4468.98,11009.4,2108.9
2014-07-06,3157.05,9666.34,1272.77,4316.5,10538.8,2016.5
2014-07-13,3164.21,9720.02,1247.34,4335.31,10527.0,2028.5
2014-07-20,3174.99,9644.01,1253.64,4330.55,10888.1,2060.4
2014-07-27,3072.57,9210.08,1188.21,4202.78,10514.0,1991.8
2014-08-03,3006.83,9009.32,1155.51,4147.81,10104.8,1877.5
2014-08-10,3033.52,9092.6,1188.97,4174.36,10222.2,1905.6
2014-08-17,3098.5,9339.17,1228.88,4252.8,10500.2,1948.3
2014-08-24,3172.63,9470.17,1241.44,4381.04,10728.8,2000.4
2014-08-31,3275.25,9747.02,1260.89,4486.49,11148.9,2092.8
2014-09-07,3235.07,9651.13,1256.64,4441.7,10888.9,2061.1
2014-09-14,3273.25,9799.26,1252.59,4461.22,11001.9,2051.5
2014-09-21,3219.58,9490.55,1239.86,4394.75,10851.4,2034.2
2014-09-28,3133.37,9195.68,1214.45,4281.74,10567.6,1976.0
2014-10-05,2991.5,8788.81,1157.4,4073.71,10150.5,1878.2
2014-10-12,2962.24,8850.27,1164.49,4033.18,9956.8,1829.3
2014-10-19,3030.37,8987.8,1204.31,4128.9,10339.3,1907.0
2014-10-26,3113.32,9326.87,1242.32,4233.09,10477.8,1935.2
2014-11-02,3064.92,9291.83,1256.39,4189.89,10126.3,1867.9
2014-11-09,3059.99,9252.94,1263.64,4202.46,10148.0,1855.2
2014-11-16,3194.22,9732.55,1329.02,4347.23,10520.8,1951.9
2014-11-23,3250.93,9980.85,1347.02,4390.18,10770.7,1957.8
2014-11-30,3277.38,10087.12,1379.47,4419.48,10900.7,1964.9
2014-12-07,3067.32,9594.73,1331.47,4108.93,10145.0,1819.5
2014-12-14,3141.28,9786.96,1360.34,4241.65,10363.6,1857.0
2014-12-21,3184.66,9922.11,1372.61,4295.85,10481.8,1893.0
2014-12-28,3139.44,9764.73,1382.06,4252.29,10350.8,1871.3
2015-01-04,3042.9,9648.5,1408.21,4179.07,9719.0,1778.1
2015-01-11,3202.24,10167.77,1439.48,4379.62,10038.9,1883.5
2015-01-18,3382.55,10649.58,1479.46,4640.69,10581.5,2007.2
2015-01-25,3351.44,10694.32,1496.59,4604.25,10403.3,2005.6
2015-02-01,3398.16,10846.39,1506.93,4691.03,10573.1,2030.8
2015-02-08,3447.59,10963.4,1517.4,4759.36,10739.5,2074.2
2015-02-15,3490.53,11050.64,1551.21,4830.9,10879.3,2136.6
2015-02-22,3599.0,11401.66,1581.8,4951.48,11178.3,2185.1
2015-03-01,3617.62,11550.97,1603.53,4964.35,11091.9,2194.7
2015-03-08,3656.21,11901.61,1656.25,5010.46,11033.8,2221.8
2015-03-15,3726.07,12039.37,1652.4,5087.49,11419.6,2267.1
2015-03-22,3679.03,11868.33,1597.47,5034.06,11427.4,2248.3
2015-03-29,3715.27,11967.39,1614.24,5074.14,11634.0,2280.0
2015-04-05,3816.76,12374.73,1676.34,5240.46,11749.3,2335.6
2015-04-12,3674.05,11688.7,1618.51,5143.26,11359.4,2254.1
2015-04-19,3713.96,11810.85,1655.06,5201.45,11505.4,2291.6
2015-04-26,3615.59,11454.38,1605.93,5046.49,11385.0,2254.3
2015-05-03,3649.48,11709.73,1662.43,5090.39,11424.7,2280.4
2015-05-10,3573.07,11447.03,1669.3,4993.82,11317.3,2296.1
2015-05-17,3679.14,11815.01,1731.27,5142.89,11554.2,2326.3
2015-05-24,3570.78,11413.82,1692.54,5007.89,11217.6,2298.3
2015-05-31,3510.01,11197.15,1668.3,4920.74,11062.0,2234.9
2015-06-07,3502.77,11196.49,1656.24,4901.19,11030.5,2237.9
2015-06-14,3455.8,11040.1,1635.3,4815.37,10944.3,2220.4
2015-06-21,3621.37,11492.43,1695.99,5059.17,11372.3,2328.1
2015-06-28,3441.76,11058.39,1656.96,4808.22,10779.8,2201.7
2015-07-05,3528.81,11315.63,1702.52,4903.07,11036.1,2243.7
2015-07-12,3670.34,11673.42,1801.08,5124.39,11480.7,2324.7
2015-07-19,3600.0,11347.45,1804.47,5057.36,11309.3,2299.5
2015-07-26,3600.69,11308.99,1770.44,5082.61,11180.7,2302.5
2015-08-02,3637.8,11490.83,1759.78,5154.75,11178.2,2318.8
2015-08-09,3491.03,10985.14,1761.19,4956.47,10879.3,2274.1
2015-08-16,3247.26,10124.52,1624.6,4630.99,10271.7,2127.2
2015-08-23,3286.59,10298.53,1695.59,4675.13,10352.9,2151.4
2015-08-30,3180.25,10038.04,1687.99,4523.08,9821.8,2100.4
2015-09-06,3187.94,10123.56,1714.6,4548.72,9737.9,2128.8
2015-09-13,3157.3,9916.16,1760.33,4535.85,9847.2,2100.1
2015-09-20,3113.16,9688.53,1738.52,4480.66,9519.5,2079.4
2015-09-27,3088.18,9553.07,1737.78,4458.88,9603.6,2092.1
2015-10-04,3250.31,10096.6,1763.0,4701.39,10309.6,2176.4
2015-10-11,3264.93,10104.43,1741.29,4702.79,10231.5,2180.9
2015-10-18,3425.81,10794.54,1820.52,4923.64,10476.3,2221.9
2015-10-25,3418.23,10850.14,1799.48,4897.66,10360.7,2198.2
2015-11-01,3468.21,10988.03,1831.55,4984.15,10453.2,2200.9
2015-11-08,3360.65,10708.4,1783.91,4807.95,10111.4,2135.6
2015-11-15,3452.45,11119.83,1829.24,4910.97,10290.3,2161.6
2015-11-22,3488.99,11293.76,1843.87,4930.14,10310.7,2208.5
2015-11-29,3330.75,10752.1,1835.33,4714.79,10078.7,2153.9
2015-12-06,3203.21,10340.06,1766.64,4549.56,9630.7,2056.1
2015-12-13,3260.72,10608.19,1814.81,4625.26,9717.1,2080.1
2015-12-20,3284.47,10727.64,1814.35,4663.18,9682.9,2097.9
2015-12-27,3267.52,10743.01,1830.74,4637.06,9544.2,2098.2
2016-01-03,3033.47,9849.34,1725.05,4333.76,8909.2,1943.7
2016-01-10,2952.48,9545.27,1614.25,4210.16,8543.6,1879.6
2016-01-17,3023.21,9764.88,1668.9,4336.69,8722.9,1858.8
2016-01-24,3045.09,9798.11,1688.63,4417.02,8815.8,1819.9
2016-01-31,2879.39,9286.23,1592.72,4200.67,8499.5,1687.1
2016-02-07,2756.16,8967.51,1512.23,3995.06,7920.8,1610.1
2016-02-14,2871.05,9388.05,1612.67,4223.04,8194.2,1653.6
2016-02-21,2929.16,9513.3,1603.72,4314.57,8349.2,1707.7
2016-02-28,3037.35,9824.17,1653.57,4456.62,8811.6,1786.4
2016-03-06,3073.8,9831.13,1618.53,4492.79,9090.6,1855.6
2016-03-13,3059.77,9950.8,1610.7,4462.51,9051.1,1778.1
2016-03-20,2986.73,9851.35,1599.49,4329.68,8789.8,1732.6
2016-03-27,2953.28,9794.64,1641.43,4322.24,8602.3,1695.5
2016-04-03,2911.98,9622.26,1635.29,4303.12,8427.6,1661.7
2016-04-10,3054.34,10051.57,1649.83,4495.17,8850.9,1739.5
2016-04-17,3141.12,10373.49,1645.16,4569.66,9232.8,1791.3
2016-04-24,3028.21,10038.97,1624.94,4428.96,9025.7,1783.2
2016-05-01,2936.84,9869.95,1600.2,4301.24,8702.1,1709.4
2016-05-08,2956.63,9952.9,1645.43,4319.99,8721.5,1694.5
2016-05-15,2962.16,9916.02,1667.68,4353.9,8771.2,1702.8
2016-05-22,3078.48,10286.31,1690.29,4514.74,9107.3,1778.8
2016-05-29,2997.55,10103.26,1688.37,4421.78,8801.6,1713.0
2016-06-05,2911.11,9834.62,1641.82,4306.72,8490.5,1673.9
2016-06-12,2849.17,9631.36,1575.47,4193.83,8362.0,1640.4
2016-06-19,2776.09,9557.16,1586.67,4106.73,7787.7,1539.2
2016-06-26,2883.06,9776.12,1620.51,4273.96,8268.9,1590.0
2016-07-03,2838.01,9629.66,1610.2,4190.68,8185.9,1567.3
2016-07-10,2958.65,10066.9,1625.66,4372.51,8531.0,1637.7
2016-07-17,2972.23,10147.46,1674.98,4381.1,8599.9,1641.2
2016-07-24,2990.76,10337.5,1717.37,4439.81,8587.2,1648.2
2016-07-31,2973.71,10367.21,1707.48,4410.55,8539.4,1623.5
2016-08-07,3044.94,10713.43,1737.55,4500.19,8716.4,1661.2
2016-08-14,2968.2,10544.36,1711.16,4400.52,8450.6,1593.5
2016-08-21,3010.36,10587.77,1723.2,4441.87,8659.5,1645.5
2016-08-28,3079.74,10683.82,1753.91,4542.17,8908.9,1681.2
2016-09-04,3053.2,10573.44,1748.09,4491.4,9025.5,1678.6
2016-09-11,2935.25,10276.17,1768.17,4332.45,8633.4,1573.9
2016-09-18,3032.31,10626.97,1802.18,4488.69,8823.6,1606.0
2016-09-25,3002.24,10511.02,1802.3,4448.26,8779.4,1598.1
2016-10-02,3000.57,10490.86,1793.81,4449.91,8624.3,1596.4
2016-10-09,3025.19,10580.38,1776.5,4470.92,8767.9,1618.7
2016-10-16,3077.65,10710.73,1782.58,4536.07,9100.4,1672.5
2016-10-23,3079.24,10696.19,1730.48,4548.58,9201.3,1690.0
2016-10-30,2954.53,10259.13,1691.34,4377.46,8791.6,1589.8
2016-11-06,3030.02,10667.95,1694.64,4489.27,8639.2,1639.7
2016-11-13,3020.83,10664.56,1735.88,4504.35,8622.9,1587.8
2016-11-20,3048.38,10699.27,1726.64,4550.27,8674.4,1615.5
2016-11-27,3015.13,10513.35,1686.41,4528.82,8607.1,1672.5
2016-12-04,3197.54,11203.63,1753.27,4764.07,9169.6,1791.8
2016-12-11,3259.24,11404.01,1767.44,4833.27,9412.8,1852.9
2016-12-18,3273.97,11449.93,1788.1,4839.68,9367.7,1887.7
2016-12-25,3290.52,11481.06,1811.72,4862.31,9352.1,1879.3
2017-01-01,3321.17,11599.01,1838.89,4909.84,9515.9,1921.4
2017-01-08,3324.34,11629.18,1840.59,4922.49,9511.6,1899.4
2017-01-15,3299.44,11630.13,1835.82,4850.67,9380.1,1899.9
2017-01-22,3303.33,11814.27,1857.58,4839.98,9504.1,1887.7
2017-01-29,3273.11,11651.49,1854.88,4825.42,9462.7,1867.1
2017-02-05,3270.83,11666.97,1870.65,4828.32,9378.1,1838.2
2017-02-12,3308.81,11757.02,1888.13,4867.58,9500.3,1855.4
2017-02-19,3304.09,11804.03,1885.81,4845.24,9453.5,1815.3
2017-02-26,3403.39,12027.36,1926.66,4995.13,9798.5,1920.4
2017-03-05,3416.27,11963.18,1968.02,4993.32,10006.4,1923.3
2017-03-12,3448.41,12095.24,1998.65,5029.24,10245.8,1922.4
2017-03-19,3444.15,12064.27,2003.22,5020.9,10309.4,1934.1
2017-03-26,3500.93,12312.87,2046.86,5122.51,10462.9,1961.8
2017-04-02,3495.8,12225.06,2046.28,5135.28,10529.0,1944.2
2017-04-09,3448.26,12109.0,2022.64,5071.1,10326.1,1892.5
2017-04-16,3440.27,12048.57,2016.49,5059.2,10377.0,1889.1
