Date,PHLX Yen,PHLX Swiss Franc,Japan 10Y,Switzerland 10Y
2020-03-22,92.65,105.12,0.011000000000000001,-0.321
2020-03-29,92.22,102.42,-0.01,-0.336
2020-04-05,92.19,103.48,0.001,-0.302
2020-04-12,93.0,103.42,0.016,-0.457
2020-04-19,93.01,102.8,-0.019,-0.445
2020-04-26,93.53,104.01,-0.026000000000000002,-0.535
2020-05-03,93.74,102.98,0.005,-0.526
2020-05-10,93.43,102.92,-0.002,-0.525
2020-05-17,92.9,102.95,-0.004,-0.5
2020-05-24,92.75,103.99,0.006999999999999999,-0.46399999999999997
2020-05-31,91.22,103.92,0.047,-0.292
2020-06-07,93.15,105.04,0.011000000000000001,-0.439
2020-06-14,93.58,105.0,0.012,-0.39899999999999997
2020-06-21,93.28,105.47,0.011000000000000001,-0.431
2020-06-28,92.99,105.79,0.026000000000000002,-0.384
2020-07-05,93.52,106.25,0.015,-0.478
2020-07-12,93.42,106.54,0.013999999999999999,-0.41200000000000003
2020-07-19,94.36,108.62,0.016,-0.474
2020-07-26,94.49,109.47,0.016,-0.542
2020-08-02,94.42,109.58,0.011000000000000001,-0.514
2020-08-09,93.87,110.01,0.046,-0.449
2020-08-16,94.52,109.7,0.031,-0.502
2020-08-23,94.91,110.6,0.055999999999999994,-0.418
2020-08-30,94.13,109.54,0.036000000000000004,-0.467
2020-09-06,94.19,110.0,0.025,-0.449
2020-09-13,95.63,109.71,0.013000000000000001,-0.479
2020-09-20,94.73,107.64,0.01,-0.5
2020-09-27,95.07,108.6,0.019,-0.49700000000000005
2020-10-04,94.67,109.94,0.031,-0.478
2020-10-11,94.88,109.32,0.02,-0.518
2020-10-18,95.46,110.6,0.039,-0.507
2020-10-25,95.54,109.07,0.040999999999999995,-0.5429999999999999
2020-11-01,96.76,111.1,0.02,-0.513
2020-11-08,95.57,109.58,0.025,-0.484
2020-11-15,96.3,109.79,0.01,-0.447
2020-11-22,96.12,110.51,0.03,-0.447
2020-11-29,96.0,112.08,0.021,-0.442
2020-12-06,96.14,112.38,0.013999999999999999,-0.508
2020-12-13,96.8,113.23,0.01,-0.496
2020-12-20,96.46,112.21,0.02,-0.46799999999999997
2020-12-27,96.87,113.14,0.021,-0.486
2021-01-03,96.21,112.94,0.036000000000000004,-0.466
2021-01-10,96.26,112.17,0.031,-0.47
2021-01-17,96.38,112.98,0.040999999999999995,-0.44
2021-01-24,95.49,112.24,0.051,-0.44299999999999995
2021-01-31,94.9,111.25,0.063,-0.354
2021-02-07,95.31,112.15,0.065,-0.331
2021-02-14,94.81,111.54,0.1,-0.23600000000000002
2021-02-21,93.82,110.07,0.165,-0.19699999999999998
2021-02-28,92.25,107.44,0.09,-0.201
2021-03-07,91.73,107.55,0.114,-0.244
2021-03-14,91.87,107.58,0.11599999999999999,-0.25
2021-03-21,91.18,106.47,0.081,-0.306
2021-03-28,90.42,106.13,0.11699999999999999,-0.305
2021-04-04,91.19,108.17,0.105,-0.262
2021-04-11,91.9,108.68,0.08800000000000001,-0.225
2021-04-18,92.7,109.41,0.069,-0.259
2021-04-25,91.5,109.54,0.08900000000000001,-0.196
2021-05-02,92.07,110.94,0.084,-0.21
2021-05-09,91.44,110.92,0.08,-0.13
2021-05-16,91.74,111.37,0.08,-0.13
2021-05-23,91.02,111.12,0.079,-0.132
2021-05-30,90.68,110.51,0.08,-0.128
