Date,US Coffee C,US Cotton #2,US Sugar #11,Orange Juice,US Cocoa,Lumber,London Cocoa,London Coffee,London Sugar
2011-08-21,278.9,106.07,30.22,167.65,3059.0,232.5,1922.0,2340.0,780.6
2011-08-28,289.2,104.17,29.18,170.45,3092.0,250.9,1930.0,2241.0,753.8
2011-09-04,271.25,106.57,29.05,170.75,2868.0,246.5,1815.0,2128.0,763.0
2011-09-11,263.0,110.76,27.52,162.75,2792.0,244.6,1807.0,2073.0,687.2
2011-09-18,231.45,109.49,24.84,155.25,2634.0,233.4,1734.0,1917.0,631.5
2011-09-25,228.9,101.81,26.34,150.0,2608.0,211.1,1699.0,1964.0,663.3
2011-10-02,224.35,100.03,25.16,154.7,2652.0,216.8,1717.0,1955.0,653.7
2011-10-09,239.55,102.36,27.93,172.65,2671.0,221.0,1706.0,2008.0,711.3
2011-10-16,244.85,102.11,26.48,175.8,2566.0,220.0,1654.0,1868.0,706.4
2011-10-23,235.15,97.1,26.15,186.25,2748.0,222.8,1700.0,1857.0,702.1
2011-10-30,230.2,104.29,25.57,192.2,2697.0,221.9,1677.0,1763.0,678.4
2011-11-06,233.95,98.4,25.0,169.6,2489.0,220.0,1575.0,1802.0,652.1
2011-11-13,234.2,99.03,23.97,176.9,2308.0,247.5,1537.0,1839.0,623.0
2011-11-20,229.6,94.94,22.9,177.6,2238.0,235.3,1509.0,1890.0,598.2
2011-11-27,227.15,90.01,23.45,177.6,2030.0,227.0,1402.0,1955.0,613.6
2011-12-04,224.65,90.23,23.4,169.95,1936.0,239.6,1281.0,1926.0,605.2
2011-12-11,210.95,,23.08,167.05,2101.0,235.2,1369.0,1853.0,599.7
2011-12-18,219.65,87.26,23.59,169.9,2218.0,243.1,1407.0,1783.0,611.2
2011-12-25,226.85,,23.3,169.0,2109.0,247.1,1380.0,1766.0,602.0
2012-01-01,221.75,,23.29,182.0,2028.0,249.9,1335.0,1704.0,604.0
2012-01-08,225.25,95.91,23.84,184.6,2269.0,251.0,1511.0,1817.0,622.1
2012-01-15,225.4,95.54,24.89,210.65,2259.0,240.3,1489.0,1917.0,645.6
2012-01-22,217.35,98.68,24.21,210.9,2406.0,237.5,1563.0,1860.0,637.7
2012-01-29,215.95,95.96,23.94,201.45,2300.0,262.5,1502.0,1837.0,635.1
2012-02-05,215.3,96.43,24.67,185.8,2156.0,271.0,1411.0,1994.0,650.7
2012-02-12,200.05,91.03,24.62,187.8,2389.0,263.2,1494.0,2094.0,626.5
2012-02-19,203.25,91.4,26.19,186.05,2370.0,271.1,1505.0,2057.0,661.4
2012-02-26,201.65,90.44,24.96,197.1,2358.0,275.5,1470.0,2019.0,653.1
2012-03-04,185.6,88.46,23.66,193.45,2440.0,276.0,1520.0,2050.0,625.5
2012-03-11,181.35,88.93,25.41,186.9,2256.0,272.2,1461.0,2033.0,666.6
2012-03-18,178.75,87.51,25.63,166.2,2307.0,258.6,1492.0,2013.0,659.7
2012-03-25,182.45,89.42,24.71,164.5,2219.0,260.9,1462.0,2031.0,643.6
2012-04-01,183.0,,24.58,158.7,2085.0,266.9,1421.0,1987.0,643.9
2012-04-08,179.2,88.81,23.37,146.4,2248.0,266.7,1452.0,1998.0,624.4
2012-04-15,177.7,92.0,21.93,151.55,2299.0,271.7,1476.0,2033.0,574.9
2012-04-22,175.0,90.29,21.22,147.8,2364.0,282.7,1515.0,1964.0,576.8
2012-04-29,173.5,91.34,20.81,121.65,2312.0,292.2,1511.0,1995.0,566.1
2012-05-06,176.55,87.96,20.22,122.55,2372.0,302.5,1550.0,2100.0,555.8
2012-05-13,177.7,78.9,20.47,102.2,2273.0,288.5,1551.0,2185.0,570.3
2012-05-20,167.8,78.03,19.62,109.3,2110.0,289.2,1476.0,2215.0,557.7
2012-05-27,157.5,73.68,19.09,111.7,2063.0,280.1,1452.0,2158.0,553.5
2012-06-03,155.6,68.66,19.98,113.65,2200.0,286.6,1530.0,2074.0,577.5
2012-06-10,150.05,73.24,20.84,109.3,2219.0,272.2,1575.0,2095.0,585.6
2012-06-17,155.15,80.02,20.24,123.3,2094.0,274.9,1501.0,2016.0,585.8
2012-06-24,170.1,71.25,21.81,122.65,2289.0,273.4,1614.0,2103.0,611.3
2012-07-01,175.9,,22.25,131.4,2245.0,283.3,1604.0,2044.0,640.1
2012-07-08,184.45,70.67,22.73,122.55,2210.0,282.5,1540.0,2062.0,657.9
2012-07-15,186.95,71.5,23.92,110.0,2229.0,293.8,1543.0,2165.0,650.5
2012-07-22,173.7,72.38,22.52,110.05,2330.0,286.3,1603.0,2229.0,614.2
2012-07-29,173.8,70.71,22.0,112.2,2398.0,286.4,1648.0,2224.0,609.6
2012-08-05,166.25,72.82,20.74,113.0,2446.0,303.2,1650.0,2167.0,578.5
2012-08-12,160.3,72.75,20.18,119.75,2487.0,308.7,1624.0,2063.0,559.5
2012-08-19,162.6,74.41,19.58,139.1,2437.0,291.2,1573.0,2018.0,549.4
2012-08-26,164.55,,19.78,131.9,2656.0,288.1,1686.0,2038.0,566.4
2012-09-02,162.7,76.36,19.38,138.45,2724.0,284.3,1704.0,2049.0,556.3
2012-09-09,180.8,75.41,19.91,132.15,2642.0,288.0,1692.0,2060.0,576.5
2012-09-16,173.3,,19.38,124.85,2521.0,278.0,1626.0,2083.0,560.9
2012-09-23,173.5,73.31,19.58,113.15,2516.0,279.0,1631.0,2188.0,574.5
2012-09-30,168.1,71.46,21.54,115.1,2382.0,276.1,1525.0,2095.0,597.3
2012-10-07,161.7,71.42,20.05,112.6,2366.0,284.7,1523.0,2052.0,557.8
2012-10-14,161.65,,20.23,113.0,2489.0,298.2,1614.0,2063.0,547.9
2012-10-21,157.75,76.73,19.35,112.1,2383.0,308.6,1544.0,1996.0,545.2
2012-10-28,154.7,70.5,19.45,105.0,2447.0,315.4,1582.0,1952.0,537.1
2012-11-04,149.9,,19.06,106.95,2358.0,325.0,1540.0,1944.0,529.5
2012-11-11,147.3,,19.15,117.3,2457.0,325.5,1556.0,1899.0,509.3
2012-11-18,142.15,,19.14,126.0,2562.0,318.1,1598.0,1850.0,510.6
2012-11-25,142.1,,19.34,123.25,2538.0,340.1,1593.0,1933.0,516.1
2012-12-02,142.1,,19.21,124.55,2471.0,343.2,1621.0,1896.0,515.5
2012-12-09,137.4,,19.01,137.9,2435.0,355.0,1545.0,1908.0,508.7
2012-12-16,146.6,,19.25,133.05,2312.0,366.6,1469.0,1933.0,518.3
2012-12-23,146.85,,19.42,125.5,2249.0,378.5,1438.0,1961.0,522.0
2012-12-30,147.35,,18.85,112.6,2220.0,369.4,1422.0,1997.0,510.4
2013-01-06,153.35,,19.17,112.8,2256.0,371.4,1438.0,1994.0,514.8
2013-01-13,156.3,,18.37,114.55,2285.0,362.3,1482.0,2026.0,492.0
2013-01-20,148.3,,18.38,113.4,2173.0,358.8,1417.0,1987.0,486.7
2013-01-27,147.95,,18.89,121.75,2205.0,362.7,1435.0,2049.0,502.5
2013-02-03,141.05,,18.14,120.55,2232.0,387.8,1442.0,2123.0,485.4
2013-02-10,136.95,,18.0,128.85,2141.0,399.8,1409.0,2022.0,490.3
2013-02-17,143.1,,18.24,128.7,2161.0,376.4,1424.0,2048.0,505.5
2013-02-24,142.9,,17.91,120.75,2082.0,395.4,1381.0,2072.0,513.9
2013-03-03,143.35,,18.75,136.5,2119.0,390.0,1426.0,2151.0,534.1
2013-03-10,136.5,,18.89,139.2,2115.0,395.1,1427.0,2159.0,539.4
2013-03-17,135.3,,18.2,138.15,2159.0,381.9,1446.0,2095.0,527.1
2013-03-24,137.15,,17.66,135.15,2170.0,391.2,1467.0,2023.0,503.3
2013-03-31,140.15,,17.65,147.75,2132.0,374.1,1431.0,2011.0,504.5
2013-04-07,135.25,,18.03,144.0,2261.0,371.4,1504.0,2030.0,522.2
2013-04-14,141.65,,17.97,147.2,2319.0,360.6,1558.0,2056.0,508.8
2013-04-21,133.9,,17.36,140.35,2364.0,353.0,1542.0,1961.0,500.5
2013-04-28,140.3,,17.53,146.95,2404.0,338.6,1563.0,1980.0,496.8
2013-05-05,143.8,,17.43,148.2,2298.0,335.0,1541.0,1981.0,489.2
2013-05-12,135.6,,16.89,142.0,2300.0,315.8,1549.0,2007.0,477.5
2013-05-19,127.25,,16.84,147.3,2246.0,297.4,1522.0,1922.0,476.4
2013-05-26,127.05,,16.55,151.35,2191.0,306.3,1491.0,1844.0,477.3
2013-06-02,126.95,,16.43,151.4,2364.0,308.9,1563.0,1848.0,481.4
2013-06-09,122.25,,16.78,147.0,2246.0,283.6,1464.0,1739.0,484.4
2013-06-16,118.7,,16.74,140.9,2171.0,288.9,1420.0,1735.0,496.5
2013-06-23,120.0,,16.38,129.9,2194.0,297.6,1440.0,1731.0,502.3
2013-06-30,120.95,,16.26,136.05,2214.0,304.8,1504.0,1787.0,496.1
2013-07-07,119.15,,16.06,139.2,2241.0,296.5,1515.0,1855.0,480.0
2013-07-14,122.6,,16.29,144.6,2364.0,326.9,1609.0,1943.0,467.8
2013-07-21,122.25,,16.47,144.2,2333.0,322.7,1576.0,1896.0,479.8
2013-07-28,118.25,,16.79,142.2,2291.0,307.4,1566.0,1881.0,490.0
2013-08-04,122.9,,16.98,134.3,2463.0,308.5,1648.0,1963.0,497.9
2013-08-11,120.5,,16.94,131.25,2445.0,318.6,1643.0,1913.0,503.3
2013-08-18,113.05,,16.47,135.1,2427.0,313.5,1636.0,1741.0,483.1
2013-08-25,112.1,,16.34,136.95,2413.0,320.4,1639.0,1749.0,477.9
2013-09-01,113.95,,16.79,133.05,2544.0,330.4,1714.0,1740.0,492.8
2013-09-08,115.55,,17.09,140.2,2576.0,344.0,1699.0,1717.0,493.6
2013-09-15,114.65,,17.18,125.55,2608.0,354.2,1700.0,1651.0,486.4
2013-09-22,113.7,,16.87,129.4,2639.0,341.8,1711.0,1582.0,478.9
2013-09-29,114.4,,18.48,128.2,2611.0,336.8,1694.0,1709.0,492.0
2013-10-06,116.7,,18.93,126.45,2746.0,331.2,1779.0,1733.0,506.7
2013-10-13,114.65,,19.5,118.65,2721.0,353.5,1731.0,1631.0,513.8
2013-10-20,109.1,,19.03,120.8,2713.0,361.4,1720.0,1559.0,503.3
2013-10-27,105.55,,18.25,123.45,2651.0,362.5,1695.0,1475.0,481.3
2013-11-03,104.05,,18.08,131.0,2647.0,372.9,1697.0,1466.0,473.6
2013-11-10,105.75,,17.55,138.3,2736.0,373.0,1739.0,1506.0,452.8
2013-11-17,107.1,,17.4,138.95,2800.0,359.6,1763.0,1564.0,464.1
2013-11-24,110.25,,17.15,139.7,2791.0,364.8,1736.0,1623.0,464.0
2013-12-01,105.8,,16.59,138.05,2813.0,344.8,1742.0,1721.0,448.7
2013-12-08,114.5,,16.27,144.45,2783.0,365.9,1767.0,1816.0,443.9
2013-12-15,115.3,,16.45,137.2,2819.0,373.6,1798.0,1704.0,446.5
2013-12-22,116.35,,16.43,136.75,2785.0,368.3,1760.0,1710.0,447.0
2013-12-29,116.35,,16.08,138.65,2699.0,356.8,1730.0,1660.0,440.4
2014-01-05,120.65,,15.57,148.1,2712.0,362.2,1733.0,1757.0,426.4
2014-01-12,117.15,,15.22,141.85,2700.0,369.8,1730.0,1725.0,412.3
2014-01-19,114.4,,15.11,143.0,2792.0,357.4,1777.0,1725.0,407.0
2014-01-26,125.2,,15.55,142.55,2911.0,353.8,1844.0,1819.0,424.0
2014-02-02,135.7,,15.73,147.25,2922.0,354.2,1867.0,1776.0,435.4
2014-02-09,139.9,,15.63,144.35,2934.0,362.4,1860.0,1810.0,441.5
2014-02-16,168.55,,16.72,146.55,2929.0,363.6,1843.0,1981.0,465.9
2014-02-23,179.8,,16.47,147.75,2935.0,350.0,1838.0,2118.0,476.3
2014-03-02,196.05,,18.01,155.0,2966.0,361.6,1842.0,2157.0,475.4
2014-03-09,197.85,,17.25,149.5,2997.0,356.0,1888.0,2241.0,457.1
2014-03-16,171.15,,16.83,152.95,2957.0,335.0,1879.0,2099.0,448.7
2014-03-23,180.6,,17.98,150.5,2983.0,334.4,1883.0,2154.0,478.0
2014-03-30,185.0,,17.35,153.95,2966.0,328.4,1875.0,2085.0,463.9
2014-04-06,201.2,,16.8,165.0,2987.0,328.3,1876.0,2141.0,436.0
2014-04-13,201.2,,16.66,164.75,3001.0,329.7,1872.0,2118.0,464.0
2014-04-20,204.75,,17.2,162.2,2945.0,335.5,1837.0,2136.0,477.6
2014-04-27,200.6,,17.45,156.3,2910.0,344.5,1806.0,2149.0,470.5
2014-05-04,180.8,,17.2,158.85,2853.0,338.5,1771.0,2098.0,469.2
2014-05-11,182.5,,17.91,155.1,2917.0,324.2,1825.0,2051.0,488.5
2014-05-18,181.9,,17.37,158.4,3022.0,317.3,1903.0,1999.0,470.9
2014-05-25,177.5,,17.38,159.4,3071.0,312.3,1950.0,1948.0,470.9
2014-06-01,172.1,,16.92,163.4,3079.0,306.5,1953.0,1906.0,460.2
2014-06-08,173.7,,17.04,164.55,3122.0,307.8,1973.0,1983.0,465.2
2014-06-15,173.25,,17.92,158.15,3117.0,328.7,1965.0,1990.0,491.5
2014-06-22,170.45,,16.85,142.95,3140.0,337.5,1988.0,2026.0,481.1
2014-06-29,169.4,,17.81,146.05,3124.0,337.4,1952.0,2053.0,466.2
2014-07-06,158.95,,17.07,144.25,3127.0,336.7,1959.0,2000.0,448.3
2014-07-13,170.7,,16.97,152.6,3082.0,325.9,1930.0,2005.0,449.6
2014-07-20,179.15,,17.14,148.25,3194.0,325.5,1983.0,2024.0,447.8
2014-07-27,192.35,,16.35,139.35,3207.0,324.1,2014.0,2097.0,435.7
2014-08-03,180.85,,16.14,140.0,3228.0,344.9,2027.0,1948.0,433.3
2014-08-10,188.75,64.38,15.92,148.2,3227.0,345.4,2075.0,1951.0,430.9
2014-08-17,181.6,66.08,15.64,145.8,3196.0,352.5,2057.0,1986.0,425.7
2014-08-24,195.75,66.6,15.49,148.55,3219.0,348.4,2057.0,2033.0,423.1
2014-08-31,192.85,64.36,15.0,150.95,3111.0,343.0,1997.0,2061.0,415.9
2014-09-07,179.65,67.93,13.78,146.45,3074.0,348.0,2044.0,1975.0,389.3
2014-09-14,178.0,64.4,13.5,142.75,3259.0,329.0,2105.0,1930.0,409.5
2014-09-21,186.05,61.89,15.41,143.65,3311.0,327.2,2124.0,1959.0,428.1
2014-09-28,206.5,62.69,16.44,140.9,3056.0,349.2,1995.0,2080.0,428.4
2014-10-05,220.4,64.38,16.55,138.5,3157.0,342.7,2053.0,2159.0,422.4
2014-10-12,210.65,63.01,16.62,135.0,3118.0,334.6,2034.0,2117.0,426.0
2014-10-19,191.5,63.85,16.38,140.05,3050.0,336.6,1984.0,2027.0,429.1
2014-10-26,188.0,64.35,16.04,133.65,2899.0,323.0,1910.0,2048.0,422.4
2014-11-02,182.4,64.03,15.69,124.85,2889.0,327.1,1927.0,2018.0,418.9
2014-11-09,192.0,59.76,15.9,131.1,2847.0,317.4,1881.0,2074.0,424.9
2014-11-16,189.65,59.35,16.09,144.35,2867.0,333.0,1894.0,2076.0,420.7
2014-11-23,186.65,60.08,15.59,148.85,2880.0,327.7,1924.0,2096.0,406.9
2014-11-30,179.1,59.66,15.14,146.0,2929.0,339.0,1978.0,2038.0,395.1
2014-12-07,173.0,60.68,14.98,150.95,2891.0,340.3,1909.0,1944.0,390.4
2014-12-14,174.7,60.94,14.98,142.75,2980.0,340.6,1988.0,1896.0,390.9
2014-12-21,168.6,61.69,14.7,141.55,2941.0,338.5,1989.0,1864.0,392.0
2014-12-28,161.05,59.6,14.17,144.45,2927.0,332.0,1987.0,1838.0,379.1
2015-01-04,180.05,60.63,14.91,140.75,2968.0,323.0,2037.0,1933.0,392.6
2015-01-11,171.0,59.26,15.33,146.5,2942.0,311.9,2031.0,1941.0,398.9
2015-01-18,162.45,57.42,15.17,147.25,2755.0,311.5,1937.0,1903.0,393.4
2015-01-25,161.9,59.36,14.79,140.0,2693.0,321.8,1905.0,1921.0,383.4
2015-02-01,166.85,61.61,14.51,136.3,2775.0,315.5,1957.0,1933.0,381.8
2015-02-08,163.2,62.77,14.88,137.65,2969.0,312.2,2018.0,2009.0,382.8
2015-02-15,148.65,64.68,14.39,131.65,3027.0,303.5,2038.0,1942.0,381.0
2015-02-22,136.75,64.86,13.93,121.55,3102.0,297.2,2035.0,1871.0,371.8
2015-03-01,136.5,62.79,13.44,116.0,3023.0,283.0,2032.0,1847.0,374.2
2015-03-08,126.45,60.49,12.7,114.1,2902.0,267.0,1991.0,1686.0,362.7
2015-03-15,143.35,62.53,12.68,115.1,2790.0,280.8,1945.0,1796.0,366.5
2015-03-22,138.2,63.42,12.13,127.3,2744.0,282.6,1921.0,1763.0,360.0
2015-03-29,140.9,63.74,12.74,124.8,2768.0,276.6,1939.0,1778.0,367.3
2015-04-05,135.1,65.03,12.83,112.65,2781.0,266.8,1940.0,1813.0,365.6
2015-04-12,138.7,63.37,13.24,115.05,2839.0,248.0,1938.0,1799.0,372.7
2015-04-19,141.15,66.31,13.23,113.85,2889.0,258.5,1965.0,1795.0,374.7
2015-04-26,133.45,66.39,12.91,114.95,2877.0,256.3,1974.0,1732.0,373.4
2015-05-03,132.9,66.13,13.42,112.45,2922.0,234.6,1980.0,1717.0,382.7
2015-05-10,137.2,66.58,12.89,111.45,3133.0,238.7,2068.0,1701.0,367.8
2015-05-17,126.95,63.33,12.31,118.55,3153.0,273.8,2112.0,1589.0,351.3
2015-05-24,126.15,64.44,11.98,114.25,3085.0,274.1,2107.0,1584.0,349.1
2015-05-31,135.1,64.67,12.05,116.7,3116.0,291.2,2112.0,1728.0,350.7
2015-06-07,132.05,64.39,11.72,122.3,3140.0,296.1,2102.0,1722.0,347.2
2015-06-14,127.15,63.74,11.12,120.35,3270.0,298.6,2120.0,1866.0,348.6
2015-06-21,131.7,67.39,11.67,120.1,3328.0,292.2,2168.0,1924.0,359.8
2015-06-28,125.6,67.11,12.3,117.0,3294.0,288.5,2159.0,1853.0,371.1
2015-07-05,122.95,65.55,12.41,119.2,3302.0,293.5,2184.0,1850.0,372.8
2015-07-12,127.0,65.24,11.96,119.95,3346.0,278.2,2217.0,1796.0,357.4
2015-07-19,122.25,64.77,11.24,123.0,3181.0,266.7,2131.0,1789.0,346.6
2015-07-26,125.25,64.07,11.14,123.6,3209.0,252.1,2131.0,1774.0,349.4
2015-08-02,127.8,61.72,10.66,132.45,3107.0,259.0,2079.0,1661.0,345.3
2015-08-09,137.5,66.12,10.68,132.05,3039.0,252.7,2020.0,1713.0,349.8
2015-08-16,121.9,66.94,10.44,127.7,3077.0,245.4,2036.0,1619.0,333.7
2015-08-23,120.45,63.14,10.97,131.45,3115.0,237.1,2086.0,1581.0,341.4
2015-08-30,115.85,62.6,11.27,129.2,3168.0,233.2,2133.0,1589.0,347.5
2015-09-06,113.35,63.34,11.66,123.95,3248.0,247.5,2172.0,1543.0,346.1
2015-09-13,113.35,60.47,10.96,120.2,3311.0,231.8,2208.0,1556.0,343.4
2015-09-20,122.7,60.49,11.74,108.05,3276.0,216.6,2240.0,1596.0,360.0
2015-09-27,124.3,60.41,13.53,105.35,3095.0,221.4,2121.0,1578.0,384.0
2015-10-04,131.6,61.93,14.34,115.9,3049.0,244.4,2084.0,1623.0,392.0
2015-10-11,125.85,63.87,14.27,135.1,3119.0,258.1,2117.0,1613.0,389.5
2015-10-18,118.45,62.69,14.28,135.85,3125.0,261.0,2147.0,1527.0,383.9
2015-10-25,120.95,63.31,14.52,134.65,3259.0,253.7,2208.0,1616.0,391.4
2015-11-01,117.75,61.88,14.46,138.35,3237.0,247.9,2233.0,1574.0,385.8
2015-11-08,112.15,61.42,15.04,152.95,3346.0,251.0,2307.0,1518.0,394.5
2015-11-15,121.9,60.47,15.3,150.05,3366.0,252.4,2298.0,1539.0,409.7
2015-11-22,121.0,63.99,14.97,143.2,3308.0,247.4,2260.0,1481.0,404.6
