Date,XAUEUR,EURUSD,EURJPY,EURCAD,EURGBP,EURAUD,EURNZD,EURCHF
2010-05-20,,1.2468,111.69,1.3345,0.8688,1.5285,1.8695,1.4367
2010-05-21,,1.2573,113.19,1.3318,0.8690000000000001,1.5103,1.8528,1.4451
2010-05-24,,1.2353,111.37,1.3143,0.8565,1.4984,1.8445,1.4329
2010-05-25,,1.2365,111.67,1.3184,0.8573,1.4911,1.8425,1.4284
2010-05-26,,1.2168,109.32,1.3029,0.8468,1.4823,1.8345,1.4121
2010-05-27,,1.2369,112.65,1.2967,0.8481,1.4522,1.8094,1.4226
2010-05-28,,1.227,111.74,1.2933,0.8482,1.4477,1.8055,1.4221
2010-05-31,,1.2306,112.28,1.2859,0.8463,1.4536,1.8074,1.4213
2010-06-01,,1.2227,111.28,1.2901,0.8347,1.4693,1.8102,1.4139
2010-06-02,,1.2251,112.93,1.2727,0.8363,1.4561,1.7974,1.4137
2010-06-03,,1.2157,112.66,1.2641,0.8320000000000001,1.4408,1.7766,1.4065
2010-06-04,,1.1976,110.08,1.2725,0.828,1.4546,1.7857,1.3927
2010-06-07,,1.1915,108.83,1.2641,0.8234,1.472,1.8072,1.3864
2010-06-08,,1.1975,109.61,1.2545,0.8275,1.4474,1.7952,1.3796
2010-06-09,,1.1986,109.41,1.2521,0.8246,1.4478,1.7873,1.3765
2010-06-10,,1.2109,110.63,1.2481,0.8235,1.4261,1.7662,1.3837
2010-06-11,,1.2113,111.01,1.251,0.8329,1.4245,1.7555,1.3921
2010-06-14,,1.2218,111.87,1.2637,0.8288,1.4247,1.7599,1.3962
2010-06-15,,1.2324,112.66,1.2641,0.8326,1.4241,1.7639,1.3969
2010-06-16,,1.2308,112.53,1.2616,0.8356,1.4255,1.7648,1.3927
2010-06-17,,1.238,112.66,1.2725,0.8352,1.4261,1.7533,1.3769
2010-06-18,,1.2387,112.35,1.2655,0.8354,1.4204,1.7524,1.3731
2010-06-21,,1.2308,112.0,1.261,0.8345,1.4053,1.7408,1.3686
2010-06-22,,1.2268,111.1,1.2627,0.8283,1.4059,1.7399,1.3588
2010-06-23,,1.2315,110.66,1.2799,0.8227,1.4091,1.7269,1.36
2010-06-24,,1.2334,110.46,1.2869,0.8259,1.4227,1.7409999999999999,1.3595
2010-06-25,,1.2377,110.44,1.2818,0.8216,1.4147,1.7333,1.3528
2010-06-28,,1.2279,109.73,1.2717,0.8131,1.4081,1.7336,1.3348
2010-06-29,,1.2182,107.88,1.285,0.8089,1.4386,1.7611,1.3188
2010-06-30,,1.2236,108.19,1.3028,0.8185,1.4567,1.787,1.3185
2010-07-01,,1.2519,109.69,1.3256,0.825,1.4847,1.8142,1.3263
2010-07-02,,1.2563,110.26,1.3351,0.8264,1.4927,1.8251,1.3351
2010-07-05,,1.254,110.05,1.3338,0.8284,1.493,1.8209,1.3355
2010-07-06,,1.2624,110.56,1.33,0.8332,1.48,1.818,1.3373
2010-07-07,,1.2635,110.82,1.3236,0.8320000000000001,1.4617,1.7969,1.3293
2010-07-08,,1.2694,112.21,1.3241,0.8370000000000001,1.4465,1.7887,1.3322
2010-07-09,,1.2637,111.97,1.3056,0.8388,1.4401,1.7762,1.3367
2010-07-12,,1.2590000000000001,111.61,1.3052,0.838,1.4375,1.7693,1.3355
2010-07-13,,1.2728,112.86,1.3119,0.8385,1.4409,1.7695,1.3424
2010-07-14,,1.2741,112.7,1.3147,0.8348,1.4406,1.7592,1.3414
2010-07-15,,1.2939,113.17,1.3434,0.8371,1.464,1.7759,1.3475
2010-07-16,,1.2933,112.02,1.368,0.8458,1.4883,1.8198,1.3586
2010-07-19,,1.294,112.25,1.3649,0.85,1.4901,1.8336,1.3654
2010-07-20,,1.2886,112.73,1.3437,0.8438,1.4585,1.797,1.3564
2010-07-21,,1.2757,111.09,1.3382,0.8412,1.4539,1.7927,1.3402
2010-07-22,,1.2891,112.06,1.3372,0.8451,1.4427,1.7790000000000001,1.3446
2010-07-23,,1.2907,112.89,1.3374,0.8361,1.4412,1.7746,1.3611
2010-07-26,,1.2995,112.91,1.3409,0.8391,1.4394,1.7709,1.3626
2010-07-27,,1.2995,114.21,1.3455,0.8335,1.4415,1.7729,1.3782
2010-07-28,,1.2993,113.59,1.3494,0.8333,1.4585,1.8018,1.3729
2010-07-29,,1.3079,113.52,1.3544,0.8377,1.4528,1.8066,1.3615
2010-07-30,,1.3048,112.82,1.3436,0.8319,1.4432,1.7973,1.3592
2010-08-02,,1.3182,114.03,1.3491,0.8295,1.4432,1.7997,1.3694
2010-08-03,,1.3228,113.48,1.3542,0.8294,1.4493,1.8031,1.3749
2010-08-04,,1.3159999999999998,113.57,1.3396,0.8283,1.4345,1.7902,1.3857
2010-08-05,,1.3192,113.2,1.3416,0.83,1.4412,1.8064,1.3799
2010-08-06,,1.3285,113.6,1.3652,0.8331,1.4468,1.8115,1.3803
2010-08-09,,1.3235,113.69,1.3593,0.8320000000000001,1.4438,1.8152,1.3880000000000001
2010-08-10,,1.3178,112.58,1.3584,0.8309,1.4424,1.8207,1.3819
2010-08-11,,1.2833,109.38,1.3438,0.8216,1.4318,1.7996,1.3628
2010-08-12,,1.2824,110.28,1.3368,0.8237,1.4313,1.8090000000000002,1.347
2010-08-13,,1.2752,109.93,1.3294,0.8175,1.4283,1.8068,1.3402
2010-08-16,,1.2826,109.5,1.3387,0.8189,1.4282,1.8126,1.3330000000000002
2010-08-17,,1.2881,110.18,1.3297,0.8262,1.4231,1.8084,1.3436
2010-08-18,,1.2857,109.85,1.3228,0.8240000000000001,1.4304,1.8001,1.3397
2010-08-19,,1.2821,109.43,1.3337,0.8221,1.4363,1.8130000000000002,1.3230000000000002
2010-08-20,,1.2708,108.81,1.3315,0.8181,1.4213,1.7984,1.3143
2010-08-23,,1.2658,107.69,1.3319999999999999,0.816,1.4205,1.7904,1.3174
2010-08-24,,1.2625,106.06,1.3397,0.8195,1.4312,1.7977,1.3028
2010-08-25,,1.2658,107.07,1.3415,0.8186,1.4322,1.8087,1.3039
2010-08-26,,1.272,107.45,1.3454,0.8190000000000001,1.4348,1.8089,1.3022
2010-08-27,,1.2765,108.78,1.3419,0.8223,1.4199,1.7958,1.3123
2010-08-30,,1.2664,107.16,1.3430000000000002,0.8190000000000001,1.4193,1.7912,1.2998
2010-08-31,,1.2687,106.82,1.3499,0.8266,1.4247,1.8144,1.2874
2010-09-01,,1.2812,108.18,1.3457,0.8289,1.4058,1.7982,1.301
2010-09-02,,1.2826,108.12,1.3508,0.8328,1.4078,1.7946,1.2993
2010-09-03,,1.2896,108.73,1.3397,0.8349,1.4069999999999998,1.7883,1.3113
2010-09-06,,1.2873,108.38,1.3332,0.8363,1.4035,1.7801,1.3033
2010-09-07,,1.2683,106.3,1.3293,0.8256,1.3927,1.7638,1.2826
2010-09-08,,1.2723,106.7,1.3192,0.8223,1.3844,1.7576,1.2867
2010-09-09,,1.2694,106.42,1.3129,0.8228,1.3752,1.7521,1.2885
2010-09-10,,1.268,106.73,1.3151,0.826,1.3684,1.7406,1.2928
2010-09-13,,1.288,107.79,1.3235,0.8348,1.3761,1.7538,1.2983
2010-09-14,,1.2996,107.94,1.335,0.8364,1.383,1.77,1.2944
2010-09-15,,1.3005,111.5,1.3342,0.8326,1.3858,1.7847,1.3053
2010-09-16,,1.3076,112.14,1.3422,0.8371,1.3965,1.8056,1.3281
2010-09-17,,1.3048,112.03,1.3486,0.8349,1.3937,1.7974,1.3178
2010-09-20,,1.3066,111.96,1.3434,0.8402,1.3784,1.7889,1.3131
2010-09-21,,1.3252,112.79,1.3602,0.8489,1.39,1.8094,1.3212
2010-09-22,,1.34,113.28,1.3803,0.8557,1.4011,1.814,1.3222
2010-09-23,,1.3312,112.31,1.3756,0.8492,1.4031,1.8266,1.3121
2010-09-24,,1.3491,113.6,1.382,0.8527,1.4067,1.838,1.3263
2010-09-27,,1.3457,113.4,1.3849,0.8499,1.4002,1.8324,1.3259999999999998
2010-09-28,,1.3582,113.92,1.3991,0.8596,1.4040000000000001,1.8371,1.3257
2010-09-29,,1.3629,114.07,1.4069999999999998,0.8632,1.4069999999999998,1.8483,1.3312
2010-09-30,,1.3633,113.78,1.403,0.8677,1.4101,1.8565,1.3393
2010-10-01,,1.3792,114.77,1.4069999999999998,0.872,1.4192,1.8525,1.3429
2010-10-04,,1.3682,114.06,1.4,0.8646,1.4137,1.8491,1.3296
2010-10-05,,1.3834,115.12,1.4054,0.8708,1.4242,1.8472,1.3371
2010-10-06,,1.3937,115.56,1.4094,0.8769,1.4257,1.8518,1.3396
2010-10-07,,1.3927,114.69,1.4166,0.8771,1.4178,1.8557,1.3454
2010-10-08,,1.3943,114.23,1.4094,0.8733,1.4156,1.8445,1.3421
2010-10-11,,1.3874,113.91,1.4069,0.8738,1.411,1.8462,1.3388
2010-10-12,,1.3925,113.87,1.4064,0.8809999999999999,1.412,1.8430000000000002,1.3324
2010-10-13,,1.3963,114.2,1.4011,0.8783,1.4101,1.8359,1.3379
2010-10-14,,1.4081,114.69,1.4141,0.8796,1.416,1.855,1.3422
2010-10-15,,1.3979,113.87,1.4118,0.8741,1.411,1.8497,1.3407
2010-10-18,,1.3948,113.29,1.4181,0.8775,1.4091,1.8419999999999999,1.3376
2010-10-19,,1.3735,112.06,1.4184,0.8741,1.4173,1.8462,1.334
2010-10-20,,1.3967,113.31,1.4266,0.8813,1.4154,1.8508,1.3436
2010-10-21,,1.392,113.23,1.429,0.8862,1.4232,1.8664,1.347
2010-10-22,,1.3952,113.53,1.4314,0.8895,1.4197,1.8686,1.3631
2010-10-25,,1.3966,112.84,1.4234,0.8877,1.4091,1.8571,1.3562
2010-10-26,,1.3861,112.84,1.4192,0.8749,1.4062,1.8506,1.3643
2010-10-27,,1.3769,112.5,1.4152,0.873,1.4165,1.8468,1.3638
2010-10-28,,1.3932,112.86,1.4223,0.8739,1.4232,1.8486,1.37
2010-10-29,,1.395,112.15,1.4213,0.8697,1.4182,1.8201,1.3701
2010-11-01,,1.3891,111.85,1.4113,0.8662,1.4071,1.8095,1.3780000000000001
2010-11-02,,1.4040000000000001,113.19,1.4162,0.875,1.4044,1.8204,1.3736
2010-11-03,,1.4145,114.62,1.4211,0.8786,1.4061,1.8154,1.3729
2010-11-04,,1.42,114.64,1.4237,0.873,1.4001,1.7871,1.3624
2010-11-05,,1.4034,114.06,1.4040000000000001,0.8674,1.3809,1.7609,1.3495
2010-11-08,,1.3921,113.0,1.3969,0.8625,1.3739,1.767,1.3453
2010-11-09,,1.3779,112.69,1.3880000000000001,0.8619,1.3734,1.7726,1.3332
2010-11-10,,1.3784,113.45,1.3787,0.8549,1.3703,1.7582,1.3387
2010-11-11,,1.3658,112.72,1.3702,0.8475,1.3688,1.7491,1.3319999999999999
2010-11-12,,1.3693,112.98,1.3819,0.8487,1.3880000000000001,1.7679,1.3430000000000002
2010-11-15,,1.3586,112.97,1.3714,0.8458,1.3794,1.7565,1.3382
2010-11-16,,1.3493,112.35,1.3781,0.8492,1.3811,1.7567,1.3439
2010-11-17,,1.3519,112.54,1.3866,0.8505,1.3816,1.7577,1.3419999999999999
2010-11-18,,1.3645,113.94,1.3924,0.8503,1.379,1.7526,1.3588
2010-11-19,,1.3687,114.23,1.3928,0.8561,1.3872,1.7575,1.3565
2010-11-22,,1.3626,113.47,1.3878,0.8538,1.3777,1.7609,1.3485
2010-11-23,,1.3373,111.24,1.3685,0.8475,1.3747,1.7625,1.3331
2010-11-24,,1.3332,111.4,1.348,0.8449,1.3571,1.7517,1.3283
2010-11-25,,1.3363,111.7,1.3495,0.8478,1.3630000000000002,1.7583,1.3372
2010-11-26,,1.3243,111.38,1.3511,0.8492,1.3727,1.7649,1.328
2010-11-29,,1.3121,110.54,1.3358,0.8425,1.3619999999999999,1.7566,1.3117
2010-11-30,,1.298,108.63,1.3326,0.8346,1.3551,1.7477,1.3034
2010-12-01,,1.3143,110.66,1.3368,0.8409,1.3563,1.7537,1.3174
2010-12-02,,1.3227,110.94,1.3277,0.8477,1.3557,1.7526,1.3133
2010-12-03,,1.3415,110.85,1.3466,0.8502,1.3514,1.7514,1.3081
2010-12-06,,1.3306,109.98,1.3376,0.8468,1.344,1.7473,1.3058
2010-12-07,,1.3264,110.75,1.3422,0.8416,1.3481,1.7497,1.3106
2010-12-08,,1.3259,111.42,1.3406,0.8390000000000001,1.3548,1.7765,1.3082
2010-12-09,,1.3245,110.84,1.3384,0.8397,1.3454,1.7673,1.3022
2010-12-10,,1.3234,111.07,1.3363,0.8367,1.3428,1.7689,1.2973
2010-12-13,,1.3391,111.69,1.3495,0.8444,1.3452,1.7729,1.2963
2010-12-14,,1.3384,111.96,1.347,0.8478,1.339,1.7786,1.2838
2010-12-15,,1.3213,111.25,1.3262,0.85,1.3393,1.7888,1.2784
2010-12-16,,1.3239,111.22,1.3323,0.8468,1.3378,1.7917,1.2771
2010-12-17,,1.3182,110.67,1.3355,0.8490000000000001,1.3339,1.7897,1.2795
2010-12-20,,1.3121,109.88,1.3347,0.8458,1.321,1.7677,1.2668
2010-12-21,,1.3096,109.69,1.3318,0.8466,1.3138,1.7618,1.2559
2010-12-22,,1.31,109.44,1.3276,0.8514,1.3101,1.7654,1.247
2010-12-23,,1.3119999999999998,108.81,1.3237,0.8501,1.3061,1.7556,1.2577
2010-12-24,,1.3118,108.73,1.3223,0.8496,1.3057,1.7514,1.2631
2010-12-27,,1.3161,109.02,1.3256,0.8538,1.3108,1.7551,1.2639
2010-12-28,,1.3119999999999998,108.25,1.3139,0.8528,1.2997,1.735,1.2488
2010-12-29,,1.3224,107.96,1.3228,0.8529,1.2991,1.7229,1.2508
2010-12-30,,1.3283,108.39,1.3288,0.8613,1.3061,1.7234,1.2428
2010-12-31,,1.3379,108.65,1.3345,0.8575,1.3075,1.7163,1.2495
2011-01-03,,1.3354,109.15,1.3266,0.8626,1.3143,1.7279,1.2473
2011-01-04,,1.3304,109.16,1.3287,0.8538,1.3235,1.7346,1.2619
2011-01-05,,1.3152,109.5,1.3107,0.8479,1.3158,1.7345,1.2706
2011-01-06,,1.3001,108.44,1.2967,0.8411,1.3077,1.7189,1.2561
2011-01-07,,1.2919,107.25,1.2816,0.8299,1.2952,1.6971,1.2487
2011-01-10,,1.2944,107.12,1.2861,0.8314,1.3003,1.6954,1.2531
2011-01-11,,1.2978,107.97,1.285,0.8314,1.3144,1.705,1.2632
2011-01-12,,1.3137,108.96,1.2944,0.8333,1.3186,1.7199,1.2692
2011-01-13,,1.3354,110.63,1.3209,0.8438,1.3391,1.7329,1.2876
2011-01-14,,1.3377,111.0,1.3237,0.8432,1.3522,1.7453,1.29
2011-01-17,,1.3294,109.91,1.3119999999999998,0.8364,1.3376,1.7208,1.2823
2011-01-18,,1.3381,110.59,1.3277,0.8389,1.3407,1.7361,1.2906
2011-01-19,,1.3469,110.48,1.3411,0.8420000000000001,1.3465,1.75,1.2864
2011-01-20,,1.3478,111.84,1.3441,0.8469,1.3645,1.7746,1.3030000000000002
2011-01-21,,1.3618,112.47,1.3539,0.8509,1.376,1.7966,1.3056
2011-01-24,,1.3643,112.53,1.3555,0.8528,1.3676,1.7878,1.2948
2011-01-25,,1.369,112.52,1.3636,0.8646,1.3730000000000002,1.7809,1.2894
2011-01-26,,1.3698,112.66,1.3623,0.8611,1.3721,1.7739,1.2917
2011-01-27,,1.3727,113.78,1.3642,0.8619,1.3839,1.7779,1.2984
2011-01-28,,1.3613,111.8,1.3626,0.8583,1.3706,1.7617,1.2829
2011-01-31,,1.3686,112.36,1.3703,0.8547,1.3732,1.7746,1.2921
2011-02-01,,1.3834,112.48,1.3702,0.8569,1.3664,1.77,1.2938
2011-02-02,,1.3805,112.61,1.3639,0.853,1.3695,1.7749,1.2982
2011-02-03,,1.3632,111.3,1.3512,0.8449,1.3423,1.7637,1.2894
2011-02-04,,1.3586,111.66,1.3419999999999999,0.8438,1.3407,1.7667,1.2973
2011-02-07,,1.3588,111.86,1.3459,0.8434,1.3406,1.7653,1.298
2011-02-08,,1.3634,112.23,1.3567,0.8481,1.3433,1.7595,1.3130000000000002
2011-02-09,,1.3731,113.09,1.3647,0.8528,1.3567,1.7784,1.3155
2011-02-10,,1.3595,113.19,1.3542,0.845,1.3542,1.7826,1.3182
2011-02-11,,1.3549,113.03,1.3388,0.8463,1.351,1.7812,1.3181
2011-02-14,,1.3486,112.39,1.3337,0.8411,1.3449,1.7818,1.3087
2011-02-15,,1.349,113.02,1.3352,0.8365,1.3538,1.7929,1.3045
2011-02-16,,1.3568,113.47,1.3359999999999999,0.8431,1.3516,1.7955,1.3017
2011-02-17,,1.3602,113.34,1.3394,0.8414,1.3451,1.7933,1.2921
2011-02-18,,1.3697,113.81,1.3514,0.8434,1.3503,1.7982,1.2949
2011-02-21,,1.3677,113.71,1.344,0.8431,1.3551,1.7906,1.2949
2011-02-22,,1.3654,113.0,1.3516,0.8462,1.3666,1.8276,1.2815
2011-02-23,,1.3747,113.4,1.36,0.848,1.3719999999999999,1.8428,1.2828
2011-02-24,,1.3804,113.08,1.3571,0.8552,1.3678,1.8464,1.2786
2011-02-25,,1.3751,112.34,1.3447,0.8531,1.3515,1.8311,1.2768
2011-02-28,,1.3802,112.87,1.3407,0.8489,1.355,1.8348,1.2824
2011-03-01,,1.3776,112.83,1.3422,0.8473,1.359,1.8417,1.2801
2011-03-02,,1.3864,113.53,1.3482,0.8490000000000001,1.3638,1.8652,1.2809
2011-03-03,,1.3966,115.07,1.3577,0.8581,1.3764,1.8849,1.3014
2011-03-04,,1.3985,115.06,1.3592,0.8594,1.3783,1.893,1.2944
2011-03-07,,1.3973,114.89,1.359,0.8624,1.3817,1.8962,1.2945
2011-03-08,,1.3904,114.95,1.3506,0.8604,1.3769,1.8811,1.3007
2011-03-09,,1.3908,115.08,1.3472,0.8583,1.3763,1.886,1.2930000000000001
2011-03-10,,1.3794,114.35,1.3453,0.8592,1.3784,1.8773,1.2858
2011-03-11,,1.391,113.94,1.3519999999999999,0.8649,1.371,1.871,1.2929
2011-03-14,,1.399,114.21,1.3622,0.865,1.3866,1.8933,1.2931
2011-03-15,,1.3996,112.98,1.3780000000000001,0.8707,1.4139,1.9140000000000001,1.2827
2011-03-16,,1.3903,108.66,1.3769999999999998,0.8669,1.4232,1.9297,1.2547
2011-03-17,,1.4022,110.61,1.382,0.8689,1.4295,1.9508,1.2593
2011-03-18,,1.4179,114.29,1.396,0.8732,1.4226,1.9396,1.2777
2011-03-21,,1.4227,115.31,1.3919,0.8721,1.4133,1.9331,1.2874
2011-03-22,,1.4202,114.97,1.393,0.8676,1.4055,1.9162,1.2829
2011-03-23,,1.4083,113.97,1.3824,0.8677,1.3902,1.9023,1.2794
2011-03-24,,1.4175,114.81,1.3842,0.8795,1.3881,1.8932,1.2878
2011-03-25,,1.4084,114.53,1.3814,0.8781,1.3725,1.8694,1.2957
2011-03-28,,1.4085,115.07,1.3767,0.8807,1.3748,1.8752,1.2912
2011-03-29,,1.4111,116.38,1.3745,0.8809999999999999,1.3714,1.8622,1.2987
2011-03-30,,1.4127,117.09,1.3725,0.8787,1.368,1.8541,1.2975
2011-03-31,,1.4167,117.83,1.3745,0.8836,1.3717,1.8603,1.3014
2011-04-01,,1.4231,119.62,1.3712,0.8831,1.3696,1.8541,1.3147
2011-04-04,,1.4222,119.57,1.3754,0.8817,1.3719,1.8516,1.3127
