Date,PHLX Yen,PHLX Swiss Franc,Japan 10Y,Switzerland 10Y
2010-02-25,112.2,92.58,1.3030000000000002,1.932
2010-02-26,112.44,93.14,1.3090000000000002,1.916
2010-03-01,112.18,92.67,1.319,1.906
2010-03-02,112.6,93.01,1.304,1.9
2010-03-03,113.07,93.67,1.338,1.8840000000000001
2010-03-04,112.32,92.86,1.337,1.868
2010-03-05,110.81,93.12,1.314,1.889
2010-03-08,110.73,93.16,1.3219999999999998,1.8940000000000001
2010-03-09,111.15,92.99,1.31,1.8630000000000002
2010-03-10,110.51,93.48,1.308,1.899
2010-03-11,110.48,93.55,1.327,1.91
2010-03-12,110.43,94.59,1.35,1.942
2010-03-15,110.46,94.15,1.35,1.931
2010-03-16,110.77,94.82,1.355,1.936
2010-03-17,110.73,94.87,1.36,1.925
2010-03-18,110.6,94.48,1.37,1.92
2010-03-19,110.43,94.23,1.367,1.946
2010-03-22,110.95,94.5,,1.909
2010-03-23,110.6,94.62,1.35,1.925
2010-03-24,108.4,93.2,1.344,1.919
2010-03-25,107.88,93.1,1.37,
2010-03-26,108.06,93.83,1.385,1.9240000000000002
2010-03-29,108.18,94.12,1.406,1.93
2010-03-30,107.76,93.76,1.399,1.9240000000000002
2010-03-31,106.96,94.88,1.413,1.892
2010-04-01,106.54,94.85,1.368,1.9240000000000002
2010-04-02,,,1.3630000000000002,
2010-04-05,106.03,94.15,1.385,
2010-04-06,106.65,93.55,1.4080000000000001,1.956
2010-04-07,107.1,93.08,1.416,1.9509999999999998
2010-04-08,107.1,93.21,1.39,1.9180000000000001
2010-04-09,107.31,93.75,1.395,1.9340000000000002
2010-04-12,107.21,94.35,1.406,1.9769999999999999
2010-04-13,107.24,94.85,1.3869999999999998,1.945
2010-04-14,107.27,95.06,1.375,1.939
2010-04-15,107.52,94.69,1.361,1.939
2010-04-16,108.49,94.2,1.35,
2010-04-19,108.18,94.06,1.3219999999999998,1.902
2010-04-20,107.25,93.59,1.335,1.912
2010-04-21,107.36,93.41,1.34,1.9069999999999998
2010-04-22,107.04,92.77,1.325,1.88
2010-04-23,106.42,93.25,1.325,1.89
2010-04-26,106.42,93.29,1.328,1.874
2010-04-27,107.36,91.84,1.3090000000000002,1.858
2010-04-28,106.34,92.17,1.2919999999999998,1.8319999999999999
2010-04-29,106.36,92.22,,1.8530000000000002
2010-04-30,106.55,92.78,1.29,1.831
2010-05-03,105.76,92.09,,1.847
2010-05-04,105.66,90.62,,1.794
2010-05-05,106.51,89.42,,1.673
2010-05-06,110.42,89.93,1.281,1.662
2010-05-07,109.09,90.23,1.2890000000000001,1.6569999999999998
2010-05-10,107.18,90.05,1.3130000000000002,1.7930000000000001
2010-05-11,107.87,89.95,1.3219999999999998,1.766
2010-05-12,107.3,90.02,1.311,1.7719999999999998
2010-05-13,107.87,89.44,1.3130000000000002,
2010-05-14,108.13,88.21,1.296,1.729
2010-05-17,108.0,88.4,1.2919999999999998,1.6969999999999998
2010-05-18,108.53,87.01,1.304,1.681
2010-05-19,109.09,86.99,1.29,1.655
2010-05-20,111.64,86.75,1.265,1.5819999999999999
2010-05-21,111.1,87.1,1.246,1.5190000000000001
2010-05-24,110.93,86.19,1.255,
2010-05-25,110.74,86.57,1.225,1.4569999999999999
2010-05-26,111.32,86.19,1.23,1.5230000000000001
2010-05-27,109.81,86.94,1.2590000000000001,1.5859999999999999
2010-05-28,109.81,86.28,1.26,1.57
2010-05-31,,,1.27,1.57
2010-06-01,109.88,86.49,1.239,1.5390000000000001
2010-06-02,108.5,86.62,1.2670000000000001,1.5119999999999998
2010-06-03,107.92,86.44,1.295,1.554
2010-06-04,108.81,85.97,1.272,1.5330000000000001
2010-06-07,109.48,85.94,1.2329999999999999,1.486
2010-06-08,109.25,86.82,1.235,1.46
2010-06-09,109.55,87.09,1.214,1.5319999999999998
2010-06-10,109.44,87.51,1.215,1.568
2010-06-11,109.12,87.0,1.236,1.557
2010-06-14,109.21,87.53,1.2429999999999999,1.5730000000000002
2010-06-15,109.39,88.22,1.235,1.599
2010-06-16,109.38,88.39,1.245,1.5719999999999998
2010-06-17,109.91,89.9,1.2329999999999999,1.5819999999999999
2010-06-18,110.23,90.23,1.21,1.619
2010-06-21,109.88,89.92,1.2329999999999999,1.651
2010-06-22,110.41,90.29,1.194,1.6030000000000002
2010-06-23,111.3,90.53,1.175,1.5819999999999999
2010-06-24,111.66,90.72,1.145,1.56
2010-06-25,112.14,91.5,1.15,1.55
2010-06-28,111.91,91.99,1.166,1.5230000000000001
2010-06-29,112.93,92.4,1.107,1.508
2010-06-30,113.11,92.81,1.09,1.5230000000000001
2010-07-01,114.1,94.4,1.07,
2010-07-02,113.88,94.14,1.1079999999999999,1.475
2010-07-05,,,1.11,1.465
2010-07-06,114.21,94.41,1.141,1.449
2010-07-07,114.0,95.04,1.133,1.449
2010-07-08,113.16,95.26,1.1540000000000001,1.464
2010-07-09,112.88,94.5,1.169,1.453
2010-07-12,112.81,94.27,1.12,1.422
2010-07-13,112.79,94.82,1.135,1.4369999999999998
2010-07-14,113.03,94.99,1.147,1.4780000000000002
2010-07-15,114.33,96.02,1.113,1.473
2010-07-16,115.5,95.18,1.0959999999999999,1.4469999999999998
2010-07-19,115.29,94.77,,1.4409999999999998
2010-07-20,114.29,95.01,1.095,1.431
2010-07-21,114.83,95.18,1.09,1.44
2010-07-22,115.04,95.87,1.065,1.456
2010-07-23,114.23,94.83,1.075,1.4769999999999999
2010-07-26,115.1,95.37,1.0659999999999998,1.5130000000000001
2010-07-27,113.77,94.3,1.06,1.5130000000000001
2010-07-28,114.4,94.64,1.101,1.5019999999999998
2010-07-29,115.24,96.06,1.085,1.507
2010-07-30,115.65,96.0,1.062,1.4809999999999999
2010-08-02,115.61,96.26,1.0590000000000002,1.5119999999999998
2010-08-03,116.56,96.2,1.036,1.475
2010-08-04,115.94,94.95,1.005,1.4480000000000002
2010-08-05,116.54,95.57,1.035,1.4269999999999998
2010-08-06,116.88,96.25,1.0659999999999998,1.396
2010-08-09,116.38,95.36,1.02,1.39
2010-08-10,117.07,95.39,1.037,
2010-08-11,117.35,94.18,1.015,1.239
2010-08-12,116.37,95.19,1.0,1.28
2010-08-13,115.89,95.0,0.985,1.2590000000000001
2010-08-16,117.14,96.19,0.953,1.182
2010-08-17,116.9,95.82,0.95,1.197
2010-08-18,117.05,95.92,0.92,1.176
2010-08-19,117.15,96.88,0.94,1.171
2010-08-20,116.75,96.58,0.93,1.145
2010-08-23,117.52,96.08,0.94,1.16
2010-08-24,119.03,96.97,0.9229999999999999,1.068
2010-08-25,118.22,97.06,0.91,1.088
2010-08-26,118.39,97.64,0.935,1.128
2010-08-27,117.18,97.1,1.01,1.169
2010-08-30,118.18,97.42,1.034,1.194
2010-08-31,118.8,98.55,0.985,1.148
2010-09-01,118.42,98.5,1.03,1.183
2010-09-02,118.64,98.73,1.112,1.265
2010-09-03,118.46,98.3,1.146,1.265
2010-09-06,,,1.197,1.348
2010-09-07,119.31,98.87,1.145,1.327
2010-09-08,119.26,98.89,1.148,1.389
2010-09-09,119.27,98.52,1.13,1.42
2010-09-10,118.78,98.05,1.165,1.4880000000000002
2010-09-13,119.48,99.26,1.165,1.531
2010-09-14,120.38,100.41,1.103,1.462
2010-09-15,116.63,99.65,1.063,1.493
2010-09-16,116.59,98.44,1.063,1.466
2010-09-17,116.54,98.99,1.082,1.455
2010-09-20,116.7,99.55,,1.476
2010-09-21,117.49,100.28,1.055,1.423
2010-09-22,118.29,101.34,1.03,1.38
2010-09-23,118.54,101.46,,1.359
2010-09-24,118.67,101.51,1.01,1.406
2010-09-27,118.65,101.45,1.0,1.3530000000000002
2010-09-28,119.19,102.44,0.965,1.3159999999999998
2010-09-29,119.47,102.36,0.89,1.3419999999999999
2010-09-30,119.8,101.77,0.94,1.3840000000000001
2010-10-01,120.03,102.52,0.965,1.41
2010-10-04,119.95,102.89,0.93,1.3940000000000001
2010-10-05,120.16,103.48,0.898,1.399
2010-10-06,120.59,104.01,0.836,1.3880000000000001
2010-10-07,121.44,103.51,0.878,1.446
2010-10-08,121.83,103.74,0.86,1.393
2010-10-11,121.8,103.6,,1.446
2010-10-12,122.28,104.52,0.855,1.436
2010-10-13,122.25,104.36,0.88,1.4609999999999999
2010-10-14,122.78,104.91,0.87,1.4409999999999998
2010-10-15,122.82,104.31,0.88,1.508
2010-10-18,123.08,104.27,0.88,1.518
2010-10-19,122.58,102.95,0.895,1.545
2010-10-20,123.27,103.94,0.8909999999999999,1.52
2010-10-21,122.93,103.33,0.88,1.5530000000000002
2010-10-22,122.9,102.05,0.88,1.548
2010-10-25,123.79,102.99,0.905,1.55
2010-10-26,122.81,101.59,0.912,1.585
2010-10-27,122.39,100.96,0.965,1.6119999999999999
2010-10-28,123.46,101.69,0.903,1.5719999999999998
2010-10-29,124.27,101.61,0.935,1.535
2010-11-01,124.23,100.82,0.943,1.505
2010-11-02,124.01,102.16,0.945,1.4769999999999999
2010-11-03,123.37,103.01,,1.492
2010-11-04,123.87,104.24,0.925,1.489
2010-11-05,123.05,104.01,0.9309999999999999,1.4609999999999999
2010-11-08,123.2,103.56,0.963,1.456
2010-11-09,122.39,103.32,0.977,1.4509999999999998
2010-11-10,121.52,102.97,0.998,1.531
2010-11-11,121.25,102.58,1.008,1.511
2010-11-12,121.32,102.0,1.003,1.544
2010-11-15,120.32,101.57,1.025,1.557
2010-11-16,120.0,100.39,1.044,1.5390000000000001
2010-11-17,120.17,100.85,1.0659999999999998,1.526
2010-11-18,119.72,100.39,1.068,1.569
2010-11-19,119.8,100.81,1.088,1.554
2010-11-22,120.06,101.08,1.111,1.5490000000000002
2010-11-23,120.25,100.29,,1.52
2010-11-24,119.72,100.41,1.127,1.6219999999999999
2010-11-25,,,1.162,1.679
2010-11-26,118.98,99.78,1.195,1.679
2010-11-29,118.65,100.0,1.1909999999999998,1.675
2010-11-30,119.59,99.63,1.195,1.61
2010-12-01,118.79,99.75,1.163,1.681
2010-12-02,119.27,100.71,1.194,1.685
2010-12-03,120.89,102.52,1.21,1.72
2010-12-06,120.92,101.84,1.159,1.669
2010-12-07,119.71,101.22,1.177,1.686
2010-12-08,119.04,101.42,1.235,1.76
2010-12-09,119.44,101.75,1.255,1.76
2010-12-10,119.12,102.01,1.2,1.758
2010-12-13,119.86,103.32,1.254,1.808
2010-12-14,119.59,104.21,1.252,1.916
2010-12-15,118.69,103.38,1.26,1.9609999999999999
2010-12-16,119.08,103.69,1.266,1.995
2010-12-17,119.23,103.08,1.204,1.911
2010-12-20,119.35,103.58,1.1840000000000002,1.835
2010-12-21,119.39,104.26,1.1740000000000002,1.825
2010-12-22,119.67,105.08,1.151,1.7
2010-12-23,120.55,104.3,,1.715
2010-12-24,,,1.158,
2010-12-27,120.76,104.15,1.169,1.7480000000000002
2010-12-28,121.34,105.03,1.129,1.714
2010-12-29,122.51,105.76,1.16,1.781
2010-12-30,122.68,106.93,1.1159999999999999,1.7630000000000001
2010-12-31,123.24,107.08,,
2011-01-03,122.36,107.13,,1.693
2011-01-04,121.84,105.42,1.163,1.683
2011-01-05,120.11,103.57,1.162,1.73
2011-01-06,120.05,103.55,1.225,1.8019999999999998
2011-01-07,120.43,103.41,1.204,1.778
2011-01-10,120.9,103.39,,1.725
2011-01-11,120.09,102.72,1.189,1.7309999999999999
2011-01-12,120.48,103.45,1.183,1.8319999999999999
2011-01-13,120.84,103.77,1.185,1.834
2011-01-14,120.49,103.69,1.2009999999999998,1.874
2011-01-17,,,1.214,1.869
2011-01-18,121.08,103.76,1.227,1.891
2011-01-19,121.88,104.67,1.2590000000000001,1.871
2011-01-20,120.55,103.38,1.21,1.926
2011-01-21,121.1,104.34,1.2109999999999999,1.899
2011-01-24,121.17,105.34,1.247,1.87
2011-01-25,121.67,106.16,1.248,1.868
2011-01-26,121.65,106.09,1.237,1.869
2011-01-27,120.69,105.76,1.235,1.8719999999999999
2011-01-28,121.76,106.17,1.218,1.857
2011-01-31,121.88,105.97,1.215,1.8430000000000002
2011-02-01,122.87,106.85,1.235,1.926
2011-02-02,122.64,106.34,1.226,1.9
2011-02-03,122.48,105.72,1.2409999999999999,1.8869999999999998
2011-02-04,121.66,104.75,1.2819999999999998,1.912
2011-02-07,121.49,104.67,1.2919999999999998,1.919
2011-02-08,121.45,103.84,1.311,1.939
2011-02-09,121.42,104.42,1.328,1.98
2011-02-10,120.12,103.22,1.306,1.969
2011-02-11,119.83,102.75,,1.919
2011-02-14,120.0,103.05,1.3090000000000002,1.922
2011-02-15,119.37,103.39,1.304,1.919
2011-02-16,119.53,104.21,1.351,1.923
2011-02-17,120.03,105.3,1.341,1.883
2011-02-18,120.34,105.73,1.31,1.916
2011-02-21,,,1.3130000000000002,1.9180000000000001
2011-02-22,120.71,106.54,1.2670000000000001,1.8880000000000001
2011-02-23,121.25,107.16,1.25,1.891
2011-02-24,122.11,108.01,1.2229999999999999,1.848
2011-02-25,122.46,107.72,1.247,1.886
2011-02-28,122.21,107.65,1.2590000000000001,1.8940000000000001
2011-03-01,122.1,107.67,1.285,1.8659999999999999
2011-03-02,122.16,108.25,1.273,1.857
2011-03-03,121.37,107.3,1.2919999999999998,1.8769999999999998
2011-03-04,121.49,108.0,1.3,1.859
2011-03-07,121.54,107.94,1.278,1.881
2011-03-08,120.96,106.92,1.2990000000000002,1.8940000000000001
2011-03-09,120.85,107.57,1.3,1.9080000000000001
2011-03-10,120.52,107.27,1.301,1.858
2011-03-11,122.16,107.56,1.2830000000000001,1.827
2011-03-14,122.5,108.2,1.204,1.84
2011-03-15,123.88,109.12,1.21,1.806
2011-03-16,127.97,110.72,1.2109999999999999,1.778
2011-03-17,126.77,111.39,1.206,1.805
2011-03-18,124.01,110.8,1.21,1.79
2011-03-21,123.34,110.53,,1.855
2011-03-22,123.51,110.69,1.248,1.86
2011-03-23,123.57,110.1,1.213,1.8219999999999998
2011-03-24,123.46,110.08,1.209,1.837
2011-03-25,122.92,108.7,1.217,1.854
2011-03-28,122.39,109.07,1.2429999999999999,1.903
2011-03-29,121.26,108.67,1.234,1.913
2011-03-30,120.68,108.86,1.246,1.94
2011-03-31,120.24,108.86,1.255,1.952
2011-04-01,118.88,108.28,1.285,1.992
2011-04-04,119.0,108.32,1.296,1.9980000000000002
2011-04-05,117.79,108.09,1.27,2.0
2011-04-06,117.02,108.88,1.294,2.057
2011-04-07,117.82,109.14,1.3159999999999998,2.0469999999999997
2011-04-08,117.99,110.23,1.3230000000000002,2.119
2011-04-11,118.11,110.32,1.327,2.1319999999999997
2011-04-12,119.52,111.46,1.3359999999999999,2.138
2011-04-13,119.29,111.56,1.314,
2011-04-14,119.77,112.1,1.298,2.095
2011-04-15,120.2,112.07,1.285,2.088
2011-04-18,120.96,111.58,1.25,2.084
2011-04-19,121.11,111.17,1.2429999999999999,2.052
2011-04-20,121.23,112.56,1.2329999999999999,2.043
2011-04-21,122.17,112.83,1.228,2.061
2011-04-22,,,1.217,
2011-04-25,122.18,113.54,1.228,
2011-04-26,122.68,114.35,1.217,2.041
2011-04-27,121.62,114.25,1.216,2.064
2011-04-28,122.66,114.49,1.206,2.065
2011-04-29,123.11,115.11,,2.035
2011-05-02,123.13,115.57,1.2009999999999998,2.035
2011-05-03,123.53,116.14,,2.041
2011-05-04,124.11,116.07,,2.011
2011-05-05,124.81,114.95,,2.032
2011-05-06,123.87,113.68,1.135,2.001
2011-05-09,124.57,114.69,1.137,1.879
2011-05-10,123.71,113.64,1.139,1.906
2011-05-11,123.37,112.66,1.131,1.911
2011-05-12,123.53,113.14,1.119,1.88
2011-05-13,123.61,112.03,1.122,1.9080000000000001
2011-05-16,123.79,113.06,1.136,1.9169999999999998
2011-05-17,122.82,113.62,1.1540000000000001,1.9
2011-05-18,122.39,113.49,1.1520000000000001,1.906
2011-05-19,122.54,113.57,1.1540000000000001,1.936
2011-05-20,122.29,114.01,1.128,1.881
2011-05-23,121.99,113.15,1.129,1.818
2011-05-24,122.08,113.67,1.128,1.865
2011-05-25,121.94,114.59,1.124,1.84
2011-05-26,122.95,115.55,1.143,1.811
2011-05-27,123.94,117.67,1.121,1.7930000000000001
2011-05-30,,,1.124,1.8019999999999998
2011-05-31,122.65,117.1,1.155,1.796
2011-06-01,123.59,118.7,1.157,1.768
2011-06-02,123.62,118.7,1.1440000000000001,
2011-06-03,124.41,119.95,1.135,1.807
2011-06-06,124.84,119.8,1.146,1.7919999999999998
2011-06-07,124.9,119.54,1.162,1.827
2011-06-08,125.13,119.55,1.151,1.7409999999999999
2011-06-09,124.46,118.84,1.137,1.7790000000000001
2011-06-10,124.67,118.55,1.1340000000000001,1.7180000000000002
2011-06-13,124.67,119.45,1.14,
2011-06-14,124.31,118.31,1.148,1.733
2011-06-15,123.39,117.19,1.16,1.7309999999999999
2011-06-16,124.03,117.99,1.121,1.76
2011-06-17,124.93,117.72,1.119,1.74
2011-06-20,124.59,118.18,1.12,1.7619999999999998
2011-06-21,124.59,118.96,1.126,1.6840000000000002
2011-06-22,124.51,119.1,1.123,1.7619999999999998
2011-06-23,124.15,119.3,1.11,1.72
2011-06-24,124.36,119.93,1.111,1.729
2011-06-27,123.63,119.72,1.103,1.7480000000000002
2011-06-28,123.3,120.19,1.091,1.746
2011-06-29,123.83,119.85,1.119,1.766
2011-06-30,124.19,119.04,1.135,1.791
2011-07-01,123.85,117.66,1.147,1.7830000000000001
2011-07-04,,,1.162,1.784
2011-07-05,123.34,118.87,1.169,1.776
2011-07-06,123.54,119.11,1.177,1.723
2011-07-07,123.08,118.41,1.1740000000000002,1.7890000000000001
2011-07-08,124.06,119.45,1.177,1.739
2011-07-11,124.65,119.65,1.137,1.6640000000000001
2011-07-12,127.05,120.55,1.111,1.6340000000000001
2011-07-13,126.59,122.67,1.1059999999999999,1.615
2011-07-14,126.35,122.57,1.077,1.609
2011-07-15,126.34,122.87,1.085,1.569
2011-07-18,126.51,122.29,,1.547
2011-07-19,126.4,121.32,1.08,1.607
2011-07-20,126.9,121.99,1.081,1.601
2011-07-21,127.49,122.66,1.1,1.6740000000000002
2011-07-22,127.4,122.17,1.097,1.6130000000000002
2011-07-25,127.69,124.05,1.092,1.571
2011-07-26,128.38,124.77,1.0959999999999999,1.545
2011-07-27,128.21,124.79,1.082,1.4869999999999999
2011-07-28,128.64,124.77,1.078,1.5
2011-07-29,130.17,127.23,1.079,1.436
2011-08-01,129.46,127.67,1.079,
2011-08-02,129.74,131.12,1.048,1.369
2011-08-03,129.81,129.95,1.0190000000000001,1.3719999999999999
2011-08-04,126.43,130.66,1.023,1.347
2011-08-05,127.51,130.39,1.0090000000000001,1.328
2011-08-08,128.56,132.37,1.013,1.254
2011-08-09,129.74,138.42,1.048,1.252
2011-08-10,130.0,137.66,1.042,1.236
2011-08-11,130.22,131.35,1.04,1.242
2011-08-12,130.23,128.56,1.046,1.2919999999999998
2011-08-15,130.13,127.47,1.043,1.2770000000000001
2011-08-16,130.23,125.53,1.04,1.253
2011-08-17,130.57,126.49,1.024,1.168
2011-08-18,130.6,125.92,0.997,0.9540000000000001
2011-08-19,130.65,127.38,0.9890000000000001,1.0170000000000001
2011-08-22,130.11,126.59,0.99,1.055
2011-08-23,130.4,126.19,1.016,1.071
2011-08-24,129.93,125.65,1.015,1.082
2011-08-25,129.04,126.1,1.04,1.093
2011-08-26,130.45,123.94,1.043,1.093
2011-08-29,130.13,122.62,1.023,1.162
2011-08-30,130.37,121.93,1.024,1.1740000000000002
2011-08-31,130.51,124.08,1.032,1.222
2011-09-01,130.0,125.68,1.05,1.166
2011-09-02,129.73,126.92,1.064,1.071
2011-09-05,,,1.022,0.9940000000000001
2011-09-06,128.79,115.99,0.988,1.045
2011-09-07,129.44,116.58,1.008,1.122
2011-09-08,129.04,114.24,1.0170000000000001,1.1340000000000001
2011-09-09,128.59,113.17,1.008,1.102
2011-09-12,129.51,113.51,1.002,1.063
2011-09-13,129.98,113.62,1.005,1.088
2011-09-14,130.44,114.12,0.998,1.075
2011-09-15,130.37,115.03,0.996,1.137
2011-09-16,130.22,114.15,1.0090000000000001,1.115
2011-09-19,130.57,113.39,,1.077
2011-09-20,130.86,112.66,0.997,1.045
2011-09-21,130.8,111.04,0.992,1.014
2011-09-22,131.12,110.09,0.986,0.991
2011-09-23,130.4,110.42,,0.972
2011-09-26,130.97,111.01,0.98,0.968
2011-09-27,130.22,111.59,1.002,1.008
2011-09-28,130.63,111.14,1.006,1.003
2011-09-29,130.18,111.48,1.005,1.063
2011-09-30,129.79,110.16,1.032,1.03
2011-10-03,130.57,108.57,1.0270000000000001,0.995
2011-10-04,130.17,109.14,0.993,0.978
2011-10-05,130.27,108.3,0.971,0.978
2011-10-06,130.4,108.58,0.977,1.0290000000000001
2011-10-07,130.39,107.85,0.988,1.105
2011-10-10,130.42,110.61,,1.1059999999999999
2011-10-11,130.45,110.17,0.998,1.088
2011-10-12,129.44,111.69,1.001,1.104
2011-10-13,130.12,111.38,1.022,1.103
2011-10-14,129.54,112.15,1.0190000000000001,1.135
2011-10-17,130.2,111.25,1.026,1.08
2011-10-18,130.18,111.17,1.026,1.1079999999999999
2011-10-19,130.2,110.72,1.024,1.013
2011-10-20,130.2,111.85,1.0090000000000001,1.02
2011-10-21,131.05,113.33,1.012,1.026
2011-10-24,131.43,113.55,1.023,1.041
2011-10-25,131.47,113.88,1.022,1.038
2011-10-26,131.26,113.49,0.997,0.982
2011-10-27,131.67,116.31,1.013,1.064
2011-10-28,131.9,115.84,1.046,1.065
2011-10-31,127.92,114.03,1.05,1.018
2011-11-01,127.64,112.73,1.028,0.907
2011-11-02,128.16,113.13,0.997,0.951
2011-11-03,128.1,113.84,,0.9279999999999999
2011-11-04,127.82,113.05,0.991,0.885
2011-11-07,128.13,111.03,0.991,0.861
2011-11-08,128.66,111.73,0.982,0.861
2011-11-09,128.56,109.98,0.982,0.838
2011-11-10,128.79,110.39,0.97,0.89
2011-11-11,129.59,110.99,0.972,0.8740000000000001
2011-11-14,129.73,110.13,0.98,0.89
2011-11-15,129.81,109.24,0.968,0.875
2011-11-16,129.79,108.74,0.953,0.8440000000000001
2011-11-17,129.93,108.51,0.958,0.872
2011-11-18,130.2,109.08,0.9470000000000001,0.892
2011-11-21,130.05,109.0,0.9590000000000001,0.8420000000000001
2011-11-22,129.91,109.4,0.9690000000000001,0.862
2011-11-23,129.41,108.74,,0.894
2011-11-24,,,0.982,0.872
2011-11-25,128.68,107.44,1.0270000000000001,0.892
2011-11-28,128.21,108.38,1.0590000000000002,0.907
2011-11-29,128.3,108.54,1.065,0.92
2011-11-30,128.92,109.44,1.073,0.91
2011-12-01,128.68,109.25,1.068,0.893
2011-12-02,128.3,108.49,1.07,0.826
2011-12-05,128.54,108.63,1.053,0.857
2011-12-06,128.68,108.03,1.047,0.833
2011-12-07,128.77,108.31,1.051,0.785
2011-12-08,128.76,108.03,1.042,0.76
2011-12-09,128.84,108.35,1.0190000000000001,0.7509999999999999
2011-12-12,128.33,106.7,1.022,0.764
2011-12-13,128.25,105.77,1.001,0.716
2011-12-14,128.11,104.93,0.997,0.72
2011-12-15,128.43,106.32,0.983,0.735
2011-12-16,128.61,106.82,0.9840000000000001,0.7070000000000001
2011-12-19,128.16,106.7,0.975,0.7070000000000001
2011-12-20,128.39,107.32,0.9790000000000001,0.7609999999999999
2011-12-21,128.11,106.87,0.98,0.736
2011-12-22,127.97,106.85,0.977,0.72
2011-12-23,128.03,106.74,,0.723
2011-12-26,,,0.977,
2011-12-27,128.44,107.04,0.9840000000000001,0.71
2011-12-28,128.28,106.12,0.9990000000000001,0.72
2011-12-29,128.82,106.33,0.998,0.6970000000000001
2011-12-30,130.06,106.47,0.988,0.69
2012-01-03,130.35,107.3,,0.669
2012-01-04,130.35,106.22,0.992,0.632
2012-01-05,129.69,104.96,0.987,0.599
2012-01-06,129.93,104.67,0.9840000000000001,0.654
2012-01-09,130.12,105.3,,0.6809999999999999
2012-01-10,130.17,105.38,0.9790000000000001,0.688
2012-01-11,130.12,104.83,0.97,0.652
2012-01-12,130.27,105.88,0.958,0.635
2012-01-13,129.93,105.07,0.9540000000000001,0.6709999999999999
2012-01-16,,,0.943,0.6459999999999999
2012-01-17,130.18,105.34,0.966,0.735
2012-01-18,130.25,106.41,0.972,0.777
2012-01-19,129.69,107.26,0.973,0.752
2012-01-20,129.83,107.03,0.987,0.795
2012-01-23,129.86,107.85,1.006,0.812
2012-01-24,128.73,107.83,1.012,0.807
2012-01-25,128.59,108.51,1.013,0.8009999999999999
2012-01-26,129.17,108.61,0.988,0.775
2012-01-27,130.35,109.58,0.9740000000000001,0.7559999999999999
2012-01-30,130.97,109.03,0.968,0.732
2012-01-31,131.14,108.68,0.973,0.6990000000000001
2012-02-01,131.31,109.31,0.968,0.6970000000000001
2012-02-02,131.21,109.12,0.958,0.71
2012-02-03,130.56,108.95,0.9570000000000001,0.754
2012-02-06,130.66,108.86,0.975,0.727
2012-02-07,130.28,109.69,0.977,0.779
2012-02-08,129.84,109.54,0.997,0.816
2012-02-09,128.74,109.69,0.993,0.8370000000000001
2012-02-10,128.87,109.14,0.986,0.8170000000000001
2012-02-13,128.91,109.13,0.986,0.8140000000000001
2012-02-14,127.49,108.73,0.973,0.779
2012-02-15,127.58,108.25,0.97,0.779
2012-02-16,126.78,108.82,0.9520000000000001,0.779
2012-02-17,125.73,108.8,0.9540000000000001,0.7879999999999999
2012-02-19,,,,0.7879999999999999
2012-02-20,,,0.9540000000000001,0.804
2012-02-21,125.49,109.63,0.968,0.807
2012-02-22,124.62,109.86,0.982,0.78
2012-02-23,125.09,110.94,0.9840000000000001,0.774
2012-02-24,123.33,111.64,0.982,0.77
2012-02-27,124.08,111.18,0.982,0.774
2012-02-28,124.31,111.68,0.973,0.711
2012-02-29,123.19,110.61,0.968,0.7609999999999999
