Date,PHLX Australian Dollar,PHLX New Zealand Dollar,Australia 10Y,New Zealand 10Y
2017-08-01,79.48,71.81,2.7239999999999998,2.92
2017-09-01,78.29,71.62,2.842,2.985
2017-10-01,76.55,68.47,2.681,2.935
2017-11-01,75.66,68.37,2.51,2.745
2017-12-01,78.04,70.99,2.6630000000000003,2.75
2018-01-01,80.55,73.63,2.8,2.92
2018-02-01,77.59,72.08,2.785,2.97
2018-03-01,76.8,72.34,2.583,2.735
2018-04-01,75.31,70.37,2.785,2.855
2018-05-01,75.67,70.0,2.658,2.745
2018-06-01,74.0,67.7,2.6519999999999997,2.88
2018-07-01,74.27,68.15,2.6719999999999997,2.79
2018-08-01,71.93,66.19,2.525,2.56
2018-09-01,72.22,66.19,2.6710000000000003,2.64
2018-10-01,70.76,65.18,2.616,2.565
2018-11-01,73.12,68.79,2.59,2.588
2018-12-01,70.47,67.24,2.322,2.3930000000000002
2019-01-01,72.7,69.12,2.233,2.283
2019-02-01,70.97,68.1,2.105,2.185
2019-03-01,70.96,68.01,1.776,1.8330000000000002
2019-04-01,70.5,66.76,1.804,1.933
2019-05-01,69.4,65.35,1.476,1.74
2019-06-01,70.23,67.22,1.319,1.595
2019-07-01,68.45,65.62,1.203,1.47
2019-08-01,67.38,63.13,0.892,1.095
2019-09-01,67.5,62.58,0.97,1.115
2019-10-01,68.92,64.16,1.1440000000000001,1.335
2019-11-01,67.64,64.2,1.024,1.32
2019-12-01,70.15,67.23,1.3730000000000002,1.6780000000000002
2020-01-01,66.88,64.65,0.958,1.3330000000000002
2020-02-01,65.08,62.42,0.848,1.085
2020-03-01,61.48,59.72,0.8270000000000001,1.11
2020-04-01,65.09,61.24,0.925,0.758
2020-05-01,66.67,62.04,0.892,0.85
2020-06-01,69.04,64.53,0.888,0.958
2020-07-01,71.38,66.3,0.836,0.773
2020-08-01,73.78,67.42,0.986,0.6579999999999999
2020-09-01,71.59,66.15,0.855,0.5329999999999999
2020-10-01,70.3,66.18,0.826,0.563
2020-11-01,73.47,70.15,0.899,0.878
2020-12-01,77.19,72.04,0.978,1.018
2021-01-01,76.42,72.33,1.092,1.155
2021-02-01,77.06,72.33,1.757,1.923
2021-03-01,75.98,69.82,1.83,1.84
2021-04-01,77.21,71.62,1.6969999999999998,1.6780000000000002
2021-05-01,77.11,72.65,1.64,1.825
2021-06-01,76.57,71.47,1.626,1.82
