Date,US Dollar Index,PHLX Canadian Dollar,U.S. 10Y,Canada 10Y
2020-06-14,97.62,73.49,0.6940000000000001,0.535
2020-06-21,97.43,73.06,0.64,0.508
2020-06-28,97.17,73.7,0.669,0.557
2020-07-05,96.65,73.56,0.643,0.5489999999999999
2020-07-12,95.94,73.63,0.623,0.532
2020-07-19,94.43,74.53,0.5870000000000001,0.507
2020-07-26,93.35,74.56,0.5329999999999999,0.46799999999999997
2020-08-02,93.43,74.72,0.5660000000000001,0.479
2020-08-09,93.1,75.43,0.7090000000000001,0.613
2020-08-16,93.25,75.89,0.636,0.5379999999999999
2020-08-23,92.37,76.34,0.7240000000000001,0.633
2020-08-30,92.72,76.55,0.721,0.597
2020-09-06,93.33,75.88,0.669,0.5489999999999999
2020-09-13,92.93,75.74,0.6970000000000001,0.581
2020-09-20,94.64,74.7,0.6559999999999999,0.5429999999999999
2020-09-27,93.84,75.12,0.7040000000000001,0.568
2020-10-04,93.06,76.23,0.779,0.629
2020-10-11,93.68,75.82,0.7490000000000001,0.5770000000000001
2020-10-18,92.77,76.18,0.841,0.643
2020-10-25,94.04,75.09,0.8740000000000001,0.667
2020-11-01,92.23,76.77,0.82,0.649
2020-11-08,92.75,76.13,0.898,0.728
2020-11-15,92.39,76.37,0.8240000000000001,0.653
2020-11-22,91.79,77.01,0.8420000000000001,0.6829999999999999
2020-11-29,90.7,78.2,0.973,0.7979999999999999
2020-12-06,90.98,78.26,0.8959999999999999,0.716
2020-12-13,90.02,78.2,0.945,0.754
2020-12-20,90.32,77.84,0.9259999999999999,0.72
2020-12-27,89.94,78.51,0.9159999999999999,0.675
2021-01-03,90.1,78.72,1.119,0.815
2021-01-10,90.77,78.63,1.087,0.805
2021-01-17,90.24,78.52,1.0859999999999999,0.846
2021-01-24,90.58,78.25,1.071,0.889
2021-01-31,91.04,78.4,1.169,0.9990000000000001
2021-02-07,90.48,78.79,1.21,1.034
2021-02-14,90.36,79.32,1.34,1.213
2021-02-21,90.88,78.5,1.4069999999999998,1.357
2021-02-28,91.98,79.02,1.577,1.5019999999999998
2021-03-07,91.68,80.13,1.625,1.591
2021-03-14,91.92,79.99,1.73,1.588
2021-03-21,92.77,79.34,1.6740000000000002,1.501
2021-03-28,93.02,79.7,1.714,1.5130000000000001
2021-04-04,92.16,79.8,1.662,1.5
2021-04-11,91.56,79.97,1.59,1.541
2021-04-18,90.86,80.16,1.5590000000000002,1.517
2021-04-25,91.28,81.36,1.626,1.546
2021-05-02,90.23,82.41,1.579,1.5
2021-05-09,90.32,82.62,1.635,1.5630000000000002
2021-05-16,90.02,82.87,1.6230000000000002,1.5430000000000001
2021-05-23,90.03,82.82,1.581,1.505
2021-05-30,90.49,82.55,1.62,1.515
