Date,US Dollar Index,PHLX Euro,PHLX Australian Dollar,PHLX Canadian Dollar,PHLX Swiss Franc,PHLX British Pound,PHLX Yen
2011-07-20,74.79,142.18,107.48,105.51,121.99,161.54,126.9
2011-07-21,74.02,144.26,108.4,105.95,122.66,163.12,127.49
2011-07-22,74.2,143.62,108.52,105.49,122.17,163.03,127.4
2011-07-25,74.06,143.75,108.44,105.58,124.05,162.73,127.69
2011-07-26,73.47,145.11,109.52,105.93,124.77,164.13,128.38
2011-07-27,74.09,143.66,110.26,105.31,124.79,163.33,128.21
2011-07-28,74.22,143.32,110.06,105.37,124.77,163.76,128.64
2011-07-29,73.9,144.03,110.01,104.77,127.23,164.34,130.17
2011-08-01,74.26,142.5,109.72,104.51,127.67,162.96,129.46
2011-08-02,74.51,141.93,107.78,104.04,131.12,162.93,129.74
2011-08-03,74.04,143.26,107.62,103.98,129.95,164.34,129.81
2011-08-04,75.12,141.01,104.67,101.96,130.66,162.67,126.43
2011-08-05,74.6,142.9,104.42,101.84,130.39,163.91,127.51
2011-08-08,74.79,141.73,101.88,100.59,132.37,163.16,128.56
2011-08-09,74.61,143.71,103.74,101.97,138.42,163.15,129.74
2011-08-10,74.64,141.73,101.84,100.58,137.66,161.29,130.0
2011-08-11,74.68,142.43,103.53,101.54,131.35,162.4,130.22
2011-08-12,74.61,142.5,103.56,101.28,128.56,162.81,130.23
2011-08-15,73.84,144.44,104.99,102.04,127.47,163.92,130.13
2011-08-16,74.01,144.1,104.74,101.81,125.53,164.52,130.23
2011-08-17,73.67,144.24,105.46,101.99,126.49,165.42,130.57
2011-08-18,74.24,143.3,103.86,100.98,125.92,165.25,130.6
2011-08-19,74.01,144.02,104.08,101.0,127.38,164.57,130.65
2011-08-22,74.07,143.61,103.98,100.99,126.59,164.66,130.11
2011-08-23,73.89,144.37,105.26,101.19,126.19,164.97,130.4
2011-08-24,74.01,144.16,104.77,101.29,125.65,163.74,129.93
2011-08-25,74.28,143.8,104.34,101.19,126.1,162.82,129.04
2011-08-26,73.81,144.98,105.74,101.91,123.94,163.72,130.45
2011-08-29,73.72,145.11,106.58,102.38,122.62,164.13,130.13
2011-08-30,73.95,144.47,106.82,102.21,121.93,163.04,130.37
2011-08-31,74.12,143.79,107.02,102.27,124.08,162.56,130.51
2011-09-01,74.48,142.61,107.29,102.4,125.68,161.82,130.0
2011-09-02,74.76,142.05,106.46,101.49,126.92,162.2,129.73
2011-09-05,75.11,,,,,,
2011-09-06,75.95,139.98,104.92,100.97,115.99,159.39,128.79
2011-09-07,75.47,140.98,106.6,101.65,116.58,159.9,129.44
2011-09-08,76.25,138.85,105.74,101.3,114.24,159.6,129.04
2011-09-09,77.19,136.51,104.7,100.34,113.17,158.82,128.59
2011-09-12,77.58,136.7,103.44,100.7,113.51,158.57,129.51
2011-09-13,76.92,136.82,103.27,101.37,113.62,157.79,129.98
2011-09-14,76.83,137.47,102.57,100.99,114.12,157.67,130.44
2011-09-15,76.24,138.85,103.25,101.67,115.03,158.01,130.37
2011-09-16,76.6,137.94,103.69,102.22,114.15,157.89,130.22
2011-09-19,77.15,136.85,101.79,101.02,113.39,156.95,130.57
2011-09-20,77.02,137.06,102.51,100.77,112.66,157.42,130.86
2011-09-21,77.34,135.62,101.34,99.15,111.04,154.93,130.8
2011-09-22,78.45,134.6,97.18,97.22,110.09,153.37,131.12
2011-09-23,78.5,134.91,97.38,97.27,110.42,154.57,130.4
2011-09-26,78.36,135.41,97.62,97.56,111.01,155.67,130.97
2011-09-27,77.51,135.93,99.21,98.06,111.59,156.35,130.22
2011-09-28,77.85,135.42,98.27,96.8,111.14,155.78,130.63
2011-09-29,78.03,135.93,97.9,96.57,111.48,156.27,130.18
2011-09-30,78.55,133.88,97.05,95.24,110.16,155.79,129.79
2011-10-03,79.43,131.72,96.28,94.84,108.57,154.23,130.57
2011-10-04,79.6,133.44,94.08,95.04,109.14,154.88,130.17
2011-10-05,78.92,133.47,96.54,96.07,108.3,154.73,130.27
2011-10-06,78.63,134.37,97.58,96.34,108.58,154.39,130.4
2011-10-07,78.73,133.78,97.84,96.21,107.85,155.63,130.39
2011-10-10,77.49,136.42,99.8,97.37,110.61,156.59,130.42
2011-10-11,77.58,136.46,99.85,97.21,110.17,155.9,130.45
2011-10-12,76.99,137.86,101.86,98.28,111.69,157.45,129.44
2011-10-13,77.0,137.76,101.99,97.99,111.38,157.64,130.12
2011-10-14,76.62,138.77,103.39,99.0,112.15,158.31,129.54
2011-10-17,77.15,137.41,102.02,97.73,111.25,157.42,130.2
2011-10-18,77.14,137.37,102.4,98.48,111.17,157.1,130.18
2011-10-19,77.11,137.56,102.25,98.09,110.72,157.73,130.2
2011-10-20,76.97,137.76,102.56,98.42,111.85,157.93,130.2
2011-10-21,76.39,138.96,103.39,99.3,113.33,159.54,131.05
2011-10-24,76.03,139.29,104.87,99.69,113.55,159.92,131.43
2011-10-25,76.12,139.02,104.62,98.39,113.88,159.99,131.47
2011-10-26,76.25,139.03,103.87,99.54,113.49,159.71,131.26
2011-10-27,74.88,141.93,107.25,100.95,116.31,161.04,131.67
2011-10-28,75.07,141.49,107.15,100.84,115.84,161.26,131.9
2011-10-31,76.17,138.6,105.46,99.97,114.03,160.88,127.92
2011-11-01,77.26,136.96,103.29,98.04,112.73,159.48,127.64
2011-11-02,77.02,137.46,103.36,98.63,113.13,159.48,128.16
2011-11-03,76.67,138.16,104.17,99.28,113.84,160.38,128.1
2011-11-04,76.96,137.94,103.9,98.17,113.05,160.23,127.82
2011-11-07,76.96,137.71,103.73,98.71,111.03,160.57,128.13
2011-11-08,76.59,138.32,103.9,99.12,111.73,160.95,128.66
2011-11-09,77.93,135.45,101.45,97.66,109.98,159.17,128.56
2011-11-10,77.74,136.1,101.29,98.39,110.39,159.34,128.79
2011-11-11,76.94,137.5,102.72,98.93,110.99,160.64,129.59
2011-11-14,77.57,136.34,101.71,98.41,110.13,159.16,129.73
2011-11-15,77.87,135.36,101.93,97.97,109.24,158.23,129.81
2011-11-16,78.02,134.53,101.51,97.64,108.74,157.27,129.79
2011-11-17,78.28,134.62,99.85,97.25,108.51,157.57,129.93
2011-11-18,78.06,135.24,100.07,97.37,109.08,158.1,130.2
2011-11-21,78.3,134.89,98.33,96.25,109.0,156.39,130.05
2011-11-22,78.27,135.11,98.38,96.33,109.4,156.38,129.91
2011-11-23,79.14,133.46,96.83,95.49,108.74,155.26,129.41
2011-11-24,79.14,,,,,,
2011-11-25,79.69,132.26,96.94,95.23,107.44,154.38,128.68
2011-11-28,79.26,133.13,98.87,96.64,108.38,155.05,128.21
2011-11-29,79.01,133.11,100.25,96.89,108.54,155.95,128.3
2011-11-30,78.38,134.41,102.63,98.17,109.44,156.93,128.92
2011-12-01,78.33,134.64,102.39,98.64,109.25,156.91,128.68
2011-12-02,78.62,133.94,102.31,98.1,108.49,155.97,128.3
2011-12-05,78.57,133.99,102.8,98.36,108.63,156.48,128.54
2011-12-06,78.5,134.02,102.61,99.06,108.03,156.02,128.68
2011-12-07,78.48,134.15,102.8,99.08,108.31,157.1,128.77
2011-12-08,78.83,133.46,101.74,97.73,108.03,156.3,128.76
2011-12-09,78.63,133.86,102.18,98.31,108.35,156.7,128.84
2011-12-12,79.53,131.83,100.66,97.4,106.7,155.81,128.33
2011-12-13,80.24,130.35,100.26,96.72,105.77,154.85,128.25
2011-12-14,80.59,129.87,98.95,96.2,104.93,154.64,128.11
2011-12-15,80.32,130.13,99.17,96.64,106.32,155.09,128.43
2011-12-16,80.26,130.48,99.59,96.33,106.82,155.46,128.61
2011-12-19,80.25,129.98,99.19,96.33,106.7,155.01,128.16
2011-12-20,79.88,130.8,100.65,97.04,107.32,156.62,128.39
2011-12-21,80.02,130.5,100.78,97.44,106.87,156.8,128.11
2011-12-22,79.96,130.52,101.34,97.98,106.85,156.8,127.97
2011-12-23,79.93,130.49,101.55,97.95,106.74,155.91,128.03
2011-12-26,79.93,,,,,,
2011-12-27,79.8,130.69,101.75,98.14,107.04,156.69,128.44
2011-12-28,80.5,129.41,100.95,97.63,106.12,154.6,128.28
2011-12-29,80.49,129.58,101.29,97.99,106.33,154.13,128.82
2011-12-30,80.18,129.61,102.23,97.92,106.47,155.38,130.06
2012-01-02,80.18,,,,,,
2012-01-03,79.61,130.54,103.83,98.91,107.3,156.47,130.35
2012-01-04,80.13,129.45,103.65,98.75,106.22,156.2,130.35
2012-01-05,80.94,127.87,102.67,98.1,104.96,154.97,129.69
2012-01-06,81.25,127.13,102.36,97.2,104.67,154.25,129.93
2012-01-09,81.05,127.63,102.32,97.68,105.3,154.56,130.12
2012-01-10,80.81,127.75,103.27,98.42,105.38,154.86,130.17
2012-01-11,81.35,127.09,103.04,98.14,104.83,153.27,130.12
2012-01-12,80.77,128.17,103.36,98.18,105.88,153.35,130.27
2012-01-13,81.52,126.75,102.95,97.75,105.07,153.18,129.93
2012-01-16,81.52,,,,,,
2012-01-17,81.18,127.36,103.73,98.47,105.34,153.32,130.18
2012-01-18,80.61,128.57,104.2,98.84,106.41,154.33,130.25
2012-01-19,80.22,129.61,104.01,98.85,107.26,154.8,129.69
2012-01-20,80.22,129.31,104.76,98.7,107.03,155.75,129.83
2012-01-23,79.78,130.24,105.33,99.23,107.85,155.68,129.86
2012-01-24,79.87,130.35,104.82,99.11,107.83,156.24,128.73
2012-01-25,79.58,131.06,105.9,99.55,108.51,156.58,128.59
2012-01-26,79.39,131.05,106.25,99.8,108.61,156.93,129.17
2012-01-27,78.9,132.2,106.52,99.77,109.58,157.24,130.35
2012-01-30,79.17,131.41,105.95,99.86,109.03,157.09,130.97
2012-01-31,79.29,130.82,106.17,99.73,108.68,157.61,131.14
2012-02-01,78.92,131.68,106.97,100.2,109.31,158.38,131.31
2012-02-02,78.99,131.47,107.08,100.1,109.12,158.05,131.21
2012-02-03,78.92,131.55,107.84,100.62,108.95,158.18,130.56
2012-02-06,79.07,131.31,107.31,100.41,108.86,158.23,130.66
2012-02-07,78.58,132.59,107.93,100.5,109.69,158.98,130.28
2012-02-08,78.64,132.59,107.95,100.44,109.54,158.18,129.84
2012-02-09,78.57,132.85,107.89,100.51,109.69,158.18,128.74
2012-02-10,79.11,131.98,106.63,99.88,109.14,157.56,128.87
2012-02-13,78.95,131.88,107.47,100.08,109.13,157.67,128.91
2012-02-14,79.58,131.26,106.39,100.08,108.73,156.88,127.49
2012-02-15,79.67,130.64,106.86,100.02,108.25,156.91,127.58
2012-02-16,79.35,131.32,107.57,100.29,108.82,157.99,126.78
2012-02-17,79.33,131.45,107.18,100.34,108.8,158.25,125.73
2012-02-20,79.33,,,,,,
2012-02-21,79.04,132.37,106.72,100.32,109.63,157.8,125.49
2012-02-22,79.21,132.47,106.43,100.04,109.86,156.69,124.62
2012-02-23,78.82,133.71,106.77,100.27,110.94,157.45,125.09
2012-02-24,78.35,134.47,107.02,100.08,111.64,158.68,123.33
2012-02-27,78.57,133.94,107.6,100.1,111.18,158.23,124.08
2012-02-28,78.27,134.58,107.55,100.48,111.68,159.0,124.31
2012-02-29,78.74,133.32,107.66,101.11,110.61,159.19,123.19
2012-03-01,78.79,133.18,107.93,101.48,110.43,159.58,123.31
2012-03-02,79.4,131.98,107.39,101.08,109.42,158.33,122.23
2012-03-05,79.3,132.17,106.68,100.55,109.61,158.67,122.63
2012-03-06,79.87,131.14,105.27,99.88,108.86,157.2,123.66
2012-03-07,79.71,131.49,105.77,100.24,109.1,157.41,123.33
2012-03-08,79.14,132.72,106.57,101.01,110.1,158.26,122.6
2012-03-09,80.04,131.24,105.73,100.94,108.87,156.7,121.29
2012-03-12,79.89,131.54,105.04,100.76,109.1,156.39,121.54
2012-03-13,80.19,130.84,105.28,101.19,108.35,157.11,120.62
2012-03-14,80.56,130.29,104.52,100.73,107.46,156.76,119.51
2012-03-15,80.15,130.8,105.34,100.79,108.35,157.12,119.8
2012-03-16,79.79,131.79,105.86,100.83,109.24,158.49,119.9
2012-03-19,79.79,132.41,106.09,101.33,109.79,158.97,119.98
2012-03-20,79.59,132.25,104.78,100.85,109.7,158.62,119.48
2012-03-21,79.66,132.13,104.42,100.8,109.6,158.7,119.94
2012-03-22,79.74,131.97,103.84,100.11,109.48,158.17,121.15
2012-03-23,79.34,132.7,104.61,100.16,110.13,158.7,121.47
2012-03-26,78.98,133.58,105.3,100.93,110.76,159.7,120.75
2012-03-27,79.05,133.19,105.03,100.49,110.5,159.53,120.23
2012-03-28,79.13,133.15,103.81,100.18,110.48,158.87,120.68
2012-03-29,79.19,133.01,103.57,100.37,110.34,159.56,121.32
2012-03-30,79.0,133.42,103.59,100.21,110.86,160.15,120.69
2012-04-02,78.82,133.25,104.42,100.96,110.7,160.31,121.84
2012-04-03,79.48,132.34,103.08,100.95,109.93,159.15,120.71
2012-04-04,79.78,131.42,102.58,100.38,109.19,158.87,121.28
2012-04-05,80.08,130.66,102.92,100.68,108.73,158.28,121.48
2012-04-06,79.89,,,,,,
2012-04-09,79.73,131.06,103.28,100.28,109.08,158.97,122.69
2012-04-10,79.89,130.81,102.56,99.58,108.88,158.6,123.97
2012-04-11,79.8,131.1,102.96,99.64,109.0,159.08,123.66
2012-04-12,79.28,131.86,104.42,100.54,109.75,159.6,123.65
2012-04-13,79.89,130.77,103.83,100.08,108.76,158.47,123.59
2012-04-16,79.56,131.37,103.62,100.03,109.32,159.0,124.39
2012-04-17,79.48,131.26,104.13,100.95,109.26,159.22,123.68
2012-04-18,79.54,131.22,103.58,100.88,109.19,160.22,123.04
2012-04-19,79.56,131.36,103.29,100.5,109.27,160.56,122.5
2012-04-20,79.19,132.2,103.7,100.8,110.07,161.29,122.66
2012-04-23,79.42,131.55,103.05,100.91,109.48,161.3,123.19
2012-04-24,79.22,131.95,102.86,101.31,109.82,161.41,122.95
2012-04-25,79.01,132.22,103.53,101.71,110.03,161.68,123.05
2012-04-26,78.92,132.07,103.98,101.5,109.93,161.74,123.42
2012-04-27,78.71,132.53,104.71,101.97,110.31,162.65,124.7
2012-04-30,78.78,132.41,104.21,101.29,110.21,162.33,125.34
2012-05-01,78.86,132.39,103.37,101.44,110.19,162.2,124.9
2012-05-02,79.13,131.59,103.27,101.37,109.52,162.01,124.81
2012-05-03,79.22,131.52,102.55,101.16,109.48,161.81,124.7
2012-05-04,79.5,130.85,101.84,100.46,108.93,161.54,125.26
2012-05-07,79.6,130.54,102.07,100.71,108.67,161.92,125.16
2012-05-08,79.74,130.05,101.22,100.14,108.28,161.59,125.2
2012-05-09,80.08,129.33,100.63,99.75,107.68,161.31,125.6
2012-05-10,80.11,129.37,100.98,99.8,107.71,161.42,125.12
2012-05-11,80.26,129.17,100.28,99.98,107.56,160.61,125.12
2012-05-14,80.61,128.26,99.71,99.68,106.79,160.93,125.21
2012-05-15,81.22,127.32,99.52,99.34,106.02,159.96,124.73
2012-05-16,81.37,127.15,99.2,98.77,105.88,159.12,124.53
2012-05-17,81.38,126.94,99.29,98.09,105.7,157.95,126.11
2012-05-18,81.29,127.78,98.15,97.83,106.39,158.23,126.57
2012-05-21,81.08,128.15,98.78,98.32,106.68,158.28,126.11
2012-05-22,81.49,126.84,98.41,97.94,105.6,157.64,125.05
2012-05-23,82.09,125.85,97.35,97.54,104.81,156.93,125.83
2012-05-24,82.35,125.39,97.25,97.43,104.4,156.75,125.65
2012-05-25,82.4,125.17,97.69,97.14,104.2,156.63,125.53
2012-05-28,82.4,,,,,,
2012-05-29,82.48,124.99,98.45,97.79,104.07,156.42,125.79
2012-05-30,83.02,123.7,97.16,97.09,103.01,154.82,126.45
2012-05-31,83.04,123.61,97.39,96.75,102.92,154.06,127.62
2012-06-01,82.89,124.3,96.86,96.15,103.53,153.65,128.26
2012-06-04,82.56,124.97,97.26,96.2,104.06,153.82,127.64
2012-06-05,82.83,124.53,97.42,96.38,103.7,153.84,126.98
2012-06-06,82.32,125.72,99.12,97.29,104.72,154.93,126.25
2012-06-07,82.05,125.61,99.46,97.25,104.6,155.27,125.6
2012-06-08,82.51,125.16,99.04,97.37,104.2,154.76,125.87
2012-06-11,82.52,124.75,98.91,96.9,103.88,154.82,125.95
2012-06-12,82.42,125.12,99.37,97.5,104.17,155.79,125.71
2012-06-13,82.06,125.57,99.69,97.09,104.55,155.11,125.92
2012-06-14,81.99,126.32,99.74,97.79,105.18,155.55,126.0
2012-06-15,81.63,126.42,100.6,97.92,105.25,157.17,127.15
2012-06-18,81.95,125.77,101.22,97.68,104.74,156.7,126.41
2012-06-19,81.38,126.87,101.93,98.23,105.66,157.26,126.69
2012-06-20,81.58,127.05,101.77,98.21,105.77,157.2,125.78
2012-06-21,82.29,125.43,100.46,97.17,104.44,155.91,124.6
2012-06-22,82.26,125.72,100.72,97.6,104.7,155.9,124.35
2012-06-25,82.5,125.04,99.9,97.19,104.13,155.75,125.53
2012-06-26,82.37,124.91,100.76,97.64,104.01,156.39,125.84
2012-06-27,82.62,124.7,100.72,97.57,103.85,155.72,125.45
2012-06-28,82.81,124.38,100.1,96.74,103.57,155.15,125.86
2012-06-29,81.63,126.65,102.42,98.37,105.45,157.06,125.32
2012-07-02,81.87,125.79,102.53,98.32,104.74,156.91,125.79
2012-07-03,81.78,126.06,102.88,98.76,104.97,156.93,125.23
2012-07-04,81.78,,,,,,
2012-07-05,82.81,123.93,103.01,98.61,103.17,155.26,125.18
2012-07-06,83.38,122.91,101.87,98.08,102.33,154.93,125.55
2012-07-09,83.16,123.19,101.89,98.14,102.59,155.29,125.68
2012-07-10,83.4,122.53,101.9,97.79,102.04,155.2,125.92
2012-07-11,83.57,122.38,102.29,98.08,101.92,155.04,125.4
2012-07-12,83.66,121.99,101.32,98.13,101.6,154.25,126.14
2012-07-13,83.35,122.49,102.17,98.64,102.0,155.64,126.32
2012-07-16,83.1,122.71,102.5,98.54,102.17,156.32,126.8
2012-07-17,83.03,122.92,103.1,98.79,102.32,156.5,126.48
2012-07-18,83.07,122.79,103.5,99.0,102.24,156.49,126.91
2012-07-19,82.88,122.79,104.32,99.25,102.25,157.23,127.22
2012-07-20,83.48,121.58,103.74,98.81,101.23,156.2,127.36
2012-07-23,83.71,121.2,102.74,98.15,100.93,155.11,127.61
2012-07-24,84.0,120.65,102.28,97.89,100.46,155.06,127.9
2012-07-25,83.52,121.51,103.33,98.47,101.18,154.95,127.93
2012-07-26,82.81,122.82,103.97,99.03,102.28,156.88,127.87
2012-07-27,82.71,123.18,104.64,99.67,102.57,157.39,127.45
2012-07-30,82.79,122.62,104.97,99.82,102.11,157.12,127.92
2012-07-31,82.64,123.02,105.14,99.69,102.42,156.78,128.03
2012-08-01,83.06,122.27,104.58,99.46,101.77,155.35,127.49
2012-08-02,83.36,121.83,104.57,99.32,101.44,155.17,127.84
2012-08-03,82.38,123.88,105.58,99.88,103.1,156.44,127.46
2012-08-06,82.27,123.97,105.77,99.99,103.19,156.02,127.85
2012-08-07,82.21,123.96,105.54,100.31,103.19,156.2,127.25
2012-08-08,82.39,123.62,105.64,100.55,102.92,156.6,127.49
2012-08-09,82.64,123.03,105.74,100.88,102.45,156.39,127.3
2012-08-10,82.55,122.9,105.68,100.9,102.35,156.91,127.75
2012-08-13,82.44,123.34,105.12,100.73,102.71,156.85,127.69
2012-08-14,82.48,123.21,104.97,100.82,102.59,156.78,126.99
2012-08-15,82.64,122.89,105.06,101.1,102.33,156.82,126.65
2012-08-16,82.36,123.56,105.13,101.35,102.88,157.37,126.02
2012-08-17,82.6,123.32,104.25,101.08,102.7,156.98,125.68
2012-08-20,82.46,123.47,104.53,101.17,102.8,157.11,125.94
2012-08-21,81.91,124.73,104.8,101.11,103.86,157.85,126.16
2012-08-22,81.49,125.29,105.08,100.88,104.34,157.98,127.19
2012-08-23,81.36,125.63,104.5,100.61,104.63,158.59,127.4
2012-08-24,81.59,125.12,104.08,100.78,104.19,158.09,127.12
2012-08-27,81.66,124.98,103.86,100.95,104.06,157.91,126.99
2012-08-28,81.37,125.66,103.77,101.21,104.64,158.2,127.38
2012-08-29,81.55,125.3,103.65,101.09,104.35,158.32,127.02
2012-08-30,81.69,125.08,103.0,100.78,104.17,157.87,127.17
2012-08-31,81.21,125.79,103.26,101.45,104.75,158.67,127.61
2012-09-03,81.21,,,,,,
2012-09-04,81.31,125.65,102.38,101.44,104.63,158.71,127.54
2012-09-05,81.23,126.03,101.91,100.97,104.68,159.04,127.56
2012-09-06,81.04,126.32,102.95,101.78,104.85,159.33,126.8
2012-09-07,80.25,128.15,103.98,102.16,105.88,160.24,127.82
2012-09-10,80.25,127.56,103.42,102.3,105.66,159.88,127.77
2012-09-11,79.86,128.52,104.42,102.75,106.51,160.71,128.61
2012-09-12,79.74,129.0,104.56,102.45,106.7,161.07,128.48
2012-09-13,79.26,129.87,105.46,103.24,106.92,161.52,129.04
2012-09-14,78.85,131.3,105.6,102.9,107.9,162.17,127.59
2012-09-17,79.01,131.15,104.71,102.61,107.83,162.51,127.04
2012-09-18,79.25,130.44,104.43,102.6,107.67,162.43,126.9
2012-09-19,79.06,130.48,104.97,102.6,107.82,162.23,127.61
2012-09-20,79.41,129.67,104.37,102.38,107.16,162.17,127.82
2012-09-21,79.33,129.79,104.47,102.42,107.21,162.29,127.95
2012-09-24,79.52,129.31,104.21,102.22,106.9,162.22,128.49
2012-09-25,79.55,129.07,104.06,102.0,106.72,161.99,128.56
2012-09-26,79.89,128.71,103.6,101.49,106.45,161.62,128.68
2012-09-27,79.55,129.15,104.52,101.96,106.72,162.37,128.86
2012-09-28,79.94,128.59,103.8,101.67,106.42,161.7,128.35
2012-10-01,79.82,128.85,103.76,101.81,106.56,161.31,128.23
2012-10-02,79.74,129.17,102.6,101.61,106.8,161.33,127.95
2012-10-03,79.97,129.06,102.07,101.26,106.56,160.76,127.38
2012-10-04,79.35,130.2,102.46,102.01,107.5,162.0,127.43
2012-10-05,79.34,130.33,101.82,102.18,107.58,161.32,127.14
2012-10-08,79.54,129.67,102.09,102.35,107.15,160.26,127.71
2012-10-09,79.95,128.8,102.09,102.24,106.34,160.04,127.84
2012-10-10,79.92,128.66,102.36,101.81,106.42,160.01,127.9
2012-10-11,79.78,129.29,102.64,102.21,107.0,160.49,127.64
2012-10-12,79.67,129.53,102.27,102.09,107.13,160.75,127.51
2012-10-15,79.74,129.46,102.44,101.96,107.14,160.71,127.07
2012-10-16,79.41,130.69,102.68,101.39,108.09,161.15,126.82
2012-10-17,79.02,131.2,103.72,102.25,108.43,161.47,126.67
2012-10-18,79.37,130.68,103.63,101.49,108.15,160.45,126.14
2012-10-19,79.62,130.22,103.28,100.66,107.71,160.05,126.1
2012-10-22,79.65,130.63,103.0,100.77,107.93,160.13,125.07
2012-10-23,79.98,129.85,102.58,100.78,107.24,159.55,125.21
2012-10-24,79.91,129.7,103.46,100.66,107.22,160.43,125.34
2012-10-25,80.04,129.34,103.65,100.55,106.93,161.2,124.54
2012-10-26,80.07,129.38,103.65,100.33,106.99,161.12,125.56
2012-10-29,80.23,,,,,,
2012-10-30,79.93,,,,,,
2012-10-31,79.92,129.58,103.79,100.02,107.37,161.29,125.31
2012-11-01,80.05,129.43,103.98,100.35,107.34,161.27,124.79
2012-11-02,80.59,128.35,103.34,100.4,106.38,160.26,124.28
2012-11-05,80.75,127.98,103.61,100.37,106.01,159.8,124.62
2012-11-06,80.61,128.14,104.42,100.77,106.07,159.97,124.43
2012-11-07,80.76,127.79,104.07,100.43,105.87,159.93,125.09
2012-11-08,80.79,127.48,104.15,99.97,105.75,159.83,125.9
2012-11-09,81.03,127.11,103.9,99.85,105.41,158.93,125.79
2012-11-12,81.03,127.1,104.29,100.05,105.47,158.79,125.83
2012-11-13,81.08,127.03,104.41,99.79,105.55,158.73,125.9
2012-11-14,81.06,127.33,103.81,99.64,105.79,158.41,124.6
2012-11-15,81.08,127.79,103.29,99.91,106.12,158.63,123.22
2012-11-16,81.26,127.43,103.3,99.9,105.8,158.77,122.93
2012-11-19,80.87,127.84,104.12,100.34,106.16,159.01,122.86
2012-11-20,80.96,128.17,103.71,100.31,106.39,159.26,122.38
2012-11-21,80.93,128.28,103.64,100.38,106.52,159.55,121.19
2012-11-22,80.93,,,,,,
2012-11-23,80.19,129.73,104.61,100.8,107.74,160.33,121.34
2012-11-26,80.25,129.91,104.55,100.72,107.96,160.34,121.87
2012-11-27,80.4,129.44,104.44,100.59,107.51,160.25,121.75
2012-11-28,80.34,129.58,104.75,100.8,107.67,160.17,121.85
2012-11-29,80.2,129.78,104.31,100.74,107.82,160.42,121.8
2012-11-30,80.15,129.88,104.25,100.57,107.76,160.13,121.26
2012-12-03,79.88,130.55,104.18,100.52,108.06,160.96,121.62
2012-12-04,79.64,130.93,104.76,100.69,107.92,161.01,122.03
2012-12-05,79.77,130.7,104.61,100.85,107.97,160.92,121.31
2012-12-06,80.26,129.69,104.77,100.87,107.23,160.53,121.37
2012-12-07,80.41,129.28,104.87,101.16,107.03,160.43,121.22
2012-12-10,80.33,129.42,104.83,101.39,107.14,160.78,121.44
2012-12-11,80.06,130.03,105.23,101.41,107.24,161.11,121.19
2012-12-12,79.81,130.71,105.67,101.58,107.95,161.39,120.2
2012-12-13,79.93,130.77,105.18,101.59,108.28,161.13,119.54
2012-12-14,79.58,131.66,105.6,101.48,108.97,161.79,119.82
2012-12-17,79.57,131.62,105.4,101.64,108.99,162.04,119.21
2012-12-18,79.36,132.25,105.29,101.44,109.51,162.51,118.79
2012-12-19,79.27,132.1,104.89,101.13,109.37,162.41,118.97
2012-12-20,79.26,132.48,104.86,101.25,109.74,162.79,118.55
2012-12-21,79.62,131.88,104.06,100.71,109.18,161.72,118.73
2012-12-24,79.64,131.88,103.7,100.73,109.21,161.23,117.88
2012-12-25,79.64,,,,,,
2012-12-26,79.62,132.26,103.78,100.6,109.51,161.39,116.84
2012-12-27,79.62,132.42,103.77,100.52,109.56,161.11,116.15
2012-12-28,79.68,132.18,103.71,100.33,109.48,161.71,116.39
2012-12-31,79.77,131.95,103.96,100.78,109.3,162.62,115.25
2013-01-01,79.77,,,,,,
2013-01-02,79.84,131.81,104.93,101.44,108.93,162.54,114.54
2013-01-03,80.38,130.48,104.73,101.22,107.93,161.01,114.57
2013-01-04,80.5,130.69,104.77,101.31,108.14,160.71,113.44
2013-01-07,80.26,131.22,104.95,101.43,108.6,161.18,113.95
2013-01-08,80.34,130.82,104.98,101.37,108.22,160.57,114.82
2013-01-09,80.56,130.59,105.07,101.26,108.04,160.23,113.79
2013-01-10,79.74,132.65,105.94,101.64,109.39,161.64,112.64
2013-01-11,79.56,133.42,105.42,101.62,109.48,161.33,112.14
2013-01-14,79.49,133.81,105.73,101.64,108.45,160.78,111.7
2013-01-15,79.78,133.07,105.57,101.64,107.34,160.69,112.62
2013-01-16,79.8,132.9,105.73,101.44,107.44,160.09,113.14
2013-01-17,79.65,133.73,105.4,101.46,107.23,160.01,111.33
2013-01-18,80.04,133.21,105.08,100.84,107.03,158.75,110.98
2013-01-21,80.04,,,,,,
2013-01-22,79.87,133.22,105.6,100.81,107.64,158.4,112.72
2013-01-23,79.92,133.17,105.48,100.12,107.59,158.45,112.81
2013-01-24,79.95,133.75,104.68,99.78,107.67,157.9,110.74
2013-01-25,79.75,134.6,104.16,99.44,107.95,158.04,110.09
2013-01-28,79.75,134.53,104.15,99.4,107.95,156.93,110.27
2013-01-29,79.56,134.89,104.64,99.9,108.52,157.64,110.28
2013-01-30,79.28,135.65,104.07,99.9,109.74,157.98,109.81
2013-01-31,79.21,135.79,104.41,100.3,109.87,158.5,109.13
2013-02-01,79.21,136.41,104.07,100.34,110.09,156.95,107.79
2013-02-04,79.55,135.16,104.35,100.18,110.09,157.63,108.35
2013-02-05,79.49,135.83,104.1,100.45,110.13,156.63,106.77
2013-02-06,79.72,135.23,103.17,100.46,109.87,156.67,106.87
