Date,PHLX British Pound,PHLX Euro,U.K. 10Y,Germany 10Y
2012-03-25,160.15,133.42,2.202,1.805
2012-04-01,158.28,130.66,2.157,1.74
2012-04-08,158.47,130.77,2.041,1.729
2012-04-15,161.29,132.2,2.175,1.723
2012-04-22,162.65,132.53,2.123,1.696
2012-04-29,161.54,130.85,1.999,1.587
2012-05-06,160.61,129.17,1.963,1.526
2012-05-13,158.23,127.78,1.825,1.425
2012-05-20,156.63,125.17,1.7519999999999998,1.376
2012-05-27,153.65,124.3,1.5330000000000001,1.178
2012-06-03,154.76,125.16,1.6269999999999998,1.3159999999999998
2012-06-10,157.17,126.42,1.666,1.4340000000000002
2012-06-17,155.9,125.72,1.724,1.577
2012-06-24,157.06,126.65,1.735,1.605
2012-07-01,154.93,122.91,1.594,1.337
2012-07-08,155.64,122.49,1.551,1.263
2012-07-15,156.2,121.58,1.484,1.162
2012-07-22,157.39,123.18,1.538,1.392
2012-07-29,156.44,123.88,1.564,1.4080000000000001
2012-08-05,156.91,122.9,1.5430000000000001,1.383
2012-08-12,156.98,123.32,1.673,1.489
2012-08-19,158.09,125.12,1.528,1.367
2012-08-26,158.67,125.79,1.474,1.34
2012-09-02,160.24,128.15,1.686,1.5219999999999998
2012-09-09,162.17,131.3,1.966,1.71
2012-09-16,162.29,129.79,1.834,1.598
2012-09-23,161.7,128.59,1.7309999999999999,1.4340000000000002
2012-09-30,161.32,130.33,1.771,1.528
2012-10-07,160.75,129.53,1.72,1.459
2012-10-14,160.05,130.22,1.88,1.6019999999999999
2012-10-21,161.12,129.38,1.8630000000000002,1.544
2012-10-28,160.26,128.35,1.857,1.452
2012-11-04,158.93,127.11,1.736,1.344
2012-11-11,158.77,127.43,1.733,1.318
2012-11-18,160.33,129.73,1.8419999999999999,1.4380000000000002
2012-11-25,160.13,129.88,1.776,1.383
2012-12-02,160.43,129.28,1.743,1.296
2012-12-09,161.79,131.66,1.8619999999999999,1.355
2012-12-16,161.72,131.88,1.886,1.38
2012-12-23,161.71,132.18,1.821,1.306
2012-12-30,160.71,130.69,2.117,1.545
2013-01-06,161.33,133.42,2.083,1.584
2013-01-13,158.75,133.21,2.012,1.558
2013-01-20,158.04,134.6,2.056,1.6380000000000001
2013-01-27,156.95,136.41,2.097,1.665
2013-02-03,158.02,133.66,2.095,1.61
2013-02-10,155.18,133.62,2.1919999999999997,1.659
2013-02-17,151.59,131.92,2.112,1.568
2013-02-24,150.39,130.19,1.87,1.413
2013-03-03,149.17,130.06,2.062,1.526
2013-03-10,151.16,130.77,1.9380000000000002,1.452
2013-03-17,152.31,129.93,1.8519999999999999,1.3780000000000001
2013-03-24,151.95,128.18,1.768,1.2819999999999998
2013-03-31,153.37,129.92,1.631,1.21
2013-04-07,153.4,131.12,1.7280000000000002,1.2590000000000001
2013-04-14,152.33,130.52,1.663,1.252
2013-04-21,154.75,130.32,1.6780000000000002,1.209
2013-04-28,155.67,131.16,1.7269999999999999,1.245
2013-05-05,153.63,129.91,1.891,1.386
2013-05-12,151.67,128.39,1.8869999999999998,1.3159999999999998
2013-05-19,151.27,129.35,1.8980000000000001,1.431
2013-05-26,152.03,129.98,2.004,1.511
2013-06-02,155.59,132.19,2.069,1.546
2013-06-09,157.05,133.46,2.061,1.5130000000000001
2013-06-16,154.19,131.23,2.412,1.74
2013-06-23,152.13,130.15,2.443,1.73
2013-06-30,148.88,128.29,2.49,1.723
2013-07-07,151.07,130.68,2.3280000000000003,1.554
2013-07-14,152.74,131.43,2.285,1.525
2013-07-21,153.84,132.78,2.379,1.666
2013-07-28,152.95,132.76,2.428,1.6580000000000001
2013-08-04,155.02,133.44,2.461,1.682
2013-08-11,156.23,133.3,2.7039999999999997,1.8769999999999998
2013-08-18,155.7,133.84,2.71,1.932
2013-08-25,155.08,132.23,2.7739999999999996,1.855
2013-09-01,156.35,131.87,2.9410000000000003,1.9469999999999998
2013-09-08,158.76,132.96,2.9130000000000003,1.975
2013-09-15,160.04,135.25,2.9210000000000003,1.953
2013-09-22,161.4,135.23,2.7089999999999996,1.78
2013-09-29,160.1,135.58,2.74,1.8330000000000002
2013-10-06,159.56,135.41,2.739,1.8619999999999999
2013-10-13,161.73,136.87,2.716,1.8359999999999999
2013-10-20,161.64,138.03,2.6210000000000004,1.754
2013-10-27,159.26,134.85,2.648,1.693
2013-11-03,160.25,133.71,2.7689999999999997,1.7630000000000001
2013-11-10,161.22,134.97,2.7489999999999997,1.709
2013-11-17,162.33,135.54,2.792,1.749
2013-11-24,163.68,135.89,2.77,1.69
2013-12-01,163.56,137.04,2.9010000000000002,1.837
2013-12-08,163.04,137.43,2.9010000000000002,1.828
2013-12-15,163.27,136.73,2.946,1.8659999999999999
2013-12-22,164.82,137.49,3.0780000000000003,1.9509999999999998
2013-12-29,164.2,135.88,3.0239999999999996,1.944
2014-01-05,164.81,136.7,2.8739999999999997,1.8459999999999999
2014-01-12,164.23,135.4,2.833,1.755
2014-01-19,164.85,136.8,2.766,1.655
2014-01-26,164.37,134.85,2.7119999999999997,1.659
2014-02-02,164.1,136.36,2.713,1.661
2014-02-09,167.48,136.91,2.795,1.6869999999999998
2014-02-16,166.55,137.34,2.783,1.6669999999999998
2014-02-23,167.45,137.99,2.721,1.6269999999999998
2014-03-02,167.16,138.82,2.7960000000000003,1.653
2014-03-09,166.49,139.05,2.668,1.547
2014-03-16,164.86,137.93,2.75,1.633
2014-03-23,166.43,137.49,2.725,1.551
2014-03-30,165.73,137.05,2.685,1.557
2014-04-06,167.33,138.77,2.613,1.506
2014-04-13,167.91,138.32,2.67,1.515
2014-04-20,168.05,138.35,2.64,1.483
2014-04-27,168.69,138.83,2.6430000000000002,1.452
2014-05-04,168.49,137.7,2.6860000000000004,1.459
2014-05-11,168.09,136.92,2.5639999999999996,1.3359999999999999
2014-05-18,168.32,136.35,2.638,1.412
2014-05-25,167.53,136.37,2.571,1.357
2014-06-01,168.02,136.45,2.656,1.357
2014-06-08,169.69,135.25,2.7460000000000004,1.371
2014-06-15,170.13,135.99,2.761,1.349
2014-06-22,170.31,136.49,2.641,1.263
2014-06-29,171.6,136.12,2.759,1.266
2014-07-06,171.18,136.07,2.603,1.204
2014-07-13,170.89,135.23,2.572,1.16
2014-07-20,169.74,134.27,2.572,1.146
2014-07-27,168.21,134.3,2.549,1.14
2014-08-03,167.75,134.06,2.461,1.053
2014-08-10,166.94,133.99,2.3280000000000003,0.968
2014-08-17,165.7,132.45,2.406,0.987
2014-08-24,165.98,131.36,2.37,0.888
2014-08-31,163.26,129.49,2.463,0.934
2014-09-07,162.68,129.66,2.532,1.0859999999999999
2014-09-14,162.88,128.16,2.544,1.044
2014-09-21,162.5,126.93,2.469,0.968
2014-09-28,159.77,125.14,2.403,0.932
2014-10-05,160.75,126.24,2.217,0.893
2014-10-12,160.95,127.57,2.194,0.865
2014-10-19,160.9,126.71,2.229,0.888
2014-10-26,159.95,125.19,2.249,0.841
2014-11-02,158.66,124.58,2.213,0.825
2014-11-09,156.69,125.28,2.117,0.7909999999999999
2014-11-16,156.55,123.81,2.048,0.7709999999999999
2014-11-23,156.45,124.44,1.929,0.7020000000000001
2014-11-30,155.8,122.83,2.019,0.7829999999999999
2014-12-07,157.2,124.69,1.8,0.626
2014-12-14,156.26,122.29,1.85,0.594
2014-12-21,155.58,122.03,1.882,0.595
2014-12-28,153.27,120.02,1.7180000000000002,0.498
2015-01-04,151.6,118.43,1.599,0.48200000000000004
2015-01-11,151.45,115.61,1.537,0.45799999999999996
2015-01-18,149.89,112.28,1.479,0.366
2015-01-25,150.68,112.86,1.334,0.313
2015-02-01,152.34,113.15,1.6469999999999998,0.374
2015-02-08,153.99,113.9,1.6780000000000002,0.349
2015-02-15,153.97,113.79,1.767,0.37200000000000005
2015-02-22,154.35,111.96,1.798,0.324
2015-03-01,150.37,108.43,1.9509999999999998,0.4
2015-03-08,147.45,104.96,1.709,0.259
2015-03-15,149.49,108.14,1.516,0.185
2015-03-22,148.73,108.93,1.544,0.209
2015-03-29,148.34,108.83,1.591,0.183
2015-04-05,146.32,105.76,1.5819999999999999,0.156
2015-04-12,149.45,108.01,1.585,0.079
2015-04-19,151.88,108.73,1.6469999999999998,0.158
2015-04-26,151.46,111.97,1.844,0.364
2015-05-03,154.43,112.04,1.879,0.545
2015-05-10,157.24,114.61,1.875,0.639
2015-05-17,154.9,110.13,1.929,0.603
2015-05-24,152.91,109.88,1.815,0.486
2015-05-31,152.76,111.0,2.081,0.8490000000000001
2015-06-07,155.6,112.6,1.9909999999999999,0.852
2015-06-14,158.84,113.65,2.008,0.762
2015-06-21,157.45,111.68,2.188,0.922
2015-06-28,156.1,110.85,2.0,0.794
2015-07-05,155.16,111.6,2.0780000000000003,0.8959999999999999
2015-07-12,155.99,108.46,2.079,0.79
2015-07-19,155.09,109.74,1.9380000000000002,0.7
2015-07-26,156.22,109.83,1.883,0.648
2015-08-02,154.95,109.73,1.85,0.6579999999999999
2015-08-09,156.45,110.97,1.8780000000000001,0.657
2015-08-16,156.95,113.88,1.692,0.5720000000000001
2015-08-23,153.9,111.8,1.965,0.726
2015-08-30,151.7,111.47,1.828,0.664
2015-09-06,154.28,113.36,1.828,0.6579999999999999
2015-09-13,155.38,113.0,1.8319999999999999,0.665
2015-09-20,151.82,111.94,1.841,0.6509999999999999
2015-09-27,151.78,112.1,1.7009999999999998,0.516
2015-10-04,153.13,113.58,1.8630000000000002,0.621
2015-10-11,154.39,113.58,1.8019999999999998,0.5489999999999999
2015-10-18,153.14,110.15,1.8630000000000002,0.508
2015-10-25,154.26,110.07,1.923,0.523
2015-11-01,150.49,107.43,2.04,0.6971
2015-11-08,152.32,107.71,1.9809999999999999,0.5621
2015-11-15,151.92,106.49,1.876,0.4794
2015-11-22,150.41,105.95,1.818,0.4553
2015-11-29,151.12,109.0,1.9240000000000002,0.6897
2015-12-06,151.72,109.95,1.815,0.5432
2015-12-13,148.92,108.69,1.8319999999999999,0.551
2015-12-20,149.18,109.65,1.923,0.6284
2015-12-27,147.37,108.59,1.9609999999999999,0.6346
2016-01-03,145.19,109.25,1.7719999999999998,0.5092
2016-01-10,142.59,109.12,1.665,0.4726
2016-01-17,142.67,107.99,1.714,0.485
2016-01-24,142.46,108.31,1.5619999999999998,0.33399999999999996
2016-01-31,145.03,111.59,1.5630000000000002,0.301
2016-02-07,145.06,112.56,1.42,0.265
2016-02-14,144.06,111.29,1.4180000000000001,0.205
2016-02-21,138.73,109.31,1.4,0.146
2016-02-28,142.34,110.07,1.4869999999999999,0.239
2016-03-06,143.84,111.47,1.578,0.28
2016-03-13,144.79,112.71,1.452,0.218
2016-03-20,141.54,111.75,1.456,0.179
2016-03-27,142.3,113.94,1.411,0.145
2016-04-03,141.25,113.97,1.367,0.09699999999999999
2016-04-10,142.02,112.71,1.422,0.133
2016-04-17,144.06,112.25,1.6,0.23199999999999998
2016-04-24,146.1,114.47,1.598,0.282
2016-05-01,144.31,114.05,1.421,0.146
2016-05-08,143.59,113.08,1.3780000000000001,0.129
2016-05-15,145.01,112.23,1.452,0.171
2016-05-22,146.2,111.12,1.4369999999999998,0.14300000000000002
2016-05-29,145.15,113.66,1.2790000000000001,0.07400000000000001
2016-06-05,142.61,112.51,1.235,0.021
2016-06-12,143.59,112.76,1.145,0.02
2016-06-19,136.76,111.04,1.088,-0.0517
2016-06-26,132.68,111.38,0.863,-0.1301
2016-07-03,129.5,110.51,0.736,-0.184
2016-07-10,131.88,110.34,0.8340000000000001,0.006999999999999999
2016-07-17,131.14,109.75,0.799,-0.028999999999999998
2016-07-24,132.26,111.73,0.6859999999999999,-0.12
2016-07-31,130.7,110.87,0.6729999999999999,-0.067
2016-08-07,129.19,111.68,0.529,-0.107
2016-08-14,130.78,113.25,0.619,-0.034
2016-08-21,131.34,111.96,0.569,-0.071
2016-08-28,132.94,111.89,0.7290000000000001,-0.042
2016-09-04,132.67,112.32,0.861,0.012
2016-09-11,130.0,111.57,0.875,0.006999999999999999
2016-09-18,129.65,112.27,0.732,-0.081
2016-09-25,129.79,112.42,0.748,-0.12
2016-10-02,124.38,112.01,0.9790000000000001,0.021
2016-10-09,121.78,109.71,1.097,0.059000000000000004
2016-10-16,122.31,108.86,1.087,0.004
2016-10-23,121.9,109.86,1.261,0.168
2016-10-30,125.19,111.35,1.13,0.135
2016-11-06,126.02,108.57,1.365,0.309
2016-11-13,123.54,105.89,1.4580000000000002,0.272
2016-11-20,124.62,105.99,1.42,0.24100000000000002
2016-11-27,127.34,106.65,1.38,0.28
2016-12-04,125.75,105.6,1.4609999999999999,0.366
2016-12-11,124.88,104.52,1.439,0.315
2016-12-18,122.78,104.53,1.344,0.222
2016-12-25,123.5,105.25,1.24,0.20800000000000002
2017-01-01,122.95,105.33,1.382,0.299
2017-01-08,121.83,106.44,1.3659999999999999,0.34
2017-01-15,123.8,107.02,1.43,0.423
2017-01-22,125.48,106.99,1.469,0.46299999999999997
2017-01-29,124.85,107.85,1.3559999999999999,0.41200000000000003
2017-02-05,124.87,106.4,1.2570000000000001,0.314
2017-02-12,124.12,106.16,1.212,0.302
2017-02-19,124.59,105.8,1.079,0.182
2017-02-26,122.94,106.22,1.185,0.355
2017-03-05,121.54,106.74,1.2329999999999999,0.484
2017-03-12,123.99,107.27,1.246,0.436
2017-03-19,124.72,108.03,1.198,0.406
2017-03-26,125.54,106.59,1.14,0.331
2017-04-02,123.75,105.96,1.0759999999999998,0.228
2017-04-09,125.05,106.15,1.044,0.18899999999999997
2017-04-16,128.17,107.25,1.035,0.253
2017-04-23,129.51,108.98,1.0859999999999999,0.324
2017-04-30,129.83,109.98,1.117,0.415
2017-05-07,128.88,109.27,1.088,0.39399999999999996
2017-05-14,130.36,112.08,1.095,0.376
2017-05-21,128.09,111.84,1.01,0.33299999999999996
2017-05-28,128.95,112.83,1.038,0.273
2017-06-04,127.5,111.96,1.006,0.263
2017-06-11,128.1,111.98,1.0170000000000001,0.27699999999999997
2017-06-18,127.97,111.94,1.035,0.256
2017-06-25,131.75,114.24,1.2590000000000001,0.465
2017-07-02,128.95,114.02,1.3090000000000002,0.573
2017-07-09,130.8,114.67,1.3090000000000002,0.594
2017-07-16,129.95,116.61,1.175,0.505
2017-07-23,131.36,117.52,1.216,0.542
2017-07-30,130.48,117.74,1.176,0.47100000000000003
2017-08-06,129.3,118.2,1.063,0.385
2017-08-13,128.21,117.6,1.09,0.41600000000000004
2017-08-20,129.05,119.31,1.053,0.38
2017-08-27,129.51,118.6,1.058,0.379
2017-09-03,132.02,120.35,1.006,0.312
2017-09-10,135.83,119.45,1.3090000000000002,0.43200000000000005
2017-09-17,134.96,119.51,1.355,0.447
2017-09-24,133.98,118.13,1.3659999999999999,0.46399999999999997
2017-10-01,130.7,117.31,1.364,0.46
2017-10-08,132.86,118.21,1.371,0.405
2017-10-15,131.92,117.85,1.331,0.455
2017-10-22,131.28,116.09,1.35,0.384
2017-10-29,130.76,116.07,1.2670000000000001,0.364
2017-11-05,131.9,116.65,1.341,0.41
2017-11-12,132.17,117.92,1.296,0.36200000000000004
2017-11-19,133.24,119.25,1.251,0.361
2017-11-26,134.71,118.97,1.224,0.307
2017-12-03,133.99,117.73,1.2790000000000001,0.309
2017-12-10,133.17,117.5,1.1520000000000001,0.302
2017-12-17,133.62,118.63,1.2429999999999999,0.42200000000000004
2017-12-24,135.1,120.05,1.188,0.42700000000000005
2017-12-31,135.7,120.29,1.246,0.44
2018-01-07,137.29,121.99,1.337,0.515
2018-01-14,138.55,122.23,1.339,0.568
2018-01-21,141.62,124.27,1.445,0.626
2018-01-28,141.19,124.58,1.579,0.768
2018-02-04,138.26,122.52,1.5730000000000002,0.747
2018-02-11,140.23,124.05,1.5819999999999999,0.7070000000000001
2018-02-18,139.7,122.95,1.521,0.654
2018-02-25,138.02,123.17,1.475,0.647
2018-03-04,138.49,123.07,1.494,0.644
2018-03-11,139.52,122.96,1.431,0.5710000000000001
2018-03-18,141.34,123.57,1.446,0.525
2018-03-25,140.31,123.05,1.351,0.493
2018-04-01,140.87,122.93,1.395,0.5
2018-04-08,142.42,123.45,1.4369999999999998,0.511
2018-04-15,140.04,123.05,1.48,0.59
2018-04-22,137.82,121.37,1.446,0.57
2018-04-29,135.3,119.72,1.399,0.545
2018-05-06,135.46,119.48,1.439,0.5589999999999999
2018-05-13,134.69,117.84,1.5,0.5760000000000001
2018-05-20,133.09,116.55,1.324,0.406
2018-05-27,133.49,116.66,1.2819999999999998,0.385
2018-06-03,133.95,117.78,1.389,0.446
2018-06-10,132.81,116.17,1.327,0.40299999999999997
2018-06-17,132.64,116.62,1.32,0.336
2018-06-24,132.09,116.95,1.2790000000000001,0.303
2018-07-01,132.85,117.5,1.2670000000000001,0.29600000000000004
2018-07-08,132.32,116.93,1.273,0.284
2018-07-15,131.35,117.24,1.232,0.373
2018-07-22,131.12,116.62,1.28,0.405
2018-07-29,130.01,115.76,1.329,0.41
2018-08-05,127.69,114.18,1.2429999999999999,0.321
2018-08-12,127.56,114.45,1.235,0.306
2018-08-19,128.45,116.21,1.278,0.344
2018-08-26,129.64,116.13,1.43,0.331
2018-09-02,129.16,115.71,1.46,0.391
2018-09-09,130.7,116.24,1.531,0.445
2018-09-16,130.73,117.63,1.554,0.461
2018-09-23,130.3,115.97,1.574,0.47200000000000003
2018-09-30,131.2,115.3,1.726,0.5770000000000001
2018-10-07,131.54,115.75,1.6340000000000001,0.498
2018-10-14,130.72,115.21,1.579,0.45899999999999996
2018-10-21,128.33,114.23,1.385,0.35700000000000004
2018-10-28,129.74,113.88,1.493,0.426
2018-11-04,129.71,113.38,1.492,0.40700000000000003
2018-11-11,128.31,115.05,1.4140000000000001,0.36700000000000005
2018-11-18,128.07,113.33,1.382,0.34
2018-11-25,127.53,112.81,1.367,0.315
2018-12-02,127.31,113.84,1.2690000000000001,0.251
2018-12-09,125.87,113.08,1.242,0.256
2018-12-16,126.39,114.1,1.32,0.25
2018-12-23,126.99,114.37,1.268,0.23399999999999999
2018-12-30,127.24,113.68,1.2770000000000001,0.20600000000000002
2019-01-06,128.41,114.65,1.29,0.183
2019-01-13,128.75,113.7,1.354,0.263
2019-01-20,131.97,113.7,1.308,0.192
2019-01-27,130.81,114.5,1.249,0.166
2019-02-03,129.44,113.5,1.153,0.08800000000000001
2019-02-10,128.89,112.92,1.161,0.10400000000000001
2019-02-17,130.53,113.21,1.159,0.094
2019-02-24,132.09,114.06,1.296,0.184
2019-03-03,130.18,112.31,1.19,0.071
2019-03-10,132.99,113.5,1.212,0.083
2019-03-17,132.17,112.95,1.012,-0.012
2019-03-24,130.44,112.26,1.0,-0.071
2019-03-31,130.38,112.21,1.117,0.006
2019-04-07,130.83,113.1,1.212,0.057
2019-04-14,129.88,112.31,1.197,0.023
2019-04-21,129.17,111.57,1.143,-0.021
2019-04-28,131.73,111.85,1.22,0.024
2019-05-05,129.96,112.32,1.136,-0.044000000000000004
2019-05-12,127.18,111.65,1.035,-0.10300000000000001
2019-05-19,127.14,112.02,0.956,-0.11599999999999999
2019-05-26,126.38,111.81,0.887,-0.203
2019-06-02,127.4,113.39,0.815,-0.257
2019-06-09,125.93,112.59,0.847,-0.256
2019-06-16,127.32,113.81,0.8440000000000001,-0.284
2019-06-23,126.95,113.78,0.8320000000000001,-0.32799999999999996
2019-06-30,125.24,112.35,0.738,-0.361
2019-07-07,125.72,112.79,0.836,-0.248
2019-07-14,125.01,112.18,0.735,-0.322
2019-07-21,123.81,111.36,0.688,-0.377
2019-07-28,121.58,111.17,0.55,-0.495
2019-08-04,120.37,112.56,0.484,-0.575
2019-08-11,121.51,111.06,0.465,-0.684
2019-08-18,122.78,111.75,0.48,-0.677
2019-08-25,121.58,110.03,0.479,-0.703
2019-09-01,122.83,110.82,0.505,-0.637
2019-09-08,125.02,110.74,0.76,-0.445
2019-09-15,124.81,110.07,0.628,-0.522
2019-09-22,122.89,109.4,0.5,-0.575
2019-09-29,123.34,109.79,0.444,-0.5870000000000001
2019-10-06,126.5,110.43,0.708,-0.445
2019-10-13,129.75,111.72,0.71,-0.38
2019-10-20,128.27,110.8,0.6809999999999999,-0.364
2019-10-27,129.36,111.66,0.664,-0.381
2019-11-03,127.75,110.19,0.7909999999999999,-0.261
2019-11-10,129.04,110.55,0.73,-0.335
2019-11-17,128.33,110.15,0.706,-0.359
2019-11-24,129.33,110.17,0.6990000000000001,-0.36
2019-12-01,131.29,110.59,0.774,-0.287
2019-12-08,133.27,111.59,0.792,-0.29
2019-12-15,130.0,110.78,0.785,-0.25
2019-12-22,130.81,111.75,0.7559999999999999,-0.252
2019-12-29,130.83,111.59,0.74,-0.28
2020-01-05,130.64,111.15,0.7709999999999999,-0.235
2020-01-12,130.16,110.85,0.633,-0.214
2020-01-19,130.78,110.25,0.564,-0.336
2020-01-26,132.06,110.97,0.527,-0.434
2020-02-02,128.93,109.46,0.57,-0.385
2020-02-09,130.46,108.26,0.629,-0.401
2020-02-16,129.59,108.42,0.574,-0.428
2020-02-23,128.21,110.28,0.442,-0.608
2020-03-01,130.48,113.09,0.23199999999999998,-0.713
2020-03-08,122.69,111.25,0.409,-0.5479999999999999
2020-03-15,116.61,107.5,0.5589999999999999,-0.326
2020-03-22,124.55,111.53,0.363,-0.475
2020-03-29,122.63,108.1,0.31,-0.441
2020-04-05,124.66,109.32,0.305,-0.345
2020-04-12,125.1,108.79,0.303,-0.47200000000000003
2020-04-19,123.69,108.21,0.292,-0.474
2020-04-26,125.04,110.11,0.248,-0.589
2020-05-03,124.06,108.76,0.23600000000000002,-0.5379999999999999
2020-05-10,121.06,108.2,0.23,-0.528
2020-05-17,121.73,109.02,0.174,-0.488
2020-05-24,123.44,111.0,0.184,-0.44799999999999995
