Date,XAUUSD,XAUEUR,XAUGBP,XAUCAD,XAUCHF,XAUJPY,XAUAUD,XAUNZD
2014-10-01,1173.92,936.45,733.06,1321.27,1129.27,131717.0,1332.69,1504.1
2014-11-01,1167.04,937.08,745.66,1331.94,1126.78,138423.0,1371.05,1485.35
2014-12-01,1183.55,978.26,759.9,1375.22,1176.72,141665.0,1448.48,1517.18
2015-01-01,1282.8,1136.73,851.62,1633.87,1181.57,150732.0,1651.63,1766.42
2015-02-01,1212.55,1083.05,785.64,1516.73,1155.8,144942.0,1552.09,1602.54
2015-03-01,1183.1,1102.5,798.38,1501.01,1150.66,142126.0,1555.21,1583.3
2015-04-01,1183.85,1054.56,771.15,1429.62,1103.8,141293.0,1497.34,1553.94
2015-05-01,1189.75,1082.63,777.94,1480.58,1118.56,147654.0,1555.98,1672.1
2015-06-01,1172.2,1051.52,745.44,1463.18,1095.6,143484.0,1518.72,1731.29
2015-07-01,1095.4,996.81,701.01,1433.44,1057.61,135742.0,1498.91,1658.94
2015-08-01,1134.1,1011.45,739.47,1490.59,1097.09,137531.0,1594.28,1788.82
2015-09-01,1114.6,997.1,736.61,1483.7,1084.13,133569.0,1587.24,1742.32
2015-10-01,1142.0,1037.62,740.12,1493.28,1127.73,137737.0,1598.99,1683.37
2015-11-01,1064.02,1007.34,706.79,1422.2,1094.8,131001.0,1471.94,1615.6
2015-12-01,1060.91,976.25,719.34,1467.35,1062.21,127554.0,1455.46,1551.51
2016-01-01,1117.64,1031.13,784.31,1561.45,1143.01,135268.0,1577.03,1720.24
2016-02-01,1237.76,1138.67,889.78,1676.41,1235.82,139507.0,1732.86,1878.2
2016-03-01,1231.95,1082.37,857.61,1602.03,1184.03,138668.0,1607.87,1781.3
2016-04-01,1293.36,1128.78,884.89,1623.3,1240.98,137549.0,1700.89,1853.75
2016-05-01,1214.69,1090.88,838.93,1590.27,1206.67,134442.0,1678.44,1794.22
2016-06-01,1321.78,1190.04,992.85,1708.0,1289.93,136474.0,1773.73,1852.27
2016-07-01,1350.59,1208.38,1020.91,1760.06,1308.23,137818.0,1777.02,1871.86
2016-08-01,1308.45,1172.22,995.84,1714.57,1286.71,135318.0,1740.86,1804.23
2016-09-01,1315.8,1170.22,1013.87,1727.25,1278.17,133330.0,1714.62,1804.44
2016-10-01,1277.28,1162.96,1043.02,1712.58,1263.1,133872.0,1678.2,1785.41
2016-11-01,1172.7,1107.79,937.92,1575.89,1193.56,134255.0,1587.7,1655.82
2016-12-01,1151.46,1094.65,933.04,1546.41,1171.96,134571.0,1595.48,1656.06
2017-01-01,1210.51,1120.32,961.73,1576.32,1196.88,136470.0,1594.77,1653.61
2017-02-01,1248.52,1179.67,1007.97,1659.68,1254.96,140709.0,1629.42,1734.74
2017-03-01,1248.63,1171.96,994.52,1662.42,1252.34,139082.0,1636.81,1781.6
2017-04-01,1267.65,1163.09,978.5,1730.34,1261.31,141381.0,1691.78,1845.2
2017-05-01,1268.09,1127.59,983.63,1711.79,1227.0,140454.0,1706.26,1789.57
2017-06-01,1241.2,1086.01,952.64,1608.84,1189.19,139449.0,1613.0,1692.16
2017-07-01,1269.05,1071.56,960.32,1583.4,1227.02,139912.0,1585.66,1688.39
2017-08-01,1321.6,1109.47,1021.96,1649.36,1266.62,145323.0,1662.81,1840.16
2017-09-01,1279.1,1082.48,954.66,1594.6,1238.13,143856.0,1632.5,1774.25
2017-10-01,1271.2,1091.35,956.94,1637.81,1268.02,144434.0,1659.75,1856.04
2017-11-01,1274.36,1070.4,942.06,1643.24,1253.26,143398.0,1683.96,1864.82
2017-12-01,1302.45,1085.38,963.56,1638.09,1268.98,146747.0,1669.17,1837.54
2018-01-01,1344.7,1082.43,947.3,1655.61,1252.09,146817.0,1669.07,1825.17
2018-02-01,1317.66,1080.47,957.52,1690.66,1244.47,140563.0,1697.46,1826.64
2018-03-01,1324.0,1074.33,944.37,1706.77,1262.3,140688.0,1723.96,1829.23
2018-04-01,1314.95,1088.53,954.66,1688.66,1302.46,143763.0,1744.89,1868.36
2018-05-01,1297.92,1109.54,975.34,1681.04,1278.95,141181.0,1714.0,1853.04
2018-06-01,1252.25,1071.49,947.96,1644.2,1239.98,138574.0,1690.63,1850.25
2018-07-01,1223.41,1046.37,931.84,1591.04,1211.3,136851.0,1646.36,1793.86
2018-08-01,1200.71,1034.65,926.05,1565.25,1162.89,133327.0,1668.81,1812.12
2018-09-01,1191.69,1026.43,914.36,1537.76,1170.12,135471.0,1647.57,1799.86
2018-10-01,1214.14,1073.08,950.87,1596.63,1224.06,137095.0,1716.12,1862.22
2018-11-01,1221.88,1079.49,957.59,1624.25,1220.29,138635.0,1669.23,1774.44
2018-12-01,1282.73,1117.65,1004.68,1748.5,1258.32,140475.0,1817.65,1907.71
2019-01-01,1320.56,1154.22,1007.74,1733.48,1313.69,143855.0,1815.79,1909.74
2019-02-01,1312.66,1154.74,989.95,1728.92,1310.67,146248.0,1850.58,1928.3
2019-03-01,1291.9,1151.53,991.1,1723.91,1285.7,143194.0,1819.83,1898.18
2019-04-01,1283.35,1144.21,984.47,1717.51,1307.73,143004.0,1820.35,1922.33
2019-05-01,1305.25,1166.99,1032.92,1763.73,1306.31,141323.0,1880.17,1996.64
2019-06-01,1409.1,1239.23,1109.91,1844.71,1375.43,152030.0,2007.19,2096.79
2019-07-01,1413.55,1276.05,1162.41,1864.41,1404.85,153716.0,2065.17,2154.89
2019-08-01,1519.85,1382.85,1250.14,2023.34,1504.81,161579.0,2256.11,2409.14
2019-09-01,1472.0,1350.35,1197.45,1948.98,1468.91,159110.0,2180.64,2349.8
2019-10-01,1513.16,1356.25,1168.7,1990.64,1492.04,163408.0,2194.0,2358.16
2019-11-01,1463.9,1330.59,1133.5,1946.35,1465.89,160561.0,2166.98,2282.35
2019-12-01,1517.01,1352.78,1143.1,1969.53,1468.16,164762.0,2160.37,2250.76
2020-01-01,1589.81,1432.91,1204.13,2104.12,1530.99,172304.0,2375.34,2459.11
2020-02-01,1584.74,1437.01,1235.95,2122.92,1529.59,171263.0,2433.94,2533.56
2020-03-01,1571.05,1424.23,1265.08,2209.16,1509.75,168967.0,2560.45,2636.94
2020-04-01,1680.09,1538.32,1338.4,2350.24,1627.18,180672.0,2588.83,2751.06
2020-05-01,1726.3,1558.12,1400.64,2381.37,1662.41,186442.0,2593.75,2787.29
2020-06-01,1780.67,1584.41,1435.21,2416.12,1685.92,192107.0,2578.35,2757.26
2020-07-01,1974.69,1676.43,1509.13,2649.07,1802.58,209054.0,2764.56,2978.44
2020-08-01,1969.75,1648.14,1471.05,2566.45,1777.53,208326.0,2666.91,2920.69
2020-09-01,1885.44,1608.57,1459.07,2510.82,1736.23,198757.0,2632.0,2850.0
2020-10-01,1877.95,1612.3,1451.13,2501.59,1722.01,196565.0,2672.87,2837.6
2020-11-01,1777.02,1488.93,1333.28,2309.57,1614.92,185245.0,2418.12,2528.95
2020-12-01,1896.49,1553.65,1387.7,2416.27,1680.0,195959.0,2466.33,2641.0
2021-01-01,1846.09,1521.04,1347.22,2358.75,1643.57,193249.0,2415.08,2566.15
2021-02-01,1733.49,1435.25,1243.89,2208.29,1574.36,184755.0,2249.24,2394.98
2021-03-01,1707.01,1455.22,1238.4,2143.98,1610.63,188994.0,2246.39,2443.48
2021-04-01,1768.59,1471.13,1279.92,2173.42,1615.25,193254.0,2291.51,2468.72
2021-05-01,1906.36,1560.15,1342.18,2301.32,1715.59,209050.0,2466.91,2623.64
2021-06-01,1894.66,1555.11,1337.57,2294.2,1698.11,207376.5,2448.36,2632.03
