Date,US Coffee C,US Cotton #2,US Sugar #11,Orange Juice,US Cocoa,Lumber,London Cocoa,London Coffee,London Sugar
2010-03-29,138.15,80.68,17.51,135.0,2925.0,280.0,2246.0,1339.0,503.0
2010-03-30,138.95,79.59,17.88,135.4,2969.0,277.2,2262.0,1324.0,519.0
2010-03-31,136.15,80.92,16.59,135.3,2969.0,287.2,2255.0,1324.0,504.0
2010-04-01,137.4,81.64,16.7,135.35,2990.0,287.0,2251.0,1356.0,481.6
2010-04-05,139.65,82.21,16.4,135.7,2953.0,296.0,2251.0,1355.0,454.1
2010-04-06,139.2,82.31,15.89,133.4,2913.0,293.0,2188.0,1363.0,489.0
2010-04-07,137.55,80.97,16.16,130.35,2855.0,290.1,2148.0,1345.0,483.0
2010-04-08,134.7,80.0,15.92,126.5,2861.0,294.7,2141.0,1338.0,490.7
2010-04-09,132.7,79.65,16.39,129.8,2856.0,296.5,2131.0,1340.0,500.3
2010-04-12,133.55,79.61,16.54,130.4,2919.0,294.7,2152.0,1353.0,523.2
2010-04-13,132.2,82.0,16.98,130.7,2868.0,294.6,2121.0,1346.0,536.6
2010-04-14,131.85,81.02,17.53,130.9,2890.0,299.5,2116.0,1348.0,547.7
2010-04-15,131.75,81.98,16.85,131.0,2876.0,305.0,2125.0,1348.0,537.3
2010-04-16,129.1,81.57,15.95,130.3,2965.0,315.0,2180.0,1345.0,486.3
2010-04-19,129.0,81.7,16.91,133.2,2942.0,325.0,2171.0,1314.0,496.6
2010-04-20,129.15,84.65,16.46,136.95,3031.0,319.7,2212.0,1298.0,489.7
2010-04-21,129.7,85.2,16.55,137.6,3073.0,326.8,2239.0,1284.0,489.0
2010-04-22,131.1,84.9,16.07,132.85,3125.0,325.0,2264.0,1292.0,487.1
2010-04-23,131.8,85.77,15.66,134.35,3182.0,315.5,2305.0,1297.0,481.8
2010-04-25,,,15.99,,,,,,
2010-04-26,132.55,85.6,15.69,134.85,3219.0,307.1,2328.0,1289.0,480.1
2010-04-27,130.8,85.15,15.12,134.4,3195.0,302.5,2344.0,1244.0,465.0
2010-04-28,133.85,84.83,14.63,134.9,3184.0,300.2,2348.0,1266.0,455.1
2010-04-29,134.5,83.32,15.1,134.35,3198.0,301.2,2364.0,1282.0,465.0
2010-04-30,135.2,84.26,15.05,134.35,3229.0,291.5,2370.0,1292.0,470.1
2010-05-03,138.4,83.26,14.98,134.4,3220.0,287.1,2405.0,1292.0,470.6
2010-05-04,137.4,81.26,14.51,134.35,3159.0,282.2,2359.0,1341.0,453.2
2010-05-05,137.25,82.28,14.41,133.25,3190.0,284.0,2368.0,1335.0,450.8
2010-05-06,133.15,80.07,13.67,132.2,3190.0,275.0,2404.0,1313.0,442.5
2010-05-07,133.0,80.53,13.75,132.5,3000.0,272.6,2329.0,1331.0,437.8
2010-05-10,133.55,81.15,14.18,137.05,3061.0,279.6,2331.0,1337.0,448.0
2010-05-11,135.25,80.52,13.91,141.85,2955.0,270.8,2252.0,1351.0,451.2
2010-05-12,136.8,80.45,14.67,140.95,2959.0,271.5,2265.0,1368.0,471.0
2010-05-13,137.05,80.9,14.66,142.95,2900.0,270.0,2259.0,1354.0,474.5
2010-05-14,134.25,80.9,14.13,142.6,2812.0,263.0,2218.0,1328.0,466.0
2010-05-16,,,13.93,,,,,,
2010-05-17,134.55,81.3,13.89,142.85,2814.0,251.3,2230.0,1307.0,468.5
2010-05-18,136.25,82.11,14.8,144.5,2849.0,242.7,2261.0,1324.0,481.1
2010-05-19,132.5,83.19,14.93,146.3,2830.0,234.6,2269.0,1291.0,487.2
2010-05-20,131.65,82.27,14.99,145.25,2839.0,236.0,2279.0,1289.0,489.7
2010-05-21,132.4,82.93,15.65,146.7,2895.0,239.4,2315.0,1289.0,503.7
2010-05-24,132.25,82.14,15.19,144.9,2915.0,245.0,2339.0,1282.0,499.8
2010-05-25,132.75,81.96,15.25,139.4,2922.0,235.0,2398.0,1283.0,500.2
2010-05-26,133.7,81.96,15.36,139.6,2904.0,225.0,2432.0,1290.0,492.6
2010-05-27,134.75,81.21,14.92,141.2,2973.0,229.1,2434.0,1301.0,479.4
2010-05-28,134.25,80.01,14.19,142.9,2965.0,225.5,2420.0,1301.0,468.6
2010-05-31,134.3,80.05,14.25,142.75,,,2421.0,1338.0,468.6
2010-06-01,136.55,79.13,14.4,138.95,2990.0,228.9,2444.0,1349.0,471.9
2010-06-02,135.4,78.45,13.94,139.55,3042.0,223.0,2520.0,1338.0,456.8
2010-06-03,135.6,78.1,13.99,139.45,3048.0,232.0,2550.0,1346.0,459.1
2010-06-04,133.75,77.29,14.52,136.2,2919.0,228.0,2559.0,1336.0,468.2
2010-06-07,133.1,77.47,14.33,136.75,2927.0,218.0,2534.0,1338.0,470.0
2010-06-08,133.55,78.44,14.88,138.3,2962.0,214.1,2594.0,1341.0,487.2
2010-06-09,134.45,81.82,15.16,137.85,2972.0,206.0,2560.0,1383.0,500.9
2010-06-10,137.0,82.3,15.36,140.25,2919.0,209.2,2496.0,1473.0,508.6
2010-06-11,144.95,81.5,15.83,141.65,2919.0,204.0,2458.0,1560.0,524.0
2010-06-13,,,15.63,,,,,,
2010-06-14,150.95,79.52,16.05,143.65,2953.0,206.1,2485.0,1568.0,526.5
2010-06-15,159.35,79.39,16.18,143.15,2933.0,203.0,2464.0,1551.0,528.0
2010-06-16,158.75,79.47,16.27,142.7,2911.0,194.5,2430.0,1563.0,532.5
2010-06-17,156.35,79.04,15.79,142.25,2914.0,194.2,2418.0,1540.0,520.3
2010-06-18,160.25,78.37,15.58,142.5,2932.0,196.8,2456.0,1543.0,510.4
2010-06-21,158.95,78.98,16.18,140.5,2959.0,189.6,2465.0,1538.0,525.9
2010-06-22,159.1,79.23,16.21,139.95,3032.0,183.6,2516.0,1532.0,524.0
2010-06-23,158.6,79.69,16.25,140.75,3040.0,177.9,2500.0,1551.0,522.6
2010-06-24,166.75,80.0,16.82,141.6,3084.0,182.0,2541.0,1622.0,527.6
2010-06-25,167.0,80.35,17.29,142.9,3092.0,188.9,2554.0,1671.0,544.1
2010-06-28,166.3,79.99,17.19,142.5,3103.0,188.6,2574.0,1680.0,538.5
2010-06-29,161.5,79.36,17.58,143.5,2948.0,185.0,2540.0,1667.0,517.0
2010-06-30,164.2,79.0,18.03,148.25,2894.0,195.0,2503.0,1699.0,528.8
2010-07-01,166.2,79.08,16.28,149.65,2969.0,205.0,2597.0,1740.0,532.4
2010-07-02,162.3,78.1,16.7,151.2,2921.0,206.0,2555.0,1729.0,560.8
2010-07-04,164.05,78.07,16.44,150.58,,,2379.5,1749.0,
2010-07-05,164.05,78.07,17.1,150.58,,,2557.0,1688.0,571.5
2010-07-06,155.5,77.07,16.69,147.35,2938.0,195.5,2594.0,1625.0,573.3
2010-07-07,160.65,77.65,17.06,145.75,2941.0,203.0,2618.0,1644.0,589.9
2010-07-08,159.65,77.52,17.09,138.15,2939.0,202.0,2601.0,1671.0,605.8
2010-07-09,161.2,78.08,16.61,137.5,2963.0,198.2,2613.0,1682.0,606.5
2010-07-11,163.23,78.06,16.73,137.45,,,2387.0,1708.0,
2010-07-12,161.15,77.13,17.1,138.35,2962.0,198.2,2621.0,1680.0,610.8
2010-07-13,163.25,78.08,17.17,141.65,3026.0,205.6,2601.0,1696.0,596.7
2010-07-14,162.6,77.23,16.97,138.85,3134.0,204.0,2713.0,1709.0,578.2
2010-07-15,164.8,78.8,17.39,138.1,3067.0,198.0,2713.0,1730.0,574.0
2010-07-16,164.8,79.9,17.11,140.15,3165.0,206.9,2445.0,1741.0,582.7
2010-07-18,166.55,80.01,17.2,139.93,,,2444.5,1765.0,
2010-07-19,162.0,78.82,17.61,141.25,2981.0,198.6,2345.0,1720.0,534.0
2010-07-20,156.45,77.98,17.28,141.85,2977.0,198.8,2319.0,1678.0,538.3
2010-07-21,157.3,78.84,17.47,143.4,2935.0,201.3,2286.0,1650.0,542.2
2010-07-22,161.7,79.67,18.3,144.05,2916.0,209.0,2273.0,1669.0,559.7
2010-07-23,166.0,80.46,18.26,145.65,2966.0,209.5,2297.0,1710.0,559.2
2010-07-25,165.28,80.46,18.35,145.03,,,2299.5,1729.0,
2010-07-26,165.6,81.21,18.62,145.8,2973.0,208.0,2279.0,1703.0,566.1
2010-07-27,163.75,81.33,18.42,146.7,2980.0,200.3,2280.0,1691.0,566.6
2010-07-28,167.4,,18.87,145.5,3010.0,200.6,2271.0,1714.0,570.5
2010-07-29,173.05,,19.5,146.2,3046.0,201.5,2286.0,1741.0,577.3
2010-07-30,176.3,82.68,19.57,146.6,3091.0,209.0,2273.0,1741.0,585.7
2010-08-01,175.33,82.7,17.66,146.65,,,2272.5,1812.0,
2010-08-02,172.5,83.89,19.4,148.3,3082.0,214.6,2257.0,1778.0,571.5
2010-08-03,166.65,84.45,18.59,148.2,3058.0,205.1,2259.0,1717.0,545.1
2010-08-04,169.75,83.95,18.88,144.8,3118.0,208.0,2294.0,1741.0,555.0
2010-08-05,169.85,84.58,18.29,145.95,3113.0,206.5,2292.0,1740.0,545.2
2010-08-06,167.4,84.4,18.24,144.0,3006.0,201.0,2193.0,1718.0,539.8
2010-08-08,167.8,84.34,17.88,143.75,,,2187.0,1721.0,
2010-08-09,169.6,84.11,17.73,144.25,3012.0,205.0,2185.0,1724.0,524.1
2010-08-10,169.65,84.34,18.56,138.95,2906.0,200.1,2123.0,1708.0,534.7
2010-08-11,170.6,84.35,18.26,138.05,2854.0,198.4,2106.0,1708.0,532.6
2010-08-12,175.55,86.64,18.97,138.5,2876.0,199.9,2127.0,1735.0,549.6
2010-08-13,175.5,88.0,19.42,137.95,2854.0,202.0,2109.0,1731.0,549.9
2010-08-15,176.25,88.0,19.35,138.0,,,2033.0,1729.0,
2010-08-16,178.7,87.35,18.94,134.5,2838.0,199.6,2104.0,1730.0,551.2
2010-08-17,175.5,87.47,19.38,136.85,2838.0,207.5,2077.0,1744.0,551.4
2010-08-18,175.15,87.51,19.6,135.55,2839.0,210.0,2072.0,1712.0,558.0
2010-08-19,177.3,88.15,19.48,134.3,2849.0,215.7,2066.0,1711.0,558.5
2010-08-20,181.55,87.19,19.95,134.8,2790.0,219.5,2061.0,1751.0,575.4
2010-08-22,186.28,87.08,19.84,134.15,,,1999.0,1752.0,
2010-08-23,181.5,87.54,20.07,133.75,2798.0,213.3,2090.0,1737.0,577.8
2010-08-24,166.85,88.42,20.16,136.55,2777.0,208.5,2093.0,1600.0,569.9
2010-08-25,164.1,88.12,20.03,136.35,2719.0,210.6,2053.0,1559.0,586.9
2010-08-26,169.95,89.15,19.27,134.1,2710.0,215.6,2023.0,1563.0,569.9
2010-08-27,177.05,89.02,19.96,134.5,2675.0,211.5,1981.0,1597.0,577.3
2010-08-29,179.68,88.94,19.95,136.45,,,1931.0,1638.0,
2010-08-30,179.55,89.54,19.81,137.6,2672.0,213.9,,1597.0,577.3
2010-08-31,176.8,88.98,19.75,137.6,2698.0,204.5,1951.0,1602.0,578.7
2010-09-01,180.5,90.56,20.49,142.0,2707.0,204.9,1926.0,1617.0,580.9
2010-09-02,183.2,90.88,20.81,142.4,2691.0,207.5,1943.0,1611.0,592.2
2010-09-03,185.05,90.85,20.6,139.05,2727.0,207.5,1953.0,1604.0,592.3
2010-09-05,186.2,90.9,20.74,136.4,,,1951.0,1640.0,
2010-09-06,186.2,90.9,20.74,136.4,,,1963.0,1592.0,595.2
2010-09-07,190.7,91.13,21.45,142.05,2669.0,210.0,1925.0,1595.0,605.8
2010-09-08,193.1,90.59,21.38,142.55,2684.0,220.0,1890.0,1610.0,608.8
2010-09-09,189.15,90.79,22.43,150.1,2642.0,222.6,1872.0,1574.0,617.7
2010-09-10,188.25,91.31,22.73,147.65,2595.0,223.0,1839.0,1565.0,635.2
2010-09-12,189.85,91.34,22.61,145.2,,,1856.0,1582.0,
2010-09-13,187.5,92.76,23.34,146.05,2562.0,222.9,1815.0,1562.0,616.0
2010-09-14,193.7,94.37,24.36,146.5,2641.0,216.8,1843.0,1582.0,636.8
2010-09-15,192.65,93.52,23.82,148.1,2655.0,216.4,1816.0,1620.0,609.7
2010-09-16,190.35,95.52,24.48,148.4,2739.0,217.8,1884.0,1644.0,608.2
2010-09-17,187.85,98.72,24.61,149.9,2746.0,218.0,1884.0,1660.0,608.3
2010-09-20,180.55,99.39,24.29,150.4,2716.0,222.0,1865.0,1645.0,607.8
2010-09-21,182.9,101.62,23.79,159.7,2779.0,232.0,1905.0,1660.0,598.8
2010-09-22,179.95,99.78,24.31,162.3,2762.0,242.0,1886.0,1686.0,607.0
2010-09-23,181.65,97.15,24.7,157.1,2780.0,230.5,1879.0,1726.0,618.4
2010-09-24,180.6,100.27,25.44,158.2,2794.0,240.5,1883.0,1716.0,633.1
2010-09-27,182.25,103.94,26.09,158.55,2839.0,236.0,1900.0,1725.0,644.1
2010-09-28,188.95,105.26,26.84,155.85,2817.0,228.1,1893.0,1755.0,645.0
2010-09-29,185.75,100.97,26.82,152.25,2865.0,226.0,1924.0,1726.0,635.0
2010-09-30,183.05,101.98,25.3,156.95,2814.0,227.0,1910.0,1726.0,617.0
2010-10-01,181.1,97.79,23.36,155.65,2783.0,220.0,1868.0,1725.0,620.1
2010-10-04,172.5,97.64,22.99,154.65,2736.0,217.9,1847.0,1634.0,606.0
2010-10-05,177.0,98.85,23.74,158.5,2714.0,216.8,1828.0,1640.0,623.6
2010-10-06,175.55,99.89,23.54,150.45,2744.0,220.8,1848.0,1627.0,625.6
2010-10-07,173.45,103.77,25.16,151.2,2740.0,223.0,1840.0,1621.0,649.8
2010-10-08,182.15,107.34,26.32,153.75,2803.0,233.0,1870.0,1655.0,677.6
2010-10-11,178.65,110.39,26.59,150.05,2853.0,234.0,1905.0,1627.0,676.3
2010-10-12,185.7,109.47,27.45,150.7,2850.0,244.0,1914.0,1653.0,697.7
2010-10-13,186.15,111.31,27.5,148.4,2867.0,254.0,1914.0,1648.0,701.1
2010-10-14,187.6,114.96,27.94,141.1,2880.0,253.0,1902.0,1650.0,711.7
2010-10-15,186.4,109.83,27.06,145.85,2805.0,243.3,1850.0,1651.0,696.2
2010-10-18,185.6,113.5,27.58,147.0,2794.0,247.7,1859.0,1652.0,695.3
2010-10-19,190.9,109.29,28.33,148.55,2750.0,238.3,1853.0,1715.0,718.2
2010-10-20,196.75,114.37,28.81,146.45,2777.0,240.3,1860.0,1818.0,730.6
2010-10-21,201.0,115.49,28.35,144.9,2817.0,241.2,1902.0,1872.0,723.9
2010-10-22,198.85,119.73,28.22,147.75,2846.0,242.0,1925.0,1804.0,706.9
2010-10-25,200.5,124.79,28.5,149.25,2930.0,240.8,1963.0,1835.0,717.2
2010-10-26,201.75,128.13,27.96,149.9,2889.0,238.2,1920.0,1854.0,708.3
2010-10-27,200.3,123.55,28.59,152.1,2883.0,239.6,1917.0,1910.0,711.5
2010-10-28,196.6,122.05,28.71,156.3,2845.0,247.0,1872.0,1882.0,730.3
2010-10-29,203.45,124.62,29.12,161.7,2797.0,257.0,1856.0,1965.0,722.6
2010-11-01,197.7,129.38,29.45,160.4,2759.0,270.0,1842.0,1912.0,734.0
2010-11-02,199.4,134.63,30.12,165.5,2805.0,266.0,1870.0,1923.0,745.5
2010-11-03,196.15,136.03,30.15,165.4,2764.0,267.7,1827.0,1924.0,747.9
2010-11-04,205.8,139.51,31.66,165.65,2756.0,267.0,1818.0,1994.0,772.7
2010-11-05,205.15,142.27,31.76,162.25,2734.0,263.7,1786.0,1972.0,776.1
2010-11-08,208.1,147.62,31.88,158.85,2794.0,258.5,1829.0,2036.0,780.7
2010-11-09,217.05,151.24,33.11,160.8,2857.0,258.5,1873.0,2056.0,805.0
2010-11-10,212.25,147.09,32.81,158.0,2826.0,261.5,1847.0,1970.0,789.8
2010-11-11,206.65,143.69,29.66,156.4,2834.0,266.0,1846.0,1920.0,797.3
2010-11-12,200.45,140.08,26.21,156.0,2735.0,273.0,1800.0,1885.0,709.1
2010-11-15,204.45,134.05,27.03,157.5,2761.0,270.0,1837.0,1909.0,738.0
2010-11-16,197.8,129.1,26.31,152.65,2724.0,259.1,1840.0,1850.0,666.7
2010-11-17,199.45,123.72,26.47,151.95,2784.0,260.5,1870.0,1852.0,670.5
2010-11-18,208.65,129.35,28.15,152.85,2896.0,261.2,1935.0,1890.0,708.7
2010-11-19,209.85,123.08,26.15,151.65,2826.0,255.2,1881.0,1889.0,679.1
2010-11-22,206.15,118.99,26.5,153.7,2811.0,253.3,1878.0,1827.0,673.7
2010-11-23,210.35,111.52,27.33,152.55,2775.0,252.6,1868.0,1832.0,681.0
2010-11-24,207.15,116.03,27.95,152.55,2765.0,247.2,1860.0,1813.0,709.7
2010-11-25,,,,,,,1847.0,1808.0,717.3
2010-11-26,202.15,112.21,28.25,151.35,2756.0,250.0,1870.0,1800.0,718.4
2010-11-29,202.4,115.96,28.35,150.2,2721.0,245.7,1853.0,1763.0,727.8
2010-11-30,200.95,117.28,27.55,149.2,2772.0,247.0,1892.0,1763.0,710.0
2010-12-01,203.3,121.57,28.37,152.75,2726.0,251.0,1847.0,1800.0,725.3
2010-12-02,203.4,126.67,28.45,155.45,2836.0,252.0,1910.0,1867.0,727.9
2010-12-03,204.5,132.67,29.5,156.8,2905.0,249.3,1954.0,1864.0,740.0
2010-12-06,208.65,129.72,29.01,164.45,3048.0,248.1,2041.0,1860.0,743.8
2010-12-07,207.6,129.92,28.41,160.7,3068.0,249.5,2038.0,1875.0,732.3
2010-12-08,204.25,132.27,28.98,166.0,3015.0,259.5,2008.0,1881.0,732.4
2010-12-09,204.3,135.98,28.71,162.45,2971.0,269.5,1990.0,1923.0,727.2
2010-12-10,209.35,136.74,29.13,160.6,2857.0,266.5,1899.0,1921.0,722.5
2010-12-12,208.98,136.66,29.17,161.18,,,1898.0,1922.0,
2010-12-13,217.2,140.82,30.49,166.95,2861.0,272.4,1900.0,1946.0,755.2
2010-12-14,216.35,144.23,30.78,160.05,2912.0,270.6,1908.0,1914.0,769.4
2010-12-15,216.9,142.2,31.11,156.0,2950.0,280.6,1998.0,1922.0,767.9
2010-12-16,216.15,146.32,31.0,156.15,3003.0,288.5,2006.0,1936.0,767.3
2010-12-17,225.25,150.56,32.5,156.6,2951.0,298.5,1983.0,1973.0,790.7
2010-12-20,224.65,154.56,32.96,158.5,2958.0,307.0,1987.0,1976.0,798.1
2010-12-21,233.85,156.63,33.02,161.95,2975.0,298.7,2008.0,1990.0,810.3
2010-12-22,230.2,154.06,33.13,167.65,2970.0,307.0,2009.0,1988.0,784.5
2010-12-23,235.9,148.06,33.98,169.1,3020.0,308.8,2040.0,1984.0,820.9
2010-12-24,236.67,148.06,33.86,169.5,3015.0,,2036.0,1970.0,820.4
2010-12-27,237.45,146.65,33.64,174.0,3040.0,316.0,,,
2010-12-28,239.3,144.72,34.39,170.3,3065.0,312.5,,,
2010-12-29,239.65,140.64,33.83,170.5,3065.0,311.5,2053.0,1995.0,826.4
2010-12-30,236.3,143.46,30.38,170.25,3000.0,307.0,2023.0,2065.0,761.3
2010-12-31,240.5,143.7,32.12,172.35,3035.0,302.0,2017.0,2082.0,777.5
2011-01-03,238.7,141.38,31.98,180.3,3021.0,313.0,2011.0,2082.0,777.5
2011-01-04,234.95,144.93,31.0,177.55,2932.0,305.0,1962.0,2072.0,760.8
2011-01-05,233.0,145.39,32.2,173.65,2852.0,313.0,1934.0,1995.0,775.9
2011-01-06,233.0,141.35,30.24,183.35,2830.0,308.0,1924.0,2026.0,748.2
2011-01-07,230.7,140.31,31.53,188.6,2850.0,305.0,1928.0,2018.0,765.1
2011-01-10,231.25,143.33,31.74,179.1,2881.0,290.7,1940.0,2050.0,775.5
2011-01-11,234.7,147.62,32.75,178.95,2934.0,286.6,1970.0,2105.0,807.4
2011-01-12,240.6,150.14,32.02,177.8,2959.0,286.6,1980.0,2162.0,781.0
2011-01-13,237.5,144.23,32.06,172.5,2952.0,285.0,1964.0,2135.0,787.4
2011-01-14,234.6,142.17,30.89,173.05,3019.0,288.0,2006.0,2121.0,773.0
2011-01-17,234.8,142.16,30.77,171.78,3048.0,,2005.0,2135.0,774.2
2011-01-18,235.35,146.22,31.12,175.4,3036.0,297.1,2010.0,2140.0,780.2
2011-01-19,232.5,149.93,31.18,175.0,3100.0,297.6,2055.0,2110.0,771.6
2011-01-20,231.8,152.8,31.31,176.0,3178.0,303.4,2128.0,2108.0,768.3
2011-01-21,240.4,156.97,32.33,174.0,3184.0,313.4,2148.0,2140.0,790.7
2011-01-23,240.32,156.94,32.36,174.13,,,2147.0,2146.0,
2011-01-24,237.3,161.91,32.31,170.8,3312.0,320.0,2190.0,2107.0,796.2
2011-01-25,231.25,162.59,31.84,170.65,3335.0,311.0,2227.0,2084.0,781.5
2011-01-26,237.5,166.85,33.13,167.15,3352.0,308.0,2214.0,2093.0,799.1
2011-01-27,236.95,169.7,34.18,167.05,3358.0,309.3,2200.0,2061.0,824.5
2011-01-28,245.0,165.36,33.94,165.9,3277.0,315.0,2164.0,2100.0,814.4
2011-01-31,244.8,170.13,33.97,168.55,3352.0,310.0,2185.0,2100.0,811.6
2011-02-01,249.4,172.47,33.96,169.55,3313.0,315.7,2160.0,2231.0,819.2
2011-02-02,250.4,176.24,35.31,169.9,3352.0,305.7,2187.0,2225.0,844.5
2011-02-03,251.35,171.34,32.04,172.35,3358.0,300.0,2191.0,2239.0,814.2
2011-02-04,249.3,168.05,32.64,172.6,3251.0,301.5,2139.0,2207.0,794.4
2011-02-07,249.75,176.22,32.68,172.5,3223.0,298.6,2109.0,2215.0,799.5
2011-02-08,247.6,175.88,31.16,170.65,3239.0,301.9,2134.0,2195.0,768.7
2011-02-09,253.6,181.7,31.5,167.45,3272.0,309.0,2147.0,2221.0,761.5
2011-02-10,255.6,186.46,32.05,165.25,3397.0,313.5,2193.0,2224.0,785.4
2011-02-11,251.95,186.3,31.3,165.25,3374.0,313.2,2223.0,2216.0,773.8
2011-02-14,258.65,182.77,30.91,168.3,3400.0,308.0,2239.0,2239.0,750.5
