Date,US Dollar Index,PHLX Euro,PHLX Australian Dollar,PHLX Canadian Dollar,PHLX Swiss Franc,PHLX British Pound,PHLX Yen
2017-08-20,92.74,119.31,79.16,80.14,104.58,129.05,91.43
2017-08-27,92.81,118.6,79.7,80.66,103.63,129.51,90.69
2017-09-03,91.35,120.35,80.57,82.2,105.91,132.02,92.73
2017-09-10,91.87,119.45,80.02,81.99,104.2,135.83,90.21
2017-09-17,92.17,119.51,78.86,81.05,103.17,134.96,89.29
2017-09-24,93.08,118.13,78.29,80.2,103.29,133.98,88.92
2017-10-01,93.8,117.31,77.66,79.79,102.11,130.7,88.79
2017-10-08,93.09,118.21,79.12,80.22,102.61,132.86,89.43
2017-10-15,93.7,117.85,78.17,79.2,101.59,131.92,88.08
2017-10-22,94.92,116.09,76.81,78.05,100.13,131.28,87.97
2017-10-29,94.94,116.07,76.51,78.37,99.93,130.76,87.67
2017-11-05,94.39,116.65,76.6,78.85,100.4,131.9,88.06
2017-11-12,93.66,117.92,75.67,78.34,101.1,132.17,89.21
2017-11-19,92.78,119.25,76.15,78.69,102.06,133.24,89.64
2017-11-26,92.89,118.97,76.14,78.83,102.45,134.71,89.17
2017-12-03,93.9,117.73,75.1,77.83,100.74,133.99,88.13
2017-12-10,93.93,117.5,76.47,77.73,100.96,133.17,88.81
2017-12-17,93.35,118.63,77.09,78.57,101.13,133.62,88.27
2017-12-24,92.12,120.05,78.04,79.53,102.61,135.1,88.73
2017-12-31,91.95,120.29,78.64,80.54,102.59,135.7,88.45
2018-01-07,90.97,121.99,79.17,80.26,103.34,137.29,90.04
2018-01-14,90.57,122.23,79.9,80.02,103.82,138.55,90.27
2018-01-21,89.07,124.27,81.07,81.23,107.19,141.62,92.09
2018-01-28,89.19,124.58,79.33,80.46,107.38,141.19,90.76
2018-02-04,90.44,122.52,78.15,79.48,106.47,138.26,91.91
2018-02-11,89.1,124.05,79.05,79.63,108.13,140.23,94.15
2018-02-18,89.88,122.95,78.45,79.16,106.83,139.7,93.56
2018-02-25,89.94,123.17,77.54,77.63,106.69,138.02,94.56
2018-03-04,90.09,123.07,78.48,78.05,105.11,138.49,93.62
2018-03-11,90.23,122.96,77.17,76.36,105.02,139.52,94.64
2018-03-18,89.48,123.57,76.99,77.57,105.56,141.34,95.99
2018-03-25,89.97,123.05,76.8,77.61,104.55,140.31,93.94
2018-04-01,90.11,122.93,76.79,78.18,104.3,140.87,93.52
2018-04-08,89.8,123.45,77.64,79.27,103.95,142.42,93.16
2018-04-15,90.32,123.05,76.73,78.29,102.62,140.04,92.83
2018-04-22,91.54,121.37,75.82,77.9,101.27,137.82,91.74
2018-04-29,92.57,119.72,75.42,77.79,99.94,135.3,92.0
2018-05-06,92.54,119.48,75.41,78.02,100.01,135.46,91.38
2018-05-13,93.64,117.84,75.11,77.52,100.18,134.69,90.28
2018-05-20,94.19,116.55,75.55,77.13,101.02,133.09,91.37
2018-05-27,94.19,116.66,75.69,77.16,101.21,133.49,91.29
2018-06-03,93.55,117.78,76.03,77.3,101.39,133.95,91.21
2018-06-10,94.79,116.17,74.46,75.83,100.25,132.81,90.35
2018-06-17,94.52,116.62,74.43,75.33,101.16,132.64,90.88
2018-06-24,94.64,116.95,74.0,76.1,100.97,132.09,90.1
2018-07-01,94.04,117.5,74.3,76.42,100.99,132.85,90.53
2018-07-08,94.75,116.93,74.24,75.93,99.85,132.32,88.98
2018-07-15,94.45,117.24,74.13,76.03,100.75,131.35,89.7
2018-07-22,94.67,116.62,74.0,76.5,100.59,131.12,90.05
2018-07-29,95.14,115.76,73.97,76.91,100.56,130.01,89.88
2018-08-05,96.36,114.18,73.03,76.05,100.49,127.69,90.19
2018-08-12,96.1,114.45,73.19,76.46,100.42,127.56,90.56
2018-08-19,95.15,116.21,73.26,76.74,101.72,128.45,89.9
2018-08-26,95.14,116.13,71.93,76.65,103.21,129.64,90.19
2018-09-02,95.36,115.71,71.1,75.98,103.2,129.16,90.09
2018-09-09,94.93,116.24,71.51,76.68,103.36,130.7,89.24
2018-09-16,94.22,117.63,73.01,77.37,104.3,130.73,88.83
2018-09-23,95.13,115.97,72.22,77.44,101.84,130.3,87.96
2018-09-30,95.62,115.3,70.55,77.22,100.79,131.2,87.93
2018-10-07,95.22,115.75,71.16,76.71,100.82,131.54,89.11
2018-10-14,95.71,115.21,71.2,76.29,100.37,130.72,88.85
2018-10-21,96.36,114.23,70.93,76.24,100.3,128.33,89.38
2018-10-28,96.54,113.88,72.01,76.31,99.7,129.74,88.34
2018-11-04,96.91,113.38,72.26,75.7,99.44,129.71,87.87
2018-11-11,96.47,115.05,73.3,76.05,100.01,128.31,88.79
2018-11-18,96.92,113.33,72.3,75.61,100.24,128.07,88.61
2018-11-25,97.27,112.81,73.12,75.24,100.17,127.53,88.06
2018-12-02,96.51,113.84,72.05,75.05,100.94,127.31,88.7
2018-12-09,97.44,113.08,71.74,74.7,100.18,125.87,88.18
2018-12-16,96.96,114.1,70.41,73.52,100.5,126.39,90.28
2018-12-23,96.4,114.37,70.42,73.33,101.6,126.99,90.6
2018-12-30,96.18,113.68,71.2,74.77,101.37,127.24,92.15
2019-01-06,95.67,114.65,72.14,75.37,101.64,128.41,92.21
2019-01-13,96.34,113.7,71.67,75.41,100.42,128.75,91.09
2019-01-20,95.79,113.7,71.81,75.66,100.8,131.97,91.28
2019-01-27,95.58,114.5,72.5,76.33,100.47,130.81,91.3
2019-02-03,96.64,113.5,71.01,75.31,99.95,129.44,91.18
2019-02-10,96.9,112.92,71.41,75.5,99.47,128.89,90.46
2019-02-17,96.51,113.21,71.28,76.13,99.87,130.53,90.39
2019-02-24,96.53,114.06,70.81,75.2,100.11,132.09,89.4
2019-03-03,97.31,112.31,70.47,74.54,99.18,130.18,89.81
2019-03-10,96.59,113.5,70.91,74.92,99.76,132.99,89.71
2019-03-17,96.65,112.95,70.81,74.45,100.64,132.17,90.85
2019-03-24,97.28,112.26,70.96,74.96,100.52,130.44,90.17
2019-03-31,97.39,112.21,71.08,74.67,100.01,130.38,89.51
2019-04-07,96.97,113.1,71.67,75.04,99.75,130.83,89.26
2019-04-14,97.38,112.31,71.5,74.73,98.48,129.88,89.31
2019-04-21,98.01,111.57,70.42,74.26,98.08,129.17,89.61
2019-04-28,97.52,111.85,70.22,74.48,98.37,131.73,89.88
2019-05-05,97.33,112.32,70.02,74.51,98.83,129.96,91.19
2019-05-12,98.0,111.65,68.64,74.26,98.95,127.18,90.9
2019-05-19,97.61,112.02,69.24,74.42,99.74,127.14,91.48
2019-05-26,97.75,111.81,69.4,73.94,99.96,126.38,92.26
2019-06-02,96.54,113.39,70.0,75.33,101.27,127.4,92.43
2019-06-09,97.57,112.59,68.73,74.46,100.12,125.93,92.12
2019-06-16,96.22,113.81,69.24,75.57,102.55,127.32,93.19
2019-06-23,96.13,113.78,70.23,76.29,102.42,126.95,92.68
2019-06-30,97.29,112.35,69.94,76.43,100.84,125.24,92.2
2019-07-07,96.81,112.79,70.21,76.64,101.61,125.72,92.78
2019-07-14,97.15,112.18,70.42,76.51,101.84,125.01,92.84
2019-07-21,98.01,111.36,69.1,75.86,100.65,123.81,92.19
2019-07-28,98.07,111.17,68.03,75.61,101.8,121.58,93.82
2019-08-04,97.49,112.56,67.87,75.53,102.91,120.37,94.79
2019-08-11,98.14,111.06,67.79,75.34,102.22,121.51,94.01
2019-08-18,97.64,111.75,67.57,75.09,102.6,122.78,94.87
2019-08-25,98.92,110.03,67.38,74.85,101.02,121.58,94.1
2019-09-01,98.39,110.82,68.47,75.9,101.26,122.83,92.99
2019-09-08,98.26,110.74,68.79,75.24,100.98,125.02,92.66
2019-09-15,98.51,110.07,67.69,75.41,100.91,124.81,92.97
2019-09-22,99.11,109.4,67.66,75.49,100.92,122.89,92.66
2019-09-29,98.81,109.79,67.69,75.1,100.42,123.34,93.51
2019-10-06,98.3,110.43,67.87,75.75,100.25,126.5,92.35
2019-10-13,97.28,111.72,68.55,76.18,101.66,129.75,92.23
2019-10-20,97.83,110.8,68.26,76.57,100.53,128.27,92.03
2019-10-27,97.24,111.66,69.07,76.02,101.37,129.36,92.43
2019-11-03,98.35,110.19,68.58,75.75,100.3,127.75,91.55
2019-11-10,98.0,110.55,68.19,75.63,101.05,129.04,91.87
2019-11-17,98.27,110.15,67.85,75.18,100.26,128.33,92.06
2019-11-24,98.27,110.17,67.64,75.28,99.99,129.33,91.35
2019-12-01,97.7,110.59,68.39,75.46,100.96,131.29,92.09
2019-12-08,97.17,111.59,68.76,75.94,101.55,133.27,91.44
2019-12-15,97.69,110.78,68.99,75.98,101.76,130.0,91.46
2019-12-22,96.92,111.75,69.84,76.45,102.55,130.81,91.35
2019-12-29,96.84,111.59,69.52,76.94,102.83,130.83,92.52
2020-01-05,97.36,111.15,69.01,76.62,102.81,130.64,91.38
2020-01-12,97.64,110.85,68.74,76.55,103.37,130.16,90.78
2020-01-19,97.85,110.25,68.27,76.07,102.96,130.78,91.48
2020-01-26,97.39,110.97,66.88,75.55,103.8,132.06,92.3
2020-02-02,98.68,109.46,66.74,75.15,102.25,128.93,91.1
2020-02-09,99.12,108.26,67.13,75.46,101.81,130.46,91.11
2020-02-16,99.26,108.42,66.28,75.63,102.22,129.59,89.64
2020-02-23,98.13,110.28,65.08,74.58,103.66,128.21,92.5
2020-03-01,95.95,113.09,66.52,74.5,106.76,130.48,94.89
2020-03-08,98.75,111.25,61.82,72.46,105.11,122.69,92.43
2020-03-15,102.82,107.5,57.99,69.61,101.3,116.61,90.07
2020-03-22,98.36,111.53,61.67,71.38,105.12,124.55,92.65
2020-03-29,100.58,108.1,59.96,70.58,102.42,122.63,92.22
2020-04-05,99.52,109.32,63.38,71.55,103.48,124.66,92.19
2020-04-12,99.78,108.79,63.64,71.41,103.42,125.1,93.0
2020-04-19,100.38,108.21,63.87,70.93,102.8,123.69,93.01
2020-04-26,99.08,110.11,64.2,70.82,104.01,125.04,93.53
2020-05-03,99.73,108.76,65.34,71.75,102.98,124.06,93.74
2020-05-10,100.4,108.2,64.15,70.87,102.92,121.06,93.43
2020-05-17,99.86,109.02,65.36,71.46,102.95,121.73,92.9
2020-05-24,98.34,111.0,66.67,72.61,103.99,123.44,92.75
2020-05-31,96.94,112.84,69.68,74.44,103.92,126.66,91.22
2020-06-07,97.32,112.57,68.64,73.59,105.04,125.45,93.15
2020-06-14,97.62,111.79,68.34,73.49,105.0,123.5,93.58
2020-06-21,97.43,112.2,68.64,73.06,105.47,123.4,93.28
2020-06-28,97.17,112.41,69.2,73.7,105.79,124.66,92.99
2020-07-05,96.65,113.01,69.48,73.56,106.25,126.31,93.52
2020-07-12,95.94,114.28,69.95,73.63,106.54,125.69,93.42
2020-07-19,94.43,116.57,71.06,74.53,108.62,127.92,94.36
2020-07-26,93.35,117.79,71.38,74.56,109.47,130.83,94.49
2020-08-02,93.43,117.89,71.56,74.72,109.58,130.52,94.42
2020-08-09,93.1,118.44,71.73,75.43,110.01,130.88,93.87
2020-08-16,93.25,117.99,71.6,75.89,109.7,130.9,94.52
2020-08-23,92.37,119.06,73.66,76.34,110.6,133.52,94.91
2020-08-30,92.72,118.41,72.84,76.55,109.54,132.8,94.13
2020-09-06,93.33,118.45,72.84,75.88,110.0,127.95,94.19
2020-09-13,92.93,118.4,72.92,75.74,109.71,129.21,95.63
2020-09-20,94.64,116.33,70.27,74.7,107.64,127.45,94.73
2020-09-27,93.84,117.16,71.64,75.12,108.6,129.37,95.07
2020-10-04,93.06,118.27,72.42,76.23,109.94,130.46,94.67
2020-10-11,93.68,117.17,70.8,75.82,109.32,129.16,94.88
2020-10-18,92.77,118.61,71.38,76.18,110.6,130.42,95.46
2020-10-25,94.04,116.59,70.3,75.09,109.07,129.42,95.54
2020-11-01,92.23,118.7,72.57,76.77,111.1,131.55,96.76
2020-11-08,92.75,118.34,72.7,76.13,109.58,131.9,95.57
2020-11-15,92.39,118.6,73.04,76.37,109.79,132.7,96.3
2020-11-22,91.79,119.59,73.88,77.01,110.51,133.02,96.12
2020-11-29,90.7,121.22,74.25,78.2,112.08,134.42,96.0
2020-12-06,90.98,121.11,75.33,78.26,112.38,132.27,96.14
2020-12-13,90.02,122.65,76.25,78.2,113.23,135.2,96.8
2020-12-20,90.32,121.82,75.95,77.84,112.21,135.35,96.46
2020-12-27,89.94,122.39,77.19,78.51,113.14,136.72,96.87
2021-01-03,90.1,122.25,77.55,78.72,112.94,135.69,96.21
2021-01-10,90.77,120.94,76.9,78.63,112.17,135.88,96.26
2021-01-17,90.24,121.75,77.17,78.52,112.98,136.83,96.38
2021-01-24,90.58,121.38,76.42,78.25,112.24,137.05,95.49
2021-01-31,91.04,120.5,76.78,78.4,111.25,137.36,94.9
2021-02-07,90.48,121.2,77.6,78.79,112.15,138.53,95.31
2021-02-14,90.36,121.2,78.7,79.32,111.54,140.1,94.81
2021-02-21,90.88,120.74,77.06,78.5,110.07,139.29,93.82
2021-02-28,91.98,119.13,76.87,79.02,107.44,138.33,92.25
2021-03-07,91.68,119.54,77.6,80.13,107.55,139.22,91.73
2021-03-14,91.92,119.12,77.43,79.99,107.58,138.77,91.87
2021-03-21,92.77,118.13,76.37,79.34,106.47,137.89,91.18
2021-03-28,93.02,117.78,76.17,79.7,106.13,138.33,90.42
2021-04-04,92.16,118.94,76.23,79.8,108.17,137.06,91.19
2021-04-11,91.56,119.86,77.4,79.97,108.68,138.34,91.9
2021-04-18,90.86,121.01,77.38,80.16,109.41,138.81,92.7
2021-04-25,91.28,120.18,77.21,81.36,109.54,138.17,91.5
2021-05-02,90.23,121.65,78.44,82.41,110.94,139.74,92.07
2021-05-09,90.32,121.44,77.79,82.62,110.92,141.0,91.44
2021-05-16,90.02,121.82,77.29,82.87,111.37,141.47,91.74
2021-05-23,90.03,121.94,77.11,82.82,111.12,142.01,91.02
