Date,AUDUSD,NZDUSD,GBPUSD,USDCAD,Crude Oil WTI
2011-09-21,1.0044,0.799,1.5493,1.0078,85.92
2011-09-22,0.9728,0.7857,1.5339,1.0282,80.51
2011-09-23,0.9779,0.7759,1.5467,1.028,79.85
2011-09-26,0.9847,0.7792,1.5566,1.0253,80.24
2011-09-27,0.9904,0.7879,1.5634,1.0196,84.45
2011-09-28,0.9778,0.7718,1.5577,1.0332,81.21
2011-09-29,0.978,0.7694,1.5627,1.0356,82.14
2011-09-30,0.9664,0.7615,1.5585,1.0501,79.2
2011-10-03,0.9518,0.7524,1.5425,1.0547,77.61
2011-10-04,0.9575,0.7594,1.5484,1.0526,75.67
2011-10-05,0.9659,0.7652,1.5471,1.041,79.68
2011-10-06,0.9744,0.77,1.5438,1.0378,82.59
2011-10-07,0.9771,0.7694,1.556,1.0396,82.98
2011-10-10,0.9989,0.7827,1.5662,1.0272,85.41
2011-10-11,0.9956,0.7788,1.5588,1.0288,85.81
2011-10-12,1.0152,0.7946,1.5748,1.0176,85.57
2011-10-13,1.0187,0.7928,1.5762,1.0207,84.23
2011-10-14,1.0345,0.8054,1.5821,1.0097,86.8
2011-10-17,1.0154,0.7934,1.5743,1.0232,86.38
2011-10-18,1.0259,0.7936,1.5707,1.0152,88.34
2011-10-19,1.0229,0.7936,1.5771,1.0196,86.11
2011-10-20,1.0233,0.794,1.5789,1.0164,85.3
2011-10-21,1.0373,0.8033,1.5953,1.0071,87.4
2011-10-24,1.047,0.8048,1.5991,1.0038,91.27
2011-10-25,1.0427,0.7959,1.6,1.0165,93.17
2011-10-26,1.04,0.8,1.597,1.0042,90.2
2011-10-27,1.073,0.8234,1.6104,0.9907,93.96
2011-10-28,1.0702,0.821,1.6121,0.9919,93.32
2011-10-31,1.0537,0.8083,1.609,0.9996,93.19
2011-11-01,1.0332,0.7932,1.5947,1.02,92.19
2011-11-02,1.0341,0.7826,1.5947,1.0142,92.51
2011-11-03,1.0406,0.7954,1.6063,1.0073,94.07
2011-11-04,1.0375,0.7938,1.6031,1.0189,94.26
2011-11-07,1.0373,0.7953,1.6052,1.0131,95.52
2011-11-08,1.0395,0.7972,1.6093,1.0091,96.8
2011-11-09,1.0151,0.78,1.5924,1.0227,95.74
2011-11-10,1.0151,0.7773,1.5934,1.0174,97.78
2011-11-11,1.0277,0.7855,1.607,1.0124,98.99
2011-11-14,1.0198,0.7775,1.5909,1.0163,98.14
2011-11-15,1.0179,0.7691,1.5814,1.0212,99.37
2011-11-16,1.008,0.7632,1.5730000000000002,1.0236,102.59
2011-11-17,0.9994,0.7585,1.5751,1.0292,98.82
2011-11-18,1.0,0.7565,1.5791,1.0269,97.41
2011-11-21,0.9855,0.7494,1.5646,1.0381,96.92
2011-11-22,0.9840000000000001,0.7486,1.564,1.0379,98.01
2011-11-23,0.9686,0.7395,1.5518,1.0476,96.17
2011-11-24,0.9728,0.7412,1.5494,1.0468,
2011-11-25,0.9706,0.7408,1.5448,1.0488,96.77
2011-11-28,0.9893,0.755,1.5503,1.0356,98.21
2011-11-29,1.0032,0.7632,1.5615,1.0303,99.79
2011-11-30,1.0276,0.7789,1.5696,1.0194,100.36
2011-12-01,1.0231,0.7793,1.5694,1.0141,100.2
2011-12-02,1.0215,0.7773,1.5594,1.0181,100.96
2011-12-05,1.0274,0.78,1.5652,1.0171,100.99
2011-12-06,1.0238,0.7802,1.5595,1.0098,101.28
2011-12-07,1.0287,0.7802,1.5711,1.0095,100.49
2011-12-08,1.0168,0.7724,1.564,1.0221,98.34
2011-12-09,1.0217,0.7755,1.5659999999999998,1.0185,99.41
2011-12-12,1.0073,0.7613,1.5586,1.0262,97.77
2011-12-13,1.0007,0.7558,1.548,1.0339,100.14
2011-12-14,0.991,0.7494,1.5467,1.0394,94.95
2011-12-15,0.9916,0.7558,1.5509,1.0349,93.87
2011-12-16,0.997,0.7617,1.5519999999999998,1.0379,93.53
2011-12-19,0.9889,0.7566,1.5499,1.0379,93.88
2011-12-20,1.0076,0.7682,1.5656,1.0303,97.22
2011-12-21,1.0091,0.7682,1.5675,1.0266,98.67
2011-12-22,1.0128,0.774,1.5675,1.021,99.53
2011-12-23,1.0149,0.7745,1.5591,1.0198,99.68
2011-12-26,1.0168,0.774,1.5629,1.0201,
2011-12-27,1.0154,0.7718,1.5666,1.0189,101.34
2011-12-28,1.0091,0.7672,1.5452,1.0244,99.36
2011-12-29,1.0141,0.7717,1.5415,1.0208,99.65
2011-12-30,1.0227,0.7774,1.5537,1.0196,98.83
2012-01-02,1.0227,0.7807,1.5503,1.0196,
2012-01-03,1.0372,0.79,1.5647,1.011,102.96
2012-01-04,1.0366,0.7864,1.5616,1.0127,103.22
2012-01-05,1.025,0.7808,1.5484,1.0198,101.81
2012-01-06,1.0229,0.7807,1.5434,1.0272,101.56
2012-01-09,1.0238,0.7884,1.5457,1.0236,101.31
2012-01-10,1.0309,0.7942,1.5481,1.0170000000000001,102.24
2012-01-11,1.031,0.7979999999999999,1.5319,1.0192,100.87
2012-01-12,1.034,0.7936,1.5341,1.0183,99.1
2012-01-13,1.0314,0.7947,1.5319,1.0225,98.7
2012-01-16,1.0307,0.794,1.5322,1.0181,
2012-01-17,1.0381,0.8007,1.5339,1.0151,100.71
2012-01-18,1.0422,0.8033,1.5431,1.0117,100.59
2012-01-19,1.0418,0.8026,1.5490000000000002,1.0114,100.39
2012-01-20,1.0486,0.8064,1.5571,1.013,98.46
2012-01-23,1.0534,0.8112,1.5573,1.0076,99.58
2012-01-24,1.0478,0.8112,1.5615,1.0101,98.95
2012-01-25,1.0598,0.8174,1.5663,1.0042,99.4
2012-01-26,1.062,0.8206,1.5684,1.0017,99.7
2012-01-27,1.0653,0.8247,1.5734,1.001,99.56
2012-01-30,1.0593,0.8194,1.5703,1.0023,98.78
2012-01-31,1.0616,0.8248,1.5758,1.0029,98.48
2012-02-01,1.0699,0.8332,1.5829,0.9989,97.61
2012-02-02,1.0713,0.8316,1.5808,0.9992,96.36
2012-02-03,1.0776,0.836,1.5813,0.9931,97.84
2012-02-06,1.073,0.8335,1.5825,0.9956,96.91
2012-02-07,1.0804,0.8352,1.5904,0.9945,98.41
2012-02-08,1.0793,0.8336,1.5817,0.9961,98.71
2012-02-09,1.0787,0.8332,1.5817,0.9951,99.84
2012-02-10,1.0663,0.8266,1.5739,1.0023,98.67
2012-02-13,1.0737,0.8318,1.5768,0.9994,100.91
2012-02-14,1.0683,0.8352,1.5683,0.9990000000000001,100.74
2012-02-15,1.07,0.8324,1.5698,0.9992,101.8
2012-02-16,1.0758,0.8358,1.5804,0.9964,102.31
2012-02-17,1.0711,0.8321,1.5837,0.9959,103.24
2012-02-20,1.0753,0.8374,1.5844,0.9938,
2012-02-21,1.0665,0.8352,1.5784,0.9967,105.84
2012-02-22,1.0638,0.8286,1.5666,1.0001,106.28
2012-02-23,1.0709,0.8373,1.5736,0.9977,107.83
2012-02-24,1.0699,0.836,1.5888,0.9998,109.77
2012-02-27,1.0757,0.8404,1.5821,0.9990000000000001,108.56
2012-02-28,1.0779,0.8402,1.5904,0.9946,106.55
2012-02-29,1.0732,0.835,1.5917,0.9895,107.07
2012-03-01,1.0802,0.8388,1.5954,0.9859,108.84
2012-03-02,1.0735,0.8291,1.5837,0.9890000000000001,106.7
2012-03-05,1.0669,0.8216,1.5861,0.9946,106.72
2012-03-06,1.0548,0.8135,1.5719,1.0011,104.7
2012-03-07,1.0583,0.8144,1.5743,0.9979,106.16
2012-03-08,1.0644,0.8240000000000001,1.5826,0.9909,106.58
2012-03-09,1.0572,0.8214,1.5676,0.9911,107.4
2012-03-12,1.0511,0.8197,1.5639,0.9923,106.34
2012-03-13,1.055,0.8218,1.5709,0.9884,106.71
2012-03-14,1.0454,0.8078,1.5675,0.9928,105.43
2012-03-15,1.053,0.8190000000000001,1.571,0.992,105.11
2012-03-16,1.0594,0.8243,1.5845,0.9919,107.06
2012-03-19,1.0612,0.8254,1.5896,0.9869,108.09
2012-03-20,1.048,0.8176,1.5859999999999999,0.9918,105.61
2012-03-21,1.0456,0.8128,1.5871,0.9921,107.27
2012-03-22,1.0389,0.8109,1.5816,0.9991,105.35
2012-03-23,1.0464,0.8182,1.5868,0.9981,106.87
2012-03-26,1.0537,0.8225,1.597,0.9907,107.03
2012-03-27,1.0455,0.8195,1.595,0.9953,107.33
2012-03-28,1.0391,0.8183,1.589,0.9983,105.41
2012-03-29,1.0372,0.8174,1.5955,0.9969,102.78
2012-03-30,1.0345,0.8184,1.6013,0.9979,103.02
2012-04-02,1.0413,0.8247,1.6025,0.9908,105.23
2012-04-03,1.033,0.8166,1.5914,0.9908,104.01
2012-04-04,1.0263,0.8158,1.5886,0.9963,101.47
2012-04-05,1.0303,0.8156,1.5828,0.9933,103.31
2012-04-06,1.0305,0.8195,1.5886,0.9973,
2012-04-09,1.0305,0.8207,1.5894,0.9975,102.46
2012-04-10,1.0252,0.8142,1.5861,1.0044,101.02
2012-04-11,1.0306,0.8192,1.5907,1.0039,102.7
2012-04-12,1.0439,0.831,1.5959999999999999,0.9946,103.64
2012-04-13,1.0375,0.823,1.5848,0.9995,102.83
2012-04-16,1.0353,0.8192,1.5899,0.9999,102.93
2012-04-17,1.0387,0.8222,1.5919999999999999,0.9907,104.2
2012-04-18,1.0358,0.8171,1.6022,0.9912,102.67
2012-04-19,1.0335,0.8146,1.6054,0.9957,102.27
2012-04-20,1.0379,0.8187,1.6126,0.9917,103.05
2012-04-23,1.0316,0.8124,1.6128,0.991,103.11
2012-04-24,1.0316,0.8138,1.614,0.9872,103.55
2012-04-25,1.0375,0.8154,1.6168,0.9831,104.12
2012-04-26,1.0382,0.8132,1.6176,0.9853,104.55
2012-04-27,1.0471,0.8221,1.6267,0.9805,104.93
2012-04-30,1.0425,0.8183,1.6233,0.9871,104.87
2012-05-01,1.0333,0.8149,1.6219999999999999,0.9859,106.16
2012-05-02,1.0335,0.8068,1.6201,0.9866,105.22
2012-05-03,1.0263,0.8008,1.6182,0.9887,102.54
2012-05-04,1.0179,0.7955,1.6155,0.9955,98.49
2012-05-07,1.02,0.797,1.6193,0.993,97.94
2012-05-08,1.0118,0.7856,1.6157,0.9988,97.01
2012-05-09,1.004,0.784,1.6132,1.0025,96.81
2012-05-10,1.0071,0.7839,1.6145,1.0023,97.08
2012-05-11,1.0021,0.7829,1.6073,1.0008,96.13
2012-05-14,0.9961,0.7772,1.6093,1.0033,94.78
2012-05-15,0.9940000000000001,0.7696,1.5996,1.0068,93.98
2012-05-16,0.9915,0.7662,1.5913,1.0124,92.81
2012-05-17,0.9892,0.764,1.5796,1.0196,92.56
2012-05-18,0.9844,0.7559999999999999,1.5817,1.0221,91.48
2012-05-21,0.9909,0.767,1.5829,1.0174,92.57
2012-05-22,0.9799,0.7523,1.5763,1.0211,91.66
2012-05-23,0.9755,0.7490000000000001,1.5688,1.0248,89.9
2012-05-24,0.9767,0.754,1.5672,1.0265,90.66
2012-05-25,0.9761,0.7539,1.5661,1.0293,90.86
2012-05-28,0.9852,0.762,1.5682,1.0238,
2012-05-29,0.9848,0.7625,1.5641,1.0222,90.76
2012-05-30,0.9709,0.7533,1.5482,1.0299,87.82
2012-05-31,0.9729,0.753,1.5404,1.0333,86.53
2012-06-01,0.9705,0.7552,1.5363,1.0406,83.23
2012-06-04,0.9728,0.7567,1.5381,1.0397,83.98
2012-06-05,0.9742,0.7567,1.5381,1.0377,84.29
2012-06-06,0.9925,0.7707,1.5492,1.0279,85.02
2012-06-07,0.9899,0.7678,1.5529,1.0276,84.82
2012-06-08,0.9916,0.7703,1.5474,1.0263,84.1
2012-06-11,0.9864,0.769,1.548,1.0318,82.7
2012-06-12,0.9966,0.7778,1.5577,1.0259,83.32
2012-06-13,0.9933,0.7744,1.5509,1.0299,82.62
2012-06-14,1.0021,0.7826,1.5555,1.0231,83.91
2012-06-15,1.0082,0.7878,1.5717,1.0217,84.03
2012-06-18,1.0124,0.7921,1.567,1.0238,83.27
2012-06-19,1.0188,0.7981,1.5726,1.0181,84.03
2012-06-20,1.0193,0.7965,1.5717,1.0183,81.8
2012-06-21,1.0038,0.7867,1.5590000000000002,1.0291,78.2
2012-06-22,1.0065,0.7911,1.5590000000000002,1.0244,79.76
2012-06-25,1.0004,0.7875,1.5573,1.0289,79.21
2012-06-26,1.0062,0.7906,1.5639,1.0243,79.36
2012-06-27,1.0079,0.7919,1.557,1.0249,80.21
2012-06-28,1.004,0.7877,1.5512,1.0338,77.69
2012-06-29,1.024,0.8016,1.5709,1.0166,84.96
2012-07-02,1.025,0.8029999999999999,1.5696,1.0169,83.75
2012-07-03,1.0281,0.8037,1.5688,1.0122,87.66
2012-07-04,1.0274,0.8042,1.5595,1.0132,
2012-07-05,1.0290000000000001,0.8036,1.5526,1.0141,87.22
2012-07-06,1.0213,0.7979999999999999,1.5490000000000002,1.0194,84.45
2012-07-09,1.0212,0.7969,1.5528,1.0191,85.99
2012-07-10,1.0189,0.7937,1.5516,1.0225,83.91
2012-07-11,1.0254,0.7977,1.5503,1.0196,85.81
2012-07-12,1.0135,0.7897,1.5425,1.0188,86.08
2012-07-13,1.023,0.7959999999999999,1.5575,1.0145,87.1
2012-07-16,1.0248,0.7979999999999999,1.5636,1.015,88.43
2012-07-17,1.0316,0.7979,1.5655,1.0119,89.22
2012-07-18,1.0362,0.8003,1.5654,1.0103,89.87
2012-07-19,1.0428,0.8034,1.5724,1.0074,92.66
2012-07-20,1.0378,0.7998,1.5621,1.0124,91.44
2012-07-23,1.0259,0.7873,1.5507,1.0187,88.14
2012-07-24,1.0222,0.7844,1.5506,1.0223,88.5
2012-07-25,1.0311,0.7891,1.5497,1.0156,88.97
2012-07-26,1.0398,0.802,1.5687,1.0101,89.39
2012-07-27,1.0484,0.8093,1.5749,1.0034,90.13
2012-07-30,1.0503,0.8089,1.5711,1.0017,89.78
2012-07-31,1.0502,0.8088,1.5678,1.0031,88.06
2012-08-01,1.0461,0.8075,1.5536,1.0057,88.91
2012-08-02,1.0463,0.8102,1.5514,1.0073,87.13
2012-08-03,1.057,0.8189,1.5643,1.0013,91.4
2012-08-06,1.0568,0.8201,1.5603,1.0003,92.2
2012-08-07,1.0555,0.8163,1.5621,0.997,93.67
2012-08-08,1.0574,0.8145,1.5655,0.9943,93.35
2012-08-09,1.0579,0.812,1.5639,0.9911,93.36
2012-08-10,1.0577,0.8134,1.569,0.991,92.87
2012-08-13,1.0517,0.809,1.5684,0.9925,92.73
2012-08-14,1.0489,0.8055,1.5677,0.9923,93.43
2012-08-15,1.0504,0.8072,1.5684,0.9894,94.33
2012-08-16,1.0511,0.8105,1.5734,0.9866,95.6
2012-08-17,1.0419,0.8076,1.5701,0.9892,96.01
2012-08-20,1.0444,0.8088,1.5711,0.9885,95.97
2012-08-21,1.0488,0.8111,1.5784,0.9892,96.68
2012-08-22,1.0505,0.8140000000000001,1.5881,0.9915,97.26
2012-08-23,1.044,0.8128,1.5859,0.9939,96.27
2012-08-24,1.0404,0.8113,1.5812,0.9924,96.15
2012-08-27,1.0371,0.8088,1.5794,0.9907,95.47
2012-08-28,1.0376,0.8047,1.5818,0.9882,96.33
2012-08-29,1.0352,0.8005,1.5833,0.9894,95.49
2012-08-30,1.0290000000000001,0.7981,1.5786,0.9925,94.62
2012-08-31,1.0322,0.8035,1.5867,0.9865,96.47
2012-09-03,1.0246,0.7976,1.5887,0.9859,
2012-09-04,1.0225,0.7943,1.587,0.9859,95.3
2012-09-05,1.0192,0.7942,1.5902,0.9905,95.36
2012-09-06,1.0285,0.8015,1.5932,0.9828,95.53
2012-09-07,1.0385,0.8125,1.6006,0.9786,96.42
2012-09-10,1.0335,0.809,1.5989,0.9776,96.54
2012-09-11,1.0432,0.8173,1.607,0.973,97.17
2012-09-12,1.0467,0.8209,1.6107,0.9763,97.01
2012-09-13,1.0547,0.8309,1.6155,0.9685,98.31
2012-09-14,1.0551,0.8289,1.6217,0.9718,99.0
2012-09-17,1.0475,0.8262,1.625,0.9748,96.62
2012-09-18,1.0457,0.8273,1.6244,0.9743,95.29
2012-09-19,1.048,0.8266,1.6223,0.9746,91.98
2012-09-20,1.0435,0.8292,1.6216,0.977,91.87
2012-09-21,1.0458,0.8291,1.6229,0.9764,92.89
2012-09-24,1.0423,0.8228,1.6219999999999999,0.9788,91.93
2012-09-25,1.0391,0.8216,1.6188,0.9806,91.37
2012-09-26,1.0371,0.8242,1.6166,0.9854,89.98
2012-09-27,1.0443,0.8316,1.6237,0.9806,91.85
2012-09-28,1.0379,0.83,1.6166,0.9838,92.19
2012-10-01,1.0362,0.8276,1.6131,0.9823,92.48
2012-10-02,1.0267,0.8276,1.6133,0.9840000000000001,91.89
2012-10-03,1.0215,0.8193,1.6076,0.9876,88.14
2012-10-04,1.024,0.8218,1.6191,0.9805,91.71
2012-10-05,1.0186,0.8181,1.6137,0.9787,89.88
2012-10-08,1.0190000000000001,0.8193,1.6027,0.9769,89.33
2012-10-09,1.0206,0.8179,1.6003,0.9784,92.39
2012-10-10,1.0234,0.8163,1.6005,0.9817,91.25
2012-10-11,1.0266,0.8175,1.6045,0.9786,92.07
2012-10-12,1.0232,0.8168,1.6072,0.9803,91.86
2012-10-15,1.0253,0.8185,1.6071,0.9808,91.85
2012-10-16,1.0275,0.8141,1.6111,0.9867,92.09
2012-10-17,1.0383,0.8220000000000001,1.6149,0.9778,92.12
2012-10-18,1.0366,0.8184,1.6045,0.9853,92.1
2012-10-19,1.033,0.8159,1.6005,0.9937,90.05
2012-10-22,1.0322,0.8176,1.6014,0.9921,88.73
2012-10-23,1.0265,0.8116,1.5953,0.9924,86.67
2012-10-24,1.0356,0.8204,1.6038,0.9935,85.73
2012-10-25,1.0347,0.818,1.6118,0.9949,86.05
2012-10-26,1.0374,0.8228,1.6105,0.9966,86.28
2012-10-29,1.0332,0.8191,1.6033,1.0011,85.54
2012-10-30,1.036,0.8208,1.6075,0.9993,85.68
2012-10-31,1.0375,0.8225,1.6130000000000002,0.9993,86.24
2012-11-01,1.04,0.8270000000000001,1.6130000000000002,0.9965,87.09
2012-11-02,1.0336,0.8252,1.6025,0.996,84.86
2012-11-05,1.0365,0.8254,1.5979,0.9963,85.65
2012-11-06,1.0434,0.8270000000000001,1.5997,0.9921,88.71
2012-11-07,1.0411,0.8185,1.5986,0.9969,84.44
2012-11-08,1.0405,0.8149,1.5982,1.0004,85.09
2012-11-09,1.0383,0.8141,1.5897,1.0017,86.07
2012-11-12,1.0428,0.8175,1.5876,0.9999,85.57
2012-11-13,1.0434,0.816,1.5871,1.0021,85.38
2012-11-14,1.0375,0.8101,1.5841,1.004,86.32
2012-11-15,1.0332,0.8092,1.5867,1.0007,85.45
2012-11-16,1.0342,0.8125,1.5886,1.0013,86.67
2012-11-19,1.0414,0.8201,1.5909,0.9963,89.28
2012-11-20,1.0388,0.8172,1.5926,0.9968,86.75
2012-11-21,1.0368,0.8147,1.5952,0.9963,87.38
2012-11-22,1.0389,0.8158,1.5938,0.9971,
2012-11-23,1.0461,0.8238,1.6033,0.9929,88.28
2012-11-26,1.0464,0.8218,1.6027,0.9934,87.74
2012-11-27,1.0446,0.8202,1.6022,0.9947,87.18
2012-11-28,1.0477,0.8237,1.6014,0.992,86.49
2012-11-29,1.0434,0.8227,1.6041,0.9926,88.07
2012-11-30,1.0427,0.8201,1.6012,0.9944,88.91
2012-12-03,1.0421,0.8209,1.609,0.9951,89.09
2012-12-04,1.047,0.8238,1.6101,0.9927,88.5
2012-12-05,1.0457,0.8288,1.6096,0.9916,87.88
2012-12-06,1.0486,0.8327,1.605,0.9913,86.26
2012-12-07,1.0488,0.8325,1.6038,0.9885,85.93
2012-12-10,1.0489,0.8348,1.6076,0.9866,85.56
2012-12-11,1.0528,0.8394,1.6115,0.9861,85.79
2012-12-12,1.0554,0.8436,1.6149,0.9844,86.77
2012-12-13,1.0528,0.843,1.6111,0.9849,85.89
2012-12-14,1.0562,0.8463,1.6168,0.9856,86.73
2012-12-17,1.0552,0.8449,1.6204,0.9834,87.2
2012-12-18,1.0534,0.8414,1.6252,0.9857,87.93
2012-12-19,1.0482,0.8342,1.6246,0.9889,89.51
2012-12-20,1.0482,0.8339,1.6280000000000001,0.9874,90.13
2012-12-21,1.0402,0.8240000000000001,1.6172,0.9933,88.66
2012-12-24,1.036,0.8223,1.6124,0.993,88.61
2012-12-25,1.0357,0.8216,1.6128,0.9925,
2012-12-26,1.0377,0.8197,1.6136,0.9943,90.98
2012-12-27,1.0377,0.8209,1.6099,0.9952,90.87
2012-12-28,1.0373,0.8198,1.617,0.997,90.8
2012-12-31,1.0394,0.8286,1.6253,0.9922,91.82
2013-01-01,1.0396,0.8276,1.6244,0.993,
2013-01-02,1.0505,0.8341,1.6256,0.9849,93.12
2013-01-03,1.0466,0.828,1.6107,0.9879,92.92
2013-01-04,1.048,0.8317,1.6071,0.9871,93.09
2013-01-07,1.0503,0.8371,1.6114,0.9857,93.19
2013-01-08,1.0503,0.8366,1.6056,0.9867,93.15
2013-01-09,1.0514,0.8397,1.6023,0.9877,93.1
2013-01-10,1.0598,0.8456,1.6168,0.9832,93.82
2013-01-11,1.0536,0.8364,1.6132,0.9848,93.56
2013-01-14,1.0566,0.8432,1.6078,0.9838,94.14
2013-01-15,1.0566,0.8397,1.6066,0.9842,93.28
2013-01-16,1.0573,0.841,1.6007,0.9859,94.24
2013-01-17,1.0546,0.8362,1.5993,0.9859,95.49
2013-01-18,1.0511,0.8371,1.5868,0.9918,95.56
2013-01-21,1.0516,0.836,1.5830000000000002,0.9929,
2013-01-22,1.0566,0.8409,1.584,0.9919,96.24
2013-01-23,1.0555,0.8424,1.5846,0.9991,95.23
2013-01-24,1.045,0.8378,1.5789,1.0025,95.95
2013-01-25,1.0423,0.8373,1.5803,1.0057,95.88
2013-01-28,1.0417,0.8341,1.5695,1.0061,96.44
2013-01-29,1.0476,0.8395,1.5763,1.0008,97.57
2013-01-30,1.0417,0.8359,1.5802,1.0015,97.94
2013-01-31,1.0424,0.8388,1.5857,0.997,97.49
2013-02-01,1.0406,0.8454,1.5692,0.9965,97.77
2013-02-04,1.0438,0.8432,1.5762,0.9988,96.17
2013-02-05,1.0388,0.845,1.5659,0.9956,96.64
2013-02-06,1.032,0.8397,1.5662,0.9957,96.62
2013-02-07,1.0282,0.833,1.5716,0.9979,95.83
2013-02-08,1.032,0.8361,1.5798,1.0024,95.72
2013-02-11,1.0255,0.8353,1.5659,1.0048,97.03
2013-02-12,1.0307,0.8403,1.5663,1.0022,97.51
2013-02-13,1.037,0.8456,1.5543,1.0019,97.01
2013-02-14,1.036,0.8507,1.5494,1.001,97.31
2013-02-15,1.0305,0.8449,1.5518,1.0063,95.86
2013-02-18,1.0307,0.8451,1.5466,1.0106,
2013-02-19,1.0354,0.8469,1.5424,1.0114,96.66
2013-02-20,1.0257,0.8356,1.5234,1.0166,94.46
2013-02-21,1.0246,0.8340000000000001,1.5254,1.0185,92.84
2013-02-22,1.032,0.8379,1.5162,1.0214,93.13
2013-02-25,1.0259,0.8333,1.5162,1.0261,93.11
2013-02-26,1.0228,0.8256,1.5124,1.0261,92.63
2013-02-27,1.0233,0.8278,1.516,1.0227,92.76
2013-02-28,1.0214,0.8247,1.5162,1.0305,92.05
2013-03-01,1.0202,0.8252,1.5038,1.0269,90.68
2013-03-04,1.0196,0.8277,1.5115,1.0273,90.12
2013-03-05,1.0259,0.8312,1.5126,1.0271,90.82
2013-03-06,1.0232,0.8284,1.5018,1.032,90.43
2013-03-07,1.0267,0.8279,1.5014,1.0295,91.56
2013-03-08,1.0233,0.8220000000000001,1.4918,1.0284,91.95
2013-03-11,1.0282,0.8281,1.4914,1.0259,92.06
2013-03-12,1.0324,0.8270000000000001,1.4904,1.0257,92.54
2013-03-13,1.0298,0.8184,1.4922,1.0276,92.52
2013-03-14,1.0383,0.8219,1.5082,1.0223,93.03
2013-03-15,1.0409,0.8275,1.5116,1.0194,93.45
2013-03-18,1.0402,0.8267,1.5106,1.0223,93.74
2013-03-19,1.0369,0.8248,1.5099,1.0267,92.16
2013-03-20,1.0379,0.8226,1.5097,1.0261,92.96
2013-03-21,1.0438,0.8316,1.5173,1.0252,92.45
2013-03-22,1.0444,0.8359,1.5231,1.0232,93.71
2013-03-25,1.0467,0.835,1.5175,1.0213,94.81
2013-03-26,1.0484,0.8394,1.516,1.016,96.34
2013-03-27,1.0444,0.8366,1.5131,1.016,96.58
2013-03-28,1.0412,0.8369,1.5194,1.0162,97.23
2013-03-29,1.0419,0.8375,1.5202,1.0175,
2013-04-01,1.0424,0.8370000000000001,1.5229,1.0168,97.07
2013-04-02,1.0448,0.8418,1.5104,1.0145,97.19
2013-04-03,1.0462,0.8417,1.5128,1.0145,94.45
2013-04-04,1.0436,0.8424,1.5235,1.0128,93.26
2013-04-05,1.0376,0.8434,1.5335,1.0175,92.7
2013-04-08,1.0412,0.846,1.5254,1.0166,93.36
2013-04-09,1.0488,0.8525,1.5322,1.0164,94.2
2013-04-10,1.0543,0.8573,1.5331,1.0142,94.64
2013-04-11,1.0545,0.8633,1.5384,1.0103,93.51
2013-04-12,1.0507,0.8589,1.5343,1.0136,91.29
2013-04-15,1.0313,0.8407,1.5285,1.0257,88.71
2013-04-16,1.0391,0.8491,1.5362,1.021,88.72
2013-04-17,1.0297,0.8442,1.5238,1.0263,86.68
2013-04-18,1.0302,0.8413,1.528,1.0259,87.73
2013-04-19,1.0275,0.8421,1.5232,1.0265,88.01
2013-04-22,1.0275,0.8424,1.5293,1.0255,88.76
2013-04-23,1.0263,0.8397,1.5238,1.0257,89.18
2013-04-24,1.0278,0.8478,1.5268,1.0256,91.43
2013-04-25,1.0293,0.8498,1.5433,1.0198,93.64
2013-04-26,1.028,0.8478,1.548,1.0168,93.0
2013-04-29,1.035,0.8568,1.5501,1.0112,94.5
2013-04-30,1.0371,0.8552,1.5533,1.0074,93.46
2013-05-01,1.0278,0.8498,1.5555,1.0084,91.03
2013-05-02,1.0249,0.8496,1.5535,1.0103,93.99
2013-05-03,1.0319,0.8532,1.5572,1.008,95.61
2013-05-06,1.0254,0.8515,1.5543,1.0068,96.16
2013-05-07,1.0185,0.8457,1.5486,1.0043,95.62
2013-05-08,1.0171,0.8401,1.5534,1.003,96.62
2013-05-09,1.0093,0.8392,1.5449,1.0069,96.39
2013-05-10,1.0023,0.83,1.5364,1.0099,96.04
2013-05-13,0.9953,0.8249,1.5299,1.0107,95.17
2013-05-14,0.9890000000000001,0.8198,1.5212,1.0181,94.21
2013-05-15,0.9899,0.8243,1.5235,1.0158,94.3
2013-05-16,0.9809,0.8162,1.5271,1.0194,95.16
2013-05-17,0.9728,0.8065,1.5171,1.028,96.02
2013-05-20,0.9809,0.8173,1.5255,1.0242,96.71
2013-05-21,0.9804,0.8169,1.5156,1.0265,96.16
2013-05-22,0.9698,0.8077,1.5048,1.037,94.28
2013-05-23,0.9751,0.8136,1.5108,1.0305,94.25
2013-05-24,0.9647,0.8096,1.5126,1.0318,94.15
2013-05-27,0.9633,0.8085,1.5103,1.0339,93.83
2013-05-28,0.9616,0.8075,1.5042,1.04,95.01
2013-05-29,0.9634,0.8095,1.5131,1.0352,93.13
2013-05-30,0.9662,0.8074,1.5233,1.0299,93.61
2013-05-31,0.9572,0.7939,1.52,1.0378,91.97
2013-06-03,0.9772,0.8088,1.5322,1.0278,93.45
2013-06-04,0.965,0.8016,1.5313,1.0341,93.31
2013-06-05,0.9544,0.7972,1.5406,1.0345,93.74
2013-06-06,0.9593,0.8024,1.5602,1.0265,94.76
2013-06-07,0.9495,0.7887,1.5558,1.0196,96.03
2013-06-10,0.9464,0.7903,1.5572,1.0194,95.77
2013-06-11,0.9426,0.7875,1.5648,1.0185,95.38
