Date,PHLX British Pound,PHLX Euro,U.K. 10Y,Germany 10Y
2010-01-04,160.96,144.14,3.9730000000000003,3.39
2010-01-05,159.95,143.61,4.004,3.3689999999999998
2010-01-06,160.23,144.13,4.052,3.391
2010-01-07,159.34,143.1,4.059,3.3710000000000004
2010-01-08,160.22,144.1,4.069,3.3789999999999996
2010-01-11,161.16,145.15,3.9810000000000003,3.345
2010-01-12,161.64,144.85,3.937,3.3139999999999996
2010-01-13,162.77,145.1,3.966,3.303
2010-01-14,163.34,144.98,3.9810000000000003,3.295
2010-01-15,162.74,143.88,3.937,3.258
2010-01-18,,,3.9389999999999996,3.248
2010-01-19,163.66,142.92,4.012,3.2760000000000002
2010-01-20,162.88,141.01,4.01,3.22
2010-01-21,162.02,140.91,3.91,3.198
2010-01-22,161.23,141.39,3.9139999999999997,3.218
2010-01-25,162.45,141.5,3.906,3.214
2010-01-26,161.48,140.76,3.872,3.2039999999999997
2010-01-27,161.68,140.26,3.891,3.207
2010-01-28,161.39,139.7,3.925,3.199
2010-01-29,159.92,138.62,3.9,3.19
2010-02-01,159.6,139.32,3.8930000000000002,3.185
2010-02-02,159.74,139.65,3.9139999999999997,3.2
2010-02-03,158.96,138.91,3.906,3.2260000000000004
2010-02-04,157.67,137.2,3.885,3.159
2010-02-05,156.55,136.78,3.8819999999999997,3.114
2010-02-08,155.75,136.45,3.951,3.148
2010-02-09,157.18,137.91,3.978,3.208
2010-02-10,155.95,137.33,3.931,3.208
2010-02-11,156.99,136.86,4.0360000000000005,3.236
2010-02-12,157.07,136.32,4.034,3.1919999999999997
2010-02-15,,,4.059,3.199
2010-02-16,157.92,137.7,4.038,3.2030000000000003
2010-02-17,156.7,135.99,4.132,3.194
2010-02-18,155.11,135.2,4.203,3.252
2010-02-19,154.68,136.14,4.276,3.2889999999999997
2010-02-22,154.84,136.01,4.22,3.2680000000000002
2010-02-23,154.37,135.09,4.168,3.1660000000000004
2010-02-24,154.1,135.4,4.079,3.134
2010-02-25,152.63,135.5,4.023,3.109
2010-02-26,152.36,136.3,4.032,3.0989999999999998
2010-03-01,149.9,135.63,4.067,3.1039999999999996
2010-03-02,149.64,136.11,4.013999999999999,3.109
2010-03-03,151.02,137.01,4.0280000000000005,3.138
2010-03-04,150.36,135.83,3.983,3.1180000000000003
2010-03-05,151.3,136.23,4.06,3.148
2010-03-08,150.64,136.31,4.0969999999999995,3.1630000000000003
2010-03-09,149.95,135.97,4.048,3.134
2010-03-10,149.86,136.57,4.069,3.155
2010-03-11,150.63,136.75,4.146,3.182
2010-03-12,152.13,137.67,4.087,3.162
2010-03-15,150.52,136.74,4.0569999999999995,3.158
2010-03-16,152.5,137.7,4.023,3.1319999999999997
2010-03-17,153.21,137.39,3.9930000000000003,3.115
2010-03-18,152.45,136.07,3.983,3.1289999999999996
2010-03-19,150.15,135.34,3.955,3.109
2010-03-22,151.0,135.57,3.923,3.068
2010-03-23,150.47,135.04,3.905,3.0589999999999997
2010-03-24,148.72,133.14,3.98,3.094
2010-03-25,148.13,132.75,4.023,3.176
2010-03-26,148.99,134.1,4.0280000000000005,3.15
2010-03-29,149.88,134.79,3.9789999999999996,3.133
2010-03-30,150.7,134.14,3.9810000000000003,3.108
2010-03-31,151.84,135.1,3.945,3.0980000000000003
2010-04-01,152.9,135.82,3.923,3.0860000000000003
2010-04-05,152.94,134.88,,
2010-04-06,152.73,133.98,4.011,3.153
2010-04-07,152.34,133.41,4.051,3.1210000000000004
2010-04-08,152.81,133.59,4.004,3.0980000000000003
2010-04-09,153.67,134.99,4.041,3.165
2010-04-12,153.65,135.85,4.053999999999999,3.18
2010-04-13,153.78,136.05,4.01,3.147
2010-04-14,154.66,136.52,4.027,3.137
2010-04-15,155.01,135.8,4.024,3.1260000000000003
2010-04-16,153.61,135.02,3.9819999999999998,3.0860000000000003
2010-04-19,153.38,134.88,3.9960000000000004,3.082
2010-04-20,153.71,134.38,4.022,3.1010000000000004
2010-04-21,154.06,133.87,4.015,3.076
2010-04-22,153.93,132.96,3.9819999999999998,3.05
2010-04-23,153.79,133.83,4.04,3.053
2010-04-26,154.53,133.95,3.989,3.051
2010-04-27,152.46,131.6,3.963,2.9410000000000003
2010-04-28,152.01,132.12,3.99,2.971
2010-04-29,153.22,132.26,3.9960000000000004,3.009
2010-04-30,152.7,132.97,3.9139999999999997,3.0189999999999997
2010-05-03,152.44,131.9,,3.056
2010-05-04,151.38,129.82,3.843,2.952
2010-05-05,150.98,128.11,3.821,2.859
2010-05-06,147.83,126.53,3.8080000000000003,2.7939999999999996
2010-05-07,147.8,127.55,3.8369999999999997,2.785
2010-05-10,148.49,127.81,3.96,2.9530000000000003
2010-05-11,149.58,126.57,3.864,2.9339999999999997
2010-05-12,148.24,126.2,3.843,2.94
2010-05-13,146.08,125.29,3.8369999999999997,2.94
2010-05-14,145.35,123.57,3.741,2.8680000000000003
2010-05-17,144.8,123.95,3.7239999999999998,2.862
2010-05-18,143.04,121.85,3.75,2.8289999999999997
2010-05-19,144.53,124.28,3.6430000000000002,2.76
2010-05-20,143.48,124.68,3.555,2.696
2010-05-21,144.78,125.64,3.56,2.665
2010-05-24,144.2,123.53,3.5460000000000003,2.653
2010-05-25,144.22,123.62,3.4730000000000003,2.5780000000000003
2010-05-26,143.73,121.69,3.5660000000000003,2.6319999999999997
2010-05-27,145.81,123.68,3.623,2.7060000000000004
2010-05-28,144.5,122.73,3.5780000000000003,2.676
2010-05-31,,,,2.655
2010-06-01,146.46,122.28,3.573,2.682
2010-06-02,146.5,122.51,3.557,2.656
2010-06-03,146.13,121.58,3.576,2.674
2010-06-04,144.6,119.69,3.509,2.568
2010-06-07,144.7,119.15,3.5,2.559
2010-06-08,144.72,119.74,3.4760000000000004,2.513
2010-06-09,145.37,119.84,3.529,2.5660000000000003
2010-06-10,147.04,121.1,3.5580000000000003,2.609
2010-06-11,145.49,121.11,3.4730000000000003,2.573
2010-06-14,147.44,122.18,3.5410000000000004,2.6430000000000002
2010-06-15,148.02,123.23,3.554,2.67
2010-06-16,147.29,123.1,3.5410000000000004,2.675
2010-06-17,148.2,123.8,3.478,2.665
2010-06-18,148.28,123.91,3.54,2.73
2010-06-21,147.5,123.07,3.522,2.773
2010-06-22,148.1,122.68,3.4539999999999997,2.695
2010-06-23,149.67,123.15,3.432,2.6489999999999996
2010-06-24,149.34,123.33,3.395,2.597
2010-06-25,150.66,123.71,3.3739999999999997,2.6180000000000003
2010-06-28,151.02,122.77,3.3689999999999998,2.589
2010-06-29,150.61,121.83,3.38,2.563
2010-06-30,149.47,122.36,3.365,2.552
2010-07-01,151.75,125.2,3.323,2.563
2010-07-02,152.02,125.68,3.35,2.5869999999999997
2010-07-05,,,3.321,2.544
2010-07-06,151.52,126.25,3.347,2.589
2010-07-07,151.88,126.35,3.358,2.602
2010-07-08,151.66,126.93,3.37,2.633
2010-07-09,150.65,126.41,3.3360000000000003,2.636
2010-07-12,150.23,125.89,3.34,2.591
2010-07-13,151.76,127.29,3.3819999999999997,2.6460000000000004
2010-07-14,152.62,127.4,3.397,2.6639999999999997
2010-07-15,154.58,129.39,3.375,2.655
2010-07-16,153.04,129.29,3.3160000000000003,2.6039999999999996
2010-07-19,152.23,129.42,3.3560000000000003,2.659
2010-07-20,152.7,128.85,3.359,2.636
2010-07-21,151.66,127.58,3.347,2.637
2010-07-22,152.55,128.9,3.362,2.678
2010-07-23,154.36,129.03,3.443,2.708
2010-07-26,154.87,129.93,3.45,2.765
2010-07-27,155.91,129.96,3.5180000000000002,2.773
2010-07-28,155.92,129.93,3.491,2.7489999999999997
2010-07-29,156.12,130.79,3.3960000000000004,2.7119999999999997
2010-07-30,155.53,130.51,3.322,2.6710000000000003
2010-08-02,158.94,131.82,3.3489999999999998,2.7030000000000003
2010-08-03,159.48,132.28,3.2710000000000004,2.61
2010-08-04,158.88,131.6,3.293,2.602
2010-08-05,158.94,131.87,3.235,2.56
2010-08-06,159.48,132.82,3.225,2.516
2010-08-09,159.01,132.26,3.2430000000000003,2.529
2010-08-10,158.55,131.78,3.2510000000000003,2.539
2010-08-11,156.22,128.32,3.145,2.427
2010-08-12,155.67,128.23,3.1189999999999998,2.425
2010-08-13,155.91,127.51,3.1260000000000003,2.394
2010-08-16,156.63,128.24,3.033,2.327
2010-08-17,155.83,128.79,3.068,2.3680000000000003
2010-08-18,156.03,128.57,3.031,2.323
2010-08-19,155.96,128.19,2.995,2.303
2010-08-20,155.32,127.08,2.972,2.267
2010-08-23,155.11,126.57,2.972,2.285
2010-08-24,154.07,126.28,2.884,2.18
2010-08-25,154.62,126.59,2.844,2.1430000000000002
2010-08-26,155.32,127.2,2.885,2.146
2010-08-27,155.13,127.32,2.911,2.2030000000000003
2010-08-30,154.65,126.64,,2.129
2010-08-31,153.49,126.86,2.84,2.115
2010-09-01,154.57,128.1,2.931,2.2230000000000003
2010-09-02,154.0,128.24,2.958,2.278
2010-09-03,154.61,128.94,3.0060000000000002,2.355
2010-09-06,,,2.984,2.346
2010-09-07,153.62,126.82,2.924,2.273
2010-09-08,154.72,127.23,2.99,2.295
2010-09-09,154.28,126.96,3.054,2.339
2010-09-10,153.54,127.09,3.115,2.4090000000000003
2010-09-13,154.28,128.8,3.115,2.436
2010-09-14,155.39,129.96,3.06,2.376
2010-09-15,156.2,130.06,3.089,2.406
2010-09-16,156.24,130.78,3.1460000000000004,2.4859999999999998
2010-09-17,156.2,130.35,3.1189999999999998,2.4219999999999997
2010-09-20,155.52,130.64,3.15,2.477
2010-09-21,156.1,132.53,3.1189999999999998,2.452
2010-09-22,156.6,134.01,2.975,2.349
2010-09-23,156.75,133.09,2.958,2.2969999999999997
2010-09-24,158.26,134.9,3.0469999999999997,2.3480000000000003
2010-09-27,158.29,134.54,2.968,2.278
2010-09-28,158.0,135.81,2.937,2.25
2010-09-29,157.9,136.28,2.9139999999999997,2.237
2010-09-30,157.1,136.3,2.947,2.271
2010-10-01,158.34,137.77,2.965,2.279
2010-10-04,158.24,136.82,2.9339999999999997,2.252
2010-10-05,158.87,138.36,2.9739999999999998,2.291
2010-10-06,158.94,139.38,2.8960000000000004,2.22
2010-10-07,158.75,139.25,2.927,2.27
2010-10-08,159.55,139.27,2.878,2.255
2010-10-11,158.81,138.74,2.878,2.271
2010-10-12,158.1,139.26,2.8510000000000004,2.252
2010-10-13,158.96,139.64,2.88,2.28
2010-10-14,160.09,140.8,2.885,2.303
2010-10-15,159.82,139.72,2.9560000000000004,2.378
2010-10-18,158.93,139.44,2.964,2.385
2010-10-19,157.16,137.36,3.003,2.423
2010-10-20,158.45,139.66,2.989,2.441
2010-10-21,157.07,139.21,2.9389999999999996,2.4930000000000003
2010-10-22,156.79,139.26,2.952,2.479
2010-10-25,157.34,139.66,2.9189999999999996,2.452
2010-10-26,158.43,138.6,3.0639999999999996,2.5069999999999997
2010-10-27,157.73,137.74,3.154,2.568
2010-10-28,159.44,139.3,3.147,2.562
2010-10-29,160.23,139.16,3.069,2.522
2010-11-01,160.33,138.93,3.0469999999999997,2.477
2010-11-02,160.44,140.4,3.0410000000000004,2.4730000000000003
2010-11-03,160.96,141.4,2.9930000000000003,2.42
2010-11-04,162.66,142.0,2.945,2.388
2010-11-05,161.79,140.31,2.978,2.423
2010-11-08,161.43,139.28,3.008,2.3890000000000002
2010-11-09,159.91,137.75,3.034,2.415
2010-11-10,161.14,137.72,3.176,2.438
2010-11-11,161.23,136.64,3.17,2.4219999999999997
2010-11-12,161.34,136.9,3.216,2.516
2010-11-15,160.56,135.86,3.278,2.5660000000000003
2010-11-16,158.86,134.93,3.293,2.6260000000000003
2010-11-17,159.07,135.28,3.2769999999999997,2.602
2010-11-18,160.42,136.38,3.415,2.708
2010-11-19,159.89,136.86,3.383,2.705
2010-11-22,159.6,136.28,3.333,2.661
2010-11-23,157.85,133.71,3.261,2.552
2010-11-24,157.83,133.35,3.3289999999999997,2.6630000000000003
2010-11-25,,,3.3710000000000004,2.7030000000000003
2010-11-26,156.03,132.33,3.342,2.738
2010-11-29,155.69,131.22,3.339,2.761
2010-11-30,155.6,129.84,3.221,2.675
2010-12-01,156.22,131.37,3.3710000000000004,2.772
2010-12-02,155.98,132.09,3.392,2.8169999999999997
2010-12-03,157.71,134.12,3.4160000000000004,2.861
2010-12-06,157.14,133.06,3.4,2.86
2010-12-07,157.52,132.6,3.4560000000000004,2.947
2010-12-08,158.05,132.64,3.5460000000000003,3.025
2010-12-09,157.76,132.4,3.484,2.9589999999999996
2010-12-10,158.11,132.28,3.5189999999999997,2.9530000000000003
2010-12-13,158.64,133.96,3.548,2.9739999999999998
2010-12-14,157.69,133.75,3.602,3.036
2010-12-15,155.52,132.2,3.627,3.029
2010-12-16,156.33,132.43,3.625,3.082
2010-12-17,155.19,131.85,3.556,3.023
2010-12-20,155.09,131.23,3.486,2.968
2010-12-21,154.63,130.91,3.509,2.98
2010-12-22,153.89,131.01,3.5,2.96
2010-12-23,154.27,131.14,3.495,2.9819999999999998
2010-12-24,,,3.51,
2010-12-27,154.24,131.7,,3.031
2010-12-28,153.7,131.11,,2.991
2010-12-29,155.07,132.29,3.565,3.012
2010-12-30,154.28,132.91,3.4760000000000004,2.949
2010-12-31,156.19,133.91,3.395,
2011-01-03,154.86,133.59,,2.905
2011-01-04,155.91,133.07,3.4610000000000003,2.891
2011-01-05,155.1,131.55,3.5469999999999997,2.9539999999999997
2011-01-06,154.6,130.0,3.525,2.924
2011-01-07,155.46,129.1,3.516,2.862
2011-01-10,155.73,129.5,3.512,2.8739999999999997
2011-01-11,156.04,129.73,3.552,2.932
2011-01-12,157.66,131.33,3.647,3.0580000000000003
2011-01-13,158.4,133.62,3.6,3.0469999999999997
2011-01-14,158.74,133.73,3.609,3.033
2011-01-17,,,3.616,3.04
2011-01-18,159.56,133.82,3.648,3.1180000000000003
2011-01-19,159.92,134.69,3.633,3.114
2011-01-20,159.06,134.73,3.6860000000000004,3.1510000000000002
2011-01-21,160.04,136.14,3.696,3.1830000000000003
2011-01-24,159.91,136.38,3.668,3.147
2011-01-25,158.18,136.85,3.6239999999999997,3.1460000000000004
2011-01-26,159.15,137.04,3.699,3.1860000000000004
2011-01-27,159.37,137.33,3.695,3.207
2011-01-28,158.61,136.08,3.6510000000000002,3.17
2011-01-31,160.23,136.97,3.659,3.1630000000000003
2011-02-01,161.38,138.26,3.7060000000000004,3.2310000000000003
2011-02-02,161.87,138.08,3.765,3.248
2011-02-03,161.4,136.3,3.78,3.2089999999999996
2011-02-04,160.98,135.88,3.823,3.259
2011-02-07,161.09,135.84,3.835,3.2569999999999997
2011-02-08,160.72,136.29,3.841,3.2560000000000002
2011-02-09,161.02,137.31,3.8739999999999997,3.3089999999999997
2011-02-10,160.97,136.04,3.885,3.304
2011-02-11,160.02,135.47,3.873,3.2889999999999997
2011-02-14,160.35,134.84,3.84,3.292
2011-02-15,161.25,134.88,3.853,3.293
2011-02-16,160.93,135.65,3.8110000000000004,3.239
2011-02-17,161.74,136.07,3.761,3.178
2011-02-18,162.34,136.85,3.805,3.253
2011-02-21,,,3.735,3.187
2011-02-22,161.35,136.57,3.681,3.159
2011-02-23,162.12,137.48,3.6710000000000003,3.15
2011-02-24,161.4,138.03,3.705,3.134
2011-02-25,161.16,137.53,3.7030000000000003,3.145
2011-02-28,162.6,138.04,3.687,3.178
2011-03-01,162.66,137.75,3.7110000000000003,3.18
2011-03-02,163.26,138.62,3.7239999999999998,3.2110000000000003
2011-03-03,162.78,139.65,3.801,3.325
2011-03-04,162.71,139.85,3.713,3.2889999999999997
2011-03-07,162.0,139.74,3.715,3.29
2011-03-08,161.6,139.04,3.755,3.3139999999999996
2011-03-09,162.03,139.06,3.7489999999999997,3.298
2011-03-10,160.59,137.97,3.6839999999999997,3.245
2011-03-11,160.81,139.03,3.6319999999999997,3.2039999999999997
2011-03-14,161.74,139.91,3.568,3.227
2011-03-15,160.74,139.96,3.5269999999999997,3.14
2011-03-16,160.38,139.17,3.4760000000000004,3.088
2011-03-17,161.38,140.23,3.543,3.1839999999999997
