Date,XAUUSD,XAUEUR,XAUGBP,XAUCAD,XAUCHF,XAUJPY,XAUAUD,XAUNZD
2010-01-03,1136.6,,,,,,,
2010-01-10,1130.9,,,,,,,
2010-01-17,1093.0,,,,,,,
2010-01-24,1081.55,,,,,,,
2010-01-31,1065.45,,,,,,,
2010-02-07,1093.4,,,,,,,
2010-02-14,1118.85,,,,,,,
2010-02-21,1116.5,,,,,,,
2010-02-28,1132.05,,,,,,,
2010-03-07,1102.45,,,,,,,
2010-03-14,1107.55,,,,,,,
2010-03-21,1106.6,,,,,,,
2010-03-28,1120.5,,,,,,,
2010-04-04,1160.9,,,,,,,
2010-04-11,1137.45,,,,,,,
2010-04-18,1157.4,,,,,,,
2010-04-25,1179.25,,,,,,,
2010-05-02,1208.3,,,,,,,
2010-05-09,1233.05,,,,,,,
2010-05-16,1177.15,,,,,,,
2010-05-23,1214.81,,,,,,,
2010-05-30,1220.0,,,,,,,
2010-06-06,1227.4,,,,,,,
2010-06-13,1257.35,,,,,,,
2010-06-20,1255.5,,,,,,,
2010-06-27,1211.6,,,,,,,
2010-07-04,1212.0,,,,,,,
2010-07-11,1193.65,,,,,,,
2010-07-18,1189.1,,,,,,,
2010-07-25,1180.9,,,,,,,
2010-08-01,1205.3,,,,,,,
2010-08-08,1215.55,,,,,,,
2010-08-15,1228.05,,,,,,,
2010-08-22,1238.2,,,,,,,
2010-08-29,1247.1,,,,,,,
2010-09-05,1246.45,,,,,,,
2010-09-12,1274.9,,,,,,,
2010-09-19,1296.95,,,,,,,
2010-09-26,1318.8,,,,,,,
2010-10-03,1346.8,,,,,,,
2010-10-10,1369.15,,,,,,,
2010-10-17,1328.2,,,,,,,
2010-10-24,1359.55,,,,,,,
2010-10-31,1393.9,,,,,,,
2010-11-07,1368.95,,,,,,,
2010-11-14,1353.5,,,,,,,
2010-11-21,1364.42,,,,,,,
2010-11-28,1415.05,,,,,,,
2010-12-05,1386.05,,,,,,,
2010-12-12,1375.41,,,,,,,
2010-12-19,1384.75,,,,,,,
2010-12-26,1421.45,,,,,,,
2011-01-02,1369.6,,,,,,,
2011-01-09,1361.85,,,,,,,
2011-01-16,1342.51,,,,,,,
2011-01-23,1335.35,,,,,,,
2011-01-30,1349.25,,,,,,,
2011-02-06,1356.1,,,,,,,
2011-02-13,1387.3,,,,,,,
2011-02-20,1409.25,,,,,,,
2011-02-27,1429.3,,,,,,,
2011-03-06,1417.4,,,,,,,
2011-03-13,1419.55,,,,,,,
2011-03-20,1429.65,,,,,,,
2011-03-27,1428.38,,,,,,,
2011-04-03,1475.1,,,,,,,
2011-04-10,1486.5,,,,,,,
2011-04-17,1508.13,,,,,,,
2011-04-24,1565.6,,,,,,,
2011-05-01,1495.25,,,,,,,
2011-05-08,1494.55,,,,,,,
2011-05-15,1513.55,,,,,,,
2011-05-22,1536.65,,,,,,,
2011-05-29,1542.5,,,,,,,
2011-06-05,1531.9,,,,,,,
2011-06-12,1539.5,,,,,,,
2011-06-19,1502.15,1058.38,,,,,,
2011-06-26,1486.5,1023.41,,,,,,
2011-07-03,1544.25,1082.16,,,,,,
2011-07-10,1594.1,1126.34,,,,,,
2011-07-17,1599.25,1113.99,,,,,,
2011-07-24,1626.64,1129.92,,,,,,
2011-07-31,1665.0,1165.81,,,,,,
2011-08-07,1746.6,1225.72,,,,,,
2011-08-14,1852.45,1286.65,,,,,,
2011-08-21,1828.55,1261.15,,,,,,
2011-08-28,1884.2,1326.38,,,,,,
2011-09-04,1857.81,1360.73,,,,,,
2011-09-11,1811.95,1313.06,,,,,,
2011-09-18,1656.59,1227.23,,,,,,
2011-09-25,1623.75,1213.03,,,,,,
2011-10-02,1639.45,1225.53,,,,,,
2011-10-09,1679.95,1210.6,,,,,,
2011-10-16,1641.02,1180.93,,,,,,
2011-10-23,1742.95,1231.89,,,,,,
2011-10-30,1754.15,1271.49,,,,,,
2011-11-06,1788.99,1300.66,,,,,,
2011-11-13,1723.05,1274.19,,,,,,
2011-11-20,1680.13,1269.61,1087.57,1762.29,1563.28,,1732.01,
2011-11-27,1745.25,1302.2,1118.72,1777.78,1607.19,,1708.0,
2011-12-04,1711.1,1278.8,1092.55,1742.66,1581.73,,1674.84,
2011-12-11,1597.95,1225.83,1029.35,1658.36,1495.94,,1602.61,
2011-12-18,1606.6,1231.86,1030.57,1638.54,1505.35,,1582.67,
2011-12-25,1564.3,1208.33,1006.79,1594.26,1467.32,,1530.03,
2012-01-01,1616.85,1271.01,1047.65,1662.6,1544.24,,1580.8,
2012-01-08,1639.35,1293.22,1069.65,1675.66,1561.64,,1588.67,
2012-01-15,1666.9,1288.53,1070.45,1687.32,1557.06,,1589.34,
2012-01-22,1738.89,1314.32,1104.99,1740.56,1585.3,,1631.99,
2012-01-29,1725.3,1312.77,1090.55,1714.0,1585.04,,1601.2,
2012-02-05,1719.85,1305.23,1092.45,1723.97,1578.21,,1613.21,
2012-02-12,1722.45,1309.83,1087.71,1715.14,1582.51,,1607.84,
2012-02-19,1773.49,1317.92,1116.35,1771.64,1587.72,,1657.49,
2012-02-26,1712.3,1297.54,1081.34,1694.4,1565.72,,1595.65,
2012-03-04,1713.09,1306.12,1092.99,1697.97,1574.63,,1620.21,
2012-03-11,1660.65,1260.51,1048.06,1647.12,1520.4,,1567.62,
2012-03-18,1662.26,1252.93,1047.56,1659.19,1509.25,,1588.56,
2012-03-25,1668.9,1250.67,1042.21,1665.39,1505.77,,1613.16,
2012-04-01,1639.49,1251.9,1032.04,1635.15,1503.42,,1590.89,
2012-04-08,1659.0,1268.59,1046.82,1658.25,1525.2,,1599.04,
2012-04-15,1642.7,1242.26,1018.63,1629.07,1493.38,,1582.64,
2012-04-22,1662.05,1253.95,1021.7,1629.64,1506.65,,1587.37,
2012-04-29,1642.83,1255.65,1016.88,1635.43,1508.45,,1614.02,
2012-05-06,1580.05,1223.23,983.08,1581.32,1469.13,,1576.82,
2012-05-13,1593.09,1246.26,1007.16,1628.37,1497.27,125893.5,1618.34,2104.91
2012-05-20,1573.45,1257.05,1004.7,1619.63,1509.73,125372.5,1612.06,2086.95
2012-05-27,1626.25,1307.86,1058.55,1692.19,1571.04,126872.0,1675.77,2153.41
2012-06-03,1594.45,1273.78,1030.4,1636.46,1530.19,126743.0,1607.88,2069.91
2012-06-10,1626.76,1287.2,1035.0,1662.14,1544.2,128050.0,1613.45,2064.94
2012-06-17,1572.15,1250.71,1008.43,1610.43,1501.64,126440.5,1562.0,1987.32
2012-06-24,1598.6,1262.71,1017.66,1625.21,1516.35,127576.0,1561.13,1994.14
2012-07-01,1582.9,1288.12,1021.88,1613.53,1547.2,126102.0,1549.88,1983.59
2012-07-08,1589.05,1297.03,1020.23,1612.01,1558.22,125884.5,1553.33,1996.42
2012-07-15,1583.63,1302.76,1013.82,1603.82,1564.87,124299.0,1525.88,1980.4
2012-07-22,1623.28,1317.95,1031.24,1629.33,1583.62,127366.0,1549.0,2004.88
2012-07-29,1604.3,1294.11,1024.84,1604.8,1555.42,125819.0,1516.53,1957.51
2012-08-05,1620.05,1318.16,1032.69,1606.17,1583.24,126841.0,1532.61,1989.99
2012-08-12,1615.8,1310.26,1029.65,1598.9,1574.02,128617.0,1550.54,2001.73
2012-08-19,1670.35,1334.94,1056.62,1658.32,1603.2,131406.5,1605.72,2057.59
2012-08-26,1691.15,1344.32,1065.8,1668.4,1615.22,132561.0,1638.23,2106.18
2012-09-02,1736.5,1354.58,1084.87,1699.25,1640.3,135916.0,1671.64,2134.34
2012-09-09,1772.48,1349.86,1092.55,1720.68,1642.38,138903.5,1679.34,2137.7
2012-09-16,1773.05,1366.36,1092.41,1731.74,1653.99,138634.5,1694.43,2139.04
2012-09-23,1771.22,1378.06,1095.86,1742.66,1665.15,138045.0,1707.35,2133.59
2012-09-30,1780.98,1366.81,1104.22,1743.56,1656.7,140159.5,1749.06,2177.74
2012-10-07,1754.25,1354.16,1091.49,1718.55,1637.77,137603.5,1714.22,2148.51
2012-10-14,1720.9,1320.74,1074.76,1708.76,1596.86,136429.0,1665.16,2107.7
2012-10-21,1711.35,1321.96,1062.45,1707.15,1599.94,136309.0,1649.41,2079.41
2012-10-28,1677.85,1307.5,1047.4,1671.67,1578.03,135019.5,1623.74,2033.69
2012-11-04,1731.24,1362.23,1089.22,1733.21,1642.47,137647.5,1667.06,2126.28
2012-11-11,1713.7,1344.8,1078.33,1714.4,1620.0,139266.0,1656.22,2109.59
2012-11-18,1753.0,1351.32,1093.61,1739.51,1627.31,144447.0,1676.79,2128.46
2012-11-25,1714.8,1318.72,1070.53,1704.13,1589.39,141426.5,1643.54,2089.29
2012-12-02,1703.65,1318.82,1063.05,1688.8,1593.49,140595.5,1625.73,2047.82
2012-12-09,1695.47,1288.17,1048.94,1671.64,1556.79,141531.5,1605.69,2004.72
2012-12-16,1656.99,1256.57,1024.64,1645.66,1518.17,139581.0,1592.06,2010.5
2012-12-23,1655.4,1252.36,1024.03,1650.42,1511.91,142482.0,1597.18,2020.01
2012-12-30,1656.85,1267.45,1031.09,1635.13,1531.5,146084.0,1580.57,1991.16
2013-01-06,1663.05,1246.53,1031.22,1636.03,1518.8,148347.0,1578.06,1986.73
2013-01-13,1683.95,1265.1,1061.33,1671.07,1574.21,151769.0,1603.11,2014.16
2013-01-20,1658.69,1232.75,1049.94,1669.22,1537.42,150831.0,1591.22,1980.12
2013-01-27,1667.15,1221.45,1061.73,1662.92,1513.12,154721.0,1603.53,1973.78
2013-02-03,1667.5,1248.27,1056.09,1673.09,1530.29,154713.5,1616.44,1997.9
2013-02-10,1609.44,1204.0,1036.79,1619.93,1482.83,150495.0,1561.44,1904.32
2013-02-17,1580.7,1198.29,1036.31,1613.34,1469.4,147604.0,1529.76,1886.35
2013-02-24,1575.24,1210.23,1048.47,1618.21,1486.87,147402.0,1545.45,1911.46
2013-03-03,1578.35,1213.82,1057.54,1624.29,1501.37,151604.5,1542.49,1922.63
2013-03-10,1592.45,1217.61,1053.52,1623.74,1495.07,151744.5,1529.36,1924.53
2013-03-17,1608.45,1238.42,1055.97,1645.32,1513.11,152018.0,1540.24,1923.46
2013-03-24,1596.74,1247.02,1051.29,1626.09,1517.77,150634.0,1534.45,1909.41
2013-03-31,1582.0,1217.8,1031.44,1610.14,1478.84,154298.5,1524.65,1875.83
2013-04-07,1478.85,1128.16,964.01,1498.59,1371.56,145497.0,1407.36,1722.3
2013-04-14,1404.35,1075.96,922.12,1441.98,1310.75,139775.0,1366.57,1667.58
2013-04-21,1463.0,1122.66,944.93,1487.94,1378.66,143447.0,1423.5,1725.04
2013-04-28,1470.7,1121.42,944.46,1482.59,1375.66,145655.5,1425.29,1723.7
2013-05-05,1448.2,1114.44,942.43,1462.69,1385.52,147138.5,1444.89,1744.47
