Date,Live Cattle,Lean Hogs,Feeder Cattle
2013-05-13,120.575,91.92,
2013-05-14,120.775,92.0,
2013-05-15,120.0,91.92,
2013-05-16,119.9,92.88,
2013-05-17,119.4,91.53,
2013-05-20,120.125,92.08,
2013-05-21,121.1,92.4,
2013-05-22,120.0,94.55,
2013-05-23,119.125,94.2,
2013-05-24,120.575,94.88,
2013-05-28,120.75,94.7,
2013-05-29,121.375,94.72,
2013-05-30,120.35,95.33,
2013-05-31,121.3,95.62,
2013-06-03,120.725,95.83,
2013-06-04,120.95,96.53,
2013-06-05,120.25,96.65,
2013-06-06,120.45,97.3,
2013-06-07,120.125,98.12,
2013-06-10,119.2,99.2,
2013-06-11,120.325,100.28,
2013-06-12,120.15,100.95,
2013-06-13,119.85,101.58,
2013-06-14,119.0,102.3,
2013-06-17,119.825,97.95,
2013-06-18,119.5,98.7,
2013-06-19,120.475,99.97,
2013-06-20,119.95,100.25,
2013-06-21,121.25,99.75,
2013-06-24,120.95,100.95,
2013-06-25,121.15,100.15,
2013-06-26,121.275,99.95,
2013-06-27,121.15,101.97,
2013-06-28,118.15,101.28,
2013-07-01,122.175,101.08,
2013-07-02,121.9,101.0,
2013-07-03,121.95,101.62,
2013-07-04,122.05,,
2013-07-05,121.95,102.35,
2013-07-08,122.075,101.12,
2013-07-09,122.725,100.85,
2013-07-10,122.075,101.92,
2013-07-11,121.925,102.17,
2013-07-12,121.85,102.1,
2013-07-15,122.45,102.3,
2013-07-16,122.125,96.3,
2013-07-17,121.3,95.8,
2013-07-18,122.1,96.62,
2013-07-19,121.975,96.47,
2013-07-22,121.875,97.12,
2013-07-23,121.9,99.17,
2013-07-24,121.575,98.92,
2013-07-25,121.65,98.58,
2013-07-26,121.8,97.78,
2013-07-29,122.1,97.9,
2013-07-30,121.65,96.88,
2013-07-31,121.45,97.58,
2013-08-01,120.8,98.42,
2013-08-02,120.65,99.25,
2013-08-05,120.55,100.22,
2013-08-06,120.925,100.55,
2013-08-07,121.225,100.22,
2013-08-08,122.675,100.62,
2013-08-09,122.5,100.53,153.85
2013-08-12,123.6,101.4,153.5
2013-08-13,123.9,101.8,153.85
2013-08-14,124.0,102.42,153.6
2013-08-15,123.7,87.3,154.1
2013-08-16,123.9,86.72,154.78
2013-08-19,123.65,86.47,154.9
2013-08-20,123.85,86.95,155.4
2013-08-21,124.15,85.83,155.57
2013-08-22,123.35,84.4,155.45
2013-08-23,123.1,85.1,155.0
2013-08-26,123.4,86.03,154.4
2013-08-27,122.95,86.58,154.72
2013-08-28,123.3,86.05,154.72
2013-08-29,123.55,87.33,155.05
2013-08-30,122.7,87.62,156.93
2013-09-03,126.2,88.0,157.18
2013-09-04,126.0,89.12,157.03
2013-09-05,125.225,89.4,156.75
2013-09-06,125.675,90.9,156.57
2013-09-09,125.35,90.88,156.6
2013-09-10,125.025,90.85,156.4
2013-09-11,125.05,90.3,156.38
2013-09-12,124.825,90.2,157.03
2013-09-13,125.25,90.7,157.3
2013-09-16,125.55,92.12,157.6
2013-09-17,125.175,90.97,156.6
2013-09-18,125.275,91.72,157.15
2013-09-19,125.925,91.15,157.15
2013-09-20,125.95,90.05,157.1
2013-09-23,126.6,90.17,157.62
2013-09-24,127.325,92.5,157.95
2013-09-25,127.55,93.7,158.68
2013-09-26,127.7,92.8,159.55
2013-09-27,128.25,92.92,164.12
2013-09-30,127.85,91.97,164.1
2013-10-01,127.25,90.92,164.4
2013-10-02,127.3,90.95,164.57
2013-10-03,127.425,91.3,164.1
2013-10-04,128.05,91.85,164.45
2013-10-07,127.875,91.6,164.0
2013-10-08,128.275,91.22,164.8
2013-10-09,128.0,89.83,164.55
2013-10-10,128.3,90.25,165.93
2013-10-11,128.8,90.75,167.47
2013-10-14,129.45,90.75,167.38
2013-10-15,128.5,87.8,165.7
2013-10-16,129.3,88.8,166.0
2013-10-17,129.15,88.45,165.85
2013-10-18,129.875,87.95,166.07
2013-10-21,130.125,87.47,165.82
2013-10-22,131.1,88.58,166.05
2013-10-23,131.8,88.15,166.15
2013-10-24,132.8,89.6,165.55
2013-10-25,132.575,90.42,165.55
2013-10-28,133.15,91.95,165.97
2013-10-29,133.4,91.35,165.43
2013-10-30,133.35,90.4,165.22
2013-10-31,134.5,89.17,165.32
2013-11-01,132.075,88.35,163.5
2013-11-04,132.1,88.33,163.6
2013-11-05,132.05,88.25,164.78
2013-11-06,132.025,87.35,164.85
2013-11-07,131.675,87.55,164.62
2013-11-08,132.4,88.12,164.43
2013-11-11,132.75,88.05,164.2
2013-11-12,132.675,87.2,164.65
2013-11-13,132.75,86.38,164.85
2013-11-14,132.975,85.6,165.03
2013-11-15,133.4,85.9,165.15
2013-11-18,131.9,85.6,164.85
2013-11-19,130.95,85.42,164.38
2013-11-20,131.05,86.25,164.57
2013-11-21,131.45,86.25,164.8
2013-11-22,131.475,85.62,163.5
2013-11-25,131.075,85.6,162.8
2013-11-26,131.95,85.62,164.38
2013-11-27,133.1,85.8,165.32
2013-11-29,133.475,85.67,165.47
2013-12-02,133.25,86.03,165.35
2013-12-03,132.525,84.83,164.85
2013-12-04,132.725,83.67,165.05
2013-12-05,131.65,82.53,164.12
2013-12-06,131.425,81.67,164.47
2013-12-09,131.6,81.38,165.15
2013-12-10,131.675,80.83,165.55
2013-12-11,131.9,80.92,165.68
2013-12-12,132.25,81.33,167.07
2013-12-13,131.875,87.17,167.07
2013-12-16,132.0,86.62,168.4
2013-12-17,131.75,85.65,167.15
2013-12-18,130.95,86.35,166.05
2013-12-19,131.8,86.38,166.8
2013-12-20,132.525,86.25,166.97
2013-12-23,132.7,86.2,166.68
2013-12-24,132.35,85.88,166.25
2013-12-26,132.7,85.3,166.6
2013-12-27,133.85,85.65,167.0
2013-12-30,134.4,84.97,167.28
2013-12-31,134.5,85.42,166.7
2014-01-01,134.688,,
2014-01-02,135.625,87.08,167.0
2014-01-03,136.3,86.67,167.62
2014-01-06,136.825,86.62,168.03
2014-01-07,136.525,85.53,168.05
2014-01-08,136.525,85.58,168.47
2014-01-09,136.55,85.25,169.15
2014-01-10,136.7,85.83,168.65
2014-01-13,136.6,85.38,167.82
2014-01-14,137.65,86.0,168.6
2014-01-15,139.425,86.6,169.4
2014-01-16,140.15,86.88,169.8
2014-01-17,140.35,86.17,170.0
2014-01-21,141.55,85.97,169.8
2014-01-22,143.675,85.55,170.47
2014-01-23,143.925,85.58,170.38
2014-01-24,143.4,86.38,170.7
2014-01-27,143.15,85.58,170.97
2014-01-28,142.55,85.28,171.43
2014-01-29,142.075,86.53,171.8
2014-01-30,142.15,86.38,171.68
2014-01-31,141.675,86.22,169.43
2014-02-03,140.375,84.88,168.0
2014-02-04,139.6,85.22,166.97
2014-02-05,139.7,86.45,166.93
2014-02-06,139.55,86.5,167.0
2014-02-07,141.2,86.58,167.8
2014-02-10,141.5,86.35,167.9
2014-02-11,142.8,86.08,168.78
2014-02-12,142.1,86.5,168.5
2014-02-13,143.15,86.35,170.72
2014-02-14,142.6,96.17,170.47
2014-02-18,143.75,97.38,171.7
2014-02-19,143.875,97.2,171.18
2014-02-20,144.6,97.83,171.12
2014-02-21,144.55,99.35,170.7
2014-02-24,145.15,99.25,170.2
2014-02-25,146.45,100.58,171.07
2014-02-26,148.65,101.03,172.0
2014-02-27,150.05,103.85,171.82
2014-02-28,151.95,106.85,171.7
2014-03-03,144.125,108.67,171.78
2014-03-04,145.625,111.67,172.9
2014-03-05,143.675,110.72,172.22
2014-03-06,143.15,112.4,171.4
2014-03-07,143.25,113.0,172.38
2014-03-10,143.15,116.0,173.7
2014-03-11,143.225,117.1,173.93
2014-03-12,143.875,115.92,173.97
2014-03-13,143.625,118.92,173.97
2014-03-14,145.25,119.3,174.6
2014-03-17,145.025,121.7,174.75
2014-03-18,145.7,123.22,174.12
2014-03-19,146.125,124.15,174.4
2014-03-20,144.425,124.8,173.62
2014-03-21,144.0,125.67,175.03
2014-03-24,144.15,124.65,176.7
2014-03-25,144.375,121.65,177.22
2014-03-26,145.8,122.47,177.95
2014-03-27,146.475,125.47,178.55
2014-03-28,146.5,125.58,178.35
2014-03-31,145.85,126.0,177.03
2014-04-01,144.75,127.8,176.45
2014-04-02,144.6,127.0,177.22
2014-04-03,145.15,125.75,178.82
2014-04-04,143.05,123.15,177.7
2014-04-07,143.025,125.03,177.5
2014-04-08,143.325,123.3,178.3
2014-04-09,143.75,125.03,178.88
2014-04-10,144.0,125.17,178.28
2014-04-11,144.85,124.92,179.5
2014-04-14,145.35,121.67,180.0
2014-04-15,145.275,121.5,179.22
2014-04-16,145.75,122.88,179.25
2014-04-17,144.2,123.5,178.55
2014-04-21,143.45,120.8,178.1
2014-04-22,143.7,121.03,178.35
2014-04-23,143.925,123.97,178.62
2014-04-24,144.25,122.9,179.6
2014-04-25,145.0,120.92,180.0
2014-04-28,145.4,120.97,181.1
2014-04-29,145.5,120.28,180.57
2014-04-30,145.825,117.67,181.2
2014-05-01,139.25,117.38,183.95
2014-05-02,138.05,117.22,183.5
2014-05-05,137.525,116.9,182.65
2014-05-06,138.3,116.05,183.47
2014-05-07,137.575,115.22,183.03
2014-05-08,137.925,114.9,183.5
2014-05-09,138.05,114.67,184.57
2014-05-12,137.65,113.42,184.6
2014-05-13,137.0,112.4,184.72
2014-05-14,137.45,120.58,185.4
2014-05-15,137.4,119.42,186.15
2014-05-16,137.9,118.92,187.3
2014-05-19,139.4,119.38,188.47
2014-05-20,138.75,118.6,189.05
2014-05-21,138.275,119.92,189.2
2014-05-22,137.6,117.6,189.07
2014-05-23,136.3,116.85,192.85
2014-05-27,135.6,116.5,193.5
2014-05-28,136.15,114.55,195.57
2014-05-29,138.025,114.3,197.05
2014-05-30,137.8,113.35,197.05
2014-06-02,137.7,113.12,197.57
2014-06-03,138.35,113.6,198.3
2014-06-04,138.0,112.55,198.78
2014-06-05,139.5,112.97,199.82
2014-06-06,140.125,114.58,200.53
2014-06-09,142.825,114.3,203.53
2014-06-10,143.5,115.3,205.18
2014-06-11,143.025,115.97,202.88
2014-06-12,146.0,125.92,205.85
2014-06-13,147.6,127.0,208.15
2014-06-16,147.45,124.25,208.7
2014-06-17,146.5,124.92,207.85
2014-06-18,145.9,125.42,204.85
2014-06-19,148.0,128.05,207.55
2014-06-20,147.55,127.83,206.88
2014-06-23,148.15,128.3,207.9
2014-06-24,151.15,130.43,210.62
2014-06-25,151.95,129.3,212.12
2014-06-26,153.75,129.85,215.12
2014-06-27,152.25,130.9,214.32
2014-06-30,153.0,132.65,212.78
2014-07-01,151.5,131.05,215.78
2014-07-02,152.325,130.8,216.2
2014-07-03,155.0,131.72,217.62
2014-07-07,154.95,131.8,218.0
2014-07-08,153.525,132.2,215.9
2014-07-09,150.8,133.3,213.6
2014-07-10,148.15,132.8,210.6
2014-07-11,149.125,132.8,210.38
2014-07-14,147.8,133.38,210.68
2014-07-15,148.575,130.72,211.53
2014-07-16,147.675,130.53,209.82
2014-07-17,150.65,128.85,211.6
2014-07-18,151.625,127.08,211.65
2014-07-21,152.95,125.1,213.03
2014-07-22,155.95,127.58,216.03
2014-07-23,156.05,124.58,217.25
2014-07-24,156.55,123.2,217.32
2014-07-25,159.1,123.62,218.25
2014-07-28,159.05,123.67,220.18
2014-07-29,158.775,121.45,221.43
2014-07-30,159.85,119.15,223.03
2014-07-31,157.925,118.03,220.68
2014-08-01,157.3,118.03,220.28
2014-08-04,158.225,117.08,220.97
2014-08-05,158.45,115.85,221.25
2014-08-06,158.55,116.4,221.32
2014-08-07,155.55,115.22,218.32
2014-08-08,152.55,114.22,215.32
2014-08-11,152.625,114.55,217.47
2014-08-12,149.625,114.08,214.55
2014-08-13,148.225,115.2,214.38
2014-08-14,150.0,95.25,215.12
2014-08-15,150.6,94.95,217.22
2014-08-18,151.6,95.1,218.03
2014-08-19,150.5,94.83,217.15
2014-08-20,149.25,92.5,214.95
2014-08-21,149.65,93.62,215.2
2014-08-22,151.85,92.88,216.1
2014-08-25,152.75,93.45,217.4
2014-08-26,153.55,95.1,217.53
2014-08-27,153.2,95.92,218.15
2014-08-28,154.65,95.47,218.53
2014-08-29,155.9,98.12,218.65
2014-09-02,152.425,99.88,220.25
2014-09-03,155.425,101.1,222.7
2014-09-04,157.05,102.65,223.8
2014-09-05,159.75,105.62,225.72
2014-09-08,158.525,103.08,227.15
2014-09-09,159.675,105.78,228.62
2014-09-10,159.7,107.1,228.85
2014-09-11,157.375,106.38,228.05
2014-09-12,156.275,105.7,229.47
2014-09-15,156.35,106.08,229.25
2014-09-16,156.2,106.88,229.6
2014-09-17,157.025,105.1,230.3
2014-09-18,155.6,102.97,229.9
2014-09-19,155.625,105.97,230.6
2014-09-22,155.5,107.3,230.3
2014-09-23,155.45,107.88,230.9
2014-09-24,155.325,107.45,231.07
2014-09-25,155.45,106.33,230.88
2014-09-26,158.45,106.53,233.1
2014-09-29,160.95,107.33,234.65
2014-09-30,160.45,107.97,235.43
2014-10-01,162.475,107.6,238.43
2014-10-02,162.85,106.78,241.1
2014-10-03,162.4,105.6,240.88
2014-10-06,163.05,107.17,240.0
2014-10-07,165.775,107.22,241.47
2014-10-08,166.1,108.12,242.32
2014-10-09,164.0,109.5,241.65
2014-10-10,164.9,109.45,240.5
2014-10-13,166.5,109.35,241.3
2014-10-14,164.35,94.92,238.72
2014-10-15,162.95,91.92,237.4
2014-10-16,165.25,90.33,240.2
2014-10-17,165.05,90.58,238.45
2014-10-20,167.9,89.15,240.75
2014-10-21,166.55,88.45,238.95
2014-10-22,168.05,89.75,239.45
2014-10-23,169.05,88.72,240.22
2014-10-24,168.25,90.25,237.9
2014-10-27,169.55,89.05,238.32
2014-10-28,169.2,90.2,238.28
2014-10-29,169.0,88.6,238.85
2014-10-30,170.5,87.2,239.75
2014-10-31,169.5,88.03,234.15
2014-11-03,167.05,88.85,235.57
2014-11-04,166.65,87.97,237.12
2014-11-05,165.2,87.12,235.78
2014-11-06,165.35,87.65,236.53
2014-11-07,166.8,88.78,238.53
2014-11-10,167.125,89.55,239.03
2014-11-11,167.25,89.9,238.85
2014-11-12,167.75,90.67,239.35
2014-11-13,169.65,91.28,239.35
2014-11-14,170.2,92.67,240.0
2014-11-17,171.0,93.0,240.03
2014-11-18,170.825,91.55,240.43
2014-11-19,170.825,91.78,240.55
2014-11-20,170.25,90.78,240.43
2014-11-21,170.9,90.65,236.35
2014-11-24,169.5,91.33,233.35
2014-11-25,170.15,90.95,231.38
2014-11-26,169.25,90.95,230.5
2014-11-27,169.075,,
2014-11-28,168.875,90.33,231.07
2014-12-01,169.95,90.12,234.07
2014-12-02,168.625,89.5,235.55
2014-12-03,166.85,88.05,234.82
2014-12-04,166.45,87.62,235.95
2014-12-05,164.45,86.6,234.88
2014-12-08,161.45,86.58,231.88
2014-12-09,162.4,86.95,232.78
2014-12-10,162.475,87.28,231.6
2014-12-11,162.4,87.55,228.6
2014-12-12,162.05,83.25,225.6
2014-12-15,161.975,83.28,222.6
2014-12-16,158.975,81.67,219.6
2014-12-17,156.425,80.47,216.6
2014-12-18,158.7,81.88,217.07
2014-12-19,160.75,81.9,220.15
2014-12-22,161.85,80.25,220.5
2014-12-23,161.85,81.65,217.12
2014-12-24,162.5,81.3,214.75
2014-12-26,164.75,81.55,213.72
2014-12-29,166.5,81.8,217.45
2014-12-30,165.875,81.17,218.32
2014-12-31,165.7,81.2,219.45
2015-01-02,165.675,81.3,223.95
2015-01-05,166.225,79.92,225.68
2015-01-06,166.025,78.58,224.7
2015-01-07,165.9,79.33,225.65
2015-01-08,163.6,78.17,225.62
2015-01-09,160.6,79.03,222.43
2015-01-12,160.45,76.65,223.4
2015-01-13,157.45,75.17,221.55
2015-01-14,155.75,76.03,220.15
2015-01-15,154.2,75.62,215.65
2015-01-16,154.45,74.5,214.1
2015-01-20,153.05,71.78,214.47
2015-01-21,153.7,72.35,215.7
2015-01-22,153.35,71.6,215.97
2015-01-23,150.35,69.3,213.7
2015-01-26,149.825,70.83,211.65
2015-01-27,152.825,69.42,210.78
2015-01-28,153.95,71.53,212.45
2015-01-29,153.525,68.55,212.4
2015-01-30,154.85,67.47,205.2
2015-02-02,153.2,66.33,200.7
2015-02-03,153.75,67.2,199.5
2015-02-04,153.0,65.1,196.72
2015-02-05,153.425,63.27,195.65
2015-02-06,156.075,63.88,199.45
2015-02-09,158.45,61.27,203.62
2015-02-10,159.1,61.52,202.03
2015-02-11,158.6,61.23,198.75
2015-02-12,159.1,61.95,200.3
2015-02-13,160.0,66.03,203.85
2015-02-17,158.6,64.0,201.45
2015-02-18,159.175,64.22,203.1
2015-02-19,158.925,67.05,202.55
2015-02-20,156.7,67.4,199.18
2015-02-23,156.025,68.33,198.07
2015-02-24,156.65,68.58,195.6
2015-02-25,158.35,69.33,196.97
2015-02-26,161.125,67.15,200.3
2015-02-27,158.0,67.47,201.9
2015-03-02,153.45,67.67,204.1
2015-03-03,151.05,65.6,202.72
2015-03-04,154.05,68.0,207.22
2015-03-05,153.275,66.83,206.57
2015-03-06,154.65,66.12,209.72
2015-03-09,154.0,66.08,209.7
2015-03-10,154.75,65.97,212.22
2015-03-11,155.6,64.12,214.6
2015-03-12,155.8,62.3,214.68
2015-03-13,154.275,62.1,213.12
2015-03-16,153.2,62.2,212.43
2015-03-17,153.575,61.77,211.57
2015-03-18,156.575,60.7,214.25
2015-03-19,158.0,58.12,214.05
2015-03-20,158.35,58.45,214.88
2015-03-23,161.35,59.25,216.97
2015-03-24,162.0,58.6,217.18
2015-03-25,161.725,59.83,217.7
2015-03-26,161.675,60.98,217.45
2015-03-27,162.625,61.12,219.28
2015-03-30,162.5,61.3,218.62
2015-03-31,161.325,62.42,218.12
2015-04-01,161.8,62.9,218.62
2015-04-02,163.025,63.17,220.38
2015-04-03,163.025,63.17,
2015-04-06,162.45,63.25,219.8
2015-04-07,163.0,62.58,217.68
2015-04-08,161.55,62.3,216.22
2015-04-09,161.8,62.1,216.47
2015-04-10,158.8,62.55,212.45
2015-04-13,158.825,63.1,212.25
2015-04-14,159.6,63.17,213.2
2015-04-15,160.725,69.45,215.22
2015-04-16,160.8,71.03,215.8
2015-04-17,157.8,70.53,213.0
2015-04-20,155.35,70.28,211.82
2015-04-21,156.3,71.6,212.65
2015-04-22,156.3,70.7,212.55
2015-04-23,159.3,71.92,214.28
2015-04-24,161.175,71.95,214.85
2015-04-27,160.475,72.28,214.9
2015-04-28,161.0,73.75,215.97
2015-04-29,160.8,75.33,216.53
2015-04-30,159.5,76.95,217.55
2015-05-01,149.175,76.0,213.62
2015-05-04,150.725,76.92,215.15
2015-05-05,151.45,79.0,215.38
2015-05-06,150.225,80.35,214.5
2015-05-07,149.375,79.85,214.9
2015-05-08,151.5,80.85,215.88
2015-05-11,150.25,80.7,216.78
2015-05-12,151.475,81.3,217.7
2015-05-13,151.975,81.38,218.75
2015-05-14,153.8,83.95,219.25
2015-05-15,152.525,83.35,219.0
2015-05-18,151.575,82.4,218.97
2015-05-19,151.975,82.15,219.35
2015-05-20,151.35,82.55,219.72
2015-05-21,152.375,83.78,220.1
2015-05-22,152.125,83.72,219.0
2015-05-26,151.8,83.17,219.6
2015-05-27,152.475,83.78,221.43
2015-05-28,153.5,84.6,224.95
2015-05-29,152.325,83.83,222.95
2015-06-01,153.15,84.65,223.55
2015-06-02,153.3,84.47,223.32
2015-06-03,152.5,83.55,221.9
2015-06-04,153.225,82.2,222.57
2015-06-05,152.825,81.67,221.9
2015-06-08,153.475,81.55,222.85
2015-06-09,155.075,81.2,224.22
2015-06-10,155.8,81.3,226.78
2015-06-11,155.225,81.38,226.25
2015-06-12,152.45,78.05,223.45
2015-06-15,152.175,77.2,223.9
2015-06-16,152.05,77.15,224.85
2015-06-17,151.95,78.0,224.72
2015-06-18,150.425,78.03,221.93
2015-06-19,151.9,75.75,223.43
2015-06-22,152.45,74.22,225.78
2015-06-23,152.0,74.35,225.35
2015-06-24,150.675,74.72,223.55
2015-06-25,148.5,74.65,219.05
2015-06-26,148.4,75.45,217.25
2015-06-29,149.675,74.25,219.07
2015-06-30,147.85,76.2,214.72
2015-07-01,151.075,77.1,218.5
2015-07-02,151.225,78.78,217.45
2015-07-03,151.262,,
2015-07-06,150.5,78.72,216.97
2015-07-07,151.075,79.25,217.12
2015-07-08,149.0,79.5,213.62
2015-07-09,148.475,78.72,211.75
2015-07-10,147.475,78.97,211.25
2015-07-13,146.6,79.08,211.22
2015-07-14,147.15,79.92,214.3
2015-07-15,147.025,75.3,215.32
2015-07-16,146.5,76.0,214.47
2015-07-17,146.65,75.67,215.2
2015-07-20,146.75,74.9,216.32
2015-07-21,145.15,75.88,213.07
2015-07-22,144.5,78.53,212.38
2015-07-23,143.35,78.28,209.78
2015-07-24,143.025,77.67,209.68
2015-07-27,143.025,77.53,208.75
2015-07-28,145.05,79.47,211.25
2015-07-29,144.925,79.85,211.47
2015-07-30,145.225,79.67,211.22
2015-07-31,145.7,78.5,210.72
2015-08-03,148.0,80.2,213.85
2015-08-04,148.225,81.4,213.95
2015-08-05,148.675,80.22,214.12
2015-08-06,149.725,78.08,214.97
2015-08-07,149.575,77.33,214.12
2015-08-10,150.25,76.65,214.25
2015-08-11,150.175,76.72,214.07
2015-08-12,148.7,77.85,213.88
2015-08-13,148.85,78.62,214.03
2015-08-14,148.45,65.35,213.9
2015-08-17,147.9,66.28,214.4
2015-08-18,147.2,66.12,214.55
2015-08-19,145.25,66.0,213.8
2015-08-20,146.475,64.75,213.2
2015-08-21,145.425,62.83,212.0
2015-08-24,143.85,65.83,210.82
2015-08-25,143.675,67.5,210.9
2015-08-26,142.425,67.0,210.28
2015-08-27,144.65,67.05,210.0
2015-08-28,146.525,66.42,202.4
2015-08-31,145.5,68.03,201.82
2015-09-01,141.325,67.97,200.28
2015-09-02,141.225,69.78,200.75
2015-09-03,141.6,69.45,202.55
2015-09-04,140.475,69.15,201.35
2015-09-08,143.475,68.78,204.3
2015-09-09,142.975,68.92,203.82
2015-09-10,142.95,68.55,203.95
2015-09-11,140.6,67.33,200.7
2015-09-14,141.475,66.83,200.15
2015-09-15,140.6,69.38,198.32
2015-09-16,137.6,68.25,194.12
2015-09-17,136.85,70.58,193.2
2015-09-18,136.0,71.05,192.8
2015-09-21,137.0,71.62,194.7
2015-09-22,136.225,71.0,195.7
2015-09-23,133.225,70.55,194.95
2015-09-24,130.7,71.65,194.22
2015-09-25,133.7,71.88,184.6
2015-09-28,132.175,71.42,185.28
2015-09-29,129.175,73.25,180.82
2015-09-30,124.675,73.53,178.18
2015-10-01,121.4,72.62,177.4
2015-10-02,123.075,73.35,179.5
2015-10-05,122.125,73.0,178.12
2015-10-06,125.125,73.6,182.53
2015-10-07,129.35,73.83,184.95
2015-10-08,131.175,74.0,187.88
2015-10-09,130.775,73.83,188.97
2015-10-12,131.925,74.3,189.38
2015-10-13,132.425,74.85,189.7
2015-10-14,133.75,66.83,190.8
2015-10-15,132.95,66.83,189.78
2015-10-16,135.95,65.58,193.8
2015-10-19,138.275,65.97,195.0
2015-10-20,140.25,67.85,194.88
2015-10-21,139.975,67.03,194.25
2015-10-22,140.425,66.45,195.55
2015-10-23,141.025,63.6,195.05
2015-10-26,139.55,62.85,193.68
2015-10-27,136.675,61.25,192.6
2015-10-28,139.675,61.4,193.5
2015-10-29,140.125,59.88,193.15
2015-10-30,139.25,59.2,190.9
2015-11-02,141.675,58.23,192.28
2015-11-03,140.225,58.23,190.65
2015-11-04,137.225,57.38,186.15
2015-11-05,134.4,55.4,181.62
2015-11-06,134.925,55.0,181.62
2015-11-09,131.925,53.73,177.12
2015-11-10,128.325,53.55,171.55
2015-11-11,131.325,56.17,174.85
2015-11-12,133.15,56.1,175.38
2015-11-13,130.675,54.8,175.07
2015-11-16,127.675,51.8,172.3
2015-11-17,128.025,54.17,173.47
2015-11-18,130.975,54.38,174.88
2015-11-19,129.9,55.4,175.22
2015-11-20,129.7,57.45,163.65
2015-11-23,132.175,57.45,165.4
2015-11-24,130.25,57.23,164.68
2015-11-25,130.95,58.8,164.97
2015-11-27,131.825,58.73,166.03
2015-11-30,130.05,58.42,162.75
2015-12-01,132.1,59.95,164.4
2015-12-02,129.1,59.35,160.72
2015-12-03,125.7,58.35,159.75
2015-12-04,124.275,57.05,159.45
2015-12-07,121.625,55.48,156.45
2015-12-08,122.25,55.33,153.85
2015-12-09,119.85,56.75,150.62
2015-12-10,121.55,56.23,153.05
2015-12-11,121.45,56.0,152.12
2015-12-14,119.525,60.12,148.15
2015-12-15,120.3,58.92,148.53
2015-12-16,119.975,57.9,147.7
2015-12-17,117.15,55.77,144.25
2015-12-18,120.15,56.62,148.75
2015-12-21,123.4,56.45,155.5
2015-12-22,125.6,56.85,158.65
2015-12-23,128.6,57.77,163.07
2015-12-24,131.1,58.3,163.47
2015-12-28,130.85,59.12,162.65
2015-12-29,130.2,59.15,162.47
2015-12-30,133.0,59.77,165.95
2015-12-31,135.8,59.8,166.9
2016-01-04,136.425,59.42,167.62
2016-01-05,136.775,61.1,167.78
2016-01-06,136.525,60.83,168.32
2016-01-07,133.525,59.55,163.82
2016-01-08,132.875,59.85,159.43
2016-01-11,132.225,59.7,159.45
2016-01-12,131.6,61.9,160.22
2016-01-13,132.1,61.62,160.78
2016-01-14,130.55,62.35,158.8
2016-01-15,127.55,62.02,154.3
2016-01-19,129.3,62.85,156.55
2016-01-20,127.25,62.73,155.0
2016-01-21,130.25,63.75,158.68
2016-01-22,132.075,63.0,159.43
2016-01-25,131.425,63.52,160.22
2016-01-26,133.025,64.33,161.1
2016-01-27,135.725,65.38,160.93
2016-01-28,135.425,65.3,161.3
2016-01-29,135.3,65.8,157.25
2016-02-01,135.675,65.35,157.78
2016-02-02,135.725,64.2,157.85
2016-02-03,136.85,64.55,157.95
2016-02-04,137.075,65.12,156.53
2016-02-05,136.05,64.8,153.82
2016-02-08,133.05,65.03,149.32
2016-02-09,131.4,64.85,149.0
2016-02-10,132.475,65.15,151.22
2016-02-11,130.125,65.53,150.25
2016-02-12,129.95,70.38,150.03
2016-02-16,132.95,70.15,154.5
2016-02-17,134.1,71.15,156.0
2016-02-18,135.15,70.78,156.47
2016-02-19,135.375,68.9,155.88
2016-02-22,136.425,69.25,155.18
2016-02-23,136.95,69.95,157.03
2016-02-24,136.975,71.47,157.95
2016-02-25,137.875,71.12,159.1
2016-02-26,137.55,70.85,158.65
2016-02-29,139.5,69.97,158.15
2016-03-01,137.1,70.4,158.05
2016-03-02,136.3,70.05,158.3
2016-03-03,135.45,70.35,157.6
2016-03-04,136.35,70.8,158.5
2016-03-07,135.95,70.05,157.95
2016-03-08,137.125,69.78,158.97
2016-03-09,136.775,72.1,159.05
2016-03-10,138.3,72.17,161.55
2016-03-11,139.8,71.83,162.4
2016-03-14,139.3,70.78,162.05
2016-03-15,140.725,70.72,163.97
2016-03-16,141.55,71.3,164.45
2016-03-17,141.15,71.3,163.72
2016-03-18,139.825,71.45,163.22
2016-03-21,138.35,69.35,162.38
2016-03-22,136.425,70.15,161.55
2016-03-23,135.45,69.67,161.4
2016-03-24,135.85,69.62,160.97
2016-03-28,135.1,69.92,155.57
2016-03-29,134.85,70.25,156.07
2016-03-30,132.35,68.92,152.57
2016-03-31,132.925,68.35,157.07
2016-04-01,132.975,67.8,156.2
2016-04-04,133.2,67.67,156.68
2016-04-05,130.675,67.38,152.62
2016-04-06,132.075,67.5,153.18
2016-04-07,132.425,67.12,154.15
2016-04-08,134.375,66.83,155.9
2016-04-11,134.075,66.35,155.55
2016-04-12,133.525,66.6,155.28
2016-04-13,132.175,66.53,154.8
2016-04-14,131.75,73.42,154.93
2016-04-15,131.475,74.4,155.07
2016-04-18,128.475,74.85,150.57
2016-04-19,127.325,76.2,150.18
2016-04-20,126.3,77.22,149.4
