Date,XAU/USD,XAU/EUR,XAU/GBP,XAU/AUD,XAU/NZD,XAU/JPY,XAU/CHF,XAU/CAD
2010-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2010-01-04,102.10051487674853,101.48421398212031,102.56354137771164,100.3665848005027,100.57081498074716,101.47500656333767,101.51854884663278,101.10086154668151
2010-01-05,101.97749122886954,101.67231813938233,103.07388630896493,100.32259334489227,100.51808866937233,100.37724254879485,101.8297120415028,100.77547517255967
2010-01-06,103.78639449583089,103.15991726547375,104.7254913571036,101.18130298995922,101.732611140397,103.05016254863344,103.05444523506422,101.79353787148126
2010-01-07,103.18494555064474,103.24259882375586,104.70665638869944,101.0120383502875,101.87488412590619,103.6396513511151,103.05535379215198,101.48808285290123
2010-01-08,103.5767986512963,102.95158658700277,104.49443687243955,100.50735858743572,101.63736877152985,103.17602857912877,102.43606296911605,101.42058962994325
2010-01-11,105.07130815145578,103.71031835315942,105.5019282668306,101.19147453143637,102.45054611720757,104.02104679525573,103.22385591654466,103.22357126856423
2010-01-12,102.76575386157563,101.56758812148551,102.72763600035103,100.17539587636426,100.6775849264312,100.63400509810998,101.17725800437805,101.55444649666734
2010-01-13,103.77728163302503,102.44717038827977,103.02545702394492,100.72368788527702,101.40755313741887,101.9368633753456,102.02276281496113,101.70568190460911
2010-01-14,104.18280402788538,102.911318382644,103.1430809484422,100.2927164955137,101.52944869015863,102.18962484506466,102.5422092006662,101.35045783473183
2010-01-15,103.05736547136284,102.63467624210942,102.46803170829102,100.15496999664944,100.9906323968694,100.55403737629318,102.081650872175,100.78461748758372
2010-01-18,103.24873559028569,102.81811386531578,102.22459309912564,99.994349710281,100.82296189426762,100.66307830389955,102.12158776672251,100.72640431208195
2010-01-19,103.71349159338405,103.89479620773514,102.44637501924379,100.61823600517322,102.24318037123142,101.67355511857865,103.4930590926542,101.61358914952561
2010-01-20,101.30769581263954,102.9241933346482,100.6046454148733,100.01459582207326,101.53232484991814,99.31507883782086,102.14939824137946,100.75878529350261
2010-01-21,99.79951701827132,101.46390467701048,99.62085253320868,99.37860895537519,101.2130286181655,97.0213490359269,100.47442438869724,99.8184903104801
2010-01-22,99.60359046794551,100.92806882471265,99.974553560936,99.2055299376562,101.51256570803015,96.18854904927885,100.22905983133228,100.14326771667868
2010-01-25,100.08201576525266,101.31253235253035,99.64449202168191,99.3072158201556,101.37158795718591,97.26371308570663,100.56545705481525,100.69087973948993
2010-01-26,100.06379003964096,101.84099574509067,100.23115188880594,99.93013404225944,102.26983176465284,96.4178716364339,101.10783306198479,101.06252558661456
2010-01-27,99.0431494053857,101.21208063211039,99.092174599993,99.29770214159353,101.45609865435546,95.77506612212544,100.45928177056751,100.17291917046616
2010-01-28,98.99302865995352,101.56657799774362,99.26928827481852,99.42521584429679,101.56299947067444,95.5350821515179,100.60928040795199,100.3668862820403
2010-01-29,98.56016767667563,101.84455872302765,99.58247383978036,99.96403169739246,101.65247185363921,95.64700708863974,101.00727067086991,100.22782070390454
2010-02-01,100.91128628058506,103.78742818979548,102.26469661300203,101.52232120536095,102.94687859799564,98.43839577413907,103.03655537624412,101.86092671231299
