Date,Open,High,Low,Close,Volume,Currency
2010-01-01,77.92,79.5,76.6,79.46,0,USD
2010-02-01,79.46,81.34,78.68,80.36,0,USD
2010-03-01,80.42,82.24,79.51,81.07,0,USD
2010-04-01,81.04,82.71,80.03,81.87,0,USD
2010-05-01,81.84,87.46,81.83,86.59,0,USD
2010-06-01,86.58,88.71,85.09,86.02,0,USD
2010-07-01,86.1,86.26,81.46,81.54,0,USD
2010-08-01,81.5,83.56,80.08,83.2,0,USD
2010-09-01,83.09,83.22,78.41,78.72,0,USD
2010-10-01,78.8,78.83,76.14,77.27,0,USD
2010-11-01,76.97,81.44,75.63,81.19,0,USD
2010-12-01,81.26,81.36,78.78,79.03,0,USD
2011-01-01,79.14,81.31,77.54,77.74,0,USD
2011-02-01,77.61,78.87,76.76,76.89,0,USD
2011-03-01,76.86,77.38,75.34,75.86,0,USD
2011-04-01,76.05,76.61,72.83,72.93,0,USD
2011-05-01,72.99,76.37,72.7,74.64,0,USD
2011-06-01,74.43,76.01,73.51,74.3,0,USD
2011-07-01,74.45,76.72,73.42,73.9,0,USD
2011-08-01,73.81,75.42,73.45,74.12,0,USD
2011-09-01,74.17,78.86,74.15,78.55,0,USD
2011-10-01,79.02,79.84,74.72,76.17,0,USD
2011-11-01,76.56,79.7,76.46,78.38,0,USD
2011-12-01,78.33,80.85,77.97,80.18,0,USD
2012-01-01,80.28,81.78,78.74,79.29,0,USD
2012-02-01,79.32,80.12,78.1,78.74,0,USD
2012-03-01,78.77,80.74,78.63,79.0,0,USD
2012-04-01,78.89,80.18,78.64,78.78,0,USD
2012-05-01,78.78,83.21,78.6,83.04,0,USD
2012-06-01,83.07,83.54,81.19,81.63,0,USD
2012-07-01,81.56,84.1,81.53,82.64,0,USD
2012-08-01,82.7,83.51,80.96,81.21,0,USD
2012-09-01,81.29,81.67,78.6,79.93,0,USD
2012-10-01,79.95,80.32,78.93,79.92,0,USD
2012-11-01,79.95,81.46,79.86,80.15,0,USD
2012-12-01,80.24,80.66,79.01,79.77,0,USD
2013-01-01,79.69,80.87,79.13,79.21,0,USD
2013-02-01,79.13,82.0,78.92,81.95,0,USD
2013-03-01,81.92,83.3,81.78,83.22,0,USD
2013-04-01,83.05,83.49,81.6,81.75,0,USD
2013-05-01,81.71,84.5,81.33,83.26,0,USD
2013-06-01,83.32,83.38,80.5,83.14,0,USD
2013-07-01,83.18,84.75,81.41,81.45,0,USD
2013-08-01,81.66,82.49,80.75,82.09,0,USD
2013-09-01,82.05,82.67,80.03,80.22,0,USD
2013-10-01,80.27,80.75,79.0,80.19,0,USD
2013-11-01,80.23,81.48,80.25,80.68,0,USD
2013-12-01,80.66,80.99,79.69,80.04,0,USD
2014-01-01,80.21,81.39,80.08,81.31,0,USD
2014-02-01,81.28,81.32,79.69,79.69,0,USD
2014-03-01,79.9,80.35,79.27,80.1,0,USD
2014-04-01,80.1,80.6,79.33,79.47,0,USD
2014-05-01,79.51,80.58,78.91,80.37,0,USD
2014-06-01,80.36,81.02,79.76,79.78,0,USD
2014-07-01,79.79,81.57,79.74,81.46,0,USD
2014-08-01,81.44,82.75,81.19,82.75,0,USD
2014-09-01,82.77,86.22,82.67,85.94,0,USD
2014-10-01,85.92,87.13,84.47,86.92,0,USD
2014-11-01,87.08,88.44,86.88,88.36,0,USD
2014-12-01,88.16,90.32,87.63,90.27,0,USD
2015-01-01,90.36,95.48,90.33,94.8,0,USD
2015-02-01,94.58,95.85,93.25,95.32,0,USD
2015-03-01,95.38,100.39,95.06,98.36,0,USD
2015-04-01,98.42,99.99,94.4,94.6,0,USD
2015-05-01,94.82,97.78,93.13,96.91,0,USD
2015-06-01,96.9,97.68,93.56,95.49,0,USD
2015-07-01,95.58,98.15,95.45,97.34,0,USD
2015-08-01,97.22,98.33,92.62,95.82,0,USD
2015-09-01,95.93,96.7,94.06,96.35,0,USD
2015-10-01,96.27,97.82,93.81,96.95,0,USD
2015-11-01,96.69,100.31,96.64,100.17,0,USD
2015-12-01,100.23,100.51,97.19,98.63,0,USD
2016-01-01,98.59,99.83,98.05,99.61,0,USD
2016-02-01,99.55,99.63,95.24,98.21,0,USD
2016-03-01,98.18,98.58,94.32,94.59,0,USD
2016-04-01,94.64,95.2,93.01,93.08,0,USD
2016-05-01,93.02,95.97,91.92,95.89,0,USD
2016-06-01,95.81,96.71,93.02,96.14,0,USD
2016-07-01,95.89,97.57,95.34,95.53,0,USD
2016-08-01,95.59,96.52,94.08,96.02,0,USD
2016-09-01,95.98,96.33,94.46,95.46,0,USD
2016-10-01,95.54,99.12,95.46,98.44,0,USD
2016-11-01,98.39,102.05,95.89,101.5,0,USD
2016-12-01,101.52,103.65,99.43,102.21,0,USD
2017-01-01,102.38,103.82,99.43,99.51,0,USD
2017-02-01,99.56,101.76,99.23,101.12,0,USD
2017-03-01,101.43,102.26,98.86,100.35,0,USD
2017-04-01,100.5,101.34,98.69,99.05,0,USD
2017-05-01,98.93,99.89,96.8,96.92,0,USD
2017-06-01,96.99,97.87,95.47,95.63,0,USD
2017-07-01,95.65,96.51,92.78,92.86,0,USD
2017-08-01,92.89,94.14,91.62,92.67,0,USD
2017-09-01,92.61,93.67,91.01,93.08,0,USD
2017-10-01,93.22,95.15,92.75,94.55,0,USD
2017-11-01,94.55,95.15,92.5,93.05,0,USD
2017-12-01,93.03,94.22,92.08,92.12,0,USD
2018-01-01,92.24,92.64,88.44,89.13,0,USD
2018-02-01,89.04,90.7,88.25,90.61,0,USD
2018-03-01,90.67,90.93,88.94,89.97,0,USD
2018-04-01,89.97,91.99,89.23,91.84,0,USD
2018-05-01,91.81,95.03,91.8,93.99,0,USD
2018-06-01,93.95,95.53,93.19,94.64,0,USD
2018-07-01,94.63,95.65,93.71,94.49,0,USD
2018-08-01,94.56,96.98,94.43,95.14,0,USD
2018-09-01,95.19,95.74,93.81,95.13,0,USD
2018-10-01,95.11,97.2,94.79,97.13,0,USD
2018-11-01,97.08,97.69,95.68,97.27,0,USD
2018-12-01,97.13,97.71,96.0,96.17,0,USD
2019-01-01,96.15,96.96,95.03,95.58,0,USD
2019-02-01,95.55,97.37,95.4,96.16,0,USD
2019-03-01,96.22,97.71,95.74,97.28,0,USD
2019-04-01,97.18,98.33,96.75,97.48,0,USD
2019-05-01,97.53,98.37,97.03,97.75,0,USD
2019-06-01,97.64,97.8,95.84,96.13,0,USD
2019-07-01,96.25,98.68,96.25,98.52,0,USD
2019-08-01,98.59,99.02,97.03,98.92,0,USD
2019-09-01,98.83,99.46,97.86,99.38,0,USD
2019-10-01,99.4,99.67,97.14,97.35,0,USD
2019-11-01,97.3,98.54,97.11,98.27,0,USD
2019-12-01,98.27,98.38,96.36,96.39,0,USD
2020-01-01,96.5,98.19,96.39,97.39,0,USD
2020-02-01,97.37,99.91,97.37,98.13,0,USD
2020-03-01,98.12,102.99,94.65,99.05,0,USD
2020-04-01,99.01,100.93,98.81,99.02,0,USD
2020-05-01,99.13,100.56,97.94,98.34,0,USD
