Date,Open,High,Low,Close,Volume,Currency
2010-01-03,96.12,97.11,95.92,97.11,0,USD
2010-01-10,97.42,97.79,96.04,97.17,0,USD
2010-01-17,97.09,97.17,94.34,94.53,0,USD
2010-01-24,94.46,94.61,93.41,93.43,0,USD
2010-01-31,93.53,94.69,92.83,93.39,0,USD
2010-02-07,93.61,95.4,92.85,95.19,0,USD
2010-02-14,95.64,96.24,95.07,96.2,0,USD
2010-02-21,96.36,96.41,93.65,95.08,0,USD
2010-02-28,94.69,97.45,94.69,97.13,0,USD
2010-03-07,97.42,98.43,96.93,98.11,0,USD
2010-03-14,98.24,99.37,97.74,98.3,0,USD
2010-03-21,97.89,98.5,97.06,97.41,0,USD
2010-03-28,97.9,99.31,97.75,99.15,0,USD
2010-04-04,99.43,100.11,98.97,99.72,0,USD
2010-04-11,99.29,100.46,98.41,98.74,0,USD
2010-04-18,98.16,100.51,98.0,100.1,0,USD
2010-04-25,100.25,100.28,98.2,98.24,0,USD
2010-05-02,98.66,98.99,93.15,95.85,0,USD
2010-05-09,97.84,98.73,96.4,96.63,0,USD
2010-05-16,96.57,97.59,93.17,94.34,0,USD
2010-05-23,94.42,95.69,92.18,94.84,0,USD
2010-05-30,95.16,96.4,94.1,94.15,0,USD
2010-06-06,94.24,97.19,81.02,96.85,0,USD
2010-06-13,97.26,97.97,96.64,97.87,0,USD
2010-06-20,98.31,98.61,95.53,96.58,0,USD
2010-06-27,96.65,96.82,93.74,94.13,0,USD
2010-07-04,94.51,97.12,94.22,96.74,0,USD
2010-07-11,96.87,97.29,94.51,94.51,0,USD
2010-07-18,95.05,96.56,94.47,96.52,0,USD
2010-07-25,96.61,97.49,96.26,97.12,0,USD
2010-08-01,97.79,98.7,81.02,97.37,0,USD
2010-08-08,97.23,97.49,95.36,96.02,0,USD
2010-08-15,95.88,97.47,95.14,95.36,0,USD
2010-08-22,95.73,95.73,93.76,95.03,0,USD
2010-08-29,95.26,96.32,93.7,96.2,0,USD
2010-09-05,95.96,97.12,95.29,96.6,0,USD
2010-09-12,97.11,97.87,96.62,96.96,0,USD
2010-09-19,97.01,97.87,96.37,97.5,0,USD
2010-09-26,97.63,98.14,96.55,98.01,0,USD
2010-10-03,97.95,99.33,97.62,98.88,0,USD
2010-10-10,98.86,100.1,98.51,98.83,0,USD
2010-10-17,97.89,98.66,96.46,97.36,0,USD
2010-10-24,98.16,98.38,96.73,98.04,0,USD
2010-10-31,98.06,100.08,98.03,99.98,0,USD
2010-11-07,99.75,100.18,98.77,99.09,0,USD
2010-11-14,98.99,99.42,97.47,98.24,0,USD
2010-11-21,98.43,99.09,97.46,98.03,0,USD
2010-11-28,97.95,99.84,97.24,99.66,0,USD
2010-12-05,99.42,99.85,98.77,99.07,0,USD
2010-12-12,99.32,99.96,98.6,98.73,0,USD
2010-12-19,98.79,99.26,97.98,98.99,0,USD
2010-12-26,99.29,100.74,99.07,100.2,0,USD
2011-01-02,100.85,101.1,99.66,100.84,0,USD
2011-01-09,100.34,101.52,100.19,101.07,0,USD
2011-01-16,101.58,101.58,99.7,100.46,0,USD
2011-01-23,100.46,100.82,99.83,99.9,0,USD
2011-01-30,100.12,101.69,99.54,101.18,0,USD
2011-02-06,101.29,101.4,100.18,101.34,0,USD
2011-02-13,101.16,101.85,100.98,101.43,0,USD
2011-02-20,101.32,102.3,100.41,102.18,0,USD
2011-02-27,102.23,103.18,102.17,102.91,0,USD
2011-03-06,102.98,103.42,102.01,102.74,0,USD
2011-03-13,102.81,102.85,100.25,101.61,0,USD
2011-03-20,102.36,102.77,101.59,102.08,0,USD
2011-03-27,102.22,103.88,102.12,103.8,0,USD
2011-04-03,103.71,104.86,103.22,104.67,0,USD
2011-04-10,104.48,104.79,103.44,104.24,0,USD
2011-04-17,103.64,105.61,102.86,104.93,0,USD
2011-04-24,105.14,105.85,104.43,105.8,0,USD
2011-05-01,105.32,105.52,102.95,103.43,0,USD
2011-05-08,103.73,104.99,102.63,103.26,0,USD
2011-05-15,102.57,103.53,102.11,102.64,0,USD
2011-05-22,102.21,102.64,101.87,102.44,0,USD
2011-05-29,102.8,103.57,101.49,102.23,0,USD
2011-06-05,101.9,102.95,101.82,102.05,0,USD
2011-06-12,102.27,103.36,101.02,102.11,0,USD
2011-06-19,101.61,103.08,101.14,101.29,0,USD
2011-06-26,101.05,104.38,100.92,104.33,0,USD
2011-07-03,103.85,104.52,103.14,103.85,0,USD
2011-07-10,103.2,105.04,102.88,104.9,0,USD
2011-07-17,104.29,106.13,103.78,105.49,0,USD
2011-07-24,105.7,106.32,104.26,104.77,0,USD
2011-07-31,105.15,105.17,101.48,101.84,0,USD
2011-08-07,101.33,102.57,100.3,101.28,0,USD
2011-08-14,101.34,102.31,100.61,101.0,0,USD
2011-08-21,101.63,102.12,100.76,101.91,0,USD
2011-08-28,102.43,102.82,101.45,101.49,0,USD
2011-09-04,100.75,101.71,100.21,100.34,0,USD
2011-09-11,99.98,102.24,99.74,102.22,0,USD
2011-09-18,101.71,101.73,96.51,97.27,0,USD
2011-09-25,97.24,98.59,95.18,95.24,0,USD
2011-10-02,95.52,97.7,93.84,96.21,0,USD
2011-10-09,97.18,99.04,96.85,99.0,0,USD
2011-10-16,98.72,99.35,97.44,99.3,0,USD
2011-10-23,99.36,101.1,97.91,100.84,0,USD
2011-10-30,100.41,100.78,97.76,98.17,0,USD
2011-11-06,98.44,99.25,97.6,98.93,0,USD
2011-11-13,98.27,98.46,97.14,97.37,0,USD
2011-11-20,96.55,96.76,95.03,95.23,0,USD
2011-11-27,96.74,99.04,96.41,98.1,0,USD
2011-12-04,98.46,99.49,97.51,98.31,0,USD
2011-12-11,97.77,97.8,95.93,96.33,0,USD
2011-12-18,96.45,98.23,96.24,97.95,0,USD
2011-12-25,98.09,98.78,97.55,97.92,0,USD
2012-01-01,98.86,99.27,97.2,97.2,0,USD
2012-01-08,97.32,98.51,97.13,97.75,0,USD
2012-01-15,98.65,99.3,98.25,98.7,0,USD
2012-01-22,99.16,100.2,98.6,99.77,0,USD
2012-01-29,99.45,100.73,99.29,100.62,0,USD
2012-02-05,100.24,100.76,99.61,99.88,0,USD
2012-02-12,100.21,100.6,99.6,100.34,0,USD
2012-02-19,100.39,100.54,99.81,100.08,0,USD
2012-02-26,99.75,101.62,99.6,101.08,0,USD
2012-03-04,100.68,101.3,99.72,100.94,0,USD
2012-03-11,100.86,101.21,100.5,100.83,0,USD
2012-03-18,100.79,101.41,99.66,100.16,0,USD
2012-03-25,100.31,100.96,99.79,100.21,0,USD
2012-04-01,100.14,101.14,100.09,100.68,0,USD
2012-04-08,100.11,100.68,99.51,100.08,0,USD
2012-04-15,100.0,101.37,99.68,100.8,0,USD
2012-04-22,100.27,102.05,100.22,101.97,0,USD
2012-04-29,101.81,101.85,100.36,100.46,0,USD
2012-05-06,100.33,100.76,99.36,99.98,0,USD
2012-05-13,99.61,100.12,97.81,97.83,0,USD
2012-05-20,97.82,98.46,96.98,97.14,0,USD
2012-05-27,97.59,97.93,95.76,96.15,0,USD
2012-06-03,96.33,97.94,95.82,97.37,0,USD
2012-06-10,97.56,97.93,96.9,97.92,0,USD
2012-06-17,97.51,98.38,97.08,97.6,0,USD
2012-06-24,97.11,98.38,96.5,98.37,0,USD
2012-07-01,98.35,98.94,97.96,98.08,0,USD
2012-07-08,97.92,98.73,97.55,98.64,0,USD
