Date,Open,High,Low,Close,Volume,Currency
2010-01-04,628.11,640.1,628.11,640.1,0,USD
2010-01-05,639.69,641.89,635.95,638.49,0,USD
2010-01-06,638.29,641.26,636.4,637.95,0,USD
2010-01-07,638.11,642.07,632.74,641.97,0,USD
2010-01-08,640.34,644.69,639.56,644.56,0,USD
2010-01-11,647.32,648.4,641.39,643.99,0,USD
2010-01-12,639.96,641.14,633.62,635.5,0,USD
2010-01-13,637.15,644.79,633.26,643.56,0,USD
2010-01-14,643.56,647.87,642.16,646.43,0,USD
2010-01-15,647.57,648.12,633.69,637.96,0,USD
2010-01-19,637.94,649.15,637.94,649.15,0,USD
2010-01-20,645.78,645.78,633.02,639.61,0,USD
2010-01-21,640.15,643.77,627.64,628.36,0,USD
2010-01-22,627.7,630.6,615.52,617.12,0,USD
2010-01-25,618.75,621.78,614.18,618.11,0,USD
2010-01-26,616.43,619.98,611.92,612.16,0,USD
2010-01-27,610.29,618.76,607.92,618.38,0,USD
2010-01-28,619.65,620.18,603.26,607.93,0,USD
2010-01-29,610.0,616.03,600.53,602.04,0,USD
2010-02-01,602.22,609.27,602.22,609.25,0,USD
2010-02-02,609.79,615.6,607.35,614.05,0,USD
2010-02-03,612.26,615.74,606.64,610.66,0,USD
2010-02-04,610.63,610.63,589.68,589.68,0,USD
2010-02-05,590.1,592.99,580.49,592.98,0,USD
2010-02-08,592.72,595.29,586.37,586.49,0,USD
2010-02-09,591.7,597.39,588.21,595.17,0,USD
2010-02-10,593.29,596.83,587.43,595.82,0,USD
2010-02-11,594.3,605.6,590.61,605.46,0,USD
2010-02-12,600.92,610.72,598.03,610.72,0,USD
2010-02-16,613.8,620.84,611.58,620.84,0,USD
2010-02-17,622.41,625.17,620.33,624.83,0,USD
2010-02-18,623.6,629.32,622.89,629.32,0,USD
2010-02-19,628.64,632.84,626.6,631.62,0,USD
2010-02-22,632.83,633.55,630.46,632.25,0,USD
2010-02-23,631.31,631.52,623.77,625.07,0,USD
2010-02-24,625.82,632.28,625.75,630.43,0,USD
2010-02-25,624.81,630.46,620.61,630.46,0,USD
2010-02-26,630.76,630.81,625.16,628.56,0,USD
2010-03-01,630.61,642.65,630.61,642.65,0,USD
2010-03-02,643.43,650.26,643.43,648.31,0,USD
2010-03-03,649.55,653.88,647.64,649.26,0,USD
2010-03-04,650.25,652.51,648.18,652.47,0,USD
2010-03-05,654.87,666.02,654.87,666.02,0,USD
2010-03-08,665.96,668.16,664.99,667.11,0,USD
2010-03-09,665.26,673.43,664.6,669.63,0,USD
2010-03-10,670.09,677.47,669.86,674.93,0,USD
2010-03-11,671.67,677.22,668.9,677.22,0,USD
2010-03-12,678.9,678.9,672.57,676.59,0,USD
2010-03-15,675.35,676.21,669.4,674.41,0,USD
2010-03-16,674.64,679.58,673.05,679.58,0,USD
2010-03-17,680.36,686.94,680.23,683.98,0,USD
2010-03-18,682.07,685.97,680.78,681.61,0,USD
2010-03-19,682.4,683.62,671.17,673.89,0,USD
2010-03-22,669.88,683.29,667.49,682.91,0,USD
2010-03-23,683.13,690.85,680.63,690.3,0,USD
2010-03-24,688.12,689.36,683.37,683.68,0,USD
2010-03-25,687.12,693.32,678.88,679.1,0,USD
2010-03-26,679.08,685.5,676.79,678.97,0,USD
2010-03-29,680.64,683.45,679.27,682.25,0,USD
2010-03-30,682.9,686.64,679.85,683.94,0,USD
2010-03-31,681.37,687.73,678.64,678.64,0,USD
2010-04-01,681.57,686.5,677.75,683.98,0,USD
2010-04-05,686.23,697.65,685.46,697.65,0,USD
2010-04-06,694.96,702.65,693.94,701.48,0,USD
2010-04-07,700.21,702.84,695.36,699.46,0,USD
2010-04-08,697.41,701.52,692.48,699.64,0,USD
2010-04-09,700.89,702.95,696.07,702.95,0,USD
2010-04-12,703.73,706.46,701.96,705.06,0,USD
2010-04-13,704.04,707.24,700.41,707.03,0,USD
2010-04-14,709.91,722.4,709.91,722.4,0,USD
2010-04-15,722.11,725.13,720.7,724.21,0,USD
2010-04-16,723.57,723.99,710.29,714.62,0,USD
2010-04-19,714.35,716.81,702.25,711.4,0,USD
2010-04-20,713.43,721.55,712.38,721.55,0,USD
2010-04-21,721.54,726.81,719.9,726.19,0,USD
2010-04-22,721.13,734.36,715.62,734.31,0,USD
2010-04-23,734.48,741.92,731.72,741.92,0,USD
2010-04-26,741.58,745.95,738.63,738.86,0,USD
2010-04-27,736.13,741.72,720.46,721.27,0,USD
2010-04-28,723.97,726.69,719.77,722.39,0,USD
2010-04-29,725.86,737.74,724.26,737.74,0,USD
2010-04-30,738.27,738.63,716.48,716.6,0,USD
2010-05-03,719.3,732.87,719.3,732.82,0,USD
2010-05-04,726.36,726.36,705.84,709.7,0,USD
2010-05-05,703.29,708.64,693.89,698.58,0,USD
2010-05-06,695.7,700.89,637.69,672.23,0,USD
2010-05-07,671.08,675.51,647.64,653.0,0,USD
2010-05-10,668.25,689.89,668.25,689.61,0,USD
2010-05-11,683.97,704.03,680.58,695.48,0,USD
2010-05-12,695.72,716.22,695.72,716.11,0,USD
2010-05-13,713.65,719.7,705.96,709.85,0,USD
2010-05-14,709.32,709.32,686.5,693.98,0,USD
2010-05-17,696.59,703.62,677.94,695.71,0,USD
2010-05-18,700.97,705.34,681.54,682.75,0,USD
2010-05-19,680.22,686.15,665.83,674.4,0,USD
2010-05-20,665.91,665.91,640.04,640.04,0,USD
2010-05-21,634.98,654.5,629.56,649.29,0,USD
2010-05-24,648.11,652.8,641.15,641.21,0,USD
2010-05-25,632.67,640.88,617.61,640.02,0,USD
2010-05-26,642.9,657.95,640.35,642.62,0,USD
2010-05-27,650.75,670.59,650.74,670.51,0,USD
2010-05-28,668.83,670.08,657.36,661.61,0,USD
2010-06-01,657.54,662.72,640.96,640.96,0,USD
2010-06-02,644.08,660.52,640.36,660.52,0,USD
2010-06-03,661.15,669.35,658.86,667.37,0,USD
2010-06-04,658.6,658.6,633.13,633.97,0,USD
2010-06-07,636.01,639.22,617.99,618.49,0,USD
2010-06-08,620.33,623.83,607.29,617.69,0,USD
2010-06-09,619.98,632.24,615.56,618.29,0,USD
2010-06-10,624.19,639.79,624.19,639.79,0,USD
2010-06-11,634.18,649.0,632.82,649.0,0,USD
2010-06-14,653.85,662.95,651.01,652.27,0,USD
2010-06-15,655.61,669.95,654.47,668.77,0,USD
2010-06-16,663.85,671.74,662.29,666.13,0,USD
2010-06-17,668.91,669.34,659.36,665.85,0,USD
2010-06-18,667.35,671.55,663.91,666.92,0,USD
2010-06-21,673.12,677.15,656.67,660.03,0,USD
2010-06-22,661.8,668.21,645.63,645.91,0,USD
2010-06-23,645.29,650.04,637.74,644.25,0,USD
2010-06-24,641.61,643.37,632.87,633.17,0,USD
2010-06-25,635.2,646.67,631.22,645.11,0,USD
2010-06-28,644.16,649.72,638.53,641.54,0,USD
2010-06-29,635.96,635.96,612.09,615.96,0,USD
2010-06-30,616.34,623.71,608.34,609.49,0,USD
2010-07-01,609.77,611.11,590.57,604.76,0,USD
2010-07-02,604.93,608.69,595.39,598.97,0,USD
2010-07-06,605.06,613.31,587.67,590.03,0,USD
2010-07-07,592.11,611.68,592.09,611.66,0,USD
2010-07-08,615.63,620.4,611.54,620.27,0,USD
2010-07-09,619.35,629.55,618.39,629.43,0,USD
2010-07-12,627.64,631.35,617.58,621.61,0,USD
2010-07-13,626.72,644.33,626.72,642.82,0,USD
2010-07-14,640.32,643.47,635.63,640.16,0,USD
2010-07-15,640.3,640.3,627.33,634.62,0,USD
2010-07-16,631.36,631.36,609.57,610.39,0,USD
2010-07-19,613.2,615.1,602.0,613.08,0,USD
2010-07-20,604.8,625.1,602.7,624.24,0,USD
2010-07-21,629.1,630.0,611.0,612.64,0,USD
2010-07-22,621.9,636.8,621.8,635.48,0,USD
2010-07-23,631.1,651.2,629.8,650.65,0,USD
2010-07-26,652.9,665.3,649.3,665.22,0,USD
2010-07-27,670.9,672.9,660.2,662.17,0,USD
2010-07-28,661.5,664.3,661.2,664.2,0,USD
2010-07-29,657.3,660.1,639.8,650.43,0,USD
2010-07-30,641.3,655.8,638.5,650.89,0,USD
2010-08-02,662.5,665.0,652.8,661.86,0,USD
2010-08-03,659.1,665.0,650.8,655.66,0,USD
2010-08-04,659.4,664.5,656.9,662.96,0,USD
2010-08-05,656.5,662.0,654.6,655.07,0,USD
2010-08-06,643.8,653.7,638.2,650.68,0,USD
2010-08-09,655.8,660.8,651.2,659.52,0,USD
2010-08-10,651.8,653.7,641.0,646.36,0,USD
2010-08-11,633.0,633.0,618.8,620.39,0,USD
2010-08-12,608.1,621.3,607.5,616.98,0,USD
2010-08-13,614.6,616.2,608.9,609.49,0,USD
2010-08-16,605.7,618.6,603.1,615.1,0,USD
2010-08-17,621.6,630.8,617.9,626.3,0,USD
2010-08-18,624.3,632.8,618.7,628.04,0,USD
2010-08-19,625.1,626.9,608.7,610.96,0,USD
2010-08-20,607.7,611.5,601.0,610.78,0,USD
2010-08-23,615.7,618.7,602.0,602.67,0,USD
2010-08-24,593.5,602.8,587.7,595.59,0,USD
2010-08-25,590.8,606.3,588.8,604.86,0,USD
2010-08-26,607.1,612.3,598.2,599.76,0,USD
2010-08-27,607.1,617.7,595.2,616.76,0,USD
2010-08-30,613.2,616.3,601.72,601.72,0,USD
2010-08-31,601.3,608.5,596.6,602.06,0,USD
2010-09-01,611.6,624.98,609.6,624.98,0,USD
2010-09-02,624.1,633.2,622.1,632.26,0,USD
2010-09-03,641.0,644.5,635.3,643.36,0,USD
2010-09-07,641.0,641.0,628.3,629.29,0,USD
2010-09-08,631.7,639.0,631.4,634.25,0,USD
2010-09-09,643.9,644.0,629.5,634.62,0,USD
2010-09-10,637.1,640.3,632.8,636.46,0,USD
2010-09-13,643.9,653.8,642.3,652.28,0,USD
2010-09-14,650.1,655.2,646.8,649.23,0,USD
2010-09-15,647.0,654.7,642.3,652.51,0,USD
2010-09-16,651.4,653.1,642.9,647.81,0,USD
2010-09-17,652.9,654.4,641.9,651.44,0,USD
2010-09-20,653.1,670.3,648.9,669.98,0,USD
2010-09-21,668.7,673.2,664.2,664.68,0,USD
2010-09-22,663.5,668.0,652.3,656.71,0,USD
2010-09-23,651.5,662.2,647.2,648.84,0,USD
2010-09-24,658.7,671.5,657.7,671.01,0,USD
2010-09-27,670.2,671.9,665.3,668.29,0,USD
2010-09-28,670.0,676.6,657.8,675.43,0,USD
2010-09-29,674.1,679.8,671.6,677.64,0,USD
2010-09-30,682.1,685.8,669.8,676.14,0,USD
2010-10-01,681.7,682.8,672.8,679.29,0,USD
2010-10-04,677.7,681.3,665.2,670.2,0,USD
2010-10-05,677.3,690.5,673.0,689.1,0,USD
2010-10-06,688.0,690.7,681.0,685.0,0,USD
2010-10-07,689.2,689.6,678.0,683.3,0,USD
2010-10-08,683.9,695.5,680.3,692.5,0,USD
2010-10-11,692.2,697.3,690.3,692.1,0,USD
2010-10-12,690.3,697.0,683.0,694.6,0,USD
2010-10-13,698.8,710.3,696.6,705.37,0,USD
2010-10-14,705.0,708.3,697.8,704.69,0,USD
2010-10-15,710.4,711.3,697.8,703.16,0,USD
2010-10-18,704.8,710.2,701.8,710.13,0,USD
2010-10-19,700.2,707.6,689.5,694.15,0,USD
2010-10-20,698.5,706.3,695.8,702.11,0,USD
2010-10-21,705.6,710.8,689.7,698.12,0,USD
2010-10-22,700.8,703.8,697.7,703.43,0,USD
2010-10-25,708.5,715.6,705.8,707.89,0,USD
2010-10-26,703.2,711.2,699.5,706.93,0,USD
2010-10-27,701.5,705.7,695.3,704.23,0,USD
2010-10-28,710.5,711.1,697.0,701.03,0,USD
2010-10-29,698.1,706.1,697.8,703.35,0,USD
2010-11-01,706.3,711.0,693.0,698.56,0,USD
2010-11-02,706.6,713.3,702.8,712.89,0,USD
2010-11-03,713.6,716.1,705.0,715.14,0,USD
2010-11-04,728.5,734.1,726.3,733.46,0,USD
2010-11-05,734.6,739.8,733.1,736.59,0,USD
2010-11-08,734.8,738.6,730.8,736.77,0,USD
2010-11-09,738.7,739.7,722.8,726.03,0,USD
2010-11-10,727.3,735.0,720.7,734.85,0,USD
2010-11-11,727.0,734.8,724.2,731.58,0,USD
2010-11-12,724.7,730.3,718.5,719.27,0,USD
2010-11-15,723.8,728.1,719.3,719.94,0,USD
2010-11-16,714.5,716.3,701.0,705.33,0,USD
2010-11-17,707.3,709.7,703.7,707.77,0,USD
2010-11-18,716.8,724.8,716.6,720.84,0,USD
2010-11-19,718.8,725.1,714.3,724.36,0,USD
2010-11-22,721.1,728.8,716.5,727.33,0,USD
2010-11-23,718.2,721.3,714.5,719.93,0,USD
2010-11-24,727.0,737.1,727.0,736.53,0,USD
2010-11-26,732.0,736.3,730.3,732.73,0,USD
2010-11-29,728.8,734.2,719.3,731.95,0,USD
2010-11-30,724.3,731.5,721.0,727.01,0,USD
2010-12-01,740.5,745.0,740.1,743.14,0,USD
2010-12-02,743.8,751.8,742.8,751.2,0,USD
2010-12-03,747.3,757.5,746.8,756.42,0,USD
2010-12-06,755.1,762.0,753.6,760.86,0,USD
2010-12-07,769.0,771.0,762.6,765.3,0,USD
2010-12-08,766.3,767.8,762.3,764.04,0,USD
2010-12-09,769.0,769.3,763.5,767.63,0,USD
