Date,Value
2016-04-30,-0.24
2016-05-31,-0.1
2016-06-30,0.08
2016-07-31,0.16
2016-08-31,0.24
2016-09-30,0.41
2016-10-31,0.51
2016-11-30,0.57
2016-12-31,1.14
2017-01-31,1.75
2017-02-28,1.98
2017-03-31,1.55
2017-04-30,1.89
2017-05-31,1.4
2017-06-30,1.26
2017-07-31,1.32
2017-08-31,1.5
2017-09-30,1.53
2017-10-31,1.38
2017-11-30,1.54
2017-12-31,1.35
2018-01-31,1.31
2018-02-28,1.13
2018-03-31,1.34
2018-04-30,1.25
2018-05-31,1.87
2018-06-30,1.96
2018-07-31,2.14
2018-08-31,2.03
2018-09-30,2.07
2018-10-31,2.2
2018-11-30,1.95
2018-12-31,1.57
2019-01-31,1.17
2019-02-28,1.29
2019-03-31,1.3
2019-04-30,1.72
2019-05-31,1.36
2019-06-30,1.4
2019-07-31,1.25
2019-08-31,1.24
2019-09-30,1.0
2019-10-31,0.91
2019-11-30,0.77
2019-12-31,1.09
2020-01-31,1.36
2020-02-29,1.22
2020-03-31,0.75
2020-04-30,0.31
2020-05-31,0.09
2020-06-30,0.27
2020-07-31,0.39
2020-08-31,-0.17
2020-09-30,-0.31
2020-10-31,-0.28
2020-11-30,-0.29
2020-12-31,-0.27
2021-01-31,0.91
2021-02-28,0.94
2021-03-31,1.33
